as_of_utc,target,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin,h,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core,legacy_source_fallback_used,legacy_source_origin_status,legacy_source_converged,fuel_fallback_used,food_model_status,food_fallback_reason,food_fallback_used,core_model_status,core_fallback_reason,core_fallback_used,energy_scenario_status,yy_exante,cumulative_log_forecast,cumulative_log_actual,series
2019-03-10T22:59:00+00:00,2019-02,STABLE_LOCAL_CORE_R14B,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,,,,,,,,2.8136990211578414,0.0,0.0,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-03,STABLE_LOCAL_CORE_R14B,0.07760990191705135,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.07691273489061626,-0.021635397155457307,0.015380661933310783,0.04671971117706229,0.003757224296524392,-0.04352503322500508,0.1405187924219625,-0.12180194706849323,0.1,0.5070259413749834,0.1292355051968831,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,,,,,,,,2.9920496174052666,0.06526691638784538,0.18621979310646208,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-04,STABLE_LOCAL_CORE_R14B,0.3028547816679603,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.273000917261699,-0.02505350633404028,0.015380661933310783,0.06032955966627137,0.0,-0.020802850859280558,0.49876992774030676,-0.1410450582650482,0.1,0.6547269024545554,0.0,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,,,,,,,,3.0079660619326076,0.3553811513735216,0.2791998091031148,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-05,STABLE_LOCAL_CORE_R14B,0.24242765382058756,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.11895118635668048,0.06707643888498459,0.015380661933310783,0.011091361384545593,0.0,0.02992800526106615,0.21732262008069433,0.3776237986253515,0.1,0.12036906490745512,0.0,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,,,,,,,,2.766917388401311,0.5851613135201371,0.9276504370292084,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-06,STABLE_LOCAL_CORE_R14B,0.17213457979335423,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.15690290083346906,0.017449750427862485,0.0,-0.0040829653995750155,0.0,0.0018648939315976873,0.28666002039815575,0.09823778887446075,0.0,-0.0443104061040811,0.0,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,2.5538760974287666,0.7448195440000247,1.112152334386138,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-07,STABLE_LOCAL_CORE_R14B,0.3390061125759955,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.30260484097689133,-0.016767980855422693,0.007690330966655392,0.046131120814105864,0.0,-0.0006521993262344136,0.5528559983673214,-0.09439959442031944,0.05,0.5006382609860527,0.0,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,2.7070191365059415,1.0709681507217397,1.4801380302261997,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-08,STABLE_LOCAL_CORE_R14B,0.051635776162943965,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.13270878670815267,-0.08761881999684566,0.0,-0.030673282247466654,0.0,0.037219091699103604,0.24245761743532226,-0.4932723350894297,0.0,-0.3328819766809238,0.0,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,2.663017714622775,1.110320328075261,1.571923259249096,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-09,STABLE_LOCAL_CORE_R14B,-0.0836379477042533,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.16304284402806193,0.08689341263339842,0.015380661933310783,0.026029154569884028,0.0,-0.04889833281278459,-0.29787763480844376,0.48918847064031284,0.1,0.2824815536417502,0.0,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,2.8685648385367175,1.0142391790654852,1.019943936889315,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-10,STABLE_LOCAL_CORE_R14B,0.32724784001033835,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.24461812463104013,0.0789473614882196,0.0,0.01070812796820212,0.0,-0.007025774077123541,0.44691485131251796,0.4444541635215511,0.0,0.11621002199403706,0.0,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,2.815746410133582,1.3286008452042317,1.4801380302262204,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-11,STABLE_LOCAL_CORE_R14B,0.08584002444602715,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.05134973358677954,0.028782080555291033,0.0,-0.007630898881345322,0.0,0.013339109185301897,0.0938154463635396,0.1620360110390849,0.0,-0.0828143751614413,0.0,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,3.001174391223404,1.4020571855692987,1.7552413674152,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2019-12,STABLE_LOCAL_CORE_R14B,0.16056349199034103,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,10,research_estimated,0.14358806533545915,0.08285092004779707,0.0,-0.04753595728397575,0.0,-0.018339536108939423,0.26233394997381954,0.4664302349398883,0.0,-0.5158842570692518,0.0,-0.018339536108939423,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,3.069229733358886,1.5501167647177303,1.938224035122816,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2020-01,STABLE_LOCAL_CORE_R14B,0.8642418662037101,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,11,research_estimated,0.20199074242255352,0.2090742690449852,0.23070992899966175,0.21428908243768857,0.0,0.00817784329882101,0.3690350531157074,1.1770365419512416,1.5,2.3255735322844586,0.0,0.00817784329882101,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,2.8922474304029486,2.3982697074552353,3.3901551675681305,LOCAL_FOODNORM
2019-03-10T22:59:00+00:00,2020-02,STABLE_LOCAL_CORE_R14B,0.3411512993528683,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,12,research_estimated,0.2085203652123732,0.06640490854711377,0.007690330966655392,0.008175503106441186,0.0,0.05036019152028474,0.3809646082238606,0.3738432485351214,0.05,0.08872469572955288,0.0,0.05036019152028474,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,,,,,,,,2.9162442803263446,2.726498916550642,3.660060864484629,LOCAL_FOODNORM
2019-04-09T21:59:00+00:00,2019-03,STABLE_LOCAL_CORE_R14B,0.0994602395416571,,0.0994602395416571,0.1863932898415576,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-02,sa,2019-03,337,2019-03,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,,,,,,,,2.8800008017511463,0.0,0.0,LOCAL_FOODNORM
