scope,sample,metric,h,model,n,mae,rmse,bias
all_models_common,full,headline_yy,1,STATE_FAST_R15,89,0.5011490271524494,0.8566907198286517,-0.10481303955374352
all_models_common,full,headline_yy,1,STABLE_LOCAL_CORE_R14B,89,0.5027231125723661,0.8642558865902373,-0.10474168629149656
all_models_common,full,headline_yy,1,DAMPED_P95_Q001_R16,89,0.500304762472871,0.8532747446104095,-0.10320774823011016
all_models_common,full,headline_yy,1,CORE_FEEDBACK_R21,89,0.5021253099647737,0.852705248608762,-0.10398265595707365
all_models_common,full,headline_yy,1,DUAL_FEEDBACK_R21,89,0.5030077800580445,0.8510544698034226,-0.09372286103862136
all_models_common,full,headline_yy,1,FOOD_FEEDBACK_R21,89,0.5018205964814405,0.8546675038155991,-0.09455324463529129
all_models_common,full,headline_yy,1,POOL_COMPLETE_R21,89,0.5040465219153437,0.8648428154780491,-0.1207053965197411
all_models_common,full,headline_yy,1,POOL_PARTIAL_R21,89,0.5016960913597379,0.8600050423886085,-0.11529477584351006
all_models_common,full,headline_yy,1,POOL_PRIOR_R21,89,0.49951429447026147,0.8567505578357478,-0.10439387840727357
all_models_common,origins_2019_2021,headline_yy,1,STATE_FAST_R15,35,0.3599172069594031,0.4482062213331993,-0.12292045603346083
all_models_common,origins_2019_2021,headline_yy,1,STABLE_LOCAL_CORE_R14B,35,0.3467213747081111,0.4502262191144419,-0.1541402932546609
all_models_common,origins_2019_2021,headline_yy,1,DAMPED_P95_Q001_R16,35,0.359627393031699,0.4490245163584113,-0.12195295303902258
all_models_common,origins_2019_2021,headline_yy,1,CORE_FEEDBACK_R21,35,0.36371803453555335,0.4501517499402597,-0.11558970583017561
all_models_common,origins_2019_2021,headline_yy,1,DUAL_FEEDBACK_R21,35,0.36374656956883533,0.4497953233239044,-0.11315314502239528
all_models_common,origins_2019_2021,headline_yy,1,FOOD_FEEDBACK_R21,35,0.359945741992685,0.4478668862473612,-0.12048389522568025
all_models_common,origins_2019_2021,headline_yy,1,POOL_COMPLETE_R21,35,0.3545360795098586,0.45352859498341697,-0.1455077998645228
all_models_common,origins_2019_2021,headline_yy,1,POOL_PARTIAL_R21,35,0.35535782004613137,0.45387273957281105,-0.1446847521443321
all_models_common,origins_2019_2021,headline_yy,1,POOL_PRIOR_R21,35,0.35383086074553943,0.4468057413538503,-0.13048353959015122
all_models_common,origins_2022_2023,headline_yy,1,STATE_FAST_R15,24,1.026947126068153,1.5134867436221016,-0.24185296061662945
all_models_common,origins_2022_2023,headline_yy,1,STABLE_LOCAL_CORE_R14B,24,1.0616794529997478,1.531097012548573,-0.1906479143870982
