clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,included,actual_complete,missing_models,n_models_available,reason
report,2023-08-10,2023-07-21,2025Q3,9,2023-07,2023-08-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2023-08-10,2023-07-21,2025Q4,10,2023-07,2023-08-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-08-10,2023-07-21,2023Q3,1,2023-06,2023-07-12 21:59:00+00:00,True,True,,9,included
cutoff,2023-08-10,2023-07-21,2023Q4,2,2023-06,2023-07-12 21:59:00+00:00,True,True,,9,included
cutoff,2023-08-10,2023-07-21,2024Q1,3,2023-06,2023-07-12 21:59:00+00:00,True,True,,9,included
cutoff,2023-08-10,2023-07-21,2024Q2,4,2023-06,2023-07-12 21:59:00+00:00,True,True,,9,included
cutoff,2023-08-10,2023-07-21,2024Q3,5,2023-06,2023-07-12 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-08-10,2023-07-21,2024Q4,6,2023-06,2023-07-12 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-08-10,2023-07-21,2025Q1,7,2023-06,2023-07-12 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-08-10,2023-07-21,2025Q2,8,2023-06,2023-07-12 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-08-10,2023-07-21,2025Q3,9,2023-06,2023-07-12 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-08-10,2023-07-21,2025Q4,10,2023-06,2023-07-12 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2023-11-09,2023-10-20,2023Q4,1,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
report,2023-11-09,2023-10-20,2024Q1,2,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
report,2023-11-09,2023-10-20,2024Q2,3,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
report,2023-11-09,2023-10-20,2024Q3,4,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
report,2023-11-09,2023-10-20,2024Q4,5,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2023-11-09,2023-10-20,2025Q1,6,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2023-11-09,2023-10-20,2025Q2,7,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2023-11-09,2023-10-20,2025Q3,8,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2023-11-09,2023-10-20,2025Q4,9,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-11-09,2023-10-20,2023Q4,1,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2023-11-09,2023-10-20,2024Q1,2,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2023-11-09,2023-10-20,2024Q2,3,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2023-11-09,2023-10-20,2024Q3,4,2023-09,2023-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2023-11-09,2023-10-20,2024Q4,5,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-11-09,2023-10-20,2025Q1,6,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-11-09,2023-10-20,2025Q2,7,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-11-09,2023-10-20,2025Q3,8,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2023-11-09,2023-10-20,2025Q4,9,2023-09,2023-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-02-15,2024-01-26,2024Q1,1,2024-01,2024-02-14 22:59:00+00:00,True,True,,9,included
report,2024-02-15,2024-01-26,2024Q2,2,2024-01,2024-02-14 22:59:00+00:00,True,True,,9,included
report,2024-02-15,2024-01-26,2024Q3,3,2024-01,2024-02-14 22:59:00+00:00,True,True,,9,included
report,2024-02-15,2024-01-26,2024Q4,4,2024-01,2024-02-14 22:59:00+00:00,True,True,,9,included
report,2024-02-15,2024-01-26,2025Q1,5,2024-01,2024-02-14 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-02-15,2024-01-26,2025Q2,6,2024-01,2024-02-14 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-02-15,2024-01-26,2025Q3,7,2024-01,2024-02-14 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-02-15,2024-01-26,2025Q4,8,2024-01,2024-02-14 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-02-15,2024-01-26,2024Q1,1,2023-12,2024-01-10 22:59:00+00:00,True,True,,9,included
cutoff,2024-02-15,2024-01-26,2024Q2,2,2023-12,2024-01-10 22:59:00+00:00,True,True,,9,included
cutoff,2024-02-15,2024-01-26,2024Q3,3,2023-12,2024-01-10 22:59:00+00:00,True,True,,9,included
cutoff,2024-02-15,2024-01-26,2024Q4,4,2023-12,2024-01-10 22:59:00+00:00,True,True,,9,included
cutoff,2024-02-15,2024-01-26,2025Q1,5,2023-12,2024-01-10 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-02-15,2024-01-26,2025Q2,6,2023-12,2024-01-10 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-02-15,2024-01-26,2025Q3,7,2023-12,2024-01-10 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-02-15,2024-01-26,2025Q4,8,2023-12,2024-01-10 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-05-09,2024-04-26,2024Q2,1,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
report,2024-05-09,2024-04-26,2024Q3,2,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
report,2024-05-09,2024-04-26,2024Q4,3,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
report,2024-05-09,2024-04-26,2025Q1,4,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
report,2024-05-09,2024-04-26,2025Q2,5,2024-03,2024-04-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-05-09,2024-04-26,2025Q3,6,2024-03,2024-04-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-05-09,2024-04-26,2025Q4,7,2024-03,2024-04-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2024Q2,1,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-05-09,2024-04-26,2024Q3,2,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-05-09,2024-04-26,2024Q4,3,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-05-09,2024-04-26,2025Q1,4,2024-03,2024-04-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-05-09,2024-04-26,2025Q2,5,2024-03,2024-04-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2025Q3,6,2024-03,2024-04-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-05-09,2024-04-26,2025Q4,7,2024-03,2024-04-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2024Q3,1,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
report,2024-08-08,2024-07-26,2024Q4,2,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
report,2024-08-08,2024-07-26,2025Q1,3,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
report,2024-08-08,2024-07-26,2025Q2,4,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
report,2024-08-08,2024-07-26,2025Q3,5,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2025Q4,6,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2026Q1,7,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2026Q2,8,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-08-08,2024-07-26,2026Q3,9,2024-06,2024-07-09 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2024-08-08,2024-07-26,2026Q4,10,2024-06,2024-07-09 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2024-08-08,2024-07-26,2024Q3,1,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-08-08,2024-07-26,2024Q4,2,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-08-08,2024-07-26,2025Q1,3,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-08-08,2024-07-26,2025Q2,4,2024-06,2024-07-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-08-08,2024-07-26,2025Q3,5,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2025Q4,6,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2026Q1,7,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2026Q2,8,2024-06,2024-07-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-08-08,2024-07-26,2026Q3,9,2024-06,2024-07-09 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2024-08-08,2024-07-26,2026Q4,10,2024-06,2024-07-09 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2024-11-14,2024-10-31,2024Q4,1,2024-10,2024-11-10 22:59:00+00:00,True,True,,9,included
report,2024-11-14,2024-10-31,2025Q1,2,2024-10,2024-11-10 22:59:00+00:00,True,True,,9,included
report,2024-11-14,2024-10-31,2025Q2,3,2024-10,2024-11-10 22:59:00+00:00,True,True,,9,included
report,2024-11-14,2024-10-31,2025Q3,4,2024-10,2024-11-10 22:59:00+00:00,True,True,,9,included
report,2024-11-14,2024-10-31,2025Q4,5,2024-10,2024-11-10 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2026Q1,6,2024-10,2024-11-10 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2026Q2,7,2024-10,2024-11-10 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2024-11-14,2024-10-31,2026Q3,8,2024-10,2024-11-10 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2024-11-14,2024-10-31,2026Q4,9,2024-10,2024-11-10 22:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2024-11-14,2024-10-31,2024Q4,1,2024-09,2024-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-11-14,2024-10-31,2025Q1,2,2024-09,2024-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-11-14,2024-10-31,2025Q2,3,2024-09,2024-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-11-14,2024-10-31,2025Q3,4,2024-09,2024-10-09 21:59:00+00:00,True,True,,9,included
cutoff,2024-11-14,2024-10-31,2025Q4,5,2024-09,2024-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2026Q1,6,2024-09,2024-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2026Q2,7,2024-09,2024-10-09 21:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
cutoff,2024-11-14,2024-10-31,2026Q3,8,2024-09,2024-10-09 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
cutoff,2024-11-14,2024-10-31,2026Q4,9,2024-09,2024-10-09 21:59:00+00:00,False,False,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_actual
report,2025-02-13,2025-01-24,2025Q1,1,2025-01,2025-02-05 22:59:00+00:00,True,True,,9,included
report,2025-02-13,2025-01-24,2025Q2,2,2025-01,2025-02-05 22:59:00+00:00,True,True,,9,included
report,2025-02-13,2025-01-24,2025Q3,3,2025-01,2025-02-05 22:59:00+00:00,True,True,,9,included
report,2025-02-13,2025-01-24,2025Q4,4,2025-01,2025-02-05 22:59:00+00:00,True,True,,9,included
report,2025-02-13,2025-01-24,2026Q1,5,2025-01,2025-02-05 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
report,2025-02-13,2025-01-24,2026Q2,6,2025-01,2025-02-05 22:59:00+00:00,False,True,STATE_FAST_R15|STABLE_LOCAL_CORE_R14B|DAMPED_P95_Q001_R16|CORE_FEEDBACK_R21|DUAL_FEEDBACK_R21|FOOD_FEEDBACK_R21|POOL_COMPLETE_R21|POOL_PARTIAL_R21|POOL_PRIOR_R21,0,incomplete_model_quarter
