model,h,omitted_year,n,rmse_delta,mae_delta
CORE_LEVELPHASE_FIXED040_R29B,1,2019,78,0.016778187057157168,-0.004484636355737259
CORE_LEVELPHASE_FIXED040_R29B,1,2020,76,0.017457495387782296,-0.0035897726508880012
CORE_LEVELPHASE_FIXED040_R29B,1,2021,76,0.018050883309216004,-0.005221131983712213
CORE_LEVELPHASE_FIXED040_R29B,1,2022,76,-0.012097100406180006,-0.007393624053857961
CORE_LEVELPHASE_FIXED040_R29B,1,2023,76,0.02096925190013077,-0.00443585008768832
CORE_LEVELPHASE_FIXED040_R29B,1,2024,76,0.017230702969494027,-0.0074690724336933245
CORE_LEVELPHASE_FIXED040_R29B,1,2025,76,0.017480073415654274,-0.00360791777907421
CORE_LEVELPHASE_FIXED040_R29B,1,2026,82,0.015779058309324245,-0.0052552417055183875
CORE_LEVELPHASE_FIXED060_R29B,1,2019,78,0.01067531565558244,-0.00475834083626181
CORE_LEVELPHASE_FIXED060_R29B,1,2020,76,0.0110138475413456,-0.004232118772602544
CORE_LEVELPHASE_FIXED060_R29B,1,2021,76,0.011827334982201787,-0.005152973338375388
CORE_LEVELPHASE_FIXED060_R29B,1,2022,76,-0.011282218564315605,-0.006182777205359924
CORE_LEVELPHASE_FIXED060_R29B,1,2023,76,0.014711359364103394,-0.004056531101594041
CORE_LEVELPHASE_FIXED060_R29B,1,2024,76,0.011053256647701182,-0.007276596337642882
CORE_LEVELPHASE_FIXED060_R29B,1,2025,76,0.01136005792337913,-0.0037941556860832115
CORE_LEVELPHASE_FIXED060_R29B,1,2026,82,0.009896152104633349,-0.005338410368974755
CORE_LEVELPHASE_FIXED080_R29B,1,2019,78,0.004995676545680561,-0.005033497176505475
CORE_LEVELPHASE_FIXED080_R29B,1,2020,76,0.004937647499969833,-0.004876338223096521
CORE_LEVELPHASE_FIXED080_R29B,1,2021,76,0.006045804234384389,-0.005086244330210099
CORE_LEVELPHASE_FIXED080_R29B,1,2022,76,-0.00968601063240837,-0.0049718079953781635
CORE_LEVELPHASE_FIXED080_R29B,1,2023,76,0.008604329651365705,-0.003678231995197012
CORE_LEVELPHASE_FIXED080_R29B,1,2024,76,0.005302648553692002,-0.007085520748812968
CORE_LEVELPHASE_FIXED080_R29B,1,2025,76,0.005666428789793954,-0.003981856102780124
CORE_LEVELPHASE_FIXED080_R29B,1,2026,82,0.004430719377627845,-0.005422932034853667
CORE_LEVELPHASE_PANEL_R29B,1,2019,78,0.0444000364309749,0.01977885182751249
CORE_LEVELPHASE_PANEL_R29B,1,2020,76,0.044848340399621156,0.019863328740985287
CORE_LEVELPHASE_PANEL_R29B,1,2021,76,0.04257633022537033,0.018279212884085405
CORE_LEVELPHASE_PANEL_R29B,1,2022,76,-0.006665745376974674,-0.008368173030439963
CORE_LEVELPHASE_PANEL_R29B,1,2023,76,0.049255239225350134,0.019456973937016064
CORE_LEVELPHASE_PANEL_R29B,1,2024,76,0.04472185362938941,0.016396030858958244
CORE_LEVELPHASE_PANEL_R29B,1,2025,76,0.04474513079423714,0.02019356093041802
CORE_LEVELPHASE_PANEL_R29B,1,2026,82,0.04241925183388218,0.01740548298418554
CORE_LEVELPHASE_FIXED040_R29B,2,2019,77,0.015885272774102344,-0.030007052318850924
CORE_LEVELPHASE_FIXED040_R29B,2,2020,74,0.019876272206529544,-0.026510743296873862
CORE_LEVELPHASE_FIXED040_R29B,2,2021,74,0.019779122570313445,-0.027826997238888818
CORE_LEVELPHASE_FIXED040_R29B,2,2022,74,-0.04641991149555058,-0.036112523763450644
CORE_LEVELPHASE_FIXED040_R29B,2,2023,74,0.030962088632227047,-0.01210340890659689
CORE_LEVELPHASE_FIXED040_R29B,2,2024,74,0.017389962543212123,-0.027375881699005622
CORE_LEVELPHASE_FIXED040_R29B,2,2025,74,0.01909398965715714,-0.019268455072758317
CORE_LEVELPHASE_FIXED040_R29B,2,2026,81,0.014958559921611103,-0.028267078191156814
CORE_LEVELPHASE_FIXED060_R29B,2,2019,77,0.008582128046877635,-0.026867772070800933
CORE_LEVELPHASE_FIXED060_R29B,2,2020,74,0.011484838160844335,-0.02491395727902379
CORE_LEVELPHASE_FIXED060_R29B,2,2021,74,0.012094458457352797,-0.02506283326367753
CORE_LEVELPHASE_FIXED060_R29B,2,2022,74,-0.041551873059397004,-0.03101533871395351
CORE_LEVELPHASE_FIXED060_R29B,2,2023,74,0.022268760763128448,-0.013155896644412413
CORE_LEVELPHASE_FIXED060_R29B,2,2024,74,0.009499902571371788,-0.024467675718566784
CORE_LEVELPHASE_FIXED060_R29B,2,2025,74,0.011500384398700714,-0.016948692812925215
CORE_LEVELPHASE_FIXED060_R29B,2,2026,81,0.007837717450867698,-0.02570216750327403
CORE_LEVELPHASE_FIXED080_R29B,2,2019,77,0.0025488637075870013,-0.023424851102586408
CORE_LEVELPHASE_FIXED080_R29B,2,2020,74,0.004208891252099667,-0.023002877482257822
CORE_LEVELPHASE_FIXED080_R29B,2,2021,74,0.0057411749278819535,-0.021983054390938284
CORE_LEVELPHASE_FIXED080_R29B,2,2022,74,-0.0343087154211249,-0.025597633846209056
CORE_LEVELPHASE_FIXED080_R29B,2,2023,74,0.01406739091763698,-0.013897691297391046
CORE_LEVELPHASE_FIXED080_R29B,2,2024,74,0.0028881077404894206,-0.021272765052449016
CORE_LEVELPHASE_FIXED080_R29B,2,2025,74,0.005187615896653508,-0.01459901247190254
CORE_LEVELPHASE_FIXED080_R29B,2,2026,81,0.0019631112476490298,-0.02284893947607669
CORE_LEVELPHASE_PANEL_R29B,2,2019,77,0.11273412121277504,0.036318085454828175
CORE_LEVELPHASE_PANEL_R29B,2,2020,74,0.11775260372740992,0.03893803441235211
CORE_LEVELPHASE_PANEL_R29B,2,2021,74,0.10583182857002082,0.014974434591107144
CORE_LEVELPHASE_PANEL_R29B,2,2022,74,-0.01709389973638542,-0.015785717372580665
CORE_LEVELPHASE_PANEL_R29B,2,2023,74,0.13013266418418334,0.052957592898415395
CORE_LEVELPHASE_PANEL_R29B,2,2024,74,0.11524833570139248,0.03876917806914415
CORE_LEVELPHASE_PANEL_R29B,2,2025,74,0.11644818575405291,0.04676172979601445
CORE_LEVELPHASE_PANEL_R29B,2,2026,81,0.10907722386909868,0.03383041740578563
CORE_LEVELPHASE_FIXED040_R29B,3,2019,76,0.0030280307635217607,-0.04944856308384704
CORE_LEVELPHASE_FIXED040_R29B,3,2020,72,0.008585086497015615,-0.035874804367652
CORE_LEVELPHASE_FIXED040_R29B,3,2021,72,0.011754330667797852,-0.03882469703125435
