scope,model,h,metric,sample,n_intended,n_missing_forecasts,n,mae,rmse,bias
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,1,headline_yy,full,88,0,88,0.5012539042350407,0.8769938424958953,-0.16161622807008216
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,1,headline_yy,origins_2019_2021,34,0,34,0.35920078368146086,0.4469187181740374,-0.15237397362365626
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,1,headline_yy,origins_2022_2023,24,0,24,1.0264160382454612,1.5504047292756662,-0.3679368779107861
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,1,headline_yy,origins_2024plus,30,0,30,0.24211773365409464,0.3266624255796528,-0.007034263236801637
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,1,headline_yy,recent_targets,31,0,31,0.24471038367114153,0.32652865970976586,-0.017210251009245055
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,2,headline_yy,full,86,0,86,0.7459646323107574,1.2459517827043447,-0.30547481038917984
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,2,headline_yy,origins_2019_2021,33,0,33,0.5170092349051071,0.6260470697200091,-0.2863747270379333
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,2,headline_yy,origins_2022_2023,24,0,24,1.5722063177915366,2.1922455703717065,-0.6797894486341033
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,2,headline_yy,origins_2024plus,29,0,29,0.32271386206412833,0.424654604869344,-0.017431756344799494
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,2,headline_yy,recent_targets,31,0,31,0.3266232613423633,0.42215129030042114,-0.04103677534686215
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,3,headline_yy,full,84,0,84,0.9297393758044925,1.4617294641033118,-0.4965451035642326
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,3,headline_yy,origins_2019_2021,32,0,32,0.7688635681632282,1.0273204229899404,-0.5737836553843485
original_R16_calendar,CORE_LEVELPHASE_FIXED040_R29B,3,headline_yy,origins_2022_2023,24,0,24,1.7817011160648242,2.406554840672921,-0.9242933009200951
