origin,target,model,predicted,actual,eligible,predicted_change,actual_change
2019-02,2019-11,CORE_LEVELPHASE_FIXED040_R29B,0,0.0,True,-0.05287019612911559,-0.36520282553289585
2019-02,2019-11,CORE_LEVELPHASE_FIXED060_R29B,0,0.0,True,-0.07930529419367538,-0.36520282553289585
2019-02,2019-11,CORE_LEVELPHASE_FIXED080_R29B,0,0.0,True,-0.10574039225823206,-0.36520282553289585
2019-02,2019-11,CORE_LEVELPHASE_PANEL_R29B,0,0.0,True,0.08219206877119545,-0.36520282553289585
2019-02,2019-11,FOOD_ECM_R27,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,STATE_FAST_R15,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-03,2019-12,CORE_LEVELPHASE_FIXED040_R29B,0,0.0,True,-0.01388715981846067,0.39456003763463476
2019-03,2019-12,CORE_LEVELPHASE_FIXED060_R29B,0,0.0,True,-0.020830739727691228,0.39456003763463476
2019-03,2019-12,CORE_LEVELPHASE_FIXED080_R29B,0,0.0,True,-0.027774319636920453,0.39456003763463476
2019-03,2019-12,CORE_LEVELPHASE_PANEL_R29B,0,0.0,True,0.08084502380175884,0.39456003763463476
2019-03,2019-12,FOOD_ECM_R27,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,STATE_FAST_R15,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-04,2020-01,CORE_LEVELPHASE_FIXED040_R29B,0,0.0,True,0.03361155664246329,-0.6688584835320368
2019-04,2020-01,CORE_LEVELPHASE_FIXED060_R29B,0,0.0,True,0.050417334963693605,-0.6688584835320368
2019-04,2020-01,CORE_LEVELPHASE_FIXED080_R29B,0,0.0,True,0.06722311328492525,-0.6688584835320368
2019-04,2020-01,CORE_LEVELPHASE_PANEL_R29B,0,0.0,True,0.06051237764555495,-0.6688584835320368
2019-04,2020-01,FOOD_ECM_R27,0,0.0,True,0.0840288916061569,-0.6688584835320368
2019-04,2020-01,STATE_FAST_R15,0,0.0,True,0.0840288916061569,-0.6688584835320368
2019-05,2020-02,CORE_LEVELPHASE_FIXED040_R29B,0,0.0,True,0.0291823542975731,0.6896326275908802
2019-05,2020-02,CORE_LEVELPHASE_FIXED060_R29B,0,0.0,True,0.04377353144636098,0.6896326275908802
2019-05,2020-02,CORE_LEVELPHASE_FIXED080_R29B,0,0.0,True,0.05836470859514753,0.6896326275908802
2019-05,2020-02,CORE_LEVELPHASE_PANEL_R29B,0,0.0,True,0.05157805852006536,0.6896326275908802
2019-05,2020-02,FOOD_ECM_R27,0,0.0,True,0.07295588574393452,0.6896326275908802
2019-05,2020-02,STATE_FAST_R15,0,0.0,True,0.07295588574393452,0.6896326275908802
2019-06,2020-03,CORE_LEVELPHASE_FIXED040_R29B,0,1.0,True,0.025344395564084854,2.180262853973243
2019-06,2020-03,CORE_LEVELPHASE_FIXED060_R29B,0,1.0,True,0.038016593346127614,2.180262853973243
2019-06,2020-03,CORE_LEVELPHASE_FIXED080_R29B,0,1.0,True,0.050688791128170596,2.180262853973243
2019-06,2020-03,CORE_LEVELPHASE_PANEL_R29B,0,1.0,True,0.04285585424749305,2.180262853973243
2019-06,2020-03,FOOD_ECM_R27,0,1.0,True,0.0633609889102118,2.180262853973243
2019-06,2020-03,STATE_FAST_R15,0,1.0,True,0.0633609889102118,2.180262853973243
2019-07,2020-04,CORE_LEVELPHASE_FIXED040_R29B,0,0.0,True,-0.007649059945557646,0.41117413836725825
2019-07,2020-04,CORE_LEVELPHASE_FIXED060_R29B,0,0.0,True,-0.007649059945557646,0.41117413836725825
2019-07,2020-04,CORE_LEVELPHASE_FIXED080_R29B,0,0.0,True,-0.007649059945557646,0.41117413836725825
2019-07,2020-04,CORE_LEVELPHASE_PANEL_R29B,0,0.0,True,0.12334388474032654,0.41117413836725825
2019-07,2020-04,FOOD_ECM_R27,0,0.0,True,-0.007649059945557646,0.41117413836725825
2019-07,2020-04,STATE_FAST_R15,0,0.0,True,-0.007649059945557646,0.41117413836725825
2019-08,2020-05,CORE_LEVELPHASE_FIXED040_R29B,0,0.0,True,-0.25266778457609895,1.3059588569455536
2019-08,2020-05,CORE_LEVELPHASE_FIXED060_R29B,0,0.0,True,-0.25266778457609895,1.3059588569455536
2019-08,2020-05,CORE_LEVELPHASE_FIXED080_R29B,0,0.0,True,-0.25266778457609895,1.3059588569455536
2019-08,2020-05,CORE_LEVELPHASE_PANEL_R29B,0,0.0,True,0.4642001558257052,1.3059588569455536
2019-08,2020-05,FOOD_ECM_R27,0,0.0,True,-0.25266778457609895,1.3059588569455536
2019-08,2020-05,STATE_FAST_R15,0,0.0,True,-0.25266778457609895,1.3059588569455536
2019-09,2020-06,CORE_LEVELPHASE_FIXED040_R29B,0,1.0,True,-0.044583774589528335,1.991442064231025
2019-09,2020-06,CORE_LEVELPHASE_FIXED060_R29B,0,1.0,True,-0.06687566188429361,1.991442064231025
2019-09,2020-06,CORE_LEVELPHASE_FIXED080_R29B,0,1.0,True,-0.089167549179058,1.991442064231025
