scope,metric,origin,target,h,model,benchmark,forecast,baseline,actual,loss_difference,absolute_loss_difference
all_models_common,headline_yy,2019-02,2019-03,1,FOOD_ECM_R27,STATE_FAST_R15,3.048877280727015,3.0053754316371775,2.969348659003822,0.005026873326815254,0.04350184908983756
all_models_common,headline_yy,2019-03,2019-04,1,FOOD_ECM_R27,STATE_FAST_R15,2.9765620243170847,2.9383756042254587,2.769818529130847,0.014331385237371316,0.03818642009162598
all_models_common,headline_yy,2019-04,2019-05,1,FOOD_ECM_R27,STATE_FAST_R15,2.8524740527383186,2.824539189608261,2.9467680608364977,-0.006048536998509447,-0.027934863130057774
all_models_common,headline_yy,2019-05,2019-06,1,FOOD_ECM_R27,STATE_FAST_R15,2.343001077376729,2.2859173485581037,2.7462121212121224,-0.04929213186178735,-0.057083728818625445
all_models_common,headline_yy,2019-06,2019-07,1,FOOD_ECM_R27,STATE_FAST_R15,2.7613569884961895,2.742571930308312,2.9300567107750517,-0.006690946609696328,-0.018785058187877457
all_models_common,headline_yy,2019-07,2019-08,1,FOOD_ECM_R27,STATE_FAST_R15,2.951912118079101,2.927660256316292,2.9272898961284195,0.0006061166471198516,0.02425186176280869
all_models_common,headline_yy,2019-08,2019-09,1,FOOD_ECM_R27,STATE_FAST_R15,3.170969434200683,3.165469266703939,2.6515151515151705,0.005683919280850491,0.0055001674967440906
all_models_common,headline_yy,2019-09,2019-10,1,FOOD_ECM_R27,STATE_FAST_R15,2.8328523402224826,2.8580404206188597,2.735849056603792,-0.005521092407054659,-0.0251880803963771
all_models_common,headline_yy,2019-10,2019-11,1,FOOD_ECM_R27,STATE_FAST_R15,2.5788253378552195,2.5567300109087925,3.116147308781873,-0.024232812719115426,-0.02209532694642702
all_models_common,headline_yy,2019-11,2019-12,1,FOOD_ECM_R27,STATE_FAST_R15,2.9822105412729027,3.007710093087798,3.207547169811327,0.010841738927658107,0.02549955181489505
all_models_common,headline_yy,2019-12,2020-01,1,FOOD_ECM_R27,STATE_FAST_R15,2.7650734871793357,2.801914262667741,3.6414565826330487,0.06321602298430062,0.03684077548840525
