sample,clock,model,omitted_report,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_rmse,cnb_mae,rmse_gain_vs_cnb,mae_gain_vs_cnb,full_rmse_gain_vs_cnb,full_mae_gain_vs_cnb,scope
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2022-02-10,62,1.070050828603742,1.927639988234595,-0.5703072930017696,17,17,1.4762985730425087,0.7040305251471131,-0.45134141519208626,-0.36602030345662895,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2022-05-12,62,0.9830241779619336,1.7335277618986802,-0.48328064235996127,17,18,2.011588414712717,0.8639058580347869,0.278060652814037,-0.11911831992714672,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2022-08-11,62,1.22315109657843,2.1592674574687276,-0.8058556451450858,17,18,2.3011132855836207,1.025782452630478,0.1418458281148931,-0.19736864394795206,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2022-11-10,62,1.2008970671609882,2.1441753992483155,-0.7709734937433248,17,18,2.3277027370360734,1.0273077011297567,0.18352733778775798,-0.17358936603123154,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2023-02-09,62,1.014813359667758,1.8672490522953222,-0.5150698240657857,17,18,2.3679762558638635,1.1198213144271685,0.5007272035685413,0.1050079547594105,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2023-05-11,62,1.2184468909167236,2.16549000983304,-0.8856211446557957,17,18,2.364701449100045,1.0977174807353174,0.19921143926700502,-0.12072941018140626,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2023-08-10,62,1.2757023248248989,2.1904300890678763,-0.7759587892229262,17,18,2.3661721828347044,1.1073596899799842,0.17574209376682814,-0.16834263484491463,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2023-11-09,62,1.2729154360015338,2.1893700251000725,-0.8311525995709853,17,18,2.366849088210777,1.1139947860587205,0.1774790631107046,-0.1589206499428133,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2024-02-15,62,1.2567960559468587,2.1858059513576644,-0.7570525203448863,17,18,2.366056213976598,1.1097687047272502,0.18025026261893373,-0.14702735121960853,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2024-05-09,62,1.2979588969501494,2.193286982150652,-0.8042363424258714,17,18,2.367256203681473,1.113370885039828,0.17396922153082084,-0.18458801191032137,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2024-08-08,62,1.2847969222502653,2.1921184826427216,-0.7850533866482929,17,18,2.364628764398905,1.0964902903161784,0.17251028175618321,-0.18830663193408692,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2024-11-14,62,1.2988669852017631,2.1932999243369915,-0.8018646854232877,17,18,2.3679521920645064,1.1182254788429142,0.17465226772751485,-0.1806415063588489,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2025-02-13,62,1.2966280424799226,2.19317253775427,-0.7968845068779503,17,18,2.3680554601341135,1.119703276802938,0.17488292237984338,-0.17692476567698456,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2025-05-15,62,1.2820058999029844,2.1908545952224214,-0.8220621356695348,17,18,2.366627053457412,1.1143983776256081,0.17577245823499066,-0.1676075222773763,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2025-08-14,62,1.284380851151678,2.1917460611801753,-0.8182564822626691,17,18,2.3639882587009775,1.0970690968318144,0.17224219752080216,-0.1873117543198637,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2025-11-13,63,1.265076713627775,2.174362340529903,-0.8055934166181962,17,18,2.3483463711487516,1.0994653920351358,0.1739840306188487,-0.16561132159263914,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2026-02-12,64,1.2480889376145634,2.1571546774547246,-0.7639623875001528,17,18,2.3300770237781605,1.0845651369983424,0.17292234632343595,-0.16352380061622096,0.16960671710040343,-0.1624531814547865,within_clock_common
full,cutoff,CORE_LEVELPHASE_FIXED040_R29B,2026-05-14,65,1.2382186651676628,2.141940248967131,-0.7687385379938166,17,18,2.3129842313782722,1.074816815601965,0.17104398241114138,-0.1634018495656977,0.16960671710040343,-0.1624531814547865,within_clock_common
