scope,benchmark,model,metric,h,sample,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,1,full,89,12,2000,1509,78,89,0.026568039353661407,-0.03077376827054254,0.1280541094647494,0.284,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,1,origins_2019_2021,35,12,2000,1509,24,35,-0.0068322578512858235,-0.02675429347644397,0.012135765721365398,0.777,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,1,origins_2022_2023,24,12,2000,1509,13,24,0.11311270144051817,0.11427432747457678,0.3258485089730625,0.0055,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,1,origins_2024plus,30,12,2000,1509,19,30,-0.0037006769100522328,-0.009684576745439119,-0.0025409323520336822,1.0,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,1,recent_targets,31,12,2000,1509,20,31,-0.0017540703731293444,-0.00944703597791135,-0.0016561109850119478,0.994,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,2,full,88,12,2000,1509,77,88,0.03696473513653235,-0.09385970480746565,0.2564360145920904,0.332,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,2,origins_2019_2021,35,12,2000,1509,24,35,-0.03016569869314474,-0.07564763651198643,0.01845386969235403,0.907,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,2,origins_2022_2023,24,12,2000,1509,13,24,0.1974426182796998,0.15452799439322393,0.6970395700989694,0.0055,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,2,origins_2024plus,29,12,2000,1509,18,29,-0.014825058359927009,-0.034321806235257185,-0.011802153450631903,1.0,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,2,recent_targets,31,12,2000,1509,20,31,-0.006694424984756635,-0.034757777894466706,-0.0035348098455179507,0.987,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,3,full,87,12,2000,1509,76,87,0.006936265351990546,-0.18979167966997834,0.2990502103993776,0.48,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,3,origins_2019_2021,35,12,2000,1509,24,35,-0.09235551526695038,-0.16070959203469906,0.008833321083171131,0.9595,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,3,origins_2022_2023,24,12,2000,1509,13,24,0.1930082766382427,0.0071466742753512795,0.9802383804860021,0.015,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,3,origins_2024plus,28,12,2000,1509,17,28,-0.028439304262549307,-0.06687233599542053,-0.008821183166841712,0.996,ok
paired_fast_CORE_LEVELPHASE_FIXED040_R29B,STATE_FAST_R15,CORE_LEVELPHASE_FIXED040_R29B,headline_yy,3,recent_targets,31,12,2000,1509,20,31,-0.012634006232150854,-0.06557642034945478,0.017601138044477806,0.893,ok
