model,H,sample,block,n,rms,bias
CORE_LEVELPHASE_PANEL_R29B,3,full,total,87,1.4992325993523008,-0.6139907554040003
FOOD_ECM_R27,3,full,h0,90,0.41880820829170357,-0.02026752116319163
FOOD_ECM_R27,3,full,core,87,0.4501427149450969,-0.005325548206556838
FOOD_ECM_R27,3,full,food,87,0.3712900805269812,-0.11065427227378737
FOOD_ECM_R27,3,full,fuel,87,0.2880523726038208,-0.04024654359111621
FOOD_ECM_R27,3,full,administered,87,1.0115603852936068,-0.1720612797875276
FOOD_ECM_R27,3,full,alcohol_tobacco,87,0.11080057720054058,-0.028293262725589675
FOOD_ECM_R27,3,full,wedge,87,0.12996229318471006,0.003267327299764453
FOOD_ECM_R27,3,full,total,87,1.3002509145931378,-0.3771442974544066
STATE_FAST_R15,3,full,h0,90,0.41880820829170357,-0.02026752116319163
STATE_FAST_R15,3,full,core,87,0.4501427149450969,-0.005325548206556838
STATE_FAST_R15,3,full,food,87,0.3944000928606898,-0.04224689023877332
STATE_FAST_R15,3,full,fuel,87,0.2880523726038208,-0.04024654359111621
STATE_FAST_R15,3,full,administered,87,1.0115603852936068,-0.1720612797875276
STATE_FAST_R15,3,full,alcohol_tobacco,87,0.11080057720054058,-0.028293262725589675
STATE_FAST_R15,3,full,wedge,87,0.12996229318471003,0.0032673272997644264
STATE_FAST_R15,3,full,total,87,1.309762216160504,-0.3087369154193927
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,core,35,0.5187627305208161,-0.2574515759060505
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,food,35,0.29611265085987526,-0.09524356576287965
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,fuel,35,0.2582954521421408,-0.07552948933972725
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,administered,35,0.3336177032194318,0.006427382102538815
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,alcohol_tobacco,35,0.1524947834029901,-0.07264657259116837
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,wedge,35,0.11450301145629511,0.021858118458122387
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2019_2021,total,35,0.9457837895517508,-0.5249751004842886
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,core,35,0.5231055798942109,-0.24003235435221754
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,food,35,0.29611265085987526,-0.09524356576287965
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,fuel,35,0.2582954521421408,-0.07552948933972725
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,administered,35,0.3336177032194318,0.006427382102538815
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,alcohol_tobacco,35,0.1524947834029901,-0.07264657259116837
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,wedge,35,0.11450301145629509,0.021858118458122387
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2019_2021,total,35,0.9494108749100673,-0.5075558789304556
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,core,35,0.5298843659410243,-0.22260493567063433
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,food,35,0.29611265085987526,-0.09524356576287965
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,fuel,35,0.2582954521421408,-0.07552948933972725
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,administered,35,0.3336177032194318,0.006427382102538815
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,alcohol_tobacco,35,0.1524947834029901,-0.07264657259116837
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,wedge,35,0.11450301145629513,0.02185811845812238
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2019_2021,total,35,0.9543946979374647,-0.49012846024887236
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,core,35,0.6743559019146391,-0.3771150257805654
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,food,35,0.29611265085987526,-0.09524356576287965
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,fuel,35,0.2582954521421408,-0.07552948933972725
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,administered,35,0.3336177032194318,0.006427382102538815
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,alcohol_tobacco,35,0.1524947834029901,-0.07264657259116837
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,wedge,35,0.11450301145629506,0.021858118458122393
CORE_LEVELPHASE_PANEL_R29B,3,origins_2019_2021,total,35,1.1202028443609937,-0.6446385503588036
FOOD_ECM_R27,3,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
FOOD_ECM_R27,3,origins_2019_2021,core,35,0.5390107950233828,-0.2051693157323058
FOOD_ECM_R27,3,origins_2019_2021,food,35,0.29611265085987526,-0.09524356576287965
FOOD_ECM_R27,3,origins_2019_2021,fuel,35,0.2582954521421408,-0.07552948933972725
FOOD_ECM_R27,3,origins_2019_2021,administered,35,0.3336177032194318,0.006427382102538815
FOOD_ECM_R27,3,origins_2019_2021,alcohol_tobacco,35,0.1524947834029901,-0.07264657259116837
FOOD_ECM_R27,3,origins_2019_2021,wedge,35,0.1145030114562951,0.021858118458122387
FOOD_ECM_R27,3,origins_2019_2021,total,35,0.9607161671764455,-0.47269284031054387
STATE_FAST_R15,3,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
STATE_FAST_R15,3,origins_2019_2021,core,35,0.5390107950233828,-0.2051693157323058
STATE_FAST_R15,3,origins_2019_2021,food,35,0.31861969153406217,-0.0837025590139474
STATE_FAST_R15,3,origins_2019_2021,fuel,35,0.2582954521421408,-0.07552948933972725
STATE_FAST_R15,3,origins_2019_2021,administered,35,0.3336177032194318,0.006427382102538815
STATE_FAST_R15,3,origins_2019_2021,alcohol_tobacco,35,0.1524947834029901,-0.07264657259116837
STATE_FAST_R15,3,origins_2019_2021,wedge,35,0.11450301145629507,0.021858118458122373
STATE_FAST_R15,3,origins_2019_2021,total,35,0.9893944059746123,-0.4611518335616116
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,h0,24,0.6988558259517414,0.0020075545629474286
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,core,24,0.42105505175830304,0.11568820865916714
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,food,24,0.5698089358767189,-0.2639199648266853
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,fuel,24,0.30192932605619044,-0.006270476633649695
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,administered,24,1.8785714845885884,-0.7030377806586383
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,alcohol_tobacco,24,0.06975091203136588,-0.015765166823283175
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,wedge,24,0.19299609725875833,0.02265740601948545
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2022_2023,total,24,2.161450583371825,-0.8486402197006564
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,h0,24,0.6988558259517414,0.0020075545629474286
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,core,24,0.4421983845381001,0.1730574239466632
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,food,24,0.5698089358767189,-0.2639199648266853
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,fuel,24,0.30192932605619044,-0.006270476633649695
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,administered,24,1.8785714845885884,-0.7030377806586383
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,alcohol_tobacco,24,0.06975091203136588,-0.015765166823283175
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,wedge,24,0.19299609725875838,0.022657406019485477
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2022_2023,total,24,2.1438190640208754,-0.7912710044131602
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,h0,24,0.6988558259517414,0.0020075545629474286
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,core,24,0.480011259647425,0.2304766813985701
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,food,24,0.5698089358767189,-0.2639199648266853
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,fuel,24,0.30192932605619044,-0.006270476633649695
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,administered,24,1.8785714845885884,-0.7030377806586383
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,alcohol_tobacco,24,0.06975091203136588,-0.015765166823283175
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,wedge,24,0.19299609725875838,0.022657406019485477
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2022_2023,total,24,2.129914780830533,-0.7338517469612534
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,h0,24,0.6988558259517414,0.0020075545629474286
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,core,24,0.6563987338579542,-0.2685254573052019
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,food,24,0.5698089358767189,-0.2639199648266853
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,fuel,24,0.30192932605619044,-0.006270476633649695
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,administered,24,1.8785714845885884,-0.7030377806586383
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,alcohol_tobacco,24,0.06975091203136588,-0.015765166823283175
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,wedge,24,0.1929960972587583,0.022657406019485404
CORE_LEVELPHASE_PANEL_R29B,3,origins_2022_2023,total,24,2.4600884517045576,-1.2328538856650257
FOOD_ECM_R27,3,origins_2022_2023,h0,24,0.6988558259517414,0.0020075545629474286
FOOD_ECM_R27,3,origins_2022_2023,core,24,0.5309922561208628,0.2879460324711544
FOOD_ECM_R27,3,origins_2022_2023,food,24,0.5698089358767189,-0.2639199648266853
FOOD_ECM_R27,3,origins_2022_2023,fuel,24,0.30192932605619044,-0.006270476633649695
FOOD_ECM_R27,3,origins_2022_2023,administered,24,1.8785714845885884,-0.7030377806586383
FOOD_ECM_R27,3,origins_2022_2023,alcohol_tobacco,24,0.06975091203136588,-0.015765166823283175
FOOD_ECM_R27,3,origins_2022_2023,wedge,24,0.19299609725875838,0.02265740601948547
FOOD_ECM_R27,3,origins_2022_2023,total,24,2.1198231158301524,-0.6763823958886692
STATE_FAST_R15,3,origins_2022_2023,h0,24,0.6988558259517414,0.0020075545629474286
STATE_FAST_R15,3,origins_2022_2023,core,24,0.5309922561208628,0.2879460324711544
STATE_FAST_R15,3,origins_2022_2023,food,24,0.594812962646173,-0.1146669248053991
STATE_FAST_R15,3,origins_2022_2023,fuel,24,0.30192932605619044,-0.006270476633649695
STATE_FAST_R15,3,origins_2022_2023,administered,24,1.8785714845885884,-0.7030377806586383
STATE_FAST_R15,3,origins_2022_2023,alcohol_tobacco,24,0.06975091203136588,-0.015765166823283175
STATE_FAST_R15,3,origins_2022_2023,wedge,24,0.1929960972587583,0.022657406019485418
STATE_FAST_R15,3,origins_2022_2023,total,24,2.1190765812735113,-0.5271293558673831
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,h0,31,0.21178431503588868,-0.0012461065683434095
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,core,28,0.14237833836046443,-0.048333762081731894
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,food,28,0.2010891990607921,0.0014529382043477201
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,fuel,28,0.3102880104068193,-0.025265204511752282
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,administered,28,0.12404883510152363,0.059950607882269864
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,alcohol_tobacco,28,0.07005130535984236,0.016410006690121017
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,wedge,28,0.06453804609485791,-0.036591229122229584
CORE_LEVELPHASE_FIXED040_R29B,3,origins_2024plus,total,28,0.48071456498468285,-0.042656102927761896
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,h0,31,0.21178431503588868,-0.0012461065683434095
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,core,28,0.144604972043858,-0.034523994760090534
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,food,28,0.2010891990607921,0.0014529382043477201
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,fuel,28,0.3102880104068193,-0.025265204511752282
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,administered,28,0.12404883510152363,0.059950607882269864
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,alcohol_tobacco,28,0.07005130535984236,0.016410006690121017
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,wedge,28,0.06453804609485793,-0.036591229122229556
CORE_LEVELPHASE_FIXED060_R29B,3,origins_2024plus,total,28,0.4855522035064568,-0.02884633560612049
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,h0,31,0.21178431503588868,-0.0012461065683434095
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,core,28,0.14968377522858894,-0.020711567359522294
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,food,28,0.2010891990607921,0.0014529382043477201
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,fuel,28,0.3102880104068193,-0.025265204511752282
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,administered,28,0.12404883510152363,0.059950607882269864
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,alcohol_tobacco,28,0.07005130535984236,0.016410006690121017
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,wedge,28,0.06453804609485789,-0.03659122912222956
CORE_LEVELPHASE_FIXED080_R29B,3,origins_2024plus,total,28,0.4912144902579564,-0.015033908205552273
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,h0,31,0.21178431503588868,-0.0012461065683434095
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,core,28,0.1399826110559676,-0.050904559212158786
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,food,28,0.2010891990607921,0.0014529382043477201
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,fuel,28,0.3102880104068193,-0.025265204511752282
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,administered,28,0.12404883510152363,0.059950607882269864
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,alcohol_tobacco,28,0.07005130535984236,0.016410006690121017
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,wedge,28,0.06453804609485793,-0.03659122912222957
CORE_LEVELPHASE_PANEL_R29B,3,origins_2024plus,total,28,0.4773816481049796,-0.04522690005818876
FOOD_ECM_R27,3,origins_2024plus,h0,31,0.21178431503588868,-0.0012461065683434095
FOOD_ECM_R27,3,origins_2024plus,core,28,0.15734033022398333,-0.006896479380265982
FOOD_ECM_R27,3,origins_2024plus,food,28,0.2010891990607921,0.0014529382043477201
FOOD_ECM_R27,3,origins_2024plus,fuel,28,0.3102880104068193,-0.025265204511752282
FOOD_ECM_R27,3,origins_2024plus,administered,28,0.12404883510152363,0.059950607882269864
FOOD_ECM_R27,3,origins_2024plus,alcohol_tobacco,28,0.07005130535984236,0.016410006690121017
FOOD_ECM_R27,3,origins_2024plus,wedge,28,0.0645380460948579,-0.03659122912222955
FOOD_ECM_R27,3,origins_2024plus,total,28,0.4976737655956322,-0.0012188202262959555
STATE_FAST_R15,3,origins_2024plus,h0,31,0.21178431503588868,-0.0012461065683434095
STATE_FAST_R15,3,origins_2024plus,core,28,0.15734033022398333,-0.006896479380265982
STATE_FAST_R15,3,origins_2024plus,food,28,0.23057132965830376,0.07164701107301637
STATE_FAST_R15,3,origins_2024plus,fuel,28,0.3102880104068193,-0.025265204511752282
STATE_FAST_R15,3,origins_2024plus,administered,28,0.12404883510152363,0.059950607882269864
STATE_FAST_R15,3,origins_2024plus,alcohol_tobacco,28,0.07005130535984236,0.016410006690121017
STATE_FAST_R15,3,origins_2024plus,wedge,28,0.06453804609485793,-0.03659122912222956
STATE_FAST_R15,3,origins_2024plus,total,28,0.5075609015314881,0.06897525264237268
CORE_LEVELPHASE_FIXED040_R29B,6,full,h0,90,0.41880820829170357,-0.02026752116319163
CORE_LEVELPHASE_FIXED040_R29B,6,full,core,84,0.8630802846436297,-0.18228662757232808
CORE_LEVELPHASE_FIXED040_R29B,6,full,food,84,0.6758126050847081,-0.20402455626235444
CORE_LEVELPHASE_FIXED040_R29B,6,full,fuel,84,0.40385308722098073,-0.08038829796363917
CORE_LEVELPHASE_FIXED040_R29B,6,full,administered,84,1.3013647021589394,-0.4245608512283014
CORE_LEVELPHASE_FIXED040_R29B,6,full,alcohol_tobacco,84,0.15759148925097077,-0.0634286889380208
CORE_LEVELPHASE_FIXED040_R29B,6,full,wedge,84,0.17836509332014067,0.005007653190811481
CORE_LEVELPHASE_FIXED040_R29B,6,full,total,84,2.0253409049559137,-0.9767497525199477
CORE_LEVELPHASE_FIXED060_R29B,6,full,h0,90,0.41880820829170357,-0.02026752116319163
CORE_LEVELPHASE_FIXED060_R29B,6,full,core,84,0.8814218818848797,-0.12511003303532192
CORE_LEVELPHASE_FIXED060_R29B,6,full,food,84,0.6758126050847081,-0.20402455626235444
CORE_LEVELPHASE_FIXED060_R29B,6,full,fuel,84,0.40385308722098073,-0.08038829796363917
CORE_LEVELPHASE_FIXED060_R29B,6,full,administered,84,1.3013647021589394,-0.4245608512283014
CORE_LEVELPHASE_FIXED060_R29B,6,full,alcohol_tobacco,84,0.15759148925097077,-0.0634286889380208
CORE_LEVELPHASE_FIXED060_R29B,6,full,wedge,84,0.1783650933201407,0.005007653190811504
CORE_LEVELPHASE_FIXED060_R29B,6,full,total,84,2.0211671185281115,-0.9195731579829415
CORE_LEVELPHASE_FIXED080_R29B,6,full,h0,90,0.41880820829170357,-0.02026752116319163
CORE_LEVELPHASE_FIXED080_R29B,6,full,core,84,0.9132213999166622,-0.0678953567620303
CORE_LEVELPHASE_FIXED080_R29B,6,full,food,84,0.6758126050847081,-0.20402455626235444
CORE_LEVELPHASE_FIXED080_R29B,6,full,fuel,84,0.40385308722098073,-0.08038829796363917
CORE_LEVELPHASE_FIXED080_R29B,6,full,administered,84,1.3013647021589394,-0.4245608512283014
CORE_LEVELPHASE_FIXED080_R29B,6,full,alcohol_tobacco,84,0.15759148925097077,-0.0634286889380208
CORE_LEVELPHASE_FIXED080_R29B,6,full,wedge,84,0.1783650933201407,0.005007653190811498
CORE_LEVELPHASE_FIXED080_R29B,6,full,total,84,2.023172758590548,-0.8623584817096498
CORE_LEVELPHASE_PANEL_R29B,6,full,h0,90,0.41880820829170357,-0.02026752116319163
CORE_LEVELPHASE_PANEL_R29B,6,full,core,84,1.1050594085730823,-0.5073522516387732
CORE_LEVELPHASE_PANEL_R29B,6,full,food,84,0.6758126050847081,-0.20402455626235444
CORE_LEVELPHASE_PANEL_R29B,6,full,fuel,84,0.40385308722098073,-0.08038829796363917
CORE_LEVELPHASE_PANEL_R29B,6,full,administered,84,1.3013647021589394,-0.4245608512283014
CORE_LEVELPHASE_PANEL_R29B,6,full,alcohol_tobacco,84,0.15759148925097077,-0.0634286889380208
CORE_LEVELPHASE_PANEL_R29B,6,full,wedge,84,0.17836509332014067,0.0050076531908114655
CORE_LEVELPHASE_PANEL_R29B,6,full,total,84,2.5681962433795027,-1.301815376586393
FOOD_ECM_R27,6,full,h0,90,0.41880820829170357,-0.02026752116319163
FOOD_ECM_R27,6,full,core,84,0.9571741544528296,-0.01064256419096304
FOOD_ECM_R27,6,full,food,84,0.6758126050847081,-0.20402455626235444
FOOD_ECM_R27,6,full,fuel,84,0.40385308722098073,-0.08038829796363917
FOOD_ECM_R27,6,full,administered,84,1.3013647021589394,-0.4245608512283014
FOOD_ECM_R27,6,full,alcohol_tobacco,84,0.15759148925097077,-0.0634286889380208
FOOD_ECM_R27,6,full,wedge,84,0.1783650933201407,0.0050076531908115045
FOOD_ECM_R27,6,full,total,84,2.0313563349789265,-0.8051056891385825
STATE_FAST_R15,6,full,h0,90,0.41880820829170357,-0.02026752116319163
STATE_FAST_R15,6,full,core,84,0.9571741544528296,-0.01064256419096304
STATE_FAST_R15,6,full,food,84,0.7521705084578962,-0.08038509688254576
STATE_FAST_R15,6,full,fuel,84,0.40385308722098073,-0.08038829796363917
STATE_FAST_R15,6,full,administered,84,1.3013647021589394,-0.4245608512283014
STATE_FAST_R15,6,full,alcohol_tobacco,84,0.15759148925097077,-0.0634286889380208
STATE_FAST_R15,6,full,wedge,84,0.17836509332014067,0.005007653190811481
STATE_FAST_R15,6,full,total,84,2.072444984541568,-0.681466229758774
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,core,35,1.064036067977568,-0.6577267628242166
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,food,35,0.6509347629015948,-0.2657705743277581
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,fuel,35,0.4454614845192564,-0.19177110871722122
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,administered,35,0.810480901983871,-0.2478043010813112
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,alcohol_tobacco,35,0.22178964856591413,-0.14955764760108753
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,wedge,35,0.17618956479812922,0.04421280365889317
CORE_LEVELPHASE_FIXED040_R29B,6,origins_2019_2021,total,35,2.415276110590711,-1.5208069883378255
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,core,35,1.0677552975702522,-0.6228767510896875
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,food,35,0.6509347629015948,-0.2657705743277581
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,fuel,35,0.4454614845192564,-0.19177110871722122
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,administered,35,0.810480901983871,-0.2478043010813112
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,alcohol_tobacco,35,0.22178964856591413,-0.14955764760108753
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,wedge,35,0.17618956479812925,0.04421280365889318
CORE_LEVELPHASE_FIXED060_R29B,6,origins_2019_2021,total,35,2.4173001217020063,-1.4859569766032965
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,core,35,1.0760985441657576,-0.5880111026593217
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,food,35,0.6509347629015948,-0.2657705743277581
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,fuel,35,0.4454614845192564,-0.19177110871722122
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,administered,35,0.810480901983871,-0.2478043010813112
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,alcohol_tobacco,35,0.22178964856591413,-0.14955764760108753
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,wedge,35,0.17618956479812922,0.044212803658893185
CORE_LEVELPHASE_FIXED080_R29B,6,origins_2019_2021,total,35,2.4213800140554254,-1.4510913281729303
CORE_LEVELPHASE_PANEL_R29B,6,origins_2019_2021,h0,35,0.2764060537776783,-0.05238939744512398
CORE_LEVELPHASE_PANEL_R29B,6,origins_2019_2021,core,35,1.407470740546541,-0.894475035318521
CORE_LEVELPHASE_PANEL_R29B,6,origins_2019_2021,food,35,0.6509347629015948,-0.2657705743277581
