date,petrol95,lpg,diesel
2018-12-03,32.359,15.79,33.003910000000005
2018-12-10,32.019,15.65,32.74791
2018-12-17,31.739099999999997,15.35,32.43495
2019-01-07,31.02702,15.07,31.48297
2019-01-14,30.676009999999998,15.1,31.18391
2019-01-21,30.4741,14.88,31.00387
2019-01-28,30.34202,14.83,30.88895
2019-02-04,30.16891,14.75,30.86691
2019-02-11,30.06406,14.51,30.94404
2019-02-18,29.99295,14.43,30.83691
2019-02-25,30.09892,14.29,30.994979999999998
2019-03-04,30.19896,14.24,31.1249
2019-03-11,30.28896,14.21,31.246959999999998
2019-03-18,30.42694,14.17,31.452090000000002
2019-03-25,30.6071,14.18,31.46488
2019-04-01,31.07197,14.25,31.510930000000002
2019-04-08,31.764110000000002,14.38,31.603900000000003
2019-04-15,32.21011,14.41,31.677880000000002
2019-04-29,32.615880000000004,14.52,32.08504
2019-05-06,32.82803,14.46,32.22012
2019-05-13,32.984,14.45,32.310990000000004
2019-05-20,33.02299,14.54,32.41389
2019-05-27,33.290980000000005,14.56,32.50692
2019-06-03,33.499970000000005,14.54,32.57105
2019-06-10,33.26793,14.45,32.227
2019-06-17,32.85508,14.41,32.00802
2019-06-24,32.6999,14.25,31.878880000000002
2019-07-01,32.607,14.21,31.805970000000002
2019-07-08,32.64897,14.2,31.756919999999997
2019-07-15,32.62502,14.06,31.72397
2019-07-22,32.65211,14.0,31.84907
2019-07-29,32.63711,13.97,31.821080000000002
2019-08-05,32.612049999999996,13.94,31.809900000000003
2019-08-12,32.48403,13.92,31.61404
2019-08-19,32.38793,13.82,31.54802
2019-08-26,32.343939999999996,13.74,31.63905
2019-09-02,32.28211,13.69,31.61003
2019-09-09,32.23498,13.68,31.60205
2019-09-16,32.08695,13.561,31.63195
2019-09-23,32.21596,13.549,31.85298
2019-09-30,32.18403,13.53,31.877080000000003
2019-10-07,32.34098,13.555,32.07801
2019-10-14,32.21703,13.626,31.85396
2019-10-21,32.058,13.612,31.81503
2019-10-28,31.9909,13.52,31.82809
2019-11-04,31.94207,13.55,31.76298
2019-11-11,31.986990000000002,13.963,31.74107
2019-11-18,31.96207,13.9,31.714080000000003
2019-11-25,31.92098,13.84,31.69799
2019-12-02,31.89912,13.83,31.67212
2019-12-09,31.781080000000003,13.84,31.65906
2019-12-16,31.70391,13.85,31.606060000000003
2020-01-06,31.8871,13.94,31.85193
2020-01-13,32.07011,14.06,32.05093
2020-01-20,31.98011,14.05,31.93589
2020-01-27,31.93008,14.11,31.83193
2020-02-03,31.77891,14.08,31.63112
2020-02-10,31.57005,14.03,31.36609
2020-02-17,31.49703,13.82,31.27811
2020-02-24,31.43792,13.71,31.212
2020-03-02,31.308970000000002,13.62,31.078979999999998
2020-03-09,30.96211,13.5,30.63694
2020-03-16,30.11189,13.22,29.852
2020-03-23,28.70613,13.11,28.64202
2020-03-30,27.60509,12.92,27.91893
2020-04-06,26.93694,12.627,27.30489
2020-04-20,26.21192,12.27,26.72897
2020-04-27,25.695130000000002,12.07,26.143939999999997
2020-05-04,25.3221,11.78,25.744880000000002
2020-05-11,25.239099999999997,11.7,25.597900000000003
2020-05-18,25.68393,11.67,25.75488
2020-05-25,25.84197,11.68,25.94289
2020-06-01,25.94794,11.61,25.987959999999998
2020-06-08,26.12109,11.89,26.13811
2020-06-15,26.39989,12.05,26.26701
2020-06-22,26.699939999999998,12.0,26.41899
2020-06-29,27.00801,11.99,26.82411
2020-07-06,27.36889,12.01,27.24711
2020-07-13,27.60093,12.21,27.38189
2020-07-20,27.88109,12.28,27.62096
2020-07-27,27.96391,12.29,27.667930000000002
2020-08-03,27.94104,12.29,27.65495
2020-08-10,27.82913,12.26,27.60788
2020-08-17,27.82498,12.36,27.547900000000002
2020-08-24,27.79396,12.23,27.46104
2020-08-31,27.77891,12.19,27.43899
2020-09-07,27.74508,12.2,27.38194
2020-09-14,27.70001,12.25,27.184939999999997
2020-09-21,27.63211,12.22,27.07497
2020-09-28,27.614069999999998,12.23,27.01199
2020-10-05,27.707009999999997,12.197,27.08896
2020-10-12,27.859959999999997,12.17,27.12998
2020-10-19,27.96894,12.27,27.17509
2020-10-26,28.00795,12.27,27.26689
2020-11-02,27.890130000000003,12.28,27.25607
2020-11-09,27.67697,12.24,27.115959999999998
2020-11-16,27.60398,12.33,27.07112
2020-11-23,27.702060000000003,12.37,27.20189
2020-11-30,27.701970000000003,12.56,27.20013
2020-12-07,27.846880000000002,12.52,27.35405
2020-12-14,27.913919999999997,12.66,27.54495
2021-01-04,27.97,12.57,27.611
2021-01-11,27.90596,12.66,27.38092
2021-01-18,28.10907,12.66,27.47697
2021-01-25,28.303060000000002,12.72,27.503970000000002
2021-02-01,28.35093,12.85,27.514020000000002
2021-02-08,28.58805,12.98,27.712919999999997
2021-02-15,28.75793,13.11,27.833119999999997
2021-02-22,28.91198,13.2,27.91405
2021-03-01,29.321009999999998,13.22,28.26605
2021-03-08,29.813959999999998,13.82,28.69388
2021-03-15,30.69296,14.2,29.375970000000002
2021-03-22,31.18805,14.08,29.63398
2021-03-29,31.33392,14.1,29.72198
2021-04-12,31.50792,14.15,29.67196
2021-04-19,31.54001,14.14,29.66308
2021-04-26,31.57899,14.0,29.66308
2021-05-03,31.59899,13.94,29.674
2021-05-10,31.599,13.88,29.67404
2021-05-17,32.0979,13.8,30.07107
2021-05-24,32.17204,13.83,30.093880000000002
2021-05-31,32.17793,13.82,30.085099999999997
2021-06-07,32.29407,13.78,30.24988
2021-06-14,32.33704,13.66,30.40293
2021-06-21,32.51507,13.65,30.61197
2021-06-28,32.72695,13.62,30.874950000000002
2021-07-12,33.453019999999995,13.96,31.531
2021-07-19,33.57891,14.03,31.62909
2021-07-26,33.64396,14.11,31.66002
2021-08-02,33.65813,14.14,31.67406
2021-08-09,33.79288,14.56,31.634900000000002
2021-08-16,33.79604,14.98,31.63195
2021-08-23,33.792019999999994,15.09,31.64093
2021-08-30,33.787,15.11,31.62105
2021-09-06,33.79603,15.17,31.61408
2021-09-13,33.797,15.42,31.74305
2021-09-20,33.843129999999995,15.5,31.815939999999998
2021-09-27,33.95496,15.56,32.066069999999996
2021-10-04,34.32607,15.76,32.72104
2021-10-11,35.31807,16.65,33.966080000000005
2021-10-18,35.95593,17.04,34.76905
2021-10-25,36.436,17.73,35.4931
2021-11-01,36.81606,17.67,35.90811
2021-11-08,37.13711,15.99,36.09496
2021-11-15,37.178940000000004,15.75,36.12789
2021-11-22,37.196059999999996,15.75,36.031940000000006
2021-11-29,37.04993,15.74,35.86393
2021-12-06,36.708940000000005,15.72,35.69388
2021-12-13,36.3501,15.57,35.391980000000004
2022-01-03,35.88112,16.79,35.00703
2022-01-10,35.919019999999996,17.29,34.94304
2022-01-17,36.011019999999995,17.06,35.04408
2022-01-24,36.183949999999996,16.93,35.23202
2022-01-31,36.38593,16.72,35.442980000000006
2022-02-07,36.784980000000004,16.7,35.87302
2022-02-14,37.13093,16.61,36.178059999999995
2022-02-21,37.40293,16.61,36.46589
2022-02-28,38.85709,16.6,38.18392
2022-03-07,43.57492,17.91,46.02306
2022-03-14,46.08608,22.2,49.207029999999996
2022-03-21,43.83108,23.1,45.88496
2022-03-28,44.335980000000006,22.9,47.25405
2022-04-04,44.11599,22.49,46.843
2022-04-11,42.86092,21.61,45.40594
2022-04-18,42.861,21.29,45.406
2022-04-25,42.560089999999995,21.04,44.6991
2022-05-02,42.90312,20.81,45.143980000000006
2022-05-09,44.15593,20.68,46.38507
2022-05-16,44.75302,20.47,46.23612
2022-05-23,46.058910000000004,20.28,46.14302
2022-05-30,46.55,20.17,46.03203
2022-06-06,45.90193,20.07,45.320879999999995
2022-06-13,47.32989,19.68,46.62304
2022-06-20,47.831120000000006,19.6,47.834089999999996
2022-06-27,47.81696,19.55,48.194
2022-07-04,47.88999,19.51,48.023120000000006
2022-07-11,47.6261,19.47,47.70209
2022-07-18,47.18011,19.33,47.18305
2022-07-25,46.15696,19.19,46.48205
2022-08-01,44.84907,18.97,45.390879999999996
2022-08-08,42.810050000000004,18.59,44.01399
2022-08-15,40.81396,18.44,42.51711
2022-08-22,40.31203,18.55,42.361019999999996
2022-08-29,40.530080000000005,18.52,44.959089999999996
2022-09-05,40.4601,18.53,45.481019999999994
2022-09-12,39.2061,18.51,44.74711
2022-09-19,38.53396,18.38,44.186930000000004
2022-09-26,37.758089999999996,18.3,43.099059999999994
2022-10-03,38.23293,18.26,42.95291
2022-10-10,40.99789,18.16,44.32612
2022-10-17,42.60107,17.94,46.48211
2022-10-24,42.902010000000004,17.92,47.35211
2022-10-31,42.44505,17.91,47.17907
2022-11-07,42.050940000000004,17.88,46.298019999999994
2022-11-14,41.75206,17.79,45.04492
2022-11-21,40.85792,17.73,43.28402
2022-11-28,39.8119,17.57,41.46197
2022-12-05,38.57004,17.49,40.0591
2022-12-12,37.00012,17.39,38.337
2022-12-19,36.43504,17.18,37.904050000000005
2023-01-02,36.286970000000004,16.99,37.80111
2023-01-09,36.24289,17.04,37.444069999999996
2023-01-16,36.17812,16.82,37.323010000000004
2023-01-23,36.680980000000005,16.74,37.26511
2023-01-30,37.67891,16.64,37.60398
2023-02-06,37.883900000000004,16.55,37.670989999999996
2023-02-13,37.62489,16.59,36.79711
2023-02-20,37.65197,16.75,36.55806
2023-02-27,37.44698,16.78,36.352
2023-03-06,37.35508,16.76,36.21904
2023-03-13,37.20205,16.7,36.05198
2023-03-20,37.09097,16.65,35.55693
2023-03-27,36.95998,16.58,35.23205
2023-04-03,37.00004,16.69,35.01608
2023-04-10,37.54804,16.42,34.631980000000006
2023-04-17,37.83011,16.28,34.33909
2023-04-24,37.4499,16.09,33.62793
2023-05-01,37.256080000000004,15.94,32.908910000000006
2023-05-08,36.76892,15.79,32.01996
2023-05-15,36.46002,15.55,31.443
2023-05-22,36.36799,15.41,31.14388
2023-05-29,36.4441,15.37,31.08
2023-06-05,36.73993,15.31,31.30989
2023-06-12,36.82811,15.19,31.40108
2023-06-19,37.12007,15.12,31.78595
2023-06-26,37.24599,15.02,32.42893
2023-07-03,37.272980000000004,14.99,32.56398
2023-07-10,37.2461,14.97,32.50302
2023-07-17,37.26,14.89,32.74309
2023-07-24,37.28993,14.78,32.81697
2023-07-31,37.9869,14.78,33.33309
2023-08-07,39.13993,14.74,36.440889999999996
2023-08-14,39.36006,14.74,37.41995
2023-08-21,39.40193,14.78,37.77001
2023-08-28,39.595980000000004,14.78,37.94807
2023-09-04,39.76301,14.94,38.14705
2023-09-11,39.84903,15.13,38.44693
2023-09-18,40.311879999999995,15.41,39.935050000000004
2023-09-25,40.46094,15.45,40.35393
2023-10-02,40.427,15.47,40.35411
2023-10-09,40.10899,15.58,40.38093
2023-10-16,39.50211,15.62,39.89402
2023-10-23,39.092879999999994,15.68,39.63606
2023-10-30,38.84009,15.68,39.50288
2023-11-06,38.83308,15.69,39.396980000000006
2023-11-13,38.35496,15.69,39.12902
2023-11-20,38.00493,15.76,38.45992
2023-11-27,37.50497,15.79,37.822919999999996
2023-12-04,36.90202,15.78,37.496019999999994
2023-12-11,36.582910000000005,15.65,36.92794
2023-12-18,35.971940000000004,15.87,36.52391
2024-01-01,35.899989999999995,15.9,36.431059999999995
2024-01-08,36.01597,16.1,36.20698
2024-01-15,36.07305,16.26,36.186980000000005
2024-01-22,36.3591,16.67,36.52795
2024-01-29,36.663019999999996,16.76,36.799949999999995
2024-02-05,37.0989,16.77,37.296949999999995
2024-02-12,37.44397,16.78,37.66512
2024-02-19,38.2049,16.88,38.55592
2024-02-26,38.2049,16.89,38.55592
2024-03-04,38.41858,16.89,38.720699999999994
2024-03-11,38.49704,17.07,38.53299
2024-03-18,38.42395,17.28,38.45293
2024-03-25,38.49907,17.31,38.53292
2024-04-01,39.012,17.35,38.721
2024-04-08,39.66,17.42,39.135
2024-04-15,40.025,17.42,39.277
2024-04-22,40.394,17.44,39.324
2024-04-29,40.398,17.43,39.058
2024-05-06,40.223,17.42,38.524
2024-05-13,39.696,17.4,38.025
2024-05-20,39.268,17.29,37.513
2024-05-27,39.004,17.3,37.275
2024-06-03,38.591,17.31,36.794
2024-06-10,37.911,17.3,36.066
2024-06-17,37.672,17.23,35.856
2024-06-24,37.982,17.18,36.653
2024-07-01,38.256,17.12,37.002
2024-07-08,38.513,17.1,37.331
2024-07-15,38.686,17.1,37.326
2024-07-22,38.365,17.07,37.093
2024-07-29,38.151,17.09,36.838
2024-08-05,37.999,17.06,36.64
2024-08-12,37.756,17.05,36.171
2024-08-19,37.607,17.03,35.978
2024-08-26,37.236,17.0,35.541
2024-09-02,36.952,17.04,35.244
2024-09-09,36.235,17.02,34.611
2024-09-16,35.436,17.06,33.85
2024-09-23,35.301,17.07,33.732
2024-09-30,35.204,17.07,33.644
2024-10-07,35.146,17.06,33.748
2024-10-14,35.513,17.06,34.184
2024-10-21,35.805,17.07,34.481
2024-10-28,35.857,17.08,34.511
2024-11-04,35.797,17.23,34.413
2024-11-11,35.755,17.29,34.4
2024-11-18,35.204,17.52,33.644
2024-11-25,35.676,17.65,35.093
2024-12-02,35.739,17.73,35.255
2024-12-09,35.715,17.74,35.211
2024-12-16,35.623,17.79,34.915
2025-01-06,35.801,17.79,35.235
2025-01-13,36.004,17.79,35.492
2025-01-20,36.512,17.89,36.077
2025-01-27,36.81,18.02,36.369
2025-02-03,36.506,18.0,36.013
2025-02-10,36.455,18.14,35.963
2025-02-17,36.516,18.23,36.053
2025-02-24,36.511,18.22,36.035
2025-03-03,36.171,18.22,35.659
2025-03-10,35.591,18.23,35.199
2025-03-17,35.001,18.18,34.612
2025-03-24,34.708,18.07,34.346
2025-03-31,34.802,18.07,34.343
2025-04-07,35.02,18.05,34.365
2025-04-14,34.497,18.05,33.521
2025-04-21,34.247,18.01,33.233
2025-04-28,34.175,17.99,33.125
2025-05-05,34.022,17.98,32.904
2025-05-12,33.901,17.95,32.646
2025-05-19,33.924,17.92,32.567
2025-05-26,33.91,17.89,32.559
2025-06-02,33.89,17.87,32.526
2025-06-09,33.889,17.86,32.51
2025-06-16,33.949,17.75,32.63
2025-06-23,34.873,17.65,33.708
2025-06-30,34.903,17.64,33.813
2025-07-07,34.725,17.65,33.743
2025-07-14,34.702,17.63,33.983
2025-07-21,34.694,17.22,34.007
2025-07-28,34.67,17.2,34.072
2025-08-04,34.662,17.15,34.064
2025-08-11,34.52,17.09,33.881
2025-08-18,34.424,17.05,33.341
2025-08-25,34.255,16.98,33.086
2025-09-01,34.204,16.96,33.019
2025-09-08,34.298,16.92,33.169
2025-09-15,34.355,16.95,33.227
2025-09-22,34.361,16.9,33.249
2025-09-29,34.385,16.9,33.29
2025-10-06,34.376,16.9,33.284
2025-10-13,34.37,16.9,33.283
2025-10-20,34.229,16.78,32.994
2025-10-27,34.217,16.77,32.992
2025-11-03,34.456,16.71,33.368
2025-11-10,34.541,16.7,33.757
2025-11-17,34.697,16.69,34.258
2025-11-24,34.899,16.67,34.751
2025-12-01,34.63,16.66,34.605
2025-12-08,34.324,16.64,34.014
2025-12-15,33.9,16.44,33.474
2025-12-22,33.32,16.51,32.723
2025-12-29,33.246,16.95,32.659
2026-01-05,33.06,17.79,32.503
2026-01-12,32.911,18.65,32.359
2026-01-19,32.884,18.85,32.338
2026-01-26,32.998,18.85,32.531
2026-02-02,33.215,18.85,32.818
2026-02-09,33.225,18.85,32.992
2026-02-16,33.138,18.83,32.923
2026-02-23,33.229,18.83,33.004
2026-03-02,33.79,18.84,33.486
2026-03-09,36.136,19.24,38.928
2026-03-16,38.153,19.83,42.541
2026-03-23,40.833,20.57,46.848
2026-03-30,41.376,22.6,48.29
2026-04-06,41.523,23.53,48.494
2026-04-13,41.271,23.52,45.567
2026-04-20,40.621,23.58,42.654
2026-04-27,41.0,23.59,41.589
2026-05-04,42.282,23.58,43.027
2026-05-11,42.608,22.77,42.594
2026-05-18,42.379,23.34,40.689
2026-05-25,43.223,22.73,40.694
2026-06-01,41.661,22.72,38.458
2026-06-08,40.457,22.73,38.206
2026-06-15,39.915,22.33,37.822
2026-06-22,38.819,22.23,35.635
2026-06-29,38.765,22.12,35.063
2026-07-06,39.151,22.09,35.503
2026-07-13,39.812,22.07,36.786
2026-07-20,41.613,22.06,41.297
2026-07-27,42.181,22.06,43.83
2026-08-03,42.224,22.18,44.631
2026-08-10,41.304,22.17,43.973
2026-08-17,41.469,22.16,44.626
2026-08-24,41.908,21.81,45.76
