period,food,fuel
2015-02,-0.1,-3.9000000000000035
2015-03,0.0,4.3704474505723345
2015-04,0.3,1.6949152542372836
2015-05,0.4,2.1568627450980316
2015-06,0.0,0.8637236084452882
2015-07,-1.9,0.0
2015-08,-0.8,-1.7126546146527089
2015-09,0.8,-3.2913843175217727
2015-10,-0.3,-2.902902902902904
2015-11,-0.8,-2.4742268041237137
2015-12,-0.9,-2.3255813953488302
2016-01,1.4,-3.571428571428581
2016-02,0.3,-3.928170594837266
2016-03,0.0,-0.5841121495327117
2016-04,0.2,3.4077555816686367
2016-05,-0.5,3.1818181818181746
2016-06,-0.6,4.074889867841414
2016-07,0.5,-0.4232804232804255
2016-08,-0.6,-1.9128586609989395
2016-09,-0.1,0.43336944745395733
2016-10,-0.2,1.2944983818770295
2016-11,2.1,0.31948881789136685
2016-12,0.8,2.2292993630573132
2017-01,1.6,3.1152647975077885
2017-02,1.4,0.6042296072507725
2017-03,-0.2,-0.5005005005005003
2017-04,-0.5,-0.3018108651911544
2017-05,0.4,-1.1099899091826404
2017-06,0.2,-1.9387755102040827
2017-07,0.9,-2.0811654526534884
2017-08,-0.8,0.2125398512221155
2017-09,0.1,1.2725344644750836
2017-10,1.6,0.732984293193728
2017-11,0.2,1.5592515592515621
2017-12,0.6,0.0
2018-01,0.6,0.5117707267144223
2018-02,-0.7,0.0
2018-03,-0.6,-0.8146639511201648
2018-04,-0.6,1.3347022587268942
2018-05,1.0,4.15400202634244
2018-06,0.5,3.30739299610896
2018-07,-1.9,-0.18832391713747842
2018-08,-0.1,0.0
2018-09,0.9,0.6603773584905603
2018-10,0.5,1.1246485473289658
2018-11,-1.2,-0.2780352177942591
2018-12,1.2,-3.6245353159851224
2019-01,0.9,-3.760848601735778
2019-02,0.7,-1.503006012024044
2019-03,0.0,1.1190233977619535
2019-04,-0.7,3.9235412474849074
2019-05,2.0,2.613746369796721
2019-06,0.4,-0.09433962264150386
2019-07,-0.5,-1.3220018885741314
2019-08,-0.3,-0.4784688995215336
2019-09,-0.6,-0.48076923076922906
2019-10,0.8,0.09661835748790981
2019-11,1.2,-0.579150579150578
2019-12,0.7,-0.4854368932038833
2020-01,2.3,0.7804878048780495
2020-02,0.0,-1.4520813165537216
2020-03,0.9,-5.599214145383103
2020-04,0.6,-10.509885535900098
2020-05,0.6,-3.488372093023251
2020-06,-0.5,3.1325301204819134
2020-07,-1.5,4.439252336448618
2020-08,-0.5,0.4474272930648615
2020-09,-1.2,-0.7795100222717233
2020-10,0.6,0.44893378226711356
2020-11,-0.1,-0.3351955307262511
2020-12,-1.2,0.8968609865470878
2021-01,3.1,0.33333333333334103
2021-02,0.0,1.661129568106312
2021-03,0.0,5.882352941176472
2021-04,0.8,2.8806584362139898
2021-05,-0.6,1.29999999999999
2021-06,-0.3,1.5794669299111552
2021-07,0.4,2.9154518950437414
2021-08,0.3,0.9442870632672351
2021-09,-1.0,0.3741814780168218
2021-10,-0.4,5.778191985088532
2021-11,1.1,4.405286343612325
2021-12,0.7,-1.8565400843881918
2022-01,4.4,-0.5159071367153878
2022-02,1.4,3.9757994814174635
2022-03,0.7,21.695760598503753
2022-04,3.6,-3.346994535519132
2022-05,3.4,3.3215547703180137
2022-06,2.2,3.830369357045149
2022-07,1.5,0.19762845849802257
2022-08,0.5,-9.796186719263645
2022-09,0.2,-4.008746355685133
2022-10,3.0,4.859529233105553
2022-11,1.8,-1.73787110789283
2022-12,0.3,-10.53795136330139
2023-01,3.9,-1.7298187808896248
2023-02,0.7,1.257334450963965
2023-03,0.4,-1.8211920529801362
2023-04,-1.6,-0.6745362563237767
2023-05,0.9,-3.9049235993208753
2023-06,0.0,0.5300353356890497
2023-07,-0.8,1.7574692442882345
2023-08,-0.9,7.685664939550962
2023-09,-1.6,2.8067361668003166
2023-10,0.8,-0.15600624024960652
2023-11,-0.4,-3.359374999999998
2023-12,-1.4,-4.688763136620855
2024-01,0.1,-0.5089058524173073
2024-02,-0.3,4.262574595055413
2024-03,-0.8,1.6353229762878119
2024-04,1.7,2.7353177795655714
2024-05,-0.1,-1.8010963194988183
2024-06,-0.6,-3.7480063795853336
2024-07,0.3,1.3256006628003192
2024-08,0.5,-2.2076860179885527
2024-09,0.8,-4.8494983277591945
2024-10,0.3,-0.35149384885764245
2024-11,0.4,0.7936507936507908
2024-12,-0.7,0.43744531933507247
2025-01,3.1,1.7421602787456525
2025-02,-0.6,0.5993150684931559
2025-03,0.8,-3.234042553191485
2025-04,-0.3,-2.726473175021993
2025-05,1.3,-1.898734177215189
2025-06,0.2,1.0138248847926246
2025-07,-0.7,1.7335766423357768
2025-08,0.0,-0.8968609865470878
2025-09,-1.1,-0.7239819004524861
2025-10,1.1,-0.09115770282589475
2025-11,-1.0,1.642335766423364
2025-12,-1.1,-1.8850987432675104
2026-01,2.7,-2.5617566331198494
2026-02,-1.5,1.032863849765242
2026-03,-0.7,19.516728624535308
2026-04,-0.4,7.231726283048223
2026-05,0.6,-0.6526468455402501
2026-06,-1.3,-8.17518248175183
2026-07,-0.4,3.49761526232113
