model,origin,target,h,block,as_of_utc,weight_at_destination,monthly_forecast,monthly_actual,monthly_error,monthly_weighted_error,cumulative_log_forecast,cumulative_log_actual,cumulative_log_error,cumulative_weighted_forecast,cumulative_weighted_actual,cumulative_weighted_error,n_prediction_months,n_actual_months,component_path_status,annual_forecast,annual_actual,annual_oracle,annual_error,annual_block_error,annual_other_error,block_squared_error,other_squared_error,cross_term,headline_squared_error,oracle_mse_gain,annual_oracle_status
STABLE_LOCAL_CORE_R14B,2019-03,2019-04,1,core,2019-04-09T21:59:00+00:00,0.5518118388714258,0.4907012363807908,0.4,0.09070123638079075,0.05005001603519601,0.489501221919977,0.39920212695374535,0.09029909496623167,0.27077475158376635,0.22072473554857033,0.05005001603519601,1.0,1.0,complete,2.9393945109746094,2.769818529130848,2.888050594067436,0.16957598184376144,0.05134391690717344,0.118232064936588,0.0026361978033707305,0.013978821179169562,0.012140994635735416,0.02875601361827571,0.014777192439106147,complete
STABLE_LOCAL_CORE_R14B,2019-03,2019-04,1,food,2019-04-09T21:59:00+00:00,0.177627679,-0.1671586871876776,-0.6505576208178376,0.48339893363016007,0.08586503061180038,-0.16729855320838977,-0.6526829696684437,0.485384416460054,-0.02969200962983421,-0.11555704024163459,0.08586503061180038,1.0,1.0,complete,2.9393945109746094,2.769818529130848,2.851309684111338,0.16957598184376144,0.08808482686327146,0.08149115498048998,0.007758936723532509,0.006640808340054236,0.014356268554688963,0.02875601361827571,0.022115205278221473,complete
STABLE_LOCAL_CORE_R14B,2019-03,2019-04,1,fuel,2019-04-09T21:59:00+00:00,0.029072694,1.7251874564587832,3.9235412474849074,-2.198353791026124,-0.06391206707024245,1.7104750674654303,3.8485262463064487,-2.1380511788410184,0.05015584701426453,0.11406791408450698,-0.06391206707024245,1.0,1.0,complete,2.9393945109746094,2.769818529130848,3.004958842836413,0.16957598184376144,-0.06556433186180355,0.23514031370556499,0.004298681612484708,0.05529096712955151,-0.03083363512376051,0.02875601361827571,-0.026534953511275803,complete
STABLE_LOCAL_CORE_R14B,2019-03,2019-04,1,administered,2019-04-09T21:59:00+00:00,0.14934317112857418,0.1,0.1,0.0,0.0,0.09995003330835331,0.09995003330835331,0.0,0.014934317112857419,0.014934317112857419,0.0,1.0,1.0,complete,2.9393945109746094,2.769818529130848,2.9393945109746094,0.16957598184376144,0.0,0.16957598184376144,0.0,0.02875601361827571,0.0,0.02875601361827571,0.0,complete
STABLE_LOCAL_CORE_R14B,2019-03,2019-04,1,alcohol_tobacco,2019-04-09T21:59:00+00:00,0.092144617,0.6547269024545554,-1.6028495102404228,2.257576412694978,0.20802351389601267,0.652592875505114,-1.6158340786589942,2.2684269541641084,0.06032955966627137,-0.14769395422974133,0.20802351389601267,1.0,1.0,complete,2.9393945109746094,2.769818529130848,2.725993140539397,0.16957598184376144,0.21340137043521246,-0.04382538859145102,0.04554014490362677,0.0019206646851916852,-0.018704795970542747,0.02875601361827571,0.026835348933084025,complete
STABLE_LOCAL_CORE_R14B,2019-04,2019-05,1,core,2019-05-12T21:59:00+00:00,0.5506152285898372,0.1952845184760323,0.1,0.09528451847603228,0.05246510692175309,0.19509408614318868,0.09995003330835331,0.09514405283483537,0.10752662978073681,0.055061522858983726,0.05246510692175309,1.0,1.0,complete,2.864113310440421,2.946768060836498,2.810293615992325,-0.08265475039607706,0.0538196944480962,-0.13647444484417326,0.002896559510486437,0.01862527409552529,-0.014690025842973926,0.006831807763037801,-0.011793466332487488,complete
STABLE_LOCAL_CORE_R14B,2019-04,2019-06,2,core,2019-05-12T21:59:00+00:00,0.5506152285898372,0.2646066712830509,0.3,-0.03539332871694911,-0.019488105782038186,0.4593512903135867,0.3995009312882012,0.05985035902538546,0.2532230925756498,0.22024609143593488,0.0329770011397149,2.0,2.0,complete,2.632227439134207,2.7462121212121224,2.5984889557306974,-0.11398468207791534,0.03373848340350971,-0.14772316548142506,0.0011382852623689002,0.021822133619852493,-0.009967911133817956,0.012992507748403435,-0.008829625871449058,complete
STABLE_LOCAL_CORE_R14B,2019-04,2019-05,1,food,2019-05-12T21:59:00+00:00,0.177627679,0.34453869340709475,1.9644527595883865,-1.6199140661812916,-0.28774157575523523,0.3439465186418077,1.945406419814402,-1.6014599011725945,0.06119960843559485,0.3489411841908301,-0.28774157575523523,1.0,1.0,complete,2.864113310440421,2.946768060836498,3.1592840362002423,-0.08265475039607706,-0.2951707257598213,0.21251597536374423,0.08712575734557962,0.045163039784803544,-0.12545698936734537,0.006831807763037801,-0.03833123202176574,complete
STABLE_LOCAL_CORE_R14B,2019-04,2019-06,2,food,2019-05-12T21:59:00+00:00,0.177627679,0.05660674634201325,0.3669724770642313,-0.31036573072221807,-0.055129544389326594,0.4005372494088094,2.3117071956881263,-1.911169946279317,0.0712545334040684,0.41412565354863023,-0.34287112014456184,2.0,2.0,complete,2.632227439134207,2.7462121212121224,2.98338858544206,-0.11398468207791534,-0.3511611463078528,0.23717646422993743,0.12331415067624518,0.05625267518461479,-0.16657431811245654,0.012992507748403435,-0.043260167436211354,complete
STABLE_LOCAL_CORE_R14B,2019-04,2019-05,1,fuel,2019-05-12T21:59:00+00:00,0.029072694,1.7339027710796557,2.613746369796721,-0.8798435987170654,-0.025579423713360035,1.7190422095050963,2.5801717986474406,-0.8611295891423443,0.05040922468935088,0.07598864840271091,-0.025579423713360035,1.0,1.0,complete,2.864113310440421,2.946768060836498,2.890353164872903,-0.08265475039607706,-0.026239854432482,-0.05641489596359506,0.0006885299606378453,0.0031826404865832538,0.0029606373158167017,0.006831807763037801,0.0036491672764545472,complete
