month,model_input,mm_2015base,mm_bbg_2025base,official_1dp,band_2015base,band_2025base,level_2015base,level_2025base,gap_bbg_vs_model,within_rounding_band,series
2018-03,-0.0956937799043045,-0.0956937799043045,0.0,-0.1,0.09578546258345963,0.1486988847583643,104.4,67.3,0.0956937799043045,True,Headline
2018-04,0.2873563218390718,0.2873563218390718,0.2971768202080227,0.3,0.09569397707144836,0.14847842681209542,104.7,67.5,0.009820498368950936,True,Headline
2018-05,0.4775549188156702,0.47755491881567025,0.4444444444444473,0.5,0.09532942609913397,0.14792972244029334,105.2,67.8,-0.03311047437122289,True,Headline
2018-06,0.3802281368821214,0.3802281368821214,0.4424778761061843,0.4,0.0949220317099053,0.14727612375315524,105.6,68.1,0.06224973922406285,True,Headline
2018-07,0.1893939393939447,0.18939393939394478,0.1468428781204345,0.2,0.09465223813571375,0.14684295727915742,105.8,68.2,-0.04255106127351019,True,Headline
2018-08,0.0945179584121103,0.0945179584121103,0.0,0.1,0.09451797952184891,0.1467351430667645,105.9,68.2,-0.0945179584121103,True,Headline
2018-09,-0.2832861189801861,-0.2832861189801861,-0.14662756598241566,-0.3,0.09460756990342556,0.14684295727915742,105.6,68.1,0.1366585529977704,True,Headline
2018-10,0.3787878787878895,0.37878787878788955,0.2936857562408246,0.4,0.09456298599059422,0.14673545900584842,106.0,68.3,-0.0851021225470649,True,Headline
2018-11,-0.0943396226415038,-0.09433962264150386,-0.14641288433381305,-0.1,0.09442872737672939,0.14662764479345552,105.9,68.2,-0.05207326169230925,True,Headline
2018-12,0.0944287063267212,0.09442870632672129,0.14662756598240456,0.1,0.09442872737672939,0.14662764479345552,106.0,68.3,0.052198859655683355,True,Headline
2019-01,1.037735849056598,1.037735849056598,1.024890190336758,1.0,0.09389921792531661,0.14577638943121174,107.1,69.0,-0.012845658719840003,True,Headline
2019-02,0.1867413632119507,0.18674136321195078,0.28985507246377384,0.2,0.0933271928134142,0.14482289606990928,107.3,69.2,0.10311370925182314,True,Headline
2019-03,0.1863932898415576,0.18639328984155767,0.14450867052022698,0.2,0.09315331790901824,0.14450874596375274,107.5,69.3,-0.04188461932133061,True,Headline
2019-04,0.0930232558139509,0.09302325581395099,0.0,0.1,0.09302327593797208,0.1444043321299639,107.6,69.3,-0.0930232558139509,True,Headline
2019-05,0.6505576208178487,0.6505576208178487,0.721500721500723,0.7,0.09267938109241848,0.14388675387860203,108.3,69.8,0.07094310068287424,True,Headline
2019-06,0.1846722068328699,0.1846722068328699,0.14326647564470996,0.2,0.09229357192520686,0.14326654915936093,108.5,69.9,-0.04140573118815993,True,Headline
2019-07,0.3686635944700533,0.36866359447005337,0.42918454935620964,0.4,0.09203896810466436,0.1428577988368314,108.9,70.2,0.06052095488615633,True,Headline
2019-08,0.0918273645546419,0.09182736455464191,0.0,0.1,0.09182738391245789,0.14255167498218102,109.0,70.2,-0.0918273645546419,True,Headline
2019-09,-0.5504587155963248,-0.5504587155963248,-0.42735042735042583,-0.6,0.09203935794394325,0.1428577988368314,108.4,69.9,0.12310828824589892,True,Headline
2019-10,0.4612546125461358,0.46125461254613587,0.42918454935620964,0.5,0.09208151927723639,0.1428577988368314,108.9,70.2,-0.03207006318992617,True,Headline
2019-11,0.2754820936639035,0.2754820936639035,0.2849002849002913,0.3,0.09174329300766709,0.14234904289265413,109.2,70.4,0.009418191236387763,True,Headline
2019-12,0.1831501831501825,0.1831501831501825,0.14204545454543638,0.2,0.09153325746755335,0.14204552619645358,109.4,70.5,-0.04110472860474612,True,Headline
2020-01,1.4625228519195457,1.4625228519195455,1.4184397163120588,1.5,0.0907900818326491,0.14095132709300057,111.0,71.5,-0.04408313560748689,True,Headline
2020-02,0.2702702702702675,0.2702702702702675,0.2797202797202747,0.3,0.09000916497460643,0.13976267691918523,111.3,71.7,0.00945000945000718,True,Headline
2020-03,-0.0898472596585708,-0.08984725965857088,0.0,-0.1,0.08992807573529041,0.1395673412421493,111.2,71.7,0.0898472596585708,True,Headline
2020-04,-0.1798561151079125,-0.17985611510791255,-0.2789400278940035,-0.2,0.09004960026045863,0.13976267691918523,111.0,71.5,-0.09908391278609102,True,Headline
2020-05,0.3603603603603567,0.3603603603603567,0.41958041958041203,0.4,0.08996880231611992,0.13966541744793637,111.4,71.8,0.059220059220055354,True,Headline
2020-06,0.6283662477558183,0.6283662477558183,0.5571030640668662,0.6,0.08952639375543385,0.1389864804498951,112.1,72.2,-0.07126318368895213,True,Headline
2020-07,0.4460303300624524,0.4460303300624524,0.5540166204986097,0.4,0.08904763632247535,0.13821805689483155,112.6,72.6,0.10798629043615726,True,Headline
2020-08,0.0,0.0,-0.13774104683195176,0.0,0.0888494002665482,0.13793110008613557,112.6,72.5,-0.13774104683195176,True,Headline
2020-09,-0.6216696269982114,-0.6216696269982114,-0.4137931034482678,-0.6,0.08912742699961296,0.13831318179144267,111.9,72.2,0.20787652354994357,True,Headline
2020-10,0.1787310098301908,0.17873100983019086,0.13850415512464131,0.2,0.08932566305554009,0.13850422154920425,112.1,72.3,-0.040226854705549486,True,Headline
2020-11,0.0,0.0,0.0,0.0,0.08924587237840251,0.1384083044982699,112.1,72.3,0.0,True,Headline
2020-12,-0.1784121320249632,-0.1784121320249632,-0.2766251728907321,-0.2,0.08932566305554009,0.1386004048514944,111.9,72.1,-0.09821304086576887,True,Headline
2021-01,1.3404825737265424,1.3404825737265424,1.386962552011095,1.3,0.0888138869898501,0.13784252228066202,113.4,73.1,0.04647997828455264,True,Headline
2021-02,0.1763668430335041,0.17636684303350414,0.1367989056087593,0.2,0.08814462555724087,0.13679896960994983,113.6,73.2,-0.03956793742474482,True,Headline
2021-03,0.1760563380281743,0.17605633802817433,0.136612021857907,0.2,0.0879895093897736,0.1366120855971763,113.8,73.3,-0.03944431617026731,True,Headline
2021-04,0.5272407732864748,0.5272407732864748,0.5457025920873271,0.5,0.08768144841603522,0.13614804825887591,114.4,73.7,0.018461818800852292,True,Headline
2021-05,0.1748251748251661,0.17482517482516613,0.27137042062415073,0.2,0.08737446600516802,0.13559346963464683,114.6,73.9,0.09654524579898463,True,Headline
2021-06,0.523560209424101,0.523560209424101,0.5412719891745521,0.5,0.0870706855139132,0.13504487438136728,115.2,74.3,0.01771177975045113,True,Headline
2021-07,1.041666666666674,1.041666666666674,0.9421265141319024,1.0,0.08639540995928219,0.13405120810057433,116.4,75.0,-0.09954015253477166,True,Headline
2021-08,0.6872852233676952,0.6872852233676952,0.6666666666666599,0.7,0.08565411036101096,0.13298019311305836,117.2,75.5,-0.020618556701035295,True,Headline
2021-09,0.1706484641638139,0.17064846416381396,0.26490066225166586,0.2,0.0852879085204439,0.13236290562419709,117.4,75.7,0.09425219808785196,True,Headline
2021-10,1.0221465076660996,1.0221465076660996,1.0568031704095038,1.0,0.08478388107110901,0.13149607694725068,118.6,76.5,0.034656662743404176,True,Headline
2021-11,0.1686340640809414,0.1686340640809414,0.13071895424836555,0.2,0.08428156007902506,0.1307190100897134,118.8,76.6,-0.037915109832575844,True,Headline
2021-12,0.4208754208754106,0.42087542087541063,0.3916449086162066,0.4,0.08403398433189893,0.13037859513239078,119.3,76.9,-0.029230512259203978,True,Headline
2022-01,4.442581726739303,4.442581726739303,4.421326397919367,4.4,0.08207324144698692,0.12736710466843812,124.6,80.3,-0.021255328819935748,True,Headline
2022-02,1.2841091492777013,1.2841091492777013,1.245330012453305,1.3,0.07977987500940764,0.12384375748861728,126.2,81.3,-0.038779136824396154,True,Headline
2022-03,1.6640253565768592,1.6640253565768592,1.7220172201722006,1.7,0.07862170951225335,0.12203452929405742,128.3,82.7,0.057991863595341364,True,Headline
2022-04,1.7926734216679563,1.7926734216679563,1.6928657799274438,1.8,0.07728585688230108,0.11998446751764229,130.6,84.1,-0.09980764174051249,True,Headline
2022-05,1.7611026033690802,1.7611026033690802,1.7835909631391145,1.8,0.07593593417271274,0.11793375335643565,132.9,85.6,0.022488359770034272,True,Headline
2022-06,1.5801354401805856,1.5801354401805856,1.6355140186915973,1.6,0.07468719160681071,0.11594966641785098,135.0,87.0,0.05537857851101169,True,Headline
2022-07,1.333333333333342,1.333333333333342,1.379310344827589,1.3,0.07361383083855962,0.11422581027099436,136.8,88.2,0.045977011494247044,True,Headline
2022-08,0.4385964912280604,0.43859649122806044,0.340136054421758,0.4,0.07296642040610699,0.11325060994046648,137.4,88.5,-0.0984604368063024,True,Headline
2022-09,0.8005822416302655,0.8005822416302655,0.9039548022598876,0.8,0.07251746972928083,0.11255152145651928,138.5,89.3,0.10337256062962208,True,Headline
2022-10,-1.4440433212996373,-1.4440433212996373,-1.4557670772676334,-1.4,0.07275757976370593,0.11287289219269289,136.5,88.0,-0.01172375596799613,True,Headline
2022-11,1.172161172161168,1.172161172161168,1.1363636363636465,1.2,0.07286222046090597,0.11306183792275555,138.1,89.0,-0.03579753579752154,True,Headline
2022-12,0.0,0.0,0.0,0.0,0.07243752263672583,0.11242270938729622,138.1,89.0,0.0,True,Headline
2023-01,6.010137581462716,6.010137581462716,6.067415730337089,6.0,0.07038343504572883,0.10920552533487757,146.4,94.4,0.057278148874373436,True,Headline
2023-02,0.6147540983606703,0.6147540983606703,0.5296610169491567,0.6,0.06812053111276488,0.10570898350364379,147.3,94.9,-0.08509308141151362,True,Headline
2023-03,0.1357773251866811,0.13577732518668117,0.21074815595363283,0.1,0.06786565731757939,0.10531870555047325,147.5,95.1,0.07497083076695174,True,Headline
2023-04,-0.2033898305084824,-0.20338983050848247,-0.2103049421661285,-0.2,0.06788873299368227,0.10531870555047325,147.2,94.9,-0.006915111657646106,True,Headline
2023-05,0.2717391304347893,0.27173913043478937,0.31612223393044925,0.3,0.06786575108928908,0.1052634203243166,147.6,95.2,0.04438310349565994,True,Headline
2023-06,0.3387533875338855,0.3387533875338855,0.31512605042016695,0.3,0.06765919222569332,0.10493205429270373,148.1,95.5,-0.02362733711371856,True,Headline
2023-07,0.4726536124240565,0.47265361242405657,0.41884816753927634,0.5,0.06738581957605738,0.10454828772803673,148.8,95.9,-0.053805444884780174,True,Headline
2023-08,0.2016129032258007,0.20161290322580072,0.2085505735140547,0.2,0.06715923538150584,0.10422106161561111,149.1,96.1,0.006937670288254011,True,Headline
2023-09,-0.7377598926894713,-0.7377598926894713,-0.7284079084287076,-0.7,0.06734099108480102,0.10449460561612098,148.0,95.4,0.009351984260763668,True,Headline
2023-10,0.0675675675675613,0.06756756756756133,0.10482180293500676,0.1,0.06756757527935255,0.1048218317285466,148.1,95.5,0.03725423536744546,True,Headline
2023-11,0.0675219446319985,0.06752194463199857,0.0,0.1,0.0675219523281795,0.10476689366160294,148.2,95.5,-0.0675219446319985,True,Headline
2023-12,-0.4048582995951344,-0.4048582995951344,-0.41884816753927634,-0.4,0.06763639615806058,0.10498733951886038,147.6,95.1,-0.01398986794414192,True,Headline
2024-01,1.4905149051490652,1.4905149051490652,1.4721345951629994,1.5,0.06727579966384731,0.1044442244661823,149.8,96.5,-0.018380309986065768,True,Headline
2024-02,0.26702269692922,0.26702269692922,0.31088082901553626,0.3,0.0666890149360934,0.10351991834143087,150.2,96.8,0.04385813208631628,True,Headline
2024-03,0.1331557922769732,0.13315579227697327,0.20661157024792765,0.1,0.06655576991459931,0.10325256232400888,150.4,97.0,0.07345577797095446,True,Headline
2024-04,0.6648936170212671,0.6648936170212671,0.6185567010309256,0.7,0.06629174586464862,0.1028287420344072,151.4,97.6,-0.04633691599034151,True,Headline
2024-05,0.0,0.0,0.0,0.0,0.06607201850016518,0.10251153254741159,151.4,97.6,0.0,True,Headline
2024-06,-0.264200792602387,-0.26420079260238705,-0.30737704918032405,-0.3,0.06615956009473314,0.10266964802177778,151.0,97.3,-0.043176256577937056,True,Headline
2024-07,0.6622516556291425,0.6622516556291425,0.7194244604316502,0.7,0.06602911188446628,0.1024603340196391,152.0,98.0,0.05717280480250775,True,Headline
2024-08,0.263157894736854,0.263157894736854,0.20408163265306367,0.3,0.06572472743298934,0.10198888731996245,152.4,98.2,-0.059076262083790354,True,Headline
2024-09,-0.3937007874015741,-0.3937007874015741,-0.3054989816700604,-0.4,0.06576809555297591,0.10204105538564621,151.8,97.9,0.0882018057315137,True,Headline
2024-10,0.3293807641633783,0.32938076416337836,0.20429009193052572,0.3,0.06578965165569722,0.10209301095428301,152.3,98.1,-0.12509067223285258,True,Headline
2024-11,0.0656598818122189,0.06565988181221893,0.10193679918450993,0.1,0.06565988888906853,0.10193682566542744,152.4,98.2,0.03627691737229102,True,Headline
2024-12,-0.2624671916010568,-0.2624671916010568,-0.20366598778004397,-0.3,0.06572472743298934,0.10198888731996245,152.0,98.0,0.05880120382101284,True,Headline
2025-01,1.3157894736842035,1.3157894736842035,1.3265306122449028,1.3,0.06538363833763969,0.10142428602471575,154.0,99.3,0.010741138560699248,True,Headline
2025-02,0.1948051948051921,0.1948051948051921,0.10070493454179541,0.2,0.0648929881568191,0.10070496007423567,154.3,99.4,-0.09410026026339668,True,Headline
2025-03,0.0648088139987068,0.06480881399870686,0.1006036217303663,0.1,0.06480882080392548,0.10060364718584322,154.4,99.5,0.035794807731659495,True,Headline
2025-04,-0.1295336787564882,-0.12953367875648825,-0.10050251256280562,-0.1,0.064829848965365,0.10060364718584322,154.2,99.4,0.029031166193682567,True,Headline
2025-05,0.5188067444876765,0.5188067444876765,0.5030181086519203,0.5,0.06470441272162858,0.10040223899009056,155.0,99.9,-0.015788635835756182,True,Headline
2025-06,0.2580645161290418,0.2580645161290418,0.30030030030030463,0.3,0.06445386153511734,0.10000022500050623,155.4,100.2,0.042235784171262836,True,Headline
2025-07,0.4504504504504458,0.45045045045044585,0.39920159680637557,0.5,0.06422640032991828,0.0996516165582556,156.1,100.6,-0.051248853644070225,True,Headline
2025-08,0.0640614990390808,0.06406149903908087,0.09940357852884496,0.1,0.06406150561158885,0.09940360308417959,156.2,100.7,0.03534207948976416,True,Headline
2025-09,-0.5761843790012655,-0.5761843790012655,-0.5958291956305928,-0.6,0.0642266122782349,0.09965211135117985,155.3,100.1,-0.019644816629327266,True,Headline
2025-10,0.5151320025756467,0.5151320025756467,0.4995004995004937,0.5,0.06424713165863578,0.09970151672050599,156.1,100.6,-0.01563150307515304,True,Headline
2025-11,-0.3203074951953821,-0.32030749519538215,-0.29821073558647937,-0.3,0.06418501763903571,0.09960181594745111,155.6,100.3,0.022096759608902727,True,Headline
2025-12,-0.2570694087403624,-0.25706940874036244,-0.29910269192422456,-0.3,0.06437088235863864,0.09990032422695139,155.2,100.0,-0.04203328318386218,True,Headline
2026-01,0.8376288659793785,0.8376288659793785,0.9000000000000119,0.9,0.06418596957737474,0.09960359455880641,156.5,100.9,0.062371134020633434,True,Headline
2026-02,-0.0638977635782689,-0.06389776357826893,-0.09910802775026095,-0.1,0.06393862546059367,0.09920637361582872,156.4,100.8,-0.03521026417199205,True,Headline
2026-03,0.5754475703324768,0.5754475703324768,0.5952380952380931,0.6,0.06377603548355443,0.09896178268315703,157.3,101.4,0.01979052490561628,True,Headline
2026-04,0.4450095359186168,0.4450095359186168,0.4930966469427922,0.5,0.06345208959588045,0.09842579278900285,158.0,101.9,0.0480871110241754,True,Headline
2026-05,0.18987341772152,0.18987341772152,0.09813542688910104,0.1,0.06325116383041607,0.09813545051659552,158.3,102.0,-0.09173799083241896,True,Headline
2026-06,-0.3158559696778251,-0.31585596967782514,-0.2941176470588225,-0.3,0.06329129769692782,0.0982320403870709,157.8,101.7,0.021738322619002604,True,Headline
2026-07,0.6337135614702172,0.6337135614702172,0.5899705014749124,0.6,0.0631917840697805,0.09808814704081914,158.8,102.3,-0.04374305999530481,True,Headline
2015-02,-0.0991080277502609,-0.09910802775026095,-0.15015015015014122,-0.1,0.09920637361582872,0.15037602486066193,100.8,66.5,-0.05104212239988032,True,Food (01)
2015-03,0.0,0.0,0.0,0.0,0.09925558312655086,0.1504890895410083,100.8,66.5,0.0,True,Food (01)
2015-04,0.2976190476190465,0.29761904761904656,0.3007518796992459,0.3,0.09910824678346347,0.1502632994591763,101.1,66.7,0.003132832080199377,True,Food (01)
2015-05,0.3956478733926794,0.3956478733926794,0.4497751124437732,0.4,0.09876581746760055,0.14970135364311576,101.5,67.0,0.054127239051093845,True,Food (01)
2015-06,0.0,0.0,0.0,0.0,0.09857072449482503,0.14936519790888722,101.5,67.0,0.0,True,Food (01)
2015-07,-1.871921182266012,-1.871921182266012,-1.9402985074626788,-1.9,0.09951137932425833,0.15084406125451977,99.6,65.7,-0.06837732519666684,True,Food (01)
2015-08,-0.8032128514056214,-0.8032128514056214,-0.7610350076103556,-0.8,0.10085892846925087,0.15290743313660723,98.8,65.2,0.04217784379526579,True,Food (01)
2015-09,0.7085020242914908,0.7085020242914908,0.7668711656441785,0.8,0.1009094322571612,0.15290743313660723,99.5,65.7,0.05836914135268767,True,Food (01)
2015-10,-0.3015075376884391,-0.3015075376884391,-0.30441400304414,-0.3,0.10070516433424684,0.152555656341329,99.2,65.5,-0.002906465355700938,True,Food (01)
2015-11,-0.7056451612903247,-0.7056451612903247,-0.7633587786259555,-0.8,0.10121584509468112,0.1533764881136162,98.5,65.0,-0.05771361733563074,True,Food (01)
2015-12,-0.9137055837563524,-0.9137055837563524,-0.9230769230769154,-0.9,0.10204296789889625,0.15468237177244104,97.6,64.4,-0.009371339320562999,True,Food (01)
2016-01,1.3319672131147708,1.3319672131147708,1.3975155279502882,1.4,0.1018374557021327,0.15432843019049913,98.9,65.3,0.06554831483551737,True,Food (01)
2016-02,0.3033367037411416,0.30333670374114163,0.3062787136294043,0.3,0.10101033289791757,0.1530225465316743,99.2,65.5,0.002942009888262709,True,Food (01)
2016-03,0.0,0.0,0.0,0.0,0.10085728693898134,0.15278838808250572,99.2,65.5,0.0,True,Food (01)
2016-04,0.3024193548387011,0.3024193548387011,0.15267175572517555,0.2,0.10070516433424684,0.1526718446896129,99.5,65.6,-0.14974759911352553,True,Food (01)
2016-05,-0.5025125628140725,-0.5025125628140725,-0.45731707317072656,-0.5,0.10080709186020842,0.1529060031387815,99.0,65.3,0.045195489643345965,True,Food (01)
2016-06,-0.6060606060605989,-0.6060606060605989,-0.45941807044409533,-0.6,0.10136941186988031,0.1536106465627848,98.4,65.0,0.14664253561650353,True,Food (01)
2016-07,0.5081300813008172,0.5081300813008172,0.4615384615384466,0.5,0.10142053030285496,0.1536106465627848,98.9,65.3,-0.046591619762370584,True,Food (01)
2016-08,-0.6066734074823166,-0.6066734074823166,-0.6125574272587975,-0.6,0.1014722746701572,0.1537293548034515,98.3,64.9,-0.005884019776480898,True,Food (01)
2016-09,0.0,0.0,-0.1540832049306773,-0.1,0.10178117048346057,0.15432107953310728,98.3,64.8,-0.1540832049306773,True,Food (01)
2016-10,-0.3051881993896166,-0.3051881993896166,-0.15432098765431057,-0.2,0.1019370375132974,0.15455959771505015,98.0,64.7,0.15086721173530604,True,Food (01)
2016-11,2.1428571428571352,2.1428571428571352,2.0092735703245657,2.1,0.10102146476532026,0.15315453186722464,100.1,66.0,-0.13358357253256958,True,Food (01)
2016-12,0.6993006993007089,0.6993006993007089,0.7575757575757569,0.8,0.09960280405702855,0.15105955614275585,100.8,66.5,0.058275058275047975,True,Food (01)
2017-01,1.587301587301604,1.5873015873016039,1.6541353383458635,1.6,0.09847977006840489,0.1492637897742051,102.4,67.6,0.06683375104425937,True,Food (01)
2017-02,1.3671875,1.3671875,1.3313609467455745,1.4,0.0970447495894668,0.14706526399566588,103.8,68.5,-0.03582655325442552,True,Food (01)
2017-03,-0.19267822736031,-0.19267822736031004,-0.29197080291971655,-0.2,0.09647862332962949,0.1463060922520382,103.6,68.3,-0.09929257555940654,True,Food (01)
2017-04,-0.4826254826254872,-0.4826254826254872,-0.43923865300146137,-0.5,0.09680598810167253,0.1468435905521998,103.1,68.0,0.04338682962402585,True,Food (01)
2017-05,0.387972841901063,0.38797284190106307,0.4411764705882337,0.4,0.09685266364758388,0.1468435905521998,103.5,68.3,0.05320362868717071,True,Food (01)
2017-06,0.1932367149758418,0.19323671497584183,0.14641288433383526,0.2,0.0965717945543487,0.14641296279921004,103.7,68.4,-0.04682383064200654,True,Food (01)
2017-07,0.867888138862094,0.867888138862094,0.8771929824561209,0.9,0.09606327441498642,0.14566920571027528,104.6,69.0,0.009304843594026835,True,Food (01)
2017-08,-0.7648183556405286,-0.7648183556405286,-0.7246376811594235,-0.8,0.09601677873617859,0.14556233516310343,103.8,68.5,0.04018067448110507,True,Food (01)
2017-09,0.0963391136801661,0.09633911368016612,0.0,0.1,0.09633913603378366,0.14609203798392986,103.9,68.5,-0.0963391136801661,True,Food (01)
2017-10,1.6361886429258732,1.6361886429258732,1.751824817518255,1.6,0.0955172792080915,0.14483352796540355,105.6,69.7,0.11563617459238174,True,Food (01)
2017-11,0.1893939393939447,0.18939393939394478,0.1434720229555264,0.2,0.09465223813571375,0.1434720967870587,105.8,69.8,-0.04592191643841828,True,Food (01)
2017-12,0.5671077504725952,0.5671077504725952,0.5730659025787954,0.6,0.09429589839516916,0.1429604253047106,106.4,70.2,0.00595815210620021,True,Food (01)
2018-01,0.5639097744360777,0.5639097744360777,0.5698005698005604,0.6,0.09376539265741804,0.14214755967393955,107.0,70.6,0.0058907953644826705,True,Food (01)
2018-02,-0.747663551401867,-0.747663551401867,-0.8498583569405027,-0.7,0.09385397405076351,0.14235135048878186,106.2,70.0,-0.10219480553863569,True,Food (01)
2018-03,-0.5649717514124353,-0.5649717514124353,-0.4285714285714226,-0.6,0.09447407017009127,0.14326713727937143,105.6,69.7,0.13640032284101267,True,Food (01)
2018-04,-0.5681818181818121,-0.5681818181818121,-0.5738880918221057,-0.6,0.09501264841776859,0.14398967503842058,105.0,69.3,-0.005706273640293524,True,Food (01)
2018-05,0.952380952380949,0.952380952380949,0.8658008658008809,1.0,0.09483380589107242,0.14378412741072283,106.0,69.9,-0.0865800865800681,True,Food (01)
2018-06,0.4716981132075526,0.4716981132075526,0.42918454935620964,0.5,0.09416248037450423,0.1428577988368314,106.5,70.2,-0.04251356385134297,True,Food (01)
