origin,parent,baseline_log,h0_log,signal,error,available_from
2019-02,news,0.4229558661756365,0.3312873275917472,-0.09166853858388929,-0.12340496819578861,2019-03-11 09:00:00
2019-02,fast,0.4309226311708628,0.3312873275917472,-0.0996353035791156,-0.13137173319101492,2019-03-11 09:00:00
2019-03,news,0.13659022118691896,0.04438933522708498,-0.09220088595983399,-0.23664025454527232,2019-04-10 09:00:00
2019-03,fast,0.1318052543486,0.04438933522708498,-0.08741591912151501,-0.23185528770695335,2019-04-10 09:00:00
2019-04,news,0.41846514885313446,0.36051600033581155,-0.05794914851732291,-0.01926302189938911,2019-05-13 09:00:00
2019-04,fast,0.4026688943184436,0.36051600033581155,-0.042152893982632056,-0.0034667673646982533,2019-05-13 09:00:00
2019-05,news,0.13039650838743583,0.1023467991077323,-0.02804970927970353,-0.03044647507908252,2019-06-11 09:00:00
2019-05,fast,0.1204188749964622,0.1023467991077323,-0.018072075888729902,-0.02046884168810889,2019-06-11 09:00:00
2019-06,news,0.1953386257583038,0.17282449464038657,-0.022514131117917224,0.10421227222154411,2019-07-11 09:00:00
2019-06,fast,0.1887502191726263,0.17282449464038657,-0.015925724532239727,0.11080067880722161,2019-07-11 09:00:00
2019-07,news,0.49947350724161654,0.6612856256649416,0.1618121184233251,0.4955595780751918,2019-08-12 09:00:00
2019-07,fast,0.500845867717245,0.6612856256649416,0.1604397579476966,0.4941872175995633,2019-08-12 09:00:00
2019-08,news,0.3390766629442229,0.25561959969995895,-0.08345706324426394,-0.13927639667691727,2019-09-10 09:00:00
2019-08,fast,0.3796814087268051,0.25561959969995895,-0.12406180902684616,-0.1798811424594995,2019-09-10 09:00:00
2019-09,news,-0.25260164363391097,-0.514476371653771,-0.26187472801986006,-0.6514728215809955,2019-10-10 09:00:00
2019-09,fast,-0.23889834209685912,-0.514476371653771,-0.2755780295569119,-0.6651761231180473,2019-10-10 09:00:00
2019-10,news,0.3581648066414655,0.20963487133274097,-0.14852993530872452,0.24004236111328087,2019-11-11 09:00:00
2019-10,fast,0.24144872055915423,0.20963487133274097,-0.031813849226413254,0.35675844719559213,2019-11-11 09:00:00
2019-11,news,0.09253564648042586,0.09908173119152616,0.006546084711100297,-0.09253564648042586,2019-12-10 09:00:00
2019-11,fast,0.03497414935749024,0.09908173119152616,0.06410758183403592,-0.03497414935749024,2019-12-10 09:00:00
2019-12,news,0.22870460497639689,0.0971278826388736,-0.13157672233752327,-0.12875457166804358,2020-01-13 09:00:00
2019-12,fast,0.19434450988569357,0.0971278826388736,-0.09721662724681997,-0.09439447657734026,2020-01-13 09:00:00
2020-01,news,0.28820656799261074,0.3541904459034018,0.06598387791079108,0.5086103969250766,2020-02-14 09:00:00
2020-01,fast,0.2624508187571387,0.3541904459034018,0.0917396271462631,0.5343661461605487,2020-02-14 09:00:00
2020-02,news,0.42191372749639655,0.3783756232302257,-0.04353810426617083,0.2756476461461276,2020-03-10 09:00:00
2020-02,fast,0.4587467651233414,0.3783756232302257,-0.08037114189311567,0.23881460851918274,2020-03-10 09:00:00
2020-03,news,0.2329861830567736,0.016602397168868743,-0.21638378588790486,-0.5334370850866458,2020-04-14 09:00:00
