as_of_utc,target,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin,h,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core,legacy_source_fallback_used,legacy_source_origin_status,legacy_source_converged,fuel_fallback_used,yy_exante,cumulative_log_forecast,cumulative_log_actual
2019-03-10T22:59:00+00:00,2019-04,CORE_NEWS_H0_R17,0.3129581773405505,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.29542362101064956,-0.03737281441040067,0.015380661933310783,0.06032955966627137,0.0,-0.020802850859280558,0.5397359817769882,-0.21039972272790136,0.1,0.6547269024545554,0.0,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,3.0289681412725544,0.40036361460230824,0.2791998091031148
2019-03-10T22:59:00+00:00,2019-05,CORE_NEWS_H0_R17,0.2524639355370167,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.14137076281387448,0.05469314414421964,0.015380661933310783,0.011091361384545593,0.0,0.02992800526106615,0.2582829605868167,0.30790890503174134,0.1,0.12036906490745512,0.0,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,2.798161452516623,0.6525093953172069,0.9276504370292084
2019-03-10T22:59:00+00:00,2019-06,CORE_NEWS_H0_R17,0.18255501685814127,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.17967216560170476,0.005100922724413865,0.0,-0.0040829653995750155,0.0,0.0018648939315976873,0.32825923792849965,0.02871693619559069,0.0,-0.0443104061040811,0.0,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.5957268328289875,0.8348979830235082,1.112152334386138
2019-03-10T22:59:00+00:00,2019-07,CORE_NEWS_H0_R17,0.35005161911640165,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.32597541010851144,-0.029093043446636598,0.007690330966655392,0.046131120814105864,0.0,-0.0006521993262344136,0.5955537929166855,-0.16378665538176962,0.05,0.5006382609860527,0.0,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.7602431630941657,1.1843383475154794,1.4801380302261997
2019-03-10T22:59:00+00:00,2019-08,CORE_NEWS_H0_R17,0.06334808565958945,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.15669695102913295,-0.09989467482118043,0.0,-0.030673282247466654,0.0,0.037219091699103604,0.28628375217877694,-0.5623823684662368,0.0,-0.3328819766809238,0.0,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.7282431717985123,1.247666376745081,1.571923259249096
2019-03-10T22:59:00+00:00,2019-09,CORE_NEWS_H0_R17,-0.07138318372684704,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.1383910219016336,0.07449635448437636,0.015380661933310783,0.026029154569884028,0.0,-0.04889833281278459,-0.25283900393498415,0.41939609245457943,0.1,0.2824815536417502,0.0,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.946545755330262,1.1762577030925703,1.019943936889315
2019-03-10T22:59:00+00:00,2019-10,CORE_NEWS_H0_R17,0.34056505977350915,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.2703268838022117,0.06655582208021883,0.0,0.01070812796820212,0.0,-0.007025774077123541,0.49388449552732583,0.3746928544859207,0.0,0.11621002199403706,0.0,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.9073451705282896,1.5162441533887052,1.4801380302262204
2019-03-10T22:59:00+00:00,2019-11,CORE_NEWS_H0_R17,0.10001870178674191,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.0778851092315719,0.016425382251213462,0.0,-0.007630898881345322,0.0,0.013339109185301897,0.14229531055472047,0.09247084882088372,0.0,-0.0828143751614413,0.0,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.1075430282188012,1.6162128697989515,1.7552413674152
2019-03-10T22:59:00+00:00,2019-12,CORE_NEWS_H0_R17,0.17569463518900486,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,10,research_estimated,0.17111345906597109,0.07045666951594895,0.0,-0.04753595728397575,0.0,-0.018339536108939423,0.31262256724183574,0.396653662946015,0.0,-0.5158842570692518,0.0,-0.018339536108939423,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.191255282389111,1.7917533425075107,1.938224035122816
2019-03-10T22:59:00+00:00,2020-01,CORE_NEWS_H0_R17,0.8802719238643789,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,11,research_estimated,0.23050271604299505,0.19659235308521242,0.23070992899966175,0.21428908243768857,0.0,0.00817784329882101,0.42112614191146025,1.1067664352311466,1.5,2.3255735322844586,0.0,0.00817784329882101,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.0304351693320255,2.66817346080996,3.3901551675681305
2019-03-10T22:59:00+00:00,2020-02,CORE_NEWS_H0_R17,0.35823997798889595,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,12,research_estimated,0.2379918721937255,0.05402208020178912,0.007690330966655392,0.008175503106441186,0.0,0.05036019152028474,0.4348087548110901,0.3041309806327488,0.05,0.08872469572955288,0.0,0.05036019152028474,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.072015019359904,3.0257732877853982,3.660060864484629
2019-03-10T22:59:00+00:00,2019-02,CORE_NEWS_R17,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,2.8136990211578414,0.0,0.0
2019-03-10T22:59:00+00:00,2019-03,CORE_NEWS_R17,0.08793277023586651,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.09955728525230607,-0.033957079198331935,0.015380661933310783,0.04671971117706229,0.003757224296524392,-0.04352503322500508,0.18189015798695404,-0.19116997637700336,0.1,0.5070259413749834,0.1292355051968831,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,3.0026731061868968,0.087894132024234,0.18621979310646208
2019-03-10T22:59:00+00:00,2019-04,CORE_NEWS_R17,0.3129581773405505,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.29542362101064956,-0.03737281441040067,0.015380661933310783,0.06032955966627137,0.0,-0.020802850859280558,0.5397359817769882,-0.21039972272790136,0.1,0.6547269024545554,0.0,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,3.0289681412725544,0.40036361460230824,0.2791998091031148
2019-03-10T22:59:00+00:00,2019-05,CORE_NEWS_R17,0.2524639355370167,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.14137076281387448,0.05469314414421964,0.015380661933310783,0.011091361384545593,0.0,0.02992800526106615,0.2582829605868167,0.30790890503174134,0.1,0.12036906490745512,0.0,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,2.798161452516623,0.6525093953172069,0.9276504370292084
2019-03-10T22:59:00+00:00,2019-06,CORE_NEWS_R17,0.18255501685814127,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.17967216560170476,0.005100922724413865,0.0,-0.0040829653995750155,0.0,0.0018648939315976873,0.32825923792849965,0.02871693619559069,0.0,-0.0443104061040811,0.0,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.5957268328289875,0.8348979830235082,1.112152334386138
2019-03-10T22:59:00+00:00,2019-07,CORE_NEWS_R17,0.35005161911640165,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.32597541010851144,-0.029093043446636598,0.007690330966655392,0.046131120814105864,0.0,-0.0006521993262344136,0.5955537929166855,-0.16378665538176962,0.05,0.5006382609860527,0.0,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.7602431630941657,1.1843383475154794,1.4801380302261997
2019-03-10T22:59:00+00:00,2019-08,CORE_NEWS_R17,0.06334808565958945,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.15669695102913295,-0.09989467482118043,0.0,-0.030673282247466654,0.0,0.037219091699103604,0.28628375217877694,-0.5623823684662368,0.0,-0.3328819766809238,0.0,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.7282431717985123,1.247666376745081,1.571923259249096
2019-03-10T22:59:00+00:00,2019-09,CORE_NEWS_R17,-0.07138318372684704,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.1383910219016336,0.07449635448437636,0.015380661933310783,0.026029154569884028,0.0,-0.04889833281278459,-0.25283900393498415,0.41939609245457943,0.1,0.2824815536417502,0.0,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.946545755330262,1.1762577030925703,1.019943936889315
2019-03-10T22:59:00+00:00,2019-10,CORE_NEWS_R17,0.34056505977350915,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.2703268838022117,0.06655582208021883,0.0,0.01070812796820212,0.0,-0.007025774077123541,0.49388449552732583,0.3746928544859207,0.0,0.11621002199403706,0.0,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.9073451705282896,1.5162441533887052,1.4801380302262204
2019-03-10T22:59:00+00:00,2019-11,CORE_NEWS_R17,0.10001870178674191,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.0778851092315719,0.016425382251213462,0.0,-0.007630898881345322,0.0,0.013339109185301897,0.14229531055472047,0.09247084882088372,0.0,-0.0828143751614413,0.0,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.1075430282188012,1.6162128697989515,1.7552413674152
2019-03-10T22:59:00+00:00,2019-12,CORE_NEWS_R17,0.17569463518900486,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,10,research_estimated,0.17111345906597109,0.07045666951594895,0.0,-0.04753595728397575,0.0,-0.018339536108939423,0.31262256724183574,0.396653662946015,0.0,-0.5158842570692518,0.0,-0.018339536108939423,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.191255282389111,1.7917533425075107,1.938224035122816
2019-03-10T22:59:00+00:00,2020-01,CORE_NEWS_R17,0.8802719238643789,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,11,research_estimated,0.23050271604299505,0.19659235308521242,0.23070992899966175,0.21428908243768857,0.0,0.00817784329882101,0.42112614191146025,1.1067664352311466,1.5,2.3255735322844586,0.0,0.00817784329882101,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.0304351693320255,2.66817346080996,3.3901551675681305
2019-03-10T22:59:00+00:00,2020-02,CORE_NEWS_R17,0.35823997798889595,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,12,research_estimated,0.2379918721937255,0.05402208020178912,0.007690330966655392,0.008175503106441186,0.0,0.05036019152028474,0.4348087548110901,0.3041309806327488,0.05,0.08872469572955288,0.0,0.05036019152028474,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,3.072015019359904,3.0257732877853982,3.660060864484629
2019-03-10T22:59:00+00:00,2019-02,CORE_ROBUST_R17,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,2.8136990211578414,0.0,0.0
2019-03-10T22:59:00+00:00,2019-03,CORE_ROBUST_R17,0.08797382974914601,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.09959834476558556,-0.033957079198331935,0.015380661933310783,0.04671971117706229,0.003757224296524392,-0.04352503322500508,0.18196517330440015,-0.19116997637700336,0.1,0.5070259413749834,0.1292355051968831,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,3.002715361426936,0.08793515545605145,0.18621979310646208
2019-03-10T22:59:00+00:00,2019-04,CORE_ROBUST_R17,0.31300161152523076,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.29546705519532984,-0.03737281441040067,0.015380661933310783,0.06032955966627137,0.0,-0.020802850859280558,0.5398153355951795,-0.21039972272790136,0.1,0.6547269024545554,0.0,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,3.029055017499109,0.40044793670267875,0.2791998091031148
2019-03-10T22:59:00+00:00,2019-05,CORE_ROBUST_R17,0.25250932946448085,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.14141615674133867,0.05469314414421964,0.015380661933310783,0.011091361384545593,0.0,0.02992800526106615,0.25836589483534694,0.30790890503174134,0.1,0.12036906490745512,0.0,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,2.79829468077074,0.6526389970200979,0.9276504370292084
2019-03-10T22:59:00+00:00,2019-06,CORE_ROBUST_R17,0.182602397619599,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.17971954636316248,0.005100922724413865,0.0,-0.0040829653995750155,0.0,0.0018648939315976873,0.3283458021027361,0.02871693619559069,0.0,-0.0443104061040811,0.0,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.5959083208442526,0.8350748791383309,1.112152334386138
2019-03-10T22:59:00+00:00,2019-07,CORE_ROBUST_R17,0.350100969604679,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.3260247605967888,-0.029093043446636598,0.007690330966655392,0.046131120814105864,0.0,-0.0006521993262344136,0.5956439557619937,-0.16378665538176962,0.05,0.5006382609860527,0.0,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.7604754780025167,1.184564421956916,1.4801380302261997
2019-03-10T22:59:00+00:00,2019-08,CORE_ROBUST_R17,0.06339901533011734,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.15674788069966084,-0.09989467482118043,0.0,-0.030673282247466654,0.0,0.037219091699103604,0.28637680017416034,-0.5623823684662368,0.0,-0.3328819766809238,0.0,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,2.7285277005147717,1.2479433486015468,1.571923259249096
