clock,model,report_date,squared_error_gain_sum
report,RF_RESIDUAL_R15,2026-02-12,0.1907661455555307
report,RF_RESIDUAL_R15,2026-05-14,-0.1584992690990457
report,STABLE_LOCAL_CORE_R14B,2022-02-10,77.24925303226166
report,STABLE_LOCAL_CORE_R14B,2022-05-12,10.814160294228005
report,STABLE_LOCAL_CORE_R14B,2022-08-11,9.98125006506427
report,STABLE_LOCAL_CORE_R14B,2022-11-10,-5.931468868477187
report,STABLE_LOCAL_CORE_R14B,2023-02-09,-29.73652533331866
report,STABLE_LOCAL_CORE_R14B,2023-05-11,-51.62381585278254
report,STABLE_LOCAL_CORE_R14B,2023-08-10,-12.057643510075355
report,STABLE_LOCAL_CORE_R14B,2023-11-09,-11.314197347284779
report,STABLE_LOCAL_CORE_R14B,2024-02-15,-0.16416672002160054
report,STABLE_LOCAL_CORE_R14B,2024-05-09,0.2437902190287332
report,STABLE_LOCAL_CORE_R14B,2024-08-08,1.0563398793877297
report,STABLE_LOCAL_CORE_R14B,2024-11-14,0.08328476508115809
report,STABLE_LOCAL_CORE_R14B,2025-02-13,-0.10015685473357669
report,STABLE_LOCAL_CORE_R14B,2025-05-15,-0.5055341861975363
report,STABLE_LOCAL_CORE_R14B,2025-08-14,-1.548717876619488
report,STABLE_LOCAL_CORE_R14B,2025-11-13,0.0035724043063593003
report,STABLE_LOCAL_CORE_R14B,2026-02-12,0.18227787387843472
report,STABLE_LOCAL_CORE_R14B,2026-05-14,-0.043768070262543
report,STABLE_PIPELINE_R14B,2022-02-10,116.40666623461267
report,STABLE_PIPELINE_R14B,2022-05-12,-11.094904032475416
report,STABLE_PIPELINE_R14B,2022-08-11,-19.48334308370857
report,STABLE_PIPELINE_R14B,2022-11-10,-30.074788343786814
report,STABLE_PIPELINE_R14B,2023-02-09,-44.30803213906998
report,STABLE_PIPELINE_R14B,2023-05-11,-18.16808062508882
report,STABLE_PIPELINE_R14B,2023-08-10,-0.8649229331431298
report,STABLE_PIPELINE_R14B,2023-11-09,-5.072546319484183
report,STABLE_PIPELINE_R14B,2024-02-15,-3.125226822377719
report,STABLE_PIPELINE_R14B,2024-05-09,0.2990373872886924
report,STABLE_PIPELINE_R14B,2024-08-08,0.6205441421672582
report,STABLE_PIPELINE_R14B,2024-11-14,-1.3456868137743434
report,STABLE_PIPELINE_R14B,2025-02-13,-0.2868822166753478
report,STABLE_PIPELINE_R14B,2025-05-15,-1.1458132825959868
report,STABLE_PIPELINE_R14B,2025-08-14,-2.771988988486057
report,STABLE_PIPELINE_R14B,2025-11-13,0.19673203326936953
report,STABLE_PIPELINE_R14B,2026-02-12,0.1587647769301684
report,STABLE_PIPELINE_R14B,2026-05-14,-0.0590638197168702
report,STATE_ADAPT_R15,2022-02-10,112.0693314747729
report,STATE_ADAPT_R15,2022-05-12,12.299370722608096
report,STATE_ADAPT_R15,2022-08-11,9.766539483739331
report,STATE_ADAPT_R15,2022-11-10,-3.5651885575683906
report,STATE_ADAPT_R15,2023-02-09,-35.704089679491034
report,STATE_ADAPT_R15,2023-05-11,-26.184348313205767
report,STATE_ADAPT_R15,2023-08-10,-5.599620092104286
report,STATE_ADAPT_R15,2023-11-09,-7.895954952534891
report,STATE_ADAPT_R15,2024-02-15,-0.5573029093130192
report,STATE_ADAPT_R15,2024-05-09,-0.611047067554923
report,STATE_ADAPT_R15,2024-08-08,0.8930454787181559
report,STATE_ADAPT_R15,2024-11-14,-0.2557020950750791
report,STATE_ADAPT_R15,2025-02-13,-0.4428878462121267
report,STATE_ADAPT_R15,2025-05-15,-2.4800954089068186
report,STATE_ADAPT_R15,2025-08-14,-2.7787494935839767
report,STATE_ADAPT_R15,2025-11-13,-0.4189666113590413
report,STATE_ADAPT_R15,2026-02-12,0.2077467429317936
report,STATE_ADAPT_R15,2026-05-14,-0.0777536482709583
report,STATE_FAST_R15,2022-02-10,139.64507927678878
report,STATE_FAST_R15,2022-05-12,16.293367785828522
report,STATE_FAST_R15,2022-08-11,9.56858805242346
report,STATE_FAST_R15,2022-11-10,-3.5651885575683906
report,STATE_FAST_R15,2023-02-09,-35.704089679491034
report,STATE_FAST_R15,2023-05-11,-26.184348313205767
report,STATE_FAST_R15,2023-08-10,-3.460777603642832
report,STATE_FAST_R15,2023-11-09,-6.413018357565373
report,STATE_FAST_R15,2024-02-15,-0.9413713060423076
report,STATE_FAST_R15,2024-05-09,0.1068398904532309
report,STATE_FAST_R15,2024-08-08,0.943940618353758
report,STATE_FAST_R15,2024-11-14,0.0425886568864601
report,STATE_FAST_R15,2025-02-13,-0.062389042832185805
report,STATE_FAST_R15,2025-05-15,-1.9030742099352862
report,STATE_FAST_R15,2025-08-14,-1.2643975663355325
report,STATE_FAST_R15,2025-11-13,0.04798336779789121
report,STATE_FAST_R15,2026-02-12,0.1873523572244738
report,STATE_FAST_R15,2026-05-14,-0.0777536482709583
report,STATE_MID_R15,2022-02-10,109.01008425032776
report,STATE_MID_R15,2022-05-12,0.13369756669539434
report,STATE_MID_R15,2022-08-11,9.067082168186959
report,STATE_MID_R15,2022-11-10,-1.775920094002986
report,STATE_MID_R15,2023-02-09,-35.911271890489445
report,STATE_MID_R15,2023-05-11,-30.287200499331078
report,STATE_MID_R15,2023-08-10,-6.9730782988452695
report,STATE_MID_R15,2023-11-09,-10.556581562469608
report,STATE_MID_R15,2024-02-15,0.014243744040595308
report,STATE_MID_R15,2024-05-09,-0.956031493456352
report,STATE_MID_R15,2024-08-08,0.908819258791862
report,STATE_MID_R15,2024-11-14,-0.3693032645568326
report,STATE_MID_R15,2025-02-13,-0.43796577564605566
report,STATE_MID_R15,2025-05-15,-2.142830166302116
report,STATE_MID_R15,2025-08-14,-1.872922546957692
report,STATE_MID_R15,2025-11-13,-0.0609651645339561
report,STATE_MID_R15,2026-02-12,0.1949674245753468
report,STATE_MID_R15,2026-05-14,-0.0682230267556422
report,STATE_SLOW_R15,2022-02-10,72.80697912827418
report,STATE_SLOW_R15,2022-05-12,-28.506879876081438
report,STATE_SLOW_R15,2022-08-11,1.675366069980993
report,STATE_SLOW_R15,2022-11-10,-1.1488219758477378
report,STATE_SLOW_R15,2023-02-09,-43.58388493603226
report,STATE_SLOW_R15,2023-05-11,-24.605232881398393
report,STATE_SLOW_R15,2023-08-10,-7.069665244724138
report,STATE_SLOW_R15,2023-11-09,-11.1819922059293
report,STATE_SLOW_R15,2024-02-15,-0.018497173978809206
report,STATE_SLOW_R15,2024-05-09,-2.5421722074822983
report,STATE_SLOW_R15,2024-08-08,-0.0629329198128934
report,STATE_SLOW_R15,2024-11-14,-1.4703584239034373
report,STATE_SLOW_R15,2025-02-13,-1.6020211959262207
report,STATE_SLOW_R15,2025-05-15,-3.621389057134767
report,STATE_SLOW_R15,2025-08-14,-3.6963667491158376
report,STATE_SLOW_R15,2025-11-13,-0.4189666113590413
report,STATE_SLOW_R15,2026-02-12,0.24809204067272358
report,STATE_SLOW_R15,2026-05-14,-0.0744048585045489
report,cnb,2022-02-10,0.0
report,cnb,2022-05-12,0.0
report,cnb,2022-08-11,0.0
report,cnb,2022-11-10,0.0
report,cnb,2023-02-09,0.0
report,cnb,2023-05-11,0.0
report,cnb,2023-08-10,0.0
report,cnb,2023-11-09,0.0
report,cnb,2024-02-15,0.0
report,cnb,2024-05-09,0.0
report,cnb,2024-08-08,0.0
report,cnb,2024-11-14,0.0
report,cnb,2025-02-13,0.0
report,cnb,2025-05-15,0.0
report,cnb,2025-08-14,0.0
report,cnb,2025-11-13,0.0
report,cnb,2026-02-12,0.0
report,cnb,2026-05-14,0.0
