clock,model,omitted_report,n,model_rmse,cnb_rmse,model_mae,cnb_mae
cutoff,ENET_IMPORTED_R15,2025-11-13,63,2.6835761387062265,2.3483463711487516,1.7703280569815327,1.0994653920351358
cutoff,ENET_IMPORTED_R15,2026-02-12,64,2.6676501566971353,2.330077023778161,1.7701738160275817,1.0845651369983422
cutoff,ENET_IMPORTED_R15,2026-05-14,65,2.6472716026714926,2.3129842313782727,1.7458700888006264,1.0748168156019648
cutoff,ENET_WIDE_R15,2022-02-10,62,3.381558790382387,1.4762985730425087,1.7985311615255641,0.7040305251471131
cutoff,ENET_WIDE_R15,2022-05-12,62,3.4274350343412423,2.011588414712717,1.8207795429259672,0.8639058580347869
cutoff,ENET_WIDE_R15,2022-08-11,62,3.4301835090936073,2.3011132855836207,1.8514243578277902,1.0257824526304777
cutoff,ENET_WIDE_R15,2022-11-10,62,2.31402943260161,2.3277027370360734,1.5388287112914736,1.0273077011297564
cutoff,ENET_WIDE_R15,2023-02-09,62,3.445680493747645,2.3679762558638635,1.8487477088645672,1.1198213144271685
cutoff,ENET_WIDE_R15,2023-05-11,62,3.4623582895544778,2.364701449100045,1.8524663015637854,1.0977174807353174
cutoff,ENET_WIDE_R15,2023-08-10,62,3.557813291122017,2.3661721828347044,1.991357000815102,1.1073596899799842
cutoff,ENET_WIDE_R15,2023-11-09,62,3.5445170278676987,2.366849088210777,1.9511679363508698,1.1139947860587203
cutoff,ENET_WIDE_R15,2024-02-15,62,3.567862159399495,2.366056213976598,2.035202921525815,1.1097687047272502
cutoff,ENET_WIDE_R15,2024-05-09,62,3.566563594008464,2.367256203681473,2.024827019226701,1.113370885039828
cutoff,ENET_WIDE_R15,2024-08-08,62,3.569036476081511,2.364628764398905,2.04488295169427,1.0964902903161784
cutoff,ENET_WIDE_R15,2024-11-14,62,3.566031271966732,2.3679521920645064,2.0216059178416437,1.1182254788429142
cutoff,ENET_WIDE_R15,2025-02-13,62,3.5672813786498767,2.3680554601341135,2.029839326141524,1.1197032768029378
cutoff,ENET_WIDE_R15,2025-05-15,62,3.563159625471876,2.366627053457412,2.011887683533853,1.114398377625608
cutoff,ENET_WIDE_R15,2025-08-14,62,3.563449288997563,2.3639882587009775,2.0104435308532596,1.0970690968318144
cutoff,ENET_WIDE_R15,2025-11-13,63,3.536687902614141,2.3483463711487516,1.987114956211244,1.0994653920351358
cutoff,ENET_WIDE_R15,2026-02-12,64,3.512821022095346,2.330077023778161,1.9833809997284788,1.0845651369983422
cutoff,ENET_WIDE_R15,2026-05-14,65,3.48574248445231,2.3129842313782727,1.9546715971858144,1.0748168156019648
cutoff,INDEPENDENT_BRIDGE,2022-02-10,62,2.239005504102951,1.4762985730425087,1.440467251960745,0.7040305251471131
cutoff,INDEPENDENT_BRIDGE,2022-05-12,62,1.9522814080927813,2.011588414712717,1.3127693536954603,0.8639058580347869
cutoff,INDEPENDENT_BRIDGE,2022-08-11,62,2.4753204443210897,2.3011132855836207,1.583027083044191,1.0257824526304777
cutoff,INDEPENDENT_BRIDGE,2022-11-10,62,2.442611183574694,2.3277027370360734,1.5404535925201726,1.0273077011297564
cutoff,INDEPENDENT_BRIDGE,2023-02-09,62,2.400142832598363,2.3679762558638635,1.515842202065973,1.1198213144271685
cutoff,INDEPENDENT_BRIDGE,2023-05-11,62,2.4255935198012852,2.364701449100045,1.5225963553434523,1.0977174807353174
cutoff,INDEPENDENT_BRIDGE,2023-08-10,62,2.5246603154758036,2.3661721828347044,1.6480717287280282,1.1073596899799842
cutoff,INDEPENDENT_BRIDGE,2023-11-09,62,2.5097184184168353,2.366849088210777,1.6107370250295219,1.1139947860587203
cutoff,INDEPENDENT_BRIDGE,2024-02-15,62,2.5324672773872843,2.366056213976598,1.6894229250327437,1.1097687047272502
cutoff,INDEPENDENT_BRIDGE,2024-05-09,62,2.531728968033791,2.367256203681473,1.6798213198111986,1.113370885039828
cutoff,INDEPENDENT_BRIDGE,2024-08-08,62,2.5308308239239694,2.364628764398905,1.6728448851480804,1.0964902903161784
cutoff,INDEPENDENT_BRIDGE,2024-11-14,62,2.506084028948384,2.3679521920645064,1.613984264829169,1.1182254788429142
cutoff,INDEPENDENT_BRIDGE,2025-02-13,62,2.5219420755133517,2.3680554601341135,1.6440337247014922,1.1197032768029378
cutoff,INDEPENDENT_BRIDGE,2025-05-15,62,2.5134960747373127,2.366627053457412,1.624682281263193,1.114398377625608
cutoff,INDEPENDENT_BRIDGE,2025-08-14,62,2.531541224679338,2.3639882587009775,1.6795270066848302,1.0970690968318144
cutoff,INDEPENDENT_BRIDGE,2025-11-13,63,2.506145608585181,2.3483463711487516,1.6337485177854196,1.0994653920351358
cutoff,INDEPENDENT_BRIDGE,2026-02-12,64,2.492590851483559,2.330077023778161,1.6388721697917221,1.0845651369983422
cutoff,INDEPENDENT_BRIDGE,2026-05-14,65,2.473449493770631,2.3129842313782727,1.6160357484920485,1.0748168156019648
cutoff,RF_RESIDUAL_R15,2022-02-10,62,2.003609042959421,1.4762985730425087,1.359091273475893,0.7040305251471131
cutoff,RF_RESIDUAL_R15,2022-05-12,62,1.9990403787331943,2.011588414712717,1.3383853492643696,0.8639058580347869
cutoff,RF_RESIDUAL_R15,2022-08-11,62,2.2943448482177833,2.3011132855836207,1.536349660927157,1.0257824526304777
cutoff,RF_RESIDUAL_R15,2022-11-10,62,2.283622224533222,2.3277027370360734,1.5188483317924573,1.0273077011297564
cutoff,RF_RESIDUAL_R15,2023-02-09,62,2.2050032638516712,2.3679762558638635,1.4557856900153872,1.1198213144271685
cutoff,RF_RESIDUAL_R15,2023-05-11,62,2.089004060781453,2.364701449100045,1.386695019083893,1.0977174807353174
cutoff,RF_RESIDUAL_R15,2023-08-10,62,2.304287666540448,2.3661721828347044,1.5494272130183402,1.1073596899799842
cutoff,RF_RESIDUAL_R15,2023-11-09,62,2.290977796105718,2.366849088210777,1.5210113328364958,1.1139947860587203
cutoff,RF_RESIDUAL_R15,2024-02-15,62,2.327654260293066,2.366056213976598,1.6008236142220795,1.1097687047272502
cutoff,RF_RESIDUAL_R15,2024-05-09,62,2.3191560926768253,2.367256203681473,1.575649184632004,1.113370885039828
cutoff,RF_RESIDUAL_R15,2024-08-08,62,2.3283958190103324,2.364628764398905,1.6064811245275574,1.0964902903161784
cutoff,RF_RESIDUAL_R15,2024-11-14,62,2.3255685696110766,2.3679521920645064,1.5944474258242818,1.1182254788429142
cutoff,RF_RESIDUAL_R15,2025-02-13,62,2.324807374221018,2.3680554601341135,1.5913385279693846,1.1197032768029378
cutoff,RF_RESIDUAL_R15,2025-05-15,62,2.3156292867751334,2.366627053457412,1.5711108066820687,1.114398377625608
cutoff,RF_RESIDUAL_R15,2025-08-14,62,2.319580419869219,2.3639882587009775,1.5755733308941742,1.0970690968318144
cutoff,RF_RESIDUAL_R15,2025-11-13,63,2.3062695448418467,2.3483463711487516,1.5661641582579344,1.0994653920351358
cutoff,RF_RESIDUAL_R15,2026-02-12,64,2.2932803243498503,2.330077023778161,1.5684919325629498,1.0845651369983422
cutoff,RF_RESIDUAL_R15,2026-05-14,65,2.2755543024664413,2.3129842313782727,1.5449134790342192,1.0748168156019648
cutoff,STABLE_LOCAL_CORE_R14B,2022-02-10,62,2.1704991496832386,1.4762985730425087,1.3047313272338552,0.7040305251471131
cutoff,STABLE_LOCAL_CORE_R14B,2022-05-12,62,2.1853010259856815,2.011588414712717,1.293267690443889,0.8639058580347869
cutoff,STABLE_LOCAL_CORE_R14B,2022-08-11,62,2.5958625501637593,2.3011132855836207,1.559410526985176,1.0257824526304777
cutoff,STABLE_LOCAL_CORE_R14B,2022-11-10,62,2.588219175099741,2.3277027370360734,1.5389818208502664,1.0273077011297564
cutoff,STABLE_LOCAL_CORE_R14B,2023-02-09,62,2.532458007535519,2.3679762558638635,1.4889629737135712,1.1198213144271685
cutoff,STABLE_LOCAL_CORE_R14B,2023-05-11,62,2.379210391457307,2.364701449100045,1.3795583970639922,1.0977174807353174
cutoff,STABLE_LOCAL_CORE_R14B,2023-08-10,62,2.577897910152818,2.3661721828347044,1.5309774799952185,1.1073596899799842
cutoff,STABLE_LOCAL_CORE_R14B,2023-11-09,62,2.58942868994597,2.366849088210777,1.5307698256827464,1.1139947860587203
cutoff,STABLE_LOCAL_CORE_R14B,2024-02-15,62,2.6252316303180807,2.366056213976598,1.626872347157764,1.1097687047272502
cutoff,STABLE_LOCAL_CORE_R14B,2024-05-09,62,2.6255451666491876,2.367256203681473,1.6321835903928488,1.113370885039828
cutoff,STABLE_LOCAL_CORE_R14B,2024-08-08,62,2.62567330819209,2.364628764398905,1.6341729331750934,1.0964902903161784
cutoff,STABLE_LOCAL_CORE_R14B,2024-11-14,62,2.6255289582637578,2.3679521920645064,1.6319624448941787,1.1182254788429142
cutoff,STABLE_LOCAL_CORE_R14B,2025-02-13,62,2.6251373318824838,2.3680554601341135,1.6274985630284882,1.1197032768029378
cutoff,STABLE_LOCAL_CORE_R14B,2025-05-15,62,2.6214916545288713,2.366627053457412,1.6089084396087536,1.114398377625608
cutoff,STABLE_LOCAL_CORE_R14B,2025-08-14,62,2.619841453899491,2.3639882587009775,1.600536500851277,1.0970690968318144
cutoff,STABLE_LOCAL_CORE_R14B,2025-11-13,63,2.6011855181729233,2.3483463711487516,1.5846562767422303,1.0994653920351358
cutoff,STABLE_LOCAL_CORE_R14B,2026-02-12,64,2.584060507645419,2.330077023778161,1.5816665153633087,1.0845651369983422
cutoff,STABLE_LOCAL_CORE_R14B,2026-05-14,65,2.564179112808874,2.3129842313782727,1.5587602489324233,1.0748168156019648
cutoff,STABLE_PIPELINE_R14B,2022-02-10,62,2.240049050365889,1.4762985730425087,1.3804598928566436,0.7040305251471131
cutoff,STABLE_PIPELINE_R14B,2022-05-12,62,1.902480657441972,2.011588414712717,1.2399603380897224,0.8639058580347869
cutoff,STABLE_PIPELINE_R14B,2022-08-11,62,2.528327694962779,2.3011132855836207,1.559671218945628,1.0257824526304777
cutoff,STABLE_PIPELINE_R14B,2022-11-10,62,2.4900762665091793,2.3277027370360734,1.5091020854430255,1.0273077011297564
cutoff,STABLE_PIPELINE_R14B,2023-02-09,62,2.4194010137219046,2.3679762558638635,1.4572027747700524,1.1198213144271685
cutoff,STABLE_PIPELINE_R14B,2023-05-11,62,2.4747398582851448,2.364701449100045,1.4933310911542108,1.0977174807353174
cutoff,STABLE_PIPELINE_R14B,2023-08-10,62,2.558769984176077,2.3661721828347044,1.6131960714634939,1.1073596899799842
cutoff,STABLE_PIPELINE_R14B,2023-11-09,62,2.5457797900982437,2.366849088210777,1.5748142170127482,1.1139947860587203
cutoff,STABLE_PIPELINE_R14B,2024-02-15,62,2.5618494761063406,2.366056213976598,1.6298051886998257,1.1097687047272502
cutoff,STABLE_PIPELINE_R14B,2024-05-09,62,2.563115392263938,2.367256203681473,1.6473083531897699,1.113370885039828
cutoff,STABLE_PIPELINE_R14B,2024-08-08,62,2.561701264089007,2.364628764398905,1.6289588180047683,1.0964902903161784
cutoff,STABLE_PIPELINE_R14B,2024-11-14,62,2.544482217534651,2.3679521920645064,1.5817158286150876,1.1182254788429142
cutoff,STABLE_PIPELINE_R14B,2025-02-13,62,2.5575667069624095,2.3680554601341135,1.615212081994576,1.1197032768029378
cutoff,STABLE_PIPELINE_R14B,2025-05-15,62,2.5508632180960347,2.366627053457412,1.5956290418410917,1.114398377625608
cutoff,STABLE_PIPELINE_R14B,2025-08-14,62,2.5621055763372396,2.3639882587009775,1.633874798113126,1.0970690968318144
cutoff,STABLE_PIPELINE_R14B,2025-11-13,63,2.5362653738561494,2.3483463711487516,1.587470495695067,1.0994653920351358
cutoff,STABLE_PIPELINE_R14B,2026-02-12,64,2.52208194459585,2.330077023778161,1.5892350444078374,1.0845651369983422
cutoff,STABLE_PIPELINE_R14B,2026-05-14,65,2.5028663053641336,2.3129842313782727,1.568324596734183,1.0748168156019648
cutoff,STATE_ADAPT_R15,2022-02-10,62,1.9764209138345397,1.4762985730425087,1.2691048319485518,0.7040305251471131
cutoff,STATE_ADAPT_R15,2022-05-12,62,1.90952369899876,2.011588414712717,1.2296858324334268,0.8639058580347869
cutoff,STATE_ADAPT_R15,2022-08-11,62,2.3168543315361125,2.3011132855836207,1.475301726880644,1.0257824526304777
cutoff,STATE_ADAPT_R15,2022-11-10,62,2.3091611148546236,2.3277027370360734,1.4546685657874903,1.0273077011297564
cutoff,STATE_ADAPT_R15,2023-02-09,62,2.2250059378636666,2.3679762558638635,1.3962885957648843,1.1198213144271685
cutoff,STATE_ADAPT_R15,2023-05-11,62,2.2062412968514598,2.364701449100045,1.3634970877875536,1.0977174807353174
cutoff,STATE_ADAPT_R15,2023-08-10,62,2.3381715905885647,2.3661721828347044,1.4980302089809592,1.1073596899799842
cutoff,STATE_ADAPT_R15,2023-11-09,62,2.32246265494311,2.366849088210777,1.463674934057031,1.1139947860587203
cutoff,STATE_ADAPT_R15,2024-02-15,62,2.349525355931956,2.366056213976598,1.5351768871300628,1.1097687047272502
cutoff,STATE_ADAPT_R15,2024-05-09,62,2.3480329268099074,2.367256203681473,1.5314870221627517,1.113370885039828
cutoff,STATE_ADAPT_R15,2024-08-08,62,2.3505500297027773,2.364628764398905,1.5426830327803749,1.0964902903161784
cutoff,STATE_ADAPT_R15,2024-11-14,62,2.345785312728143,2.3679521920645064,1.5216824743968054,1.1182254788429142
cutoff,STATE_ADAPT_R15,2025-02-13,62,2.3477788408383833,2.3680554601341135,1.5307375753345136,1.1197032768029378
cutoff,STATE_ADAPT_R15,2025-05-15,62,2.338954421925908,2.366627053457412,1.505629909211147,1.114398377625608
cutoff,STATE_ADAPT_R15,2025-08-14,62,2.337829474289012,2.3639882587009775,1.5007871984968433,1.0970690968318144
cutoff,STATE_ADAPT_R15,2025-11-13,63,2.3234339152580796,2.3483463711487516,1.4879606622264,1.0994653920351358
cutoff,STATE_ADAPT_R15,2026-02-12,64,2.314036899260922,2.330077023778161,1.5023870865957996,1.0845651369983422
cutoff,STATE_ADAPT_R15,2026-05-14,65,2.295933724185698,2.3129842313782727,1.477716794627922,1.0748168156019648
cutoff,STATE_FAST_R15,2022-02-10,62,1.9104682298520703,1.4762985730425087,1.179490909775747,0.7040305251471131
cutoff,STATE_FAST_R15,2022-05-12,62,1.7411639744450937,2.011588414712717,1.1030609727418608,0.8639058580347869
cutoff,STATE_FAST_R15,2022-08-11,62,2.163379984805699,2.3011132855836207,1.3408898527978537,1.0257824526304777
cutoff,STATE_FAST_R15,2022-11-10,62,2.1520000365123675,2.3277027370360734,1.3210831257856823,1.0273077011297564
cutoff,STATE_FAST_R15,2023-02-09,62,2.0614389455720383,2.3679762558638635,1.2627031557630763,1.1198213144271685
cutoff,STATE_FAST_R15,2023-05-11,62,2.04117117428338,2.364701449100045,1.2299116477857461,1.0977174807353174
cutoff,STATE_FAST_R15,2023-08-10,62,2.1917655072422195,2.3661721828347044,1.384076640483586,1.1073596899799842
cutoff,STATE_FAST_R15,2023-11-09,62,2.1717804259581377,2.366849088210777,1.337417793523061,1.1139947860587203
cutoff,STATE_FAST_R15,2024-02-15,62,2.196506318461026,2.366056213976598,1.409646027203236,1.1097687047272502
cutoff,STATE_FAST_R15,2024-05-09,62,2.19629609799759,2.367256203681473,1.4089410689446782,1.113370885039828
cutoff,STATE_FAST_R15,2024-08-08,62,2.1965394224273025,2.364628764398905,1.409214814411621,1.0964902903161784
cutoff,STATE_FAST_R15,2024-11-14,62,2.1939955814057757,2.3679521920645064,1.3957328530777369,1.1182254788429142
cutoff,STATE_FAST_R15,2025-02-13,62,2.1959072699486195,2.3680554601341135,1.4067088713676723,1.1197032768029378
cutoff,STATE_FAST_R15,2025-05-15,62,2.1874706679815104,2.366627053457412,1.377945214399833,1.114398377625608
cutoff,STATE_FAST_R15,2025-08-14,62,2.1894547002900406,2.3639882587009775,1.3810556464755066,1.0970690968318144
cutoff,STATE_FAST_R15,2025-11-13,63,2.1725889704912924,2.3483463711487516,1.3626676485069749,1.0994653920351358
cutoff,STATE_FAST_R15,2026-02-12,64,2.1615682293728273,2.330077023778161,1.367250450294727,1.0845651369983422
cutoff,STATE_FAST_R15,2026-05-14,65,2.14535549377504,2.3129842313782727,1.3502968364723515,1.0748168156019648
cutoff,STATE_MID_R15,2022-02-10,62,2.0865063704963775,1.4762985730425087,1.3370040461723611,0.7040305251471131
cutoff,STATE_MID_R15,2022-05-12,62,1.9642148046685577,2.011588414712717,1.2781604633526742,0.8639058580347869
cutoff,STATE_MID_R15,2022-08-11,62,2.415658288542787,2.3011132855836207,1.5326730927550083,1.0257824526304777
