clock,model,omitted_report,n,model_rmse,cnb_rmse,model_mae,cnb_mae
cutoff,STATE_MID_R15,2022-11-10,62,2.4105271528606194,2.3277027370360734,1.5274861889895404,1.0273077011297564
cutoff,STATE_MID_R15,2023-02-09,62,2.3332213091800713,2.3679762558638635,1.4688279569374256,1.1198213144271685
cutoff,STATE_MID_R15,2023-05-11,62,2.299333728439045,2.364701449100045,1.4253256266369843,1.0977174807353174
cutoff,STATE_MID_R15,2023-08-10,62,2.4376147783182214,2.3661721828347044,1.5626018384965623,1.1073596899799842
cutoff,STATE_MID_R15,2023-11-09,62,2.4181669408531286,2.366849088210777,1.52241277403233,1.1139947860587203
cutoff,STATE_MID_R15,2024-02-15,62,2.4522583023543305,2.366056213976598,1.6064477592072752,1.1097687047272502
cutoff,STATE_MID_R15,2024-05-09,62,2.450368597394581,2.367256203681473,1.5960718569081604,1.113370885039828
cutoff,STATE_MID_R15,2024-08-08,62,2.4539665361596206,2.364628764398905,1.6161277893757298,1.0964902903161784
cutoff,STATE_MID_R15,2024-11-14,62,2.449593726648478,2.3679521920645064,1.5928507555231037,1.1182254788429142
cutoff,STATE_MID_R15,2025-02-13,62,2.4514132306596292,2.3680554601341135,1.6010841638229838,1.1197032768029378
cutoff,STATE_MID_R15,2025-05-15,62,2.4445140734655637,2.366627053457412,1.5801927020610702,1.114398377625608
cutoff,STATE_MID_R15,2025-08-14,62,2.445454331304332,2.3639882587009775,1.5804800896082634,1.0970690968318144
cutoff,STATE_MID_R15,2025-11-13,63,2.4287231198645225,2.3483463711487516,1.5651654313898238,1.0994653920351358
cutoff,STATE_MID_R15,2026-02-12,64,2.4153837813955783,2.330077023778161,1.5686649380166582,1.0845651369983422
cutoff,STATE_MID_R15,2026-05-14,65,2.396877241242208,2.3129842313782727,1.546669981061707,1.0748168156019648
cutoff,STATE_SLOW_R15,2022-02-10,62,2.334979789741139,1.4762985730425087,1.575062123299862,0.7040305251471131
cutoff,STATE_SLOW_R15,2022-05-12,62,2.2166627216837784,2.011588414712717,1.5179932088684522,0.8639058580347869
cutoff,STATE_SLOW_R15,2022-08-11,62,2.7081486530423495,2.3011132855836207,1.7810462506732796,1.0257824526304777
cutoff,STATE_SLOW_R15,2022-11-10,62,2.714841761869864,2.3277027370360734,1.7804455175161191,1.0273077011297564
cutoff,STATE_SLOW_R15,2023-02-09,62,2.646263911447622,2.3679762558638635,1.7226770666295559,1.1198213144271685
cutoff,STATE_SLOW_R15,2023-05-11,62,2.669182394964831,2.364701449100045,1.7325875256778522,1.0977174807353174
cutoff,STATE_SLOW_R15,2023-08-10,62,2.760777883646389,2.3661721828347044,1.8476411470873826,1.1073596899799842
cutoff,STATE_SLOW_R15,2023-11-09,62,2.742259455289632,2.366849088210777,1.805567507557848,1.1139947860587203
cutoff,STATE_SLOW_R15,2024-02-15,62,2.7718874962903928,2.366056213976598,1.8830121913072564,1.1097687047272502
cutoff,STATE_SLOW_R15,2024-05-09,62,2.767899236440597,2.367256203681473,1.8662532219356136,1.113370885039828
cutoff,STATE_SLOW_R15,2024-08-08,62,2.772872368698025,2.364628764398905,1.885546621242226,1.0964902903161784
cutoff,STATE_SLOW_R15,2024-11-14,62,2.7672352268251426,2.3679521920645064,1.8639736889345373,1.1182254788429142
cutoff,STATE_SLOW_R15,2025-02-13,62,2.7685219861645796,2.3680554601341135,1.8687421016152357,1.1197032768029378
cutoff,STATE_SLOW_R15,2025-05-15,62,2.761379275357331,2.366627053457412,1.8517598905060582,1.114398377625608
cutoff,STATE_SLOW_R15,2025-08-14,62,2.76215838221815,2.3639882587009775,1.8512091718899675,1.0970690968318144
cutoff,STATE_SLOW_R15,2025-11-13,63,2.7464358973434044,2.3483463711487516,1.8404485695921236,1.0994653920351358
cutoff,STATE_SLOW_R15,2026-02-12,64,2.73236581060793,2.330077023778161,1.8493673704089337,1.0845651369983422
cutoff,STATE_SLOW_R15,2026-05-14,65,2.7109843790234387,2.3129842313782727,1.8187326201993046,1.0748168156019648
report,BLEND_LINEAR_RF_R15,2022-02-10,62,1.8138183926807003,1.4762985730425087,1.2641608724754718,0.7040305251471131
report,BLEND_LINEAR_RF_R15,2022-05-12,62,2.0729320238907705,2.011588414712717,1.3597138132227107,0.8639058580347869
report,BLEND_LINEAR_RF_R15,2022-08-11,62,2.1807884713070123,2.3011132855836207,1.447902415321754,1.0257824526304777
report,BLEND_LINEAR_RF_R15,2022-11-10,62,2.1433238508666523,2.3277027370360734,1.4009730152636266,1.0273077011297564
report,BLEND_LINEAR_RF_R15,2023-02-09,62,2.114110594306704,2.3679762558638635,1.3818000272235023,1.1198213144271685
report,BLEND_LINEAR_RF_R15,2023-05-11,62,2.119818476176098,2.364701449100045,1.3870310125700285,1.0977174807353174
report,BLEND_LINEAR_RF_R15,2023-08-10,62,2.2262145203864425,2.3661721828347044,1.4852625557131185,1.1073596899799842
report,BLEND_LINEAR_RF_R15,2023-11-09,62,2.214193561259963,2.366849088210777,1.45844156021902,1.1139947860587203
report,BLEND_LINEAR_RF_R15,2024-02-15,62,2.2510660969659546,2.366056213976598,1.5346505994513526,1.1097687047272502
report,BLEND_LINEAR_RF_R15,2024-05-09,62,2.2466227754068617,2.367256203681473,1.522595774121416,1.113370885039828
report,BLEND_LINEAR_RF_R15,2024-08-08,62,2.253048174409254,2.364628764398905,1.5480325796189842,1.0964902903161784
report,BLEND_LINEAR_RF_R15,2024-11-14,62,2.251894388190748,2.3679521920645064,1.541639836338887,1.1182254788429142
report,BLEND_LINEAR_RF_R15,2025-02-13,62,2.2508777325813996,2.3680554601341135,1.5371508970963683,1.1197032768029378
report,BLEND_LINEAR_RF_R15,2025-05-15,62,2.245247930213578,2.366627053457412,1.521401463308181,1.114398377625608
report,BLEND_LINEAR_RF_R15,2025-08-14,62,2.241693736471902,2.3639882587009775,1.5096134918813617,1.0970690968318144
report,BLEND_LINEAR_RF_R15,2025-11-13,63,2.234826516280997,2.3483463711487516,1.5225903115955632,1.0994653920351358
report,BLEND_LINEAR_RF_R15,2026-02-12,64,2.218277339655362,2.330077023778161,1.507165080246914,1.0845651369983422
report,BLEND_LINEAR_RF_R15,2026-05-14,65,2.2010805751325706,2.3129842313782727,1.4842830559767077,1.0748168156019648
report,BLEND_WIDE_STATE_R15,2022-02-10,62,1.935862250894778,1.4762985730425087,1.2795190008090187,0.7040305251471131
report,BLEND_WIDE_STATE_R15,2022-05-12,62,2.1097332065614944,2.011588414712717,1.3546476858338843,0.8639058580347869
report,BLEND_WIDE_STATE_R15,2022-08-11,62,2.176952626980111,2.3011132855836207,1.4249239592395226,1.0257824526304777
report,BLEND_WIDE_STATE_R15,2022-11-10,62,2.0821885773652364,2.3277027370360734,1.3438747983251111,1.0273077011297564
report,BLEND_WIDE_STATE_R15,2023-02-09,62,2.1464809768147677,2.3679762558638635,1.3770612156286368,1.1198213144271685
report,BLEND_WIDE_STATE_R15,2023-05-11,62,2.17367684681572,2.364701449100045,1.3888340106190429,1.0977174807353174
report,BLEND_WIDE_STATE_R15,2023-08-10,62,2.260058211389194,2.3661721828347044,1.4756964415478269,1.1073596899799842
report,BLEND_WIDE_STATE_R15,2023-11-09,62,2.2479476165327528,2.366849088210777,1.4485749626183364,1.1139947860587203
report,BLEND_WIDE_STATE_R15,2024-02-15,62,2.2847347921304646,2.366056213976598,1.5295690328784266,1.1097687047272502
report,BLEND_WIDE_STATE_R15,2024-05-09,62,2.2825519481356373,2.367256203681473,1.522234045494167,1.113370885039828
report,BLEND_WIDE_STATE_R15,2024-08-08,62,2.286413981201032,2.364628764398905,1.542289977961736,1.0964902903161784
report,BLEND_WIDE_STATE_R15,2024-11-14,62,2.2853451390332955,2.3679521920645064,1.534746720645788,1.1182254788429142
report,BLEND_WIDE_STATE_R15,2025-02-13,62,2.285209842227782,2.3680554601341135,1.5344738240737543,1.1197032768029378
report,BLEND_WIDE_STATE_R15,2025-05-15,62,2.2780985563392586,2.366627053457412,1.511904494344601,1.114398377625608
report,BLEND_WIDE_STATE_R15,2025-08-14,62,2.2759159439589154,2.3639882587009775,1.5026420869973214,1.0970690968318144
report,BLEND_WIDE_STATE_R15,2025-11-13,63,2.2674503888349062,2.3483463711487516,1.5138465555141134,1.0994653920351358
report,BLEND_WIDE_STATE_R15,2026-02-12,64,2.2506317994550513,2.330077023778161,1.4986944448113424,1.0845651369983422
report,BLEND_WIDE_STATE_R15,2026-05-14,65,2.2332112180532127,2.3129842313782727,1.4759768736836028,1.0748168156019648
report,ENET_BOTH_R15,2022-02-10,62,1.8600189055820573,1.4762985730425087,1.2584268174907398,0.7040305251471131
report,ENET_BOTH_R15,2022-05-12,62,2.245507349648269,2.011588414712717,1.411766031233129,0.8639058580347869
report,ENET_BOTH_R15,2022-08-11,62,2.2745778726379453,2.3011132855836207,1.4591087562454896,1.0257824526304777
report,ENET_BOTH_R15,2022-11-10,62,2.228356961387776,2.3277027370360734,1.4013670619058691,1.0273077011297564
report,ENET_BOTH_R15,2023-02-09,62,2.238136470139226,2.3679762558638635,1.3967215350842515,1.1198213144271685
report,ENET_BOTH_R15,2023-05-11,62,2.273047204801386,2.364701449100045,1.4250731262254424,1.0977174807353174
report,ENET_BOTH_R15,2023-08-10,62,2.355787698359168,2.3661721828347044,1.5119355571542263,1.1073596899799842
report,ENET_BOTH_R15,2023-11-09,62,2.344171718869577,2.366849088210777,1.4848140782247363,1.1139947860587203
report,ENET_BOTH_R15,2024-02-15,62,2.3794717126379337,2.366056213976598,1.5658081484848263,1.1097687047272502
report,ENET_BOTH_R15,2024-05-09,62,2.3773758551837054,2.367256203681473,1.5584731611005667,1.113370885039828
report,ENET_BOTH_R15,2024-08-08,62,2.3810840922370247,2.364628764398905,1.578529093568136,1.0964902903161784
report,ENET_BOTH_R15,2024-11-14,62,2.3800577651342363,2.3679521920645064,1.5709858362521876,1.1182254788429142
report,ENET_BOTH_R15,2025-02-13,62,2.3799341154335423,2.3680554601341135,1.570753411513194,1.1197032768029378
report,ENET_BOTH_R15,2025-05-15,62,2.3727727595924293,2.366627053457412,1.5470906564323887,1.114398377625608
report,ENET_BOTH_R15,2025-08-14,62,2.370960092322924,2.3639882587009775,1.5387632915344864,1.0970690968318144
report,ENET_BOTH_R15,2025-11-13,63,2.3613957687197735,2.3483463711487516,1.5495104470632686,1.0994653920351358
report,ENET_BOTH_R15,2026-02-12,64,2.343636118327623,2.330077023778161,1.5324633917096007,1.0845651369983422
report,ENET_BOTH_R15,2026-05-14,65,2.3256786421157747,2.3129842313782727,1.5106427681950674,1.0748168156019648
report,ENET_DOMESTIC_R15,2022-02-10,62,1.9375540655368175,1.4762985730425087,1.26883119096977,0.7040305251471131
report,ENET_DOMESTIC_R15,2022-05-12,62,2.2147061262773717,2.011588414712717,1.3465310678457156,0.8639058580347869
report,ENET_DOMESTIC_R15,2022-08-11,62,2.524155790037059,2.3011132855836207,1.5484307955308363,1.0257824526304777
report,ENET_DOMESTIC_R15,2022-11-10,62,2.5022011852985133,2.3277027370360734,1.521840786379252,1.0273077011297564
report,ENET_DOMESTIC_R15,2023-02-09,62,2.4254448585211366,2.3679762558638635,1.4472463078727047,1.1198213144271685
report,ENET_DOMESTIC_R15,2023-05-11,62,2.452087536967438,2.364701449100045,1.4715440349715427,1.0977174807353174
report,ENET_DOMESTIC_R15,2023-08-10,62,2.5308764923781943,2.3661721828347044,1.5581587934947512,1.1073596899799842
report,ENET_DOMESTIC_R15,2023-11-09,62,2.5186418815874783,2.366849088210777,1.529780108684705,1.1139947860587203
report,ENET_DOMESTIC_R15,2024-02-15,62,2.555245524251297,2.366056213976598,1.614950827565514,1.1097687047272502
report,ENET_DOMESTIC_R15,2024-05-09,62,2.553293953851111,2.367256203681473,1.6076158401812544,1.113370885039828
report,ENET_DOMESTIC_R15,2024-08-08,62,2.556747056763027,2.364628764398905,1.6276717726488237,1.0964902903161784
report,ENET_DOMESTIC_R15,2024-11-14,62,2.5557912714730757,2.3679521920645064,1.6201285153328755,1.1182254788429142
report,ENET_DOMESTIC_R15,2025-02-13,62,2.5556702920857317,2.3680554601341135,1.6198556187608417,1.1197032768029378
report,ENET_DOMESTIC_R15,2025-05-15,62,2.5490399224472737,2.366627053457412,1.5963404170585154,1.114398377625608
report,ENET_DOMESTIC_R15,2025-08-14,62,2.5466104674395855,2.3639882587009775,1.5859513516272954,1.0970690968318144
report,ENET_DOMESTIC_R15,2025-11-13,63,2.5357081604237584,2.3483463711487516,1.5978730836188662,1.0994653920351358
report,ENET_DOMESTIC_R15,2026-02-12,64,2.5167670887817915,2.330077023778161,1.5822613890223618,1.0845651369983422
report,ENET_DOMESTIC_R15,2026-05-14,65,2.497287764724499,2.3129842313782727,1.5579703389426447,1.0748168156019648
report,ENET_IMPORTED_R15,2022-02-10,62,2.0669014867279634,1.4762985730425087,1.344607478667575,0.7040305251471131
report,ENET_IMPORTED_R15,2022-05-12,62,2.364023821088499,2.011588414712717,1.4701704284665096,0.8639058580347869
report,ENET_IMPORTED_R15,2022-08-11,62,2.358601126237403,2.3011132855836207,1.501181766307104,1.0257824526304777
report,ENET_IMPORTED_R15,2022-11-10,62,2.2703349467838803,2.3277027370360734,1.4329126829968073,1.0273077011297564
report,ENET_IMPORTED_R15,2023-02-09,62,2.305131856880859,2.3679762558638635,1.4478205187107163,1.1198213144271685
report,ENET_IMPORTED_R15,2023-05-11,62,2.393115813122009,2.364701449100045,1.4925912680178566,1.0977174807353174
report,ENET_IMPORTED_R15,2023-08-10,62,2.4718404842342894,2.3661721828347044,1.5794536989466403,1.1073596899799842
report,ENET_IMPORTED_R15,2023-11-09,62,2.460772388358413,2.366849088210777,1.5523322200171499,1.1139947860587203
report,ENET_IMPORTED_R15,2024-02-15,62,2.494422845269687,2.366056213976598,1.6333262902772399,1.1097687047272502
report,ENET_IMPORTED_R15,2024-05-09,62,2.4924236511014084,2.367256203681473,1.6259913028929804,1.113370885039828
report,ENET_IMPORTED_R15,2024-08-08,62,2.4959609680568797,2.364628764398905,1.6460472353605498,1.0964902903161784
report,ENET_IMPORTED_R15,2024-11-14,62,2.4949818967549637,2.3679521920645064,1.6385039780446016,1.1182254788429142
report,ENET_IMPORTED_R15,2025-02-13,62,2.4948487181199424,2.3680554601341135,1.6381686517827074,1.1197032768029378
report,ENET_IMPORTED_R15,2025-05-15,62,2.4878234001067696,2.366627053457412,1.6139154395441082,1.114398377625608
report,ENET_IMPORTED_R15,2025-08-14,62,2.4863478526944465,2.3639882587009775,1.606399344396135,1.0970690968318144
report,ENET_IMPORTED_R15,2025-11-13,63,2.475390204630288,2.3483463711487516,1.6159568723192952,1.0994653920351358
report,ENET_IMPORTED_R15,2026-02-12,64,2.456920459514046,2.330077023778161,1.599802807877973,1.0845651369983422
report,ENET_IMPORTED_R15,2026-05-14,65,2.437785913304475,2.3129842313782727,1.5745245838966069,1.0748168156019648
report,ENET_WIDE_R15,2022-02-10,62,2.6133363665507208,1.4762985730425087,1.5186752515190582,0.7040305251471131
report,ENET_WIDE_R15,2022-05-12,62,2.7836824004342136,2.011588414712717,1.6242746157229435,0.8639058580347869
report,ENET_WIDE_R15,2022-08-11,62,2.475955480336266,2.3011132855836207,1.5055836147001673,1.0257824526304777
report,ENET_WIDE_R15,2022-11-10,62,2.3502354727477544,2.3277027370360734,1.4540845277732324,1.0273077011297564
report,ENET_WIDE_R15,2023-02-09,62,2.695793237048632,2.3679762558638635,1.568891798858062,1.1198213144271685
report,ENET_WIDE_R15,2023-05-11,62,2.762207562887996,2.364701449100045,1.611571074345071,1.0977174807353174
report,ENET_WIDE_R15,2023-08-10,62,2.830685907154065,2.3661721828347044,1.6984335052738548,1.1073596899799842
report,ENET_WIDE_R15,2023-11-09,62,2.821026067367722,2.366849088210777,1.6713120263443646,1.1139947860587203
report,ENET_WIDE_R15,2024-02-15,62,2.8504267498857687,2.366056213976598,1.7523060966044548,1.1097687047272502
report,ENET_WIDE_R15,2024-05-09,62,2.8486774092604277,2.367256203681473,1.7449711092201952,1.113370885039828
report,ENET_WIDE_R15,2024-08-08,62,2.8517728660474457,2.364628764398905,1.7650270416877643,1.0964902903161784
report,ENET_WIDE_R15,2024-11-14,62,2.850915991500981,2.3679521920645064,1.757483784371816,1.1182254788429142
report,ENET_WIDE_R15,2025-02-13,62,2.8508075363145147,2.3680554601341135,1.7572108877997823,1.1197032768029378
report,ENET_WIDE_R15,2025-05-15,62,2.845419133946889,2.366627053457412,1.735864291893685,1.114398377625608
report,ENET_WIDE_R15,2025-08-14,62,2.843362968398391,2.3639882587009775,1.7253791507233494,1.0970690968318144
report,ENET_WIDE_R15,2025-11-13,63,2.8284520531945723,2.3483463711487516,1.7330481102921091,1.0994653920351358
report,ENET_WIDE_R15,2026-02-12,64,2.8069727543963006,2.330077023778161,1.7137719791199468,1.0845651369983422
report,ENET_WIDE_R15,2026-05-14,65,2.7851946059876442,2.3129842313782727,1.6874455012465301,1.0748168156019648
report,INDEPENDENT_BRIDGE,2022-02-10,62,2.130735282219327,1.4762985730425087,1.3715284811275992,0.7040305251471131
report,INDEPENDENT_BRIDGE,2022-05-12,62,2.115770450908231,2.011588414712717,1.3577288920253265,0.8639058580347869
report,INDEPENDENT_BRIDGE,2022-08-11,62,2.239233058357456,2.3011132855836207,1.4213599983950431,1.0257824526304777
report,INDEPENDENT_BRIDGE,2022-11-10,62,2.2750457358452016,2.3277027370360734,1.432143117444711,1.0273077011297564
report,INDEPENDENT_BRIDGE,2023-02-09,62,2.2994722899753017,2.3679762558638635,1.446903431232827,1.1198213144271685
report,INDEPENDENT_BRIDGE,2023-05-11,62,2.3555157779954015,2.364701449100045,1.4814896937477438,1.0977174807353174
report,INDEPENDENT_BRIDGE,2023-08-10,62,2.431024111648891,2.3661721828347044,1.5871364753530777,1.1073596899799842
report,INDEPENDENT_BRIDGE,2023-11-09,62,2.41362253370979,2.366849088210777,1.5417982541963762,1.1139947860587203
report,INDEPENDENT_BRIDGE,2024-02-15,62,2.4283352300289756,2.366056213976598,1.5735355928191432,1.1097687047272502
report,INDEPENDENT_BRIDGE,2024-05-09,62,2.43650133656282,2.367256203681473,1.6108825489780527,1.113370885039828
report,INDEPENDENT_BRIDGE,2024-08-08,62,2.435568076407359,2.364628764398905,1.6039061143149345,1.0964902903161784
report,INDEPENDENT_BRIDGE,2024-11-14,62,2.43259101469592,2.3679521920645064,1.593083437805609,1.1182254788429142
report,INDEPENDENT_BRIDGE,2025-02-13,62,2.4356060472410297,2.3680554601341135,1.6071271433330254,1.1197032768029378
report,INDEPENDENT_BRIDGE,2025-05-15,62,2.4315366580820097,2.366627053457412,1.594804543617195,1.114398377625608
report,INDEPENDENT_BRIDGE,2025-08-14,62,2.4237999580928036,2.3639882587009775,1.5707029168383804,1.0970690968318144
report,INDEPENDENT_BRIDGE,2025-11-13,63,2.4175693705013237,2.3483463711487516,1.592019211648119,1.0994653920351358
report,INDEPENDENT_BRIDGE,2026-02-12,64,2.3986840386257056,2.330077023778161,1.5699672216661809,1.0845651369983422
report,INDEPENDENT_BRIDGE,2026-05-14,65,2.3799487775172974,2.3129842313782727,1.5451852983929666,1.0748168156019648
report,RF_RESIDUAL_R15,2022-02-10,62,1.8278565600503358,1.4762985730425087,1.2716327688149867,0.7040305251471131
report,RF_RESIDUAL_R15,2022-05-12,62,1.9440431216729437,2.011588414712717,1.3094020696559319,0.8639058580347869
report,RF_RESIDUAL_R15,2022-08-11,62,2.124059457874723,2.3011132855836207,1.4367282071923975,1.0257824526304777
report,RF_RESIDUAL_R15,2022-11-10,62,2.1029941584094654,2.3277027370360734,1.401679007587154,1.0273077011297564
report,RF_RESIDUAL_R15,2023-02-09,62,2.0466191147076693,2.3679762558638635,1.3683271853544807,1.1198213144271685
report,RF_RESIDUAL_R15,2023-05-11,62,2.019605374285664,2.364701449100045,1.350439419937417,1.0977174807353174
report,RF_RESIDUAL_R15,2023-08-10,62,2.151139348195959,2.3661721828347044,1.4600734664434816,1.1073596899799842
report,RF_RESIDUAL_R15,2023-11-09,62,2.138969300700618,2.366849088210777,1.4335528281755896,1.1139947860587203
report,RF_RESIDUAL_R15,2024-02-15,62,2.1766717875914305,2.366056213976598,1.5049878483973438,1.1097687047272502
report,RF_RESIDUAL_R15,2024-05-09,62,2.169123184443502,2.367256203681473,1.4881906799710973,1.113370885039828
report,RF_RESIDUAL_R15,2024-08-08,62,2.178999196207992,2.364628764398905,1.5190226198666512,1.0964902903161784
report,RF_RESIDUAL_R15,2024-11-14,62,2.1777901482585613,2.3679521920645064,1.513781564070984,1.1182254788429142
report,RF_RESIDUAL_R15,2025-02-13,62,2.175431869636636,2.3680554601341135,1.50502763955165,1.1197032768029378
report,RF_RESIDUAL_R15,2025-05-15,62,2.172112535980313,2.366627053457412,1.497202923173403,1.114398377625608
report,RF_RESIDUAL_R15,2025-08-14,62,2.1666420240085835,2.3639882587009775,1.4819514785301824,1.0970690968318144
report,RF_RESIDUAL_R15,2025-11-13,63,2.162034000944927,2.3483463711487516,1.4971375779023386,1.0994653920351358
report,RF_RESIDUAL_R15,2026-02-12,64,2.146255282833394,2.330077023778161,1.4833118237395178,1.0845651369983422
report,RF_RESIDUAL_R15,2026-05-14,65,2.1293977389253564,2.3129842313782727,1.459345243310524,1.0748168156019648
report,STABLE_LOCAL_CORE_R14B,2022-02-10,62,1.9083335183853818,1.4762985730425087,1.1895780835450371,0.7040305251471131
report,STABLE_LOCAL_CORE_R14B,2022-05-12,62,2.1064741956627318,2.011588414712717,1.2533199832643642,0.8639058580347869
report,STABLE_LOCAL_CORE_R14B,2022-08-11,62,2.3816871969093096,2.3011132855836207,1.4509157351991022,1.0257824526304777
report,STABLE_LOCAL_CORE_R14B,2022-11-10,62,2.353477177676661,2.3277027370360734,1.3997141109845643,1.0273077011297564
report,STABLE_LOCAL_CORE_R14B,2023-02-09,62,2.3117123131021815,2.3679762558638635,1.3738097300247534,1.1198213144271685
report,STABLE_LOCAL_CORE_R14B,2023-05-11,62,2.2305816279076156,2.364701449100045,1.312894243009995,1.0977174807353174
report,STABLE_LOCAL_CORE_R14B,2023-08-10,62,2.3707839050085417,2.3661721828347044,1.4233064198581062,1.1073596899799842
report,STABLE_LOCAL_CORE_R14B,2023-11-09,62,2.373986351884267,2.366849088210777,1.4156165819939286,1.1139947860587203
report,STABLE_LOCAL_CORE_R14B,2024-02-15,62,2.4107877973665355,2.366056213976598,1.4965951733388303,1.1097687047272502
report,STABLE_LOCAL_CORE_R14B,2024-05-09,62,2.4133291695772416,2.367256203681473,1.517030346704031,1.113370885039828
report,STABLE_LOCAL_CORE_R14B,2024-08-08,62,2.413468578616648,2.364628764398905,1.5190196894862755,1.0964902903161784
report,STABLE_LOCAL_CORE_R14B,2024-11-14,62,2.4134756127052013,2.3679521920645064,1.5190154714945596,1.1182254788429142
report,STABLE_LOCAL_CORE_R14B,2025-02-13,62,2.412963919267582,2.3680554601341135,1.513455163047728,1.1197032768029378
report,STABLE_LOCAL_CORE_R14B,2025-05-15,62,2.410206107269008,2.366627053457412,1.4991577589634923,1.114398377625608
report,STABLE_LOCAL_CORE_R14B,2025-08-14,62,2.4041183026719986,2.3639882587009775,1.4760529346382194,1.0970690968318144
report,STABLE_LOCAL_CORE_R14B,2025-11-13,63,2.393256635131157,2.3483463711487516,1.4865732744952065,1.0994653920351358
report,STABLE_LOCAL_CORE_R14B,2026-02-12,64,2.3752201079311326,2.330077023778161,1.4707842929081765,1.0845651369983422
report,STABLE_LOCAL_CORE_R14B,2026-05-14,65,2.357024008772892,2.3129842313782727,1.449861872519702,1.0748168156019648
report,STABLE_PIPELINE_R14B,2022-02-10,62,2.0932016095133807,1.4762985730425087,1.3135609931149166,0.7040305251471131
report,STABLE_PIPELINE_R14B,2022-05-12,62,2.0474487812193836,2.011588414712717,1.2850440380268398,0.8639058580347869
report,STABLE_PIPELINE_R14B,2022-08-11,62,2.303341813658497,2.3011132855836207,1.421999613145807,1.0257824526304777
report,STABLE_PIPELINE_R14B,2022-11-10,62,2.292952556684083,2.3277027370360734,1.3992506554974267,1.0273077011297564
report,STABLE_PIPELINE_R14B,2023-02-09,62,2.284113503139208,2.3679762558638635,1.3903038750283254,1.1198213144271685
report,STABLE_PIPELINE_R14B,2023-05-11,62,2.3713472987854227,2.364701449100045,1.4544755312463626,1.0977174807353174
report,STABLE_PIPELINE_R14B,2023-08-10,62,2.4309111574637168,2.3661721828347044,1.5491546220645993,1.1073596899799842
report,STABLE_PIPELINE_R14B,2023-11-09,62,2.4175748116029303,2.366849088210777,1.5079153172710211,1.1139947860587203
report,STABLE_PIPELINE_R14B,2024-02-15,62,2.4232877976038294,2.366056213976598,1.522355336788233,1.1097687047272502
report,STABLE_PIPELINE_R14B,2024-05-09,62,2.435823011650191,2.367256203681473,1.5804094534480428,1.113370885039828
report,STABLE_PIPELINE_R14B,2024-08-08,62,2.434334939251274,2.364628764398905,1.562059918263041,1.0964902903161784
report,STABLE_PIPELINE_R14B,2024-11-14,62,2.4310494821012436,2.3679521920645064,1.554008203044441,1.1182254788429142
report,STABLE_PIPELINE_R14B,2025-02-13,62,2.434659761916274,2.3680554601341135,1.568930342597907,1.1197032768029378
report,STABLE_PIPELINE_R14B,2025-05-15,62,2.430422057443942,2.366627053457412,1.5525623800065265,1.114398377625608
report,STABLE_PIPELINE_R14B,2025-08-14,62,2.4224449661472254,2.3639882587009775,1.5266553311308548,1.0970690968318144
report,STABLE_PIPELINE_R14B,2025-11-13,63,2.416032099444129,2.3483463711487516,1.5510108366314,1.0994653920351358
report,STABLE_PIPELINE_R14B,2026-02-12,64,2.3971039544310493,2.330077023778161,1.527651754483323,1.0845651369983422
report,STABLE_PIPELINE_R14B,2026-05-14,65,2.378764108897706,2.3129842313782727,1.506222019789631,1.0748168156019648
report,STATE_ADAPT_R15,2022-02-10,62,1.789446516549986,1.4762985730425087,1.1606697159172479,0.7040305251471131
report,STATE_ADAPT_R15,2022-05-12,62,1.8600958022839729,2.011588414712717,1.1794323633749497,0.8639058580347869
report,STATE_ADAPT_R15,2022-08-11,62,2.160495008048279,2.3011132855836207,1.367081128974532,1.0257824526304777
report,STATE_ADAPT_R15,2022-11-10,62,2.1391092742268496,2.3277027370360734,1.3327256202515196,1.0273077011297564
report,STATE_ADAPT_R15,2023-02-09,62,2.0607111953107102,2.3679762558638635,1.28785347973358,1.1198213144271685
report,STATE_ADAPT_R15,2023-05-11,62,2.0939379745123663,2.364701449100045,1.2924601652312886,1.0977174807353174
report,STATE_ADAPT_R15,2023-08-10,62,2.173371998083045,2.3661721828347044,1.3770299769339918,1.1073596899799842
report,STATE_ADAPT_R15,2023-11-09,62,2.1655742865475016,2.366849088210777,1.355239818025727,1.1139947860587203
report,STATE_ADAPT_R15,2024-02-15,62,2.1918769918553007,2.366056213976598,1.4148522107794965,1.1097687047272502
report,STATE_ADAPT_R15,2024-05-09,62,2.192974653828407,2.367256203681473,1.423051906131448,1.113370885039828
report,STATE_ADAPT_R15,2024-08-08,62,2.1956695218283757,2.364628764398905,1.4342479167490712,1.0964902903161784
report,STATE_ADAPT_R15,2024-11-14,62,2.1950318569197065,2.3679521920645064,1.4319952361492512,1.1182254788429142
report,STATE_ADAPT_R15,2025-02-13,62,2.1944554691863587,2.3680554601341135,1.4302806373687718,1.1197032768029378
report,STATE_ADAPT_R15,2025-05-15,62,2.1854092448858107,2.366627053457412,1.4021885260825508,1.114398377625608
report,STATE_ADAPT_R15,2025-08-14,62,2.18144755687277,2.3639882587009775,1.3900933194395533,1.0970690968318144
report,STATE_ADAPT_R15,2025-11-13,63,2.176150448999786,2.3483463711487516,1.4027059001005442,1.0994653920351358
report,STATE_ADAPT_R15,2026-02-12,64,2.1615098581006076,2.330077023778161,1.3961846743914976,1.0845651369983422
