origin,h,target,scored,food_recorded,food_lane,food_variant,mm_lane,mm_variant,yy_recorded,yy_lane,yy_variant,actual_previous,food_variant_minus_lane,yy_variant_minus_lane
2019-02,0,2019-02,False,,,,0.3246682526924389,0.3246682526924389,2.813699021157841,2.855030603616528,2.855030603616528,2.6794258373205744,,0.0
2019-02,1,2019-03,False,0.0468044563237898,0.085517660616224,0.0853223147053204,0.1413621170204889,0.141327418179733,3.048877280727015,3.1035321845243966,3.1034964592958896,2.969348659003822,-0.0001953459109036021,-3.572522850703308e-05
2019-02,2,2019-04,False,-0.0146412792089738,-0.0475891159186983,-0.0484590914148771,0.3423602798913731,0.3422057481632,3.111856985772942,3.147076496400026,3.146881905021776,2.769818529130847,-0.0008699754961788014,-0.00019459137825039718
2019-02,3,2019-05,False,0.4729039697919344,0.4876274488094117,0.4866847570552776,0.2863614933899159,0.2861940452416167,2.910165106983521,2.927810950291698,2.927444914314777,2.9467680608364977,-0.0009426917541341395,-0.00036603597692064227
2019-02,4,2019-06,False,0.1694905667801317,0.1967768655610943,0.1961505553462806,0.2095023169366332,0.2093910669068419,2.730704912532534,2.7325170308811915,2.7320376388055903,2.7462121212121224,-0.0006263102148137134,-0.0004793920756012149
2019-02,5,2019-07,False,-0.0410675989943422,-0.037851094856877,-0.0384210783207096,0.3730071912245846,0.3729059463848356,2.9137259055796583,2.9098969133057886,2.90931289022256,2.930056710775052,-0.0005699834638326004,-0.0005840230832285798
2019-02,6,2019-08,False,-0.4534356921711843,-0.404798445739535,-0.4052253424249878,0.0842967756134343,0.0842209469460245,2.89595594687896,2.893752885305509,2.8930909970373144,2.9272898961284195,-0.00042689668545281556,-0.000661888268194577
2019-02,7,2019-09,False,0.4891884706403129,0.4454986312756752,0.4455138329821855,-0.0743214110369784,-0.0743187107931341,3.1203023382121358,3.126660778628132,3.126000178849659,2.6515151515151705,1.5201706510314938e-05,-0.0006605997784729922
2019-02,8,2019-10,False,0.444454163521551,0.5020795411729757,0.5020946891956986,0.3556635925458655,0.3556662832539832,3.085198997578246,3.0811202840896303,3.080462739795089,2.735849056603792,1.514802272284399e-05,-0.0006575442945413457
2019-02,9,2019-11,False,0.1620360110390849,0.0903848041334281,0.0903914195316994,0.0907198336253936,0.0907210087032342,3.28853736550811,3.277913218128677,3.277255630999592,3.116147308781873,6.6153982712924275e-06,-0.0006575871290852575
2019-02,10,2019-12,False,0.4664302349398883,0.4980279846600742,0.4980340700305751,0.1842171255226821,0.18421820645292,3.3738889240837437,3.364804017141782,3.364146992004813,3.207547169811327,6.085370500896747e-06,-0.0006570251369693025
2019-02,11,2020-01,False,1.1770365419512416,1.1925964591490743,1.1925992087128965,0.8832771353690547,0.8832776237676947,3.2130851721381424,3.245348214895277,3.2446924488945936,3.6414565826330487,2.7495638221797236e-06,-0.0006557660006833999
2019-02,12,2020-02,False,0.3738432485351214,0.3310496111178636,0.3310518223172744,0.3483948712878255,0.3483952640580446,3.253731359765104,3.269765569485203,3.269110052599031,3.727865796831306,2.211199410850906e-06,-0.0006555168861721583
2019-03,0,2019-03,False,,,,0.1020120163032545,0.1020120163032545,2.8800008017511463,2.9349470545297285,2.9349470545297285,2.969348659003822,,0.0
2019-03,1,2019-04,True,0.0424037926262269,-0.0193566607598148,-0.0201899175409774,0.3700786216867123,0.3699306122186634,2.9765620243170847,3.0068666877598,3.0067147899855504,2.769818529130847,-0.0008332567811626009,-0.00015189777424939876
2019-03,2,2019-05,False,0.5251885980164499,0.5231301429733458,0.5213513422984737,0.2654524858795484,0.2651365216442672,2.7567608232419176,2.7664686328448664,2.765993244417662,2.9467680608364977,-0.0017788006748721275,-0.000475388427204404
2019-03,3,2019-06,False,0.2036035397971507,0.2167244753926028,0.2151681555570675,0.1880997830589165,0.1878233375787487,2.558234629330069,2.5495738420324274,2.548816496837926,2.7462121212121224,-0.001556319835535308,-0.0007573451945015464
2019-03,4,2019-07,False,-0.0193253648123736,-0.026151651577341,-0.0272782992673051,0.3501636535325627,0.3499635297183436,2.7193907692810706,2.7032586591614387,2.702295364006634,2.930056710775052,-0.0011266476899641012,-0.0009632951548046442
2019-03,5,2019-08,False,-0.4448058281858086,-0.4052087555414878,-0.406114132827736,0.0597771834860696,0.059616363420094,2.6781396687554877,2.6619897847515466,2.660861875775843,2.9272898961284195,-0.0009053772862482323,-0.0011279089757034733
2019-03,6,2019-09,False,0.5220554125020116,0.4729760047319219,0.4722623789071573,-0.0961684933497573,-0.0962952530486847,2.8805010127183515,2.871876926712808,2.8706161876134444,2.6515151515151705,-0.000713625824764641,-0.0012607390993637502
2019-03,7,2019-10,False,0.4376892415389453,0.4923435585658661,0.4923963663267865,0.3304752883386375,0.330484668458643,2.820204133171704,2.8006404966192533,2.7993902414964555,2.735849056603792,5.280776092042583e-05,-0.0012502551227977499
2019-03,8,2019-11,False,0.1534720306689041,0.0788382457887965,0.0788650688362036,0.064672821804524,0.0646775863201786,2.996758155164605,2.9700946663278693,2.9688472531096264,3.116147308781873,2.6823047407101286e-05,-0.0012474132182429543
2019-03,9,2019-12,False,0.4564696804740507,0.4850480046246821,0.4850717610409616,0.1587411998263866,0.1587454196234717,3.0562058661908478,3.0305201099536108,3.0292763054575698,3.207547169811327,2.375641627949676e-05,-0.001243804496041001
2019-03,10,2020-01,False,1.1663299286185012,1.1788101404621028,1.1788230995914382,0.854830444832669,0.8548327467327347,2.8674392759212077,2.882432042893999,2.8811923742954164,3.6414565826330487,1.2959129335410324e-05,-0.0012396685985827105
2019-03,11,2020-02,False,0.4738698999619432,0.4650154624584297,0.4650245934713958,0.308057178394837,0.308058800315477,2.995553944307732,2.993381996117089,2.992142655962005,3.727865796831306,9.13101296612373e-06,-0.00123934015508409
2019-03,12,2020-03,False,-0.1947028240023127,-0.1827695837696725,-0.1827643116445468,0.0568875373096336,0.0568884737849831,2.94786439072823,2.946954131094668,2.945716313128584,3.4418604651162905,5.272125125715954e-06,-0.0012378179660839095
2019-04,0,2019-04,False,,,,0.3933907380842003,0.3933907380842003,3.0717675404249056,3.131646139591582,3.131646139591582,2.769818529130847,,0.0
2019-04,1,2019-05,True,0.4978468428001046,0.4971289267501949,0.4940571550651893,0.2663836509110054,0.26583801923618,2.8524740527383186,2.8919124217142738,2.8913525023828246,2.9467680608364977,-0.003071771685005553,-0.0005599193314491657
2019-04,2,2019-06,True,0.1841791604544744,0.1970341206894305,0.1943198758083437,0.1410438848535014,0.1405617598350363,2.605596519762734,2.6265290559700416,2.625476492209407,2.7462121212121224,-0.0027142448810867914,-0.0010525637606346727
2019-04,3,2019-07,False,-0.034909354023538,-0.0421304128740281,-0.0440901454622179,0.3051879160964935,0.3048398133453927,2.7208385078461648,2.734264292772573,2.732854095003072,2.930056710775052,-0.001959732588189801,-0.0014101977695006873
2019-04,4,2019-08,False,-0.4603969264887631,-0.4204885930019955,-0.4219697154840959,0.01619368089578,0.0159305925469698,2.634803022494908,2.6482524992035685,2.646573473926892,2.9272898961284195,-0.0014811224821004165,-0.0016790252766765157
2019-04,5,2019-09,False,0.5096281690638268,0.4607272052803371,0.459603016277366,-0.1373560115408732,-0.1375556986242283,2.794653511920075,2.8157060718698674,2.813818718827483,2.6515151515151705,-0.001124189002971121,-0.0018873530423846319
2019-04,6,2019-10,False,0.4544377229551511,0.5074434242129221,0.5066170964474968,0.2937225908080438,0.2935758121249781,2.6970695913829155,2.706871541336401,2.7048358785936086,2.735849056603792,-0.0008263277654253498,-0.0020356627427924323
2019-04,7,2019-11,False,0.1468476415719121,0.0725014713627401,0.0724861591790652,0.0250534700942102,0.0250507502265636,2.832633327293271,2.835438615298007,2.8333976081082657,3.116147308781873,-1.5312183674898172e-05,-0.0020410071897414284
2019-04,8,2019-12,False,0.4499106087832272,0.478780750851905,0.4787811355515896,0.1193471430068446,0.1193472113401566,2.8514613266652207,2.855314458825097,2.8532731273525256,3.207547169811327,3.846996845524586e-07,-0.0020413314725713505
2019-04,9,2020-01,False,1.1600288201068314,1.172784850689781,1.1727818664705156,0.8165984486515344,0.8165979185715926,2.624101593908622,2.668543921833189,2.666505757320041,3.6414565826330487,-2.984219265478316e-06,-0.0020381645131481996
2019-04,10,2020-02,False,0.4676962161447146,0.459106527829233,0.4591065493249727,0.2693065001705069,0.2693065039887452,2.7121716188945624,2.739557868508081,2.737518298146192,3.727865796831306,2.1495739688237592e-08,-0.002039570361889176
2019-04,11,2020-03,False,-0.1375369639607129,-0.1284592078756867,-0.1284603131964398,0.0249855704856565,0.0249853741500966,2.54401362216955,2.5601077177205283,2.558071508468569,3.4418604651162905,-1.1053207530919984e-06,-0.0020362092519592423
2019-04,12,2020-04,False,-0.1983653502017842,-0.2357738176518835,-0.2357738061831098,0.2416108317495342,0.2416108337867058,2.402623244396009,2.4050520568983886,2.4030189281737013,3.159851301115256,1.1468773680745059e-08,-0.0020331287246873053
2019-05,0,2019-05,False,,,,0.2294972535366166,0.2294972535366166,2.5119894464748858,2.5534783092200364,2.5534783092200364,2.9467680608364977,,0.0
2019-05,1,2019-06,True,0.43223335079488,0.4443644437198353,0.4430720588243526,0.2163844347311914,0.2161548714018321,2.343001077376729,2.365924376052407,2.365689888822148,2.7462121212121224,-0.0012923848954827233,-0.00023448723025909501
2019-05,2,2019-07,True,0.1370514062602854,0.1313327484885863,0.1298689052072446,0.3336381946066317,0.3333781755221472,2.4867373531392114,2.502451295442174,2.5019508564213195,2.930056710775052,-0.0014638432813417201,-0.000500439020854504
2019-05,3,2019-08,True,-0.3340059739891255,-0.2914405563535054,-0.2927684964296906,0.0368226363975056,0.0365867574839218,2.4215366707167805,2.4377576427384864,2.4370159806168306,2.9272898961284195,-0.0013279400761851967,-0.0007416621216558283
2019-05,4,2019-09,True,0.6135590288949386,0.5640753307945034,0.5630802299197066,-0.1214071098142703,-0.1215838672730313,2.5975428387290505,2.621254685883541,2.620330085324476,2.6515151515151705,-0.000995100874796817,-0.0009246005590650697
2019-05,5,2019-10,True,0.533509551791665,0.5872699248241736,0.5865157350457081,0.3057212415520061,0.3055872765721317,2.512272890356835,2.52489009940784,2.523829439483617,2.735849056603792,-0.0007541897784655305,-0.0010606599242226622
2019-05,6,2019-11,True,0.2233399980710539,0.1485809256377841,0.1479615082594859,0.0363722754324091,0.0362622497611697,2.6592820659042853,2.6648455804019733,2.663670557136816,3.116147308781873,-0.0006194173782982093,-0.0011750232651572823
2019-05,7,2019-12,True,0.462353095086417,0.4916910318811822,0.4918547386481405,0.119511809372158,0.1195408882252094,2.678161989095573,2.6848573376066365,2.683711908896523,3.207547169811327,0.00016370676695831587,-0.001145428710113361
2019-05,8,2020-01,True,1.1714544536091875,1.1845911011628054,1.184696426404,0.816395815062105,0.8164145237402385,2.450910716324957,2.498190312488465,2.4970659865706324,3.6414565826330487,0.0001053252411946648,-0.0011243259178326248
2019-05,9,2020-02,True,0.4776133115525507,0.4693922504264983,0.4694696637661878,0.269050025475956,0.2690637762278087,2.538502883177078,2.568824071493621,2.567713036763281,3.727865796831306,7.741333968952491e-05,-0.0011110347303397994
2019-05,10,2020-03,True,-0.1283248429263073,-0.1188451274251205,-0.1187949028666264,0.024610388651171,0.0246193099229251,2.370172147414221,2.389288081569413,2.3881881236693205,3.4418604651162905,5.022455849409968e-05,-0.0010999579000925408
2019-05,11,2020-04,True,-0.2900783651615005,-0.3312708575891018,-0.3312355562882925,0.1908759716741832,0.1908822421623116,2.4780370998045447,2.4822423876976902,2.4811478450241213,3.159851301115256,3.530130080930949e-05,-0.001094542673568899
2019-05,12,2020-05,True,0.3379207197311774,0.3421873929639015,0.3422104665971525,0.1923521486186041,0.1923562471345246,2.440601498728913,2.4442624142364355,2.4431724677898368,2.862419205909517,2.3073633250991765e-05,-0.0010899464465987663
2019-06,0,2019-06,False,,,,0.1382362388250432,0.1382362388250432,2.684094575980366,2.766256943113621,2.766256943113621,2.7462121212121224,,0.0
2019-06,1,2019-07,True,-0.0028381305670707,-0.0118134485493589,-0.0132810982909576,0.2677334770838798,0.2674727818666946,2.761356988496189,2.835725165764844,2.835457793792058,2.930056710775052,-0.0014676497415987005,-0.0002673719727859236
2019-06,2,2019-08,True,-0.3966551792972328,-0.3549500401457943,-0.3569355303228692,0.0239244550905762,0.0235717770787451,2.682896647128545,2.757570482167028,2.7569409976634542,2.9272898961284195,-0.001985490177074889,-0.0006294845035736962
2019-06,3,2019-09,True,0.5523712943286827,0.4965897863328848,0.4948844339138895,-0.1352286362880393,-0.1355315540801025,2.8462712272588253,2.9273950059390907,2.926452275430438,2.6515151515151705,-0.0017053524189953317,-0.0009427305086529003
2019-06,4,2019-10,True,0.4818797883036574,0.5380568420505172,0.5368697056589085,0.295495033000156,0.2952841647182581,2.7498771500593624,2.8202593085439145,2.8191013847670114,2.735849056603792,-0.001187136391608723,-0.001157923776903047
2019-06,5,2019-11,True,0.1577522264441852,0.0833169532851151,0.0823990773180345,0.0232488844283357,0.0230858442506933,2.8836709110732714,2.9471109827822564,2.94578382619886,3.116147308781873,-0.0009178759670805947,-0.0013271565833963272
2019-06,6,2019-12,True,0.4562120269685351,0.4834858996482255,0.4827584941995232,0.1166172090765768,0.1164880017350318,2.8999936913644637,2.9642008296057365,2.962740572076388,3.207547169811327,-0.0007274054487023118,-0.0014602575293483078
2019-06,7,2020-01,True,1.143828294908782,1.156683274599789,1.1569200080600133,0.8097247101063859,0.8097667605214672,2.6655083441091314,2.7702251547392263,2.768810515793083,3.6414565826330487,0.00023673346022423658,-0.001414638946143132
