origin,alpha_lane,alpha_variant,gap_last_lane,gap_last_variant,mu_long_lane,mu_long_variant
2019-02,-0.25,-0.25,-0.9683417437102372,-0.9578993615606132,0.213228393586211,0.213228393586211
2019-03,-0.25,-0.25,-0.7594796126786063,-0.7420339632151822,0.2105552466835547,0.2105552466835547
2019-04,-0.25,-0.25,-0.4954502264462345,-0.4770741047102383,0.2099317258741659,0.2099317258741659
2019-05,-0.25,-0.25,-1.333174202345277,-1.3145950445836314,0.209308205064777,0.209308205064777
2019-06,-0.25,-0.25,-0.3880176731616609,-0.3643095818631447,0.2099317258741659,0.2099317258741659
2019-07,-0.25,-0.25,-0.5637054673045923,-0.5387350087652193,0.2105552466835547,0.2105552466835547
2019-08,-0.25,-0.25,0.0478461453112502,0.0707332710776373,0.213228393586211,0.213228393586211
2019-09,-0.25,-0.25,0.8862375485427918,0.8954308879626064,0.2159015404888672,0.2159015404888672
2019-10,-0.25,-0.25,-0.391074054736771,-0.3759645216927815,0.213228393586211,0.213228393586211
2019-11,-0.25,-0.25,0.9208666986563758,0.9398761440980083,0.2159015404888672,0.2159015404888672
2019-12,-0.25,-0.25,1.1630335030499803,1.1848294016704142,0.2161819635913528,0.2161819635913528
2020-01,-0.25,-0.25,1.2780104711291156,1.2980813237376272,0.2164623866938383,0.2164623866938383
2020-02,-0.25,-0.25,1.7436130269616377,1.7501300180975492,0.2170575397682244,0.2170575397682244
2020-03,-0.25,-0.25,1.6352998321004628,1.6380639348106645,0.2176526928426104,0.2176526928426104
2020-04,-0.25,-0.25,1.46305757827963,1.4565099102652868,0.2185577978288174,0.2185577978288174
2020-05,-0.25,-0.25,1.8925967904324863,1.883154872400739,0.2194629028150245,0.2194629028150245
2020-06,-0.25,-0.25,1.9274617615910503,1.8896530636642936,0.2199211250098377,0.2199211250098377
2020-07,-0.25,-0.25,1.815171883718829,1.7907270088656948,0.2203793472046508,0.2203793472046508
2020-08,-0.25,-0.25,1.485592780236279,1.4742507366199924,0.2204253800057808,0.2204253800057808
2020-09,-0.25,-0.25,1.6010300878157833,1.603375058315739,0.2204714128069108,0.2204714128069108
2020-10,-0.25,-0.25,0.8483084371185439,0.8606941420959753,0.2209106504313638,0.2209106504313638
2020-11,-0.25,-0.25,1.1158574857263832,1.115998004461599,0.2213498880558167,0.2213498880558167
2020-12,-0.25,-0.25,0.8999682902903463,0.9100136934077652,0.2209106504313638,0.2209106504313638
2021-01,-0.25,-0.25,-0.3203975843830978,-0.3129937638024954,0.2204714128069108,0.2204714128069108
2021-02,-0.25,-0.25,0.8219540579575757,0.8144665779230544,0.2204253800057808,0.2204253800057808
2021-03,-0.25,-0.25,0.5116981623620394,0.5201252933431622,0.2203793472046508,0.2203793472046508
2021-04,-0.25,-0.25,-0.1192773081242835,-0.1331483355153416,0.2199211250098377,0.2199211250098377
2021-05,-0.25,-0.25,0.3426963589363364,0.3248680247242537,0.2194629028150245,0.2194629028150245
2021-06,-0.25,-0.25,-1.1287009874737772,-1.1519991007721768,0.2185577978288174,0.2185577978288174
2021-07,-0.25,-0.25,-1.5293557687960766,-1.5618759367935833,0.2176526928426104,0.2176526928426104
2021-08,-0.25,-0.25,-0.6864662800741979,-0.7242722631234173,0.2170575397682244,0.2170575397682244
2021-09,-0.25,-0.25,0.0397822727401839,0.0082415340398316,0.2164623866938383,0.2164623866938383
2021-10,-0.25,-0.25,-0.4067519162996245,-0.4281579305759508,0.2161819635913528,0.2161819635913528
2021-11,-0.25,-0.25,-1.415379814516292,-1.4562255451176376,0.2159015404888672,0.2159015404888672
