origin,alpha_lane,alpha_variant,gap_last_lane,gap_last_variant,mu_long_lane,mu_long_variant
2021-12,-0.25,-0.25,-1.094068103102723,-1.1102914785354665,0.213228393586211,0.213228393586211
2022-01,-0.25,-0.25,-1.2776349780763183,-1.2833467221798844,0.2159015404888672,0.2159015404888672
2022-02,-0.25,-0.25,-0.0715453379073707,-0.0519531469470595,0.2161819635913528,0.2161819635913528
2022-03,-0.25,-0.25,-0.2478542705687245,-0.2125295303671495,0.2164623866938383,0.2164623866938383
2022-04,-0.25,-0.25,-0.9997619433418296,-0.9565094298352304,0.2170575397682244,0.2170575397682244
2022-05,-0.25,-0.25,-0.7014001135223114,-0.6518501580464882,0.2176526928426104,0.2176526928426104
2022-06,-0.25,-0.25,-0.6728966495382182,-0.6334210753499758,0.2185577978288174,0.2185577978288174
2022-07,-0.25,-0.25,-0.0866366131046099,-0.0527148199338076,0.2194629028150245,0.2194629028150245
2022-08,-0.25,-0.25,0.7463845915254279,0.7712802442271409,0.2199211250098377,0.2199211250098377
2022-09,-0.25,-0.25,1.0544276157590189,1.0959021458974765,0.2203793472046508,0.2203793472046508
2022-10,-0.25,-0.25,0.8758117211291463,0.9036762909258438,0.2204253800057808,0.2204253800057808
2022-11,-0.25,-0.25,1.8156344196108325,1.8495437832952617,0.2204714128069108,0.2204714128069108
2022-12,-0.25,-0.25,2.292543240093667,2.3482400477782788,0.2209106504313638,0.2209106504313638
2023-01,-0.25,-0.25,1.8655614821641036,1.9295093295009,0.2213498880558167,0.2213498880558167
2023-02,-0.25,-0.25,2.3002845921748096,2.359280271164309,0.2219339382237256,0.2219339382237256
2023-03,-0.25,-0.25,1.8561152605683453,1.9127093006089244,0.2225179883916344,0.2225179883916344
2023-04,-0.25,-0.25,2.0489894652279315,2.141290925316438,0.2283078894750467,0.2283078894750467
2023-05,-0.25,-0.25,1.0068267327974407,1.1280653770686222,0.234097790558459,0.234097790558459
2023-06,-0.25,-0.25,1.527068290868011,1.6663208329606662,0.234593126476048,0.234593126476048
2023-07,-0.25,-0.25,1.3972580071318137,1.574459971772638,0.2350884623936369,0.2350884623936369
2023-08,-0.25,-0.25,1.2893938673904637,1.4489133857521446,0.2352242825026319,0.2352242825026319
2023-09,-0.25,-0.25,1.0719612446751188,1.222582259565013,0.235360102611627,0.235360102611627
2023-10,-0.25,-0.25,1.0593499100209247,1.1556807689844335,0.2353903274968622,0.2353903274968622
2023-11,-0.25,-0.25,1.461248262776133,1.586085231634489,0.2354205523820975,0.2354205523820975
2023-12,-0.25,-0.25,1.0949002324857424,1.2030993641690406,0.2353903274968622,0.2353903274968622
2024-01,-0.25,-0.25,-0.4613913583894788,-0.3973285116088192,0.235360102611627,0.235360102611627
2024-02,-0.25,-0.25,-1.9695358783447536,-1.9055444734775544,0.2352242825026319,0.2352242825026319
2024-03,-0.25,-0.25,-2.138719508659179,-2.0968313017049605,0.2350884623936369,0.2350884623936369
2024-04,-0.25,-0.25,-3.055698835597608,-3.047727981572417,0.234593126476048,0.234593126476048
2024-05,-0.25,-0.25,-0.9373706061832828,-0.9135053466800922,0.234097790558459,0.234097790558459
2024-06,-0.25,-0.25,-1.5460475455490057,-1.4986307661299687,0.2283078894750467,0.2283078894750467
2024-07,-0.25,-0.25,-1.4807748298598196,-1.4589260203108143,0.2225179883916344,0.2225179883916344
2024-08,-0.25,-0.25,-0.9330646451137848,-0.9123310912367182,0.2219339382237256,0.2219339382237256
2024-09,-0.25,-0.25,-0.352735748058863,-0.3067461243639142,0.2213498880558167,0.2213498880558167
2024-10,-0.25,-0.25,0.6055042769569303,0.6268957470657002,0.2209106504313638,0.2209106504313638
2024-11,-0.25,-0.25,0.3280664564791008,0.3961720450539419,0.2204714128069108,0.2204714128069108
2024-12,-0.25,-0.25,0.3051716774352123,0.3520351188056965,0.2204253800057808,0.2204253800057808
2025-01,-0.25,-0.25,-0.151046988479079,-0.0949557651474617,0.2203793472046508,0.2203793472046508
2025-02,-0.25,-0.25,0.4805170413876414,0.5637612895296622,0.2204253800057808,0.2204253800057808
2025-03,-0.25,-0.25,-0.2785252086517562,-0.160310881885438,0.2204714128069108,0.2204714128069108
2025-04,-0.25,-0.25,0.6226203843129338,0.7193548750223994,0.2209106504313638,0.2209106504313638
2025-05,-0.25,-0.25,0.0793485863935303,0.1809703531521492,0.2213498880558167,0.2213498880558167
2025-06,-0.25,-0.25,0.5188936190695426,0.664216085674614,0.2219339382237256,0.2219339382237256
2025-07,-0.25,-0.25,0.6640121122172091,0.8463626402956276,0.2225179883916344,0.2225179883916344
2025-08,-0.25,-0.25,0.4584698424325501,0.6538301583639472,0.2283078894750467,0.2283078894750467
2025-09,-0.25,-0.25,0.8847514725947585,1.0549673531465966,0.234097790558459,0.234097790558459
2025-10,-0.25,-0.25,0.3875442905022785,0.5335730203843001,0.2283078894750467,0.2283078894750467
2025-11,-0.25,-0.25,0.8547769992745596,0.9453707970740408,0.234097790558459,0.234097790558459
2025-12,-0.25,-0.25,0.5281670868591208,0.6219832718953509,0.2283078894750467,0.2283078894750467
2026-01,-0.25,-0.25,-0.5567243226053842,-0.4598537891220431,0.2225179883916344,0.2225179883916344
2026-02,-0.25,-0.25,0.654195414059564,0.7611349879075135,0.2219339382237256,0.2219339382237256
2026-03,-0.25,-0.25,0.151320881205424,0.2775264974951663,0.2213498880558167,0.2213498880558167
2026-04,-0.25,-0.25,-0.8647526756324265,-0.7960730922253991,0.2211129414445629,0.2211129414445629
2026-05,-0.25,-0.25,-1.002678907028756,-0.9053021917914617,0.2208759948333091,0.2208759948333091
2026-06,-0.25,-0.25,-1.0119935869205705,-0.9490701031283192,0.22067370382011,0.22067370382011
2026-07,-0.25,-0.25,-1.6637796565054637,-1.6042511061585745,0.2204714128069108,0.2204714128069108
