scope,sample,h,horizon_label,metric,model,n_intended,n_scored,n_missing_forecast,n_fallback,rmse,mae,bias
common,full,8,h8,mm,FOOD_H0_SLOW_R18,82,82,0,24,1.1678857724163394,0.9244104354341434,-0.06397112208763116
common,full,8,h8,mm,STATE_FAST_R15,82,82,0,0,1.1730550518140312,0.9257806923922584,-0.06426353804493605
primary_control_calendar,full,8,h8,cumulative_log,FOOD_H0_FAST_R18,82,82,0,24,5.410972586286814,3.980412591117682,-0.594848948761139
primary_control_calendar,full,8,h8,cumulative_log,FOOD_H0_SELECT_R18,82,82,0,24,5.412836700688564,3.9523111860437115,-0.637613991006862
primary_control_calendar,full,8,h8,cumulative_log,FOOD_H0_SLOW_R18,82,82,0,24,5.34530057006986,3.9211195114807524,-0.6080820975840074
primary_control_calendar,full,8,h8,cumulative_log,STATE_FAST_R15,82,82,0,0,5.49926786937849,4.044274425250578,-0.6108919436525058
common,full,8,h8,cumulative_log,FOOD_H0_FAST_R18,82,82,0,24,5.410972586286814,3.980412591117682,-0.594848948761139
common,full,8,h8,cumulative_log,FOOD_H0_SELECT_R18,82,82,0,24,5.412836700688564,3.9523111860437115,-0.637613991006862
common,full,8,h8,cumulative_log,FOOD_H0_SLOW_R18,82,82,0,24,5.34530057006986,3.9211195114807524,-0.6080820975840074
common,full,8,h8,cumulative_log,STATE_FAST_R15,82,82,0,0,5.49926786937849,4.044274425250578,-0.6108919436525058
primary_control_calendar,full,8,h8,cumulative_pct,FOOD_H0_FAST_R18,82,82,0,24,5.771385197349453,4.161776379558024,-0.7588094170672133
primary_control_calendar,full,8,h8,cumulative_pct,FOOD_H0_SELECT_R18,82,82,0,24,5.776435507886987,4.132692360615826,-0.8023506738064636
primary_control_calendar,full,8,h8,cumulative_pct,FOOD_H0_SLOW_R18,82,82,0,24,5.703517859766119,4.100349205465317,-0.7711705703304603
primary_control_calendar,full,8,h8,cumulative_pct,STATE_FAST_R15,82,82,0,0,5.8633286352041845,4.2288602772801775,-0.7759136144304688
common,full,8,h8,cumulative_pct,FOOD_H0_FAST_R18,82,82,0,24,5.771385197349453,4.161776379558024,-0.7588094170672133
common,full,8,h8,cumulative_pct,FOOD_H0_SELECT_R18,82,82,0,24,5.776435507886987,4.132692360615826,-0.8023506738064636
common,full,8,h8,cumulative_pct,FOOD_H0_SLOW_R18,82,82,0,24,5.703517859766119,4.100349205465317,-0.7711705703304603
common,full,8,h8,cumulative_pct,STATE_FAST_R15,82,82,0,0,5.8633286352041845,4.2288602772801775,-0.7759136144304688
primary_control_calendar,full,9,h9,mm,FOOD_H0_FAST_R18,81,81,0,24,1.1859347223133732,0.9333593333151432,-0.059464268664183695
primary_control_calendar,full,9,h9,mm,FOOD_H0_SELECT_R18,81,81,0,24,1.185272037052644,0.9296814443299027,-0.062143494547905444
primary_control_calendar,full,9,h9,mm,FOOD_H0_SLOW_R18,81,81,0,24,1.186355003708277,0.9301629277872709,-0.05880524092419687
primary_control_calendar,full,9,h9,mm,STATE_FAST_R15,81,81,0,0,1.1859420772058247,0.9334861845014699,-0.05950182663257052
common,full,9,h9,mm,FOOD_H0_FAST_R18,81,81,0,24,1.1859347223133732,0.9333593333151432,-0.059464268664183695
common,full,9,h9,mm,FOOD_H0_SELECT_R18,81,81,0,24,1.185272037052644,0.9296814443299027,-0.062143494547905444
common,full,9,h9,mm,FOOD_H0_SLOW_R18,81,81,0,24,1.186355003708277,0.9301629277872709,-0.05880524092419687
common,full,9,h9,mm,STATE_FAST_R15,81,81,0,0,1.1859420772058247,0.9334861845014699,-0.05950182663257052
primary_control_calendar,full,9,h9,cumulative_log,FOOD_H0_FAST_R18,81,81,0,24,6.022121258939536,4.3710239024395525,-0.7122733066583107
primary_control_calendar,full,9,h9,cumulative_log,FOOD_H0_SELECT_R18,81,81,0,24,6.020130260559807,4.336519276690154,-0.7557237231199163
primary_control_calendar,full,9,h9,cumulative_log,FOOD_H0_SLOW_R18,81,81,0,24,5.956154642819716,4.3115914529746115,-0.7225117551563273
primary_control_calendar,full,9,h9,cumulative_log,STATE_FAST_R15,81,81,0,0,6.101574262421175,4.456820149916531,-0.7307729992520656
common,full,9,h9,cumulative_log,FOOD_H0_FAST_R18,81,81,0,24,6.022121258939536,4.3710239024395525,-0.7122733066583107
common,full,9,h9,cumulative_log,FOOD_H0_SELECT_R18,81,81,0,24,6.020130260559807,4.336519276690154,-0.7557237231199163
common,full,9,h9,cumulative_log,FOOD_H0_SLOW_R18,81,81,0,24,5.956154642819716,4.3115914529746115,-0.7225117551563273
common,full,9,h9,cumulative_log,STATE_FAST_R15,81,81,0,0,6.101574262421175,4.456820149916531,-0.7307729992520656
primary_control_calendar,full,9,h9,cumulative_pct,FOOD_H0_FAST_R18,81,81,0,24,6.465520701812604,4.596473652848717,-0.91062356459204
primary_control_calendar,full,9,h9,cumulative_pct,FOOD_H0_SELECT_R18,81,81,0,24,6.46713253911037,4.561236761397604,-0.9541023941107858
primary_control_calendar,full,9,h9,cumulative_pct,FOOD_H0_SLOW_R18,81,81,0,24,6.397346289323645,4.534758410695669,-0.9187695462963443
primary_control_calendar,full,9,h9,cumulative_pct,STATE_FAST_R15,81,81,0,0,6.548467996243007,4.68633936380695,-0.9309706472535018
common,full,9,h9,cumulative_pct,FOOD_H0_FAST_R18,81,81,0,24,6.465520701812604,4.596473652848717,-0.91062356459204
common,full,9,h9,cumulative_pct,FOOD_H0_SELECT_R18,81,81,0,24,6.46713253911037,4.561236761397604,-0.9541023941107858
common,full,9,h9,cumulative_pct,FOOD_H0_SLOW_R18,81,81,0,24,6.397346289323645,4.534758410695669,-0.9187695462963443
common,full,9,h9,cumulative_pct,STATE_FAST_R15,81,81,0,0,6.548467996243007,4.68633936380695,-0.9309706472535018
primary_control_calendar,full,10,h10,mm,FOOD_H0_FAST_R18,80,80,0,24,1.1932769719021803,0.9384950291475093,-0.046828098719687294
primary_control_calendar,full,10,h10,mm,FOOD_H0_SELECT_R18,80,80,0,24,1.2005956909503466,0.9462691533698966,-0.04945601938580788
primary_control_calendar,full,10,h10,mm,FOOD_H0_SLOW_R18,80,80,0,24,1.2001238049604437,0.9437486102105055,-0.046399549736308096
primary_control_calendar,full,10,h10,mm,STATE_FAST_R15,80,80,0,0,1.193239938149994,0.9384650762440551,-0.0468458644015516
common,full,10,h10,mm,FOOD_H0_FAST_R18,80,80,0,24,1.1932769719021803,0.9384950291475093,-0.046828098719687294
common,full,10,h10,mm,FOOD_H0_SELECT_R18,80,80,0,24,1.2005956909503466,0.9462691533698966,-0.04945601938580788
common,full,10,h10,mm,FOOD_H0_SLOW_R18,80,80,0,24,1.2001238049604437,0.9437486102105055,-0.046399549736308096
common,full,10,h10,mm,STATE_FAST_R15,80,80,0,0,1.193239938149994,0.9384650762440551,-0.0468458644015516
primary_control_calendar,full,10,h10,cumulative_log,FOOD_H0_FAST_R18,80,80,0,24,6.64780401788279,4.772846274462014,-0.843506202629978
primary_control_calendar,full,10,h10,cumulative_log,FOOD_H0_SELECT_R18,80,80,0,24,6.6558684674498645,4.730660512094611,-0.8913450355383787
primary_control_calendar,full,10,h10,cumulative_log,FOOD_H0_SLOW_R18,80,80,0,24,6.591731896130291,4.70291894018631,-0.8546852951672095
primary_control_calendar,full,10,h10,cumulative_log,STATE_FAST_R15,80,80,0,0,6.714940277922868,4.842689376637358,-0.8613475115301015
common,full,10,h10,cumulative_log,FOOD_H0_FAST_R18,80,80,0,24,6.64780401788279,4.772846274462014,-0.843506202629978
common,full,10,h10,cumulative_log,FOOD_H0_SELECT_R18,80,80,0,24,6.6558684674498645,4.730660512094611,-0.8913450355383787
common,full,10,h10,cumulative_log,FOOD_H0_SLOW_R18,80,80,0,24,6.591731896130291,4.70291894018631,-0.8546852951672095
common,full,10,h10,cumulative_log,STATE_FAST_R15,80,80,0,0,6.714940277922868,4.842689376637358,-0.8613475115301015
primary_control_calendar,full,10,h10,cumulative_pct,FOOD_H0_FAST_R18,80,80,0,24,7.1906325092888865,5.05015330449586,-1.0809171260127173
primary_control_calendar,full,10,h10,cumulative_pct,FOOD_H0_SELECT_R18,80,80,0,24,7.203361781376857,5.007593594222411,-1.1286290217660107
primary_control_calendar,full,10,h10,cumulative_pct,FOOD_H0_SLOW_R18,80,80,0,24,7.131945389729229,4.9777291182023955,-1.0892364819434766
primary_control_calendar,full,10,h10,cumulative_pct,STATE_FAST_R15,80,80,0,0,7.26121021490438,5.123722360038826,-1.1009505379463236
common,full,10,h10,cumulative_pct,FOOD_H0_FAST_R18,80,80,0,24,7.1906325092888865,5.05015330449586,-1.0809171260127173
common,full,10,h10,cumulative_pct,FOOD_H0_SELECT_R18,80,80,0,24,7.203361781376857,5.007593594222411,-1.1286290217660107
common,full,10,h10,cumulative_pct,FOOD_H0_SLOW_R18,80,80,0,24,7.131945389729229,4.9777291182023955,-1.0892364819434766
common,full,10,h10,cumulative_pct,STATE_FAST_R15,80,80,0,0,7.26121021490438,5.123722360038826,-1.1009505379463236
primary_control_calendar,full,11,h11,mm,FOOD_H0_FAST_R18,79,79,0,24,1.197346738014881,0.9468468006007381,-0.043795682855500645
primary_control_calendar,full,11,h11,mm,FOOD_H0_SELECT_R18,79,79,0,24,1.199452568210091,0.9512548276478466,-0.04490903838388959
primary_control_calendar,full,11,h11,mm,FOOD_H0_SLOW_R18,79,79,0,24,1.200997472566528,0.9511919619115984,-0.0421223560872728
primary_control_calendar,full,11,h11,mm,STATE_FAST_R15,79,79,0,0,1.1973311750191016,0.9468323227024643,-0.04380931770358611
common,full,11,h11,mm,FOOD_H0_FAST_R18,79,79,0,24,1.197346738014881,0.9468468006007381,-0.043795682855500645
common,full,11,h11,mm,FOOD_H0_SELECT_R18,79,79,0,24,1.199452568210091,0.9512548276478466,-0.04490903838388959
common,full,11,h11,mm,FOOD_H0_SLOW_R18,79,79,0,24,1.200997472566528,0.9511919619115984,-0.0421223560872728
common,full,11,h11,mm,STATE_FAST_R15,79,79,0,0,1.1973311750191016,0.9468323227024643,-0.04380931770358611
primary_control_calendar,full,11,h11,cumulative_log,FOOD_H0_FAST_R18,79,79,0,24,7.245556227108264,5.182894904406833,-0.9695599302159049
primary_control_calendar,full,11,h11,cumulative_log,FOOD_H0_SELECT_R18,79,79,0,24,7.2696058079880155,5.162926607546,-1.0044048067645588
primary_control_calendar,full,11,h11,cumulative_log,FOOD_H0_SLOW_R18,79,79,0,24,7.206738587344541,5.132547669209918,-0.9645113432300777
primary_control_calendar,full,11,h11,cumulative_log,STATE_FAST_R15,79,79,0,0,7.2939792952063325,5.245919949901903,-0.9973108751874432
common,full,11,h11,cumulative_log,FOOD_H0_FAST_R18,79,79,0,24,7.245556227108264,5.182894904406833,-0.9695599302159049
common,full,11,h11,cumulative_log,FOOD_H0_SELECT_R18,79,79,0,24,7.2696058079880155,5.162926607546,-1.0044048067645588
common,full,11,h11,cumulative_log,FOOD_H0_SLOW_R18,79,79,0,24,7.206738587344541,5.132547669209918,-0.9645113432300777
common,full,11,h11,cumulative_log,STATE_FAST_R15,79,79,0,0,7.2939792952063325,5.245919949901903,-0.9973108751874432
primary_control_calendar,full,11,h11,cumulative_pct,FOOD_H0_FAST_R18,79,79,0,24,7.890418298396126,5.513972645672546,-1.248505230895716
primary_control_calendar,full,11,h11,cumulative_pct,FOOD_H0_SELECT_R18,79,79,0,24,7.918800591303733,5.494657394609145,-1.2825554230153744
primary_control_calendar,full,11,h11,cumulative_pct,FOOD_H0_SLOW_R18,79,79,0,24,7.84811876802014,5.461758296919523,-1.2394193820021073
primary_control_calendar,full,11,h11,cumulative_pct,STATE_FAST_R15,79,79,0,0,7.942169371481002,5.580866387698559,-1.2791111685921868
common,full,11,h11,cumulative_pct,FOOD_H0_FAST_R18,79,79,0,24,7.890418298396126,5.513972645672546,-1.248505230895716
common,full,11,h11,cumulative_pct,FOOD_H0_SELECT_R18,79,79,0,24,7.918800591303733,5.494657394609145,-1.2825554230153744
common,full,11,h11,cumulative_pct,FOOD_H0_SLOW_R18,79,79,0,24,7.84811876802014,5.461758296919523,-1.2394193820021073
common,full,11,h11,cumulative_pct,STATE_FAST_R15,79,79,0,0,7.942169371481002,5.580866387698559,-1.2791111685921868
primary_control_calendar,full,12,h12,mm,FOOD_H0_FAST_R18,78,78,0,24,1.2022303904889444,0.9472621862426155,-0.06761199641575007
primary_control_calendar,full,12,h12,mm,FOOD_H0_SELECT_R18,78,78,0,24,1.1990349087172159,0.9446111782799722,-0.06840935536299879
primary_control_calendar,full,12,h12,mm,FOOD_H0_SLOW_R18,78,78,0,24,1.2000249092265474,0.9433551185419035,-0.06587913630743505
primary_control_calendar,full,12,h12,mm,STATE_FAST_R15,78,78,0,0,1.2022355345253963,0.9472699154510504,-0.06761929567881458
common,full,12,h12,mm,FOOD_H0_FAST_R18,78,78,0,24,1.2022303904889444,0.9472621862426155,-0.06761199641575007
common,full,12,h12,mm,FOOD_H0_SELECT_R18,78,78,0,24,1.1990349087172159,0.9446111782799722,-0.06840935536299879
common,full,12,h12,mm,FOOD_H0_SLOW_R18,78,78,0,24,1.2000249092265474,0.9433551185419035,-0.06587913630743505
common,full,12,h12,mm,STATE_FAST_R15,78,78,0,0,1.2022355345253963,0.9472699154510504,-0.06761929567881458
primary_control_calendar,full,12,h12,cumulative_log,FOOD_H0_FAST_R18,78,78,0,24,7.794708199885152,5.551147343510285,-1.1445437625031911
primary_control_calendar,full,12,h12,cumulative_log,FOOD_H0_SELECT_R18,78,78,0,24,7.810657545024119,5.5206937778604965,-1.1783737738308948
primary_control_calendar,full,12,h12,cumulative_log,FOOD_H0_SLOW_R18,78,78,0,24,7.752464831162269,5.486757615528682,-1.1354412694273393
primary_control_calendar,full,12,h12,cumulative_log,STATE_FAST_R15,78,78,0,0,7.8421095575394455,5.610629026525415,-1.1740059933903684
common,full,12,h12,cumulative_log,FOOD_H0_FAST_R18,78,78,0,24,7.794708199885152,5.551147343510285,-1.1445437625031911
common,full,12,h12,cumulative_log,FOOD_H0_SELECT_R18,78,78,0,24,7.810657545024119,5.5206937778604965,-1.1783737738308948
common,full,12,h12,cumulative_log,FOOD_H0_SLOW_R18,78,78,0,24,7.752464831162269,5.486757615528682,-1.1354412694273393
common,full,12,h12,cumulative_log,STATE_FAST_R15,78,78,0,0,7.8421095575394455,5.610629026525415,-1.1740059933903684
primary_control_calendar,full,12,h12,cumulative_pct,FOOD_H0_FAST_R18,78,78,0,24,8.5463686649688,5.939696376630347,-1.4660302539444394
primary_control_calendar,full,12,h12,cumulative_pct,FOOD_H0_SELECT_R18,78,78,0,24,8.56649982156624,5.910309852765976,-1.4979732701995188
primary_control_calendar,full,12,h12,cumulative_pct,FOOD_H0_SLOW_R18,78,78,0,24,8.501923849279352,5.873636162163886,-1.4515580951171394
primary_control_calendar,full,12,h12,cumulative_pct,STATE_FAST_R15,78,78,0,0,8.596184044768254,6.002757811879078,-1.498899740345533
common,full,12,h12,cumulative_pct,FOOD_H0_FAST_R18,78,78,0,24,8.5463686649688,5.939696376630347,-1.4660302539444394
common,full,12,h12,cumulative_pct,FOOD_H0_SELECT_R18,78,78,0,24,8.56649982156624,5.910309852765976,-1.4979732701995188
common,full,12,h12,cumulative_pct,FOOD_H0_SLOW_R18,78,78,0,24,8.501923849279352,5.873636162163886,-1.4515580951171394
common,full,12,h12,cumulative_pct,STATE_FAST_R15,78,78,0,0,8.596184044768254,6.002757811879078,-1.498899740345533
primary_control_calendar,recent_origins,0,pooled_h1_12,mm,FOOD_H0_FAST_R18,294,294,0,0,0.8384245570430363,0.7112170279525717,0.2760133640219355
primary_control_calendar,recent_origins,0,pooled_h1_12,mm,FOOD_H0_SELECT_R18,294,294,0,0,0.8349411917806164,0.7079309860890892,0.2821335713189829
primary_control_calendar,recent_origins,0,pooled_h1_12,mm,FOOD_H0_SLOW_R18,294,294,0,0,0.8349411917806164,0.7079309860890892,0.2821335713189829
primary_control_calendar,recent_origins,0,pooled_h1_12,mm,STATE_FAST_R15,294,294,0,0,0.8324557294124061,0.7060727590450998,0.2727217775538169
common,recent_origins,0,pooled_h1_12,mm,FOOD_H0_FAST_R18,294,294,0,0,0.8384245570430363,0.7112170279525717,0.2760133640219355
common,recent_origins,0,pooled_h1_12,mm,FOOD_H0_SELECT_R18,294,294,0,0,0.8349411917806164,0.7079309860890892,0.2821335713189829
common,recent_origins,0,pooled_h1_12,mm,FOOD_H0_SLOW_R18,294,294,0,0,0.8349411917806164,0.7079309860890892,0.2821335713189829
common,recent_origins,0,pooled_h1_12,mm,STATE_FAST_R15,294,294,0,0,0.8324557294124061,0.7060727590450998,0.2727217775538169
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_log,FOOD_H0_FAST_R18,294,294,0,0,2.6510257624368716,1.9337741960567991,1.1605547027388465
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_log,FOOD_H0_SELECT_R18,294,294,0,0,2.7152402663140536,1.9755316064945248,1.2087313592395874
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_log,FOOD_H0_SLOW_R18,294,294,0,0,2.7152402663140536,1.9755316064945248,1.2087313592395874
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_log,STATE_FAST_R15,294,294,0,0,2.6460174478397316,1.9217782037461941,1.1139483782759831
common,recent_origins,0,pooled_h1_12,cumulative_log,FOOD_H0_FAST_R18,294,294,0,0,2.6510257624368716,1.9337741960567991,1.1605547027388465
common,recent_origins,0,pooled_h1_12,cumulative_log,FOOD_H0_SELECT_R18,294,294,0,0,2.7152402663140536,1.9755316064945248,1.2087313592395874
common,recent_origins,0,pooled_h1_12,cumulative_log,FOOD_H0_SLOW_R18,294,294,0,0,2.7152402663140536,1.9755316064945248,1.2087313592395874
common,recent_origins,0,pooled_h1_12,cumulative_log,STATE_FAST_R15,294,294,0,0,2.6460174478397316,1.9217782037461941,1.1139483782759831
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_pct,FOOD_H0_FAST_R18,294,294,0,0,2.6834919714795253,1.959975842869395,1.1701366632912131
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_pct,FOOD_H0_SELECT_R18,294,294,0,0,2.751356528372618,2.0035273981596586,1.2203248205803785
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_pct,FOOD_H0_SLOW_R18,294,294,0,0,2.751356528372618,2.0035273981596586,1.2203248205803785
primary_control_calendar,recent_origins,0,pooled_h1_12,cumulative_pct,STATE_FAST_R15,294,294,0,0,2.6796043642412424,1.9482740705383692,1.1235647829245639
common,recent_origins,0,pooled_h1_12,cumulative_pct,FOOD_H0_FAST_R18,294,294,0,0,2.6834919714795253,1.959975842869395,1.1701366632912131
common,recent_origins,0,pooled_h1_12,cumulative_pct,FOOD_H0_SELECT_R18,294,294,0,0,2.751356528372618,2.0035273981596586,1.2203248205803785
common,recent_origins,0,pooled_h1_12,cumulative_pct,FOOD_H0_SLOW_R18,294,294,0,0,2.751356528372618,2.0035273981596586,1.2203248205803785
common,recent_origins,0,pooled_h1_12,cumulative_pct,STATE_FAST_R15,294,294,0,0,2.6796043642412424,1.9482740705383692,1.1235647829245639
primary_control_calendar,recent_origins,1,h1,mm,FOOD_H0_FAST_R18,30,30,0,0,0.8721119658377027,0.7451394763004021,0.13536611349725503
primary_control_calendar,recent_origins,1,h1,mm,FOOD_H0_SELECT_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
primary_control_calendar,recent_origins,1,h1,mm,FOOD_H0_SLOW_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
primary_control_calendar,recent_origins,1,h1,mm,STATE_FAST_R15,30,30,0,0,0.7944659037807149,0.6813121289377926,0.11753931873270111
common,recent_origins,1,h1,mm,FOOD_H0_FAST_R18,30,30,0,0,0.8721119658377027,0.7451394763004021,0.13536611349725503
common,recent_origins,1,h1,mm,FOOD_H0_SELECT_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
common,recent_origins,1,h1,mm,FOOD_H0_SLOW_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
common,recent_origins,1,h1,mm,STATE_FAST_R15,30,30,0,0,0.7944659037807149,0.6813121289377926,0.11753931873270111
primary_control_calendar,recent_origins,1,h1,cumulative_log,FOOD_H0_FAST_R18,30,30,0,0,0.8699588545877467,0.7436020026539955,0.1389251379722233
primary_control_calendar,recent_origins,1,h1,cumulative_log,FOOD_H0_SELECT_R18,30,30,0,0,0.8489410036670604,0.7279082280870646,0.13358527439020243
primary_control_calendar,recent_origins,1,h1,cumulative_log,FOOD_H0_SLOW_R18,30,30,0,0,0.8489410036670604,0.7279082280870646,0.13358527439020243
primary_control_calendar,recent_origins,1,h1,cumulative_log,STATE_FAST_R15,30,30,0,0,0.7932835099398636,0.6803965586771077,0.12111865703157039
common,recent_origins,1,h1,cumulative_log,FOOD_H0_FAST_R18,30,30,0,0,0.8699588545877467,0.7436020026539955,0.1389251379722233
common,recent_origins,1,h1,cumulative_log,FOOD_H0_SELECT_R18,30,30,0,0,0.8489410036670604,0.7279082280870646,0.13358527439020243
common,recent_origins,1,h1,cumulative_log,FOOD_H0_SLOW_R18,30,30,0,0,0.8489410036670604,0.7279082280870646,0.13358527439020243
common,recent_origins,1,h1,cumulative_log,STATE_FAST_R15,30,30,0,0,0.7932835099398636,0.6803965586771077,0.12111865703157039
primary_control_calendar,recent_origins,1,h1,cumulative_pct,FOOD_H0_FAST_R18,30,30,0,0,0.8721119658377027,0.7451394763004021,0.13536611349725503
primary_control_calendar,recent_origins,1,h1,cumulative_pct,FOOD_H0_SELECT_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
primary_control_calendar,recent_origins,1,h1,cumulative_pct,FOOD_H0_SLOW_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
primary_control_calendar,recent_origins,1,h1,cumulative_pct,STATE_FAST_R15,30,30,0,0,0.794465903780715,0.6813121289377926,0.11753931873270108
common,recent_origins,1,h1,cumulative_pct,FOOD_H0_FAST_R18,30,30,0,0,0.8721119658377027,0.7451394763004021,0.13536611349725503
common,recent_origins,1,h1,cumulative_pct,FOOD_H0_SELECT_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
common,recent_origins,1,h1,cumulative_pct,FOOD_H0_SLOW_R18,30,30,0,0,0.850838590540939,0.729292311488856,0.1299796451652359
common,recent_origins,1,h1,cumulative_pct,STATE_FAST_R15,30,30,0,0,0.794465903780715,0.6813121289377926,0.11753931873270108
primary_control_calendar,recent_origins,2,h2,mm,FOOD_H0_FAST_R18,29,29,0,0,0.8321068752721059,0.7166024024991,0.14857435569651853
primary_control_calendar,recent_origins,2,h2,mm,FOOD_H0_SELECT_R18,29,29,0,0,0.837098150954551,0.7195824499486724,0.15085890349458875
primary_control_calendar,recent_origins,2,h2,mm,FOOD_H0_SLOW_R18,29,29,0,0,0.837098150954551,0.7195824499486724,0.15085890349458875
primary_control_calendar,recent_origins,2,h2,mm,STATE_FAST_R15,29,29,0,0,0.8261639091525323,0.7073628866274491,0.13975674259888388
common,recent_origins,2,h2,mm,FOOD_H0_FAST_R18,29,29,0,0,0.8321068752721059,0.7166024024991,0.14857435569651853
common,recent_origins,2,h2,mm,FOOD_H0_SELECT_R18,29,29,0,0,0.837098150954551,0.7195824499486724,0.15085890349458875
common,recent_origins,2,h2,mm,FOOD_H0_SLOW_R18,29,29,0,0,0.837098150954551,0.7195824499486724,0.15085890349458875
common,recent_origins,2,h2,mm,STATE_FAST_R15,29,29,0,0,0.8261639091525323,0.7073628866274491,0.13975674259888388
primary_control_calendar,recent_origins,2,h2,cumulative_log,FOOD_H0_FAST_R18,29,29,0,0,1.1212646989416928,0.8399002168101931,0.3085082142918439
primary_control_calendar,recent_origins,2,h2,cumulative_log,FOOD_H0_SELECT_R18,29,29,0,0,1.1170047803418506,0.8369807530842241,0.30543471957213447
primary_control_calendar,recent_origins,2,h2,cumulative_log,FOOD_H0_SLOW_R18,29,29,0,0,1.1170047803418506,0.8369807530842241,0.30543471957213447
primary_control_calendar,recent_origins,2,h2,cumulative_log,STATE_FAST_R15,29,29,0,0,1.0148973517998727,0.8047147627286436,0.2817258227323745
common,recent_origins,2,h2,cumulative_log,FOOD_H0_FAST_R18,29,29,0,0,1.1212646989416928,0.8399002168101931,0.3085082142918439
common,recent_origins,2,h2,cumulative_log,FOOD_H0_SELECT_R18,29,29,0,0,1.1170047803418506,0.8369807530842241,0.30543471957213447
common,recent_origins,2,h2,cumulative_log,FOOD_H0_SLOW_R18,29,29,0,0,1.1170047803418506,0.8369807530842241,0.30543471957213447
common,recent_origins,2,h2,cumulative_log,STATE_FAST_R15,29,29,0,0,1.0148973517998727,0.8047147627286436,0.2817258227323745
primary_control_calendar,recent_origins,2,h2,cumulative_pct,FOOD_H0_FAST_R18,29,29,0,0,1.1189248347697311,0.8394573411072059,0.3062726073916593
primary_control_calendar,recent_origins,2,h2,cumulative_pct,FOOD_H0_SELECT_R18,29,29,0,0,1.1146340626574025,0.8365358208510693,0.30317434353266975
primary_control_calendar,recent_origins,2,h2,cumulative_pct,FOOD_H0_SLOW_R18,29,29,0,0,1.1146340626574025,0.8365358208510693,0.30317434353266975
primary_control_calendar,recent_origins,2,h2,cumulative_pct,STATE_FAST_R15,29,29,0,0,1.0127983673242298,0.8044696296929028,0.27978214397528184
common,recent_origins,2,h2,cumulative_pct,FOOD_H0_FAST_R18,29,29,0,0,1.1189248347697311,0.8394573411072059,0.3062726073916593
common,recent_origins,2,h2,cumulative_pct,FOOD_H0_SELECT_R18,29,29,0,0,1.1146340626574025,0.8365358208510693,0.30317434353266975
common,recent_origins,2,h2,cumulative_pct,FOOD_H0_SLOW_R18,29,29,0,0,1.1146340626574025,0.8365358208510693,0.30317434353266975
common,recent_origins,2,h2,cumulative_pct,STATE_FAST_R15,29,29,0,0,1.0127983673242298,0.8044696296929028,0.27978214397528184
primary_control_calendar,recent_origins,3,h3,mm,FOOD_H0_FAST_R18,28,28,0,0,0.8122586822903011,0.6899769971404937,0.15659452131021775
primary_control_calendar,recent_origins,3,h3,mm,FOOD_H0_SELECT_R18,28,28,0,0,0.7841358412880259,0.6604734509448784,0.1607695608691124
primary_control_calendar,recent_origins,3,h3,mm,FOOD_H0_SLOW_R18,28,28,0,0,0.7841358412880259,0.6604734509448784,0.1607695608691124
primary_control_calendar,recent_origins,3,h3,mm,STATE_FAST_R15,28,28,0,0,0.8347513201555876,0.7107477321407006,0.15313478158992003
common,recent_origins,3,h3,mm,FOOD_H0_FAST_R18,28,28,0,0,0.8122586822903011,0.6899769971404937,0.15659452131021775
common,recent_origins,3,h3,mm,FOOD_H0_SELECT_R18,28,28,0,0,0.7841358412880259,0.6604734509448784,0.1607695608691124
common,recent_origins,3,h3,mm,FOOD_H0_SLOW_R18,28,28,0,0,0.7841358412880259,0.6604734509448784,0.1607695608691124
common,recent_origins,3,h3,mm,STATE_FAST_R15,28,28,0,0,0.8347513201555876,0.7107477321407006,0.15313478158992003
primary_control_calendar,recent_origins,3,h3,cumulative_log,FOOD_H0_FAST_R18,28,28,0,0,1.3106140495971261,1.0657698738822097,0.44433543138935416
primary_control_calendar,recent_origins,3,h3,cumulative_log,FOOD_H0_SELECT_R18,28,28,0,0,1.3218303937524736,1.0674421181988627,0.44551310293922297
primary_control_calendar,recent_origins,3,h3,cumulative_log,FOOD_H0_SLOW_R18,28,28,0,0,1.3218303937524736,1.0674421181988627,0.44551310293922297
primary_control_calendar,recent_origins,3,h3,cumulative_log,STATE_FAST_R15,28,28,0,0,1.3101974221597286,1.0600232688461682,0.42000462223683716
common,recent_origins,3,h3,cumulative_log,FOOD_H0_FAST_R18,28,28,0,0,1.3106140495971261,1.0657698738822097,0.44433543138935416
