origin,model,rho,as_of,beta,beta_unbounded,theta,scale,ridge,n_origins,n_rows,status,reason,training_rmse
2024-12,FOOD_H0_SLOW_R18,0.9,2025-01-12T23:59:00+01:00,0.44425512198717654,0.44425512198717654,0.10482391740240447,0.23595432492375457,1.0,58,696,estimated,,1.2204142253004988
2025-01,FOOD_H0_FAST_R18,0.5,2025-02-05T23:59:00+01:00,1.0,1.108347677529697,0.07689610058805792,0.069379042467473,1.0,59,708,estimated,,1.2234524166047256
2025-01,FOOD_H0_SLOW_R18,0.9,2025-02-05T23:59:00+01:00,0.44415084009535905,0.44415084009535905,0.10571440550427322,0.23801464718962678,1.0,59,708,estimated,,1.2164849645112763
2025-02,FOOD_H0_FAST_R18,0.5,2025-03-04T23:59:00+01:00,1.0,1.0642323572750654,0.07413591315615578,0.06966139739067748,1.0,60,720,estimated,,1.2183079336604208
2025-02,FOOD_H0_SLOW_R18,0.9,2025-03-04T23:59:00+01:00,0.435126850110446,0.435126850110446,0.1039880530852677,0.2389833058081177,1.0,60,720,estimated,,1.2114613533288117
2025-03,FOOD_H0_FAST_R18,0.5,2025-04-03T23:59:00+02:00,1.0,1.0603028847695064,0.07366287570165779,0.06947342760240718,1.0,60,720,estimated,,1.2199346998447709
2025-03,FOOD_H0_SLOW_R18,0.9,2025-04-03T23:59:00+02:00,0.42963628032562756,0.42963628032562756,0.10239884459428801,0.2383384487843495,1.0,60,720,estimated,,1.213436440225843
2025-04,FOOD_H0_FAST_R18,0.5,2025-05-05T23:59:00+02:00,1.0,1.0697710793089306,0.07410615320473445,0.06927290766974822,1.0,60,720,estimated,,1.2206759516620613
2025-04,FOOD_H0_SLOW_R18,0.9,2025-05-05T23:59:00+02:00,0.42799130244162975,0.42799130244162975,0.10171236273242745,0.2376505367099117,1.0,60,720,estimated,,1.2143924505142751
2025-05,FOOD_H0_FAST_R18,0.5,2025-06-03T23:59:00+02:00,0.8821700833577973,0.8821700833577973,0.06433850589126379,0.07293208770623077,1.0,60,720,estimated,,1.2211335963086642
2025-05,FOOD_H0_SLOW_R18,0.9,2025-06-03T23:59:00+02:00,0.37705996298864514,0.37705996298864514,0.09434186305934467,0.25020387291075424,1.0,60,720,estimated,,1.2152713395279953
2025-06,FOOD_H0_FAST_R18,0.5,2025-07-03T23:59:00+02:00,0.8838379975059228,0.8838379975059228,0.0646428921198095,0.07313884705367209,1.0,60,720,estimated,,1.221446811784366
2025-06,FOOD_H0_SLOW_R18,0.9,2025-07-03T23:59:00+02:00,0.38511857193984694,0.38511857193984694,0.09663132948403909,0.25091319018271674,1.0,60,720,estimated,,1.2150948864222388
2025-07,FOOD_H0_FAST_R18,0.5,2025-08-04T23:59:00+02:00,0.8922214600277254,0.8922214600277254,0.06525555334464432,0.07313829163290528,1.0,60,720,estimated,,1.2216083944478073
2025-07,FOOD_H0_SLOW_R18,0.9,2025-08-04T23:59:00+02:00,0.3857753723150273,0.3857753723150273,0.09679539428590914,0.2509112847329851,1.0,60,720,estimated,,1.2153163728212515
2025-08,FOOD_H0_FAST_R18,0.5,2025-09-03T23:59:00+02:00,0.8521899413597984,0.8521899413597984,0.06227970056471547,0.07308194751200507,1.0,60,720,estimated,,1.221338786353543
2025-08,FOOD_H0_SLOW_R18,0.9,2025-09-03T23:59:00+02:00,0.3742058302066094,0.3742058302066094,0.0938201329345902,0.25071798823334607,1.0,60,720,estimated,,1.21527694881753
2025-09,FOOD_H0_FAST_R18,0.5,2025-10-05T23:59:00+02:00,0.8669385100101114,0.8669385100101114,0.0632053227714198,0.07290635038312304,1.0,60,720,estimated,,1.2198876405612833
2025-09,FOOD_H0_SLOW_R18,0.9,2025-10-05T23:59:00+02:00,0.372593248020473,0.372593248020473,0.09319137535383845,0.2501155773727758,1.0,60,720,estimated,,1.214107366237876
2025-10,FOOD_H0_FAST_R18,0.5,2025-11-04T23:59:00+01:00,0.9218001679296085,0.9218001679296085,0.06772702048560435,0.07347256253784518,1.0,60,720,estimated,,1.2163514170159597
2025-10,FOOD_H0_SLOW_R18,0.9,2025-11-04T23:59:00+01:00,0.38607063092366917,0.38607063092366917,0.09731220981051812,0.25205804849154123,1.0,60,720,estimated,,1.210315090814655
2025-11,FOOD_H0_FAST_R18,0.5,2025-12-03T23:59:00+01:00,0.8996702671911018,0.8996702671911018,0.06619083290175126,0.07357232456776462,1.0,60,720,estimated,,1.2142492457123815
2025-11,FOOD_H0_SLOW_R18,0.9,2025-12-03T23:59:00+01:00,0.3804487501065709,0.3804487501065709,0.09602537724901966,0.252400296287269,1.0,60,720,estimated,,1.2082558878674339
2025-12,FOOD_H0_FAST_R18,0.5,2026-01-06T23:59:00+01:00,0.8928679210108611,0.8928679210108611,0.06467266009589946,0.07243250493609431,1.0,60,720,estimated,,1.2141428231501235
2025-12,FOOD_H0_SLOW_R18,0.9,2026-01-06T23:59:00+01:00,0.3891152457189344,0.3891152457189344,0.09669124092905466,0.24848998334775257,1.0,60,720,estimated,,1.207742880617141
2026-01,FOOD_H0_FAST_R18,0.5,2026-02-04T23:59:00+01:00,0.8862979372402786,0.8862979372402786,0.06445235793337592,0.07272087096813659,1.0,60,720,estimated,,1.212452512952017
2026-01,FOOD_H0_SLOW_R18,0.9,2026-02-04T23:59:00+01:00,0.38941738628439226,0.38941738628439226,0.0971515628909329,0.2494792639278384,1.0,60,720,estimated,,1.2058972331740063
2026-02,FOOD_H0_FAST_R18,0.5,2026-03-03T23:59:00+01:00,0.8213013425111053,0.8213013425111053,0.06078687113682878,0.07401287200015363,1.0,60,720,estimated,,1.209429541983902
2026-02,FOOD_H0_SLOW_R18,0.9,2026-03-03T23:59:00+01:00,0.3640969059838285,0.3640969059838285,0.09244844861570817,0.2539116567494652,1.0,60,720,estimated,,1.203397191777035
2026-03,FOOD_H0_FAST_R18,0.5,2026-04-06T23:59:00+02:00,0.8134267541895905,0.8134267541895905,0.06016901257103036,0.07396979784735036,1.0,60,720,estimated,,1.2080006982869749
2026-03,FOOD_H0_SLOW_R18,0.9,2026-04-06T23:59:00+02:00,0.36517984434065925,0.36517984434065925,0.09266945593514903,0.25376388475784006,1.0,60,720,estimated,,1.2018168467338055
2026-04,FOOD_H0_FAST_R18,0.5,2026-05-05T23:59:00+02:00,0.8307970752074697,0.8307970752074697,0.06121256892105341,0.07367932645377595,1.0,60,720,estimated,,1.2063564791872667
2026-04,FOOD_H0_SLOW_R18,0.9,2026-05-05T23:59:00+02:00,0.3632747735929585,0.3632747735929585,0.09182401326297683,0.25276738143635497,1.0,60,720,estimated,,1.2005173644823652
2026-05,FOOD_H0_FAST_R18,0.5,2026-06-03T23:59:00+02:00,0.8327023310195381,0.8327023310195381,0.061644018739587775,0.07402887735898675,1.0,60,720,estimated,,1.2045443075613846
2026-05,FOOD_H0_SLOW_R18,0.9,2026-06-03T23:59:00+02:00,0.3539485704115285,0.3539485704115285,0.0898911027568728,0.2539665654034379,1.0,60,720,estimated,,1.1992021151386847
2026-06,FOOD_H0_FAST_R18,0.5,2026-07-06T23:59:00+02:00,0.7853836899212986,0.7853836899212986,0.05877046572247257,0.07483026000751533,1.0,60,720,estimated,,1.2024570027085841
2026-06,FOOD_H0_SLOW_R18,0.9,2026-07-06T23:59:00+02:00,0.32258085377760165,0.32258085377760165,0.082811609123538,0.2567158222621333,1.0,60,720,estimated,,1.19820342950174
2026-07,FOOD_H0_FAST_R18,0.5,2026-08-04T23:59:00+02:00,0.7674128150729601,0.7674128150729601,0.05730211876844379,0.07466922319116591,1.0,60,720,estimated,,1.202044491161774
2026-07,FOOD_H0_SLOW_R18,0.9,2026-08-04T23:59:00+02:00,0.31814458572499354,0.31814458572499354,0.08149698687840985,0.25616336261920997,1.0,60,720,estimated,,1.1978465179511304
