fit_origin,model,fit_as_of,origin,feature_as_of,target,previous_release,current_release,actual_log,h,signal,profile,x,baseline_log,error
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-03,2019-03-11T09:00:00+01:00,2019-04-10T09:00:00+02:00,0.0,1,0.2935985821853497,0.5,0.14679929109267484,-0.19135293939376602,0.19135293939376602
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-04,2019-04-10T09:00:00+02:00,2019-05-13T09:00:00+02:00,-0.6526829696684437,2,0.2935985821853497,0.25,0.07339964554633742,-0.21062137390139696,-0.4420615957670468
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-05,2019-05-13T09:00:00+02:00,2019-06-11T09:00:00+02:00,1.945406419814402,3,0.2935985821853497,0.125,0.03669982277316871,0.307435836394298,1.6379705834201042
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-06,2019-06-11T09:00:00+02:00,2019-07-11T09:00:00+02:00,0.3663007758737242,4,0.2935985821853497,0.0625,0.018349911386584355,0.028712813672691018,0.3375879622010332
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-07,2019-07-11T09:00:00+02:00,2019-08-12T09:00:00+02:00,-0.5499555566038659,5,0.2935985821853497,0.03125,0.009174955693292177,-0.16392093236272198,-0.3860346242411439
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-08,2019-08-12T09:00:00+02:00,2019-09-10T09:00:00+02:00,-0.2761161441327946,6,0.2935985821853497,0.015625,0.004587477846646089,-0.5639696921244144,0.2878535479916198
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-09,2019-09-10T09:00:00+02:00,2019-10-10T09:00:00+02:00,-0.5545300716425263,7,0.2935985821853497,0.0078125,0.0022937389233230444,0.4185190782963961,-0.9730491499389224
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-10,2019-10-10T09:00:00+02:00,2019-11-11T09:00:00+01:00,0.8306462157753209,8,0.2935985821853497,0.00390625,0.0011468694616615222,0.37399262939376415,0.4566535863815568
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-11,2019-11-11T09:00:00+01:00,2019-12-10T09:00:00+01:00,1.1877709306792035,9,0.2935985821853497,0.001953125,0.0005734347308307611,0.09242812087004589,1.0953428098091575
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2019-12,2019-12-10T09:00:00+01:00,2020-01-13T09:00:00+01:00,0.7239850627687172,10,0.2935985821853497,0.0009765625,0.00028671736541538054,0.39586906637404873,0.3281159963946685
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2020-01,2020-01-13T09:00:00+01:00,2020-02-14T09:00:00+01:00,2.317394256513605,11,0.2935985821853497,0.00048828125,0.00014335868270769027,1.1006865941487458,1.2167076623648594
2020-03,FOOD_H0_FAST_R18,2020-04-13T23:59:00+02:00,2019-02,2019-03-10T23:59:00+01:00,2020-02,2020-02-14T09:00:00+01:00,2020-03-10T09:00:00+01:00,0.0,12,0.2935985821853497,0.000244140625,7.167934135384514e-05,0.30366943792530054,-0.30366943792530054
