origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,core_mm_forecast,core_mm_actual,core_cumulative_log_forecast,core_cumulative_log_actual,headline_yy_forecast_finite,headline_yy_actual_finite,headline_mm_forecast_finite,headline_mm_actual_finite,headline_cumulative_log_forecast_finite,headline_cumulative_log_actual_finite,core_mm_forecast_finite,core_mm_actual_finite,core_cumulative_log_forecast_finite,core_cumulative_log_actual_finite
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,CORE_FAST_H0_R17,0.1647465912624387,0.1831501831501825,3.207547169811327,3.145064673252726,1.7469811861388123,1.938224035122816,0.29262060119380007,0.1,2.797453763709052,1.6875691123159007,True,True,True,True,True,True,True,True,True,True
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,CORE_FAST_H0_R17,0.8680841953446873,1.4625228519195457,3.6414565826330487,2.971874620575959,2.6113191950561263,3.3901551675681305,0.3988592845907655,0.8,3.1955197134819997,2.484386077233588,True,True,True,True,True,True,True,True,True,True
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,CORE_FAST_H0_R17,0.3448780342643371,0.2702702702702675,3.7278657968313063,2.999715375016489,2.9556038888371874,3.660060864484629,0.41039661813105244,0.7,3.605076501663881,3.1819474508761125,True,True,True,True,True,True,True,True,True,True
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0,,0.3,,,True,True,True,True,True,True,False,True,False,False
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.08793277023586651,0.1863932898415576,2.969348659003822,3.0026731061868968,0.087894132024234,0.18621979310646208,0.18189015798695404,-0.1,0.18172493815449628,-0.10005003335835334,True,True,True,True,True,True,True,True,True,True
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.3129581773405505,0.0930232558139509,2.769818529130847,3.0289681412725544,0.40036361460230824,0.2791998091031148,0.5397359817769882,0.4,0.7200095652614542,0.299152093595392,True,True,True,True,True,True,True,True,True,True
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.2524639355370167,0.6505576208178487,2.9467680608364977,2.798161452516623,0.6525093953172069,0.9276504370292084,0.2582829605868167,0.1,0.9779595486353237,0.39910212690374536,True,True,True,True,True,True,True,True,True,True
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.18255501685814127,0.1846722068328699,2.7462121212121224,2.5957268328289875,0.8348979830235082,1.112152334386138,0.32825923792849965,0.3,1.305681192075184,0.6986530248835933,True,True,True,True,True,True,True,True,True,True
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.35005161911640165,0.3686635944700533,2.9300567107750517,2.7602431630941657,1.1843383475154794,1.4801380302261997,0.5955537929166855,1.0,1.8994685732091836,1.6936861102004017,True,True,True,True,True,True,True,True,True,True
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.06334808565958945,0.0918273645546419,2.9272898961284195,2.7282431717985123,1.247666376745081,1.571923259249096,0.28628375217877694,0.2,2.1853433138905114,1.8934863764677075,True,True,True,True,True,True,True,True,True,True
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,-0.07138318372684704,-0.5504587155963248,2.6515151515151705,2.946545755330262,1.1762577030925703,1.019943936889315,-0.25283900393498415,-0.9,1.9321841323428495,0.989411911252801,True,True,True,True,True,True,True,True,True,True
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.34056505977350915,0.4612546125461358,2.735849056603792,2.9073451705282896,1.5162441533887052,1.4801380302262204,0.49388449552732583,0.6,2.4248530192210214,1.5876190790075473,True,True,True,True,True,True,True,True,True,True
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.10001870178674191,0.2754820936639035,3.116147308781873,3.1075430282188012,1.6162128697989515,1.7552413674152,0.14229531055472047,0.0,2.5670471859359707,1.5876190790075473,True,True,True,True,True,True,True,True,True,True
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.17569463518900486,0.1831501831501825,3.207547169811327,3.191255282389111,1.7917533425075107,1.938224035122816,0.31262256724183574,0.1,2.87918210489811,1.6875691123159007,True,True,True,True,True,True,True,True,True,True
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.8802719238643789,1.4625228519195457,3.6414565826330487,3.0304351693320255,2.66817346080996,3.3901551675681305,0.42112614191146025,0.8,3.2994239923544075,2.484386077233588,True,True,True,True,True,True,True,True,True,True
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,CORE_NEWS_H0_R17,0.35823997798889595,0.2702702702702675,3.7278657968313063,3.072015019359904,3.0257732877853982,3.660060864484629,0.4348087548110901,0.7,3.7332901851396265,3.1819474508761125,True,True,True,True,True,True,True,True,True,True
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0,,0.3,,,True,True,True,True,True,True,False,True,False,False
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.08793277023586651,0.1863932898415576,2.969348659003822,3.0026731061868968,0.087894132024234,0.18621979310646208,0.18189015798695404,-0.1,0.18172493815449628,-0.10005003335835334,True,True,True,True,True,True,True,True,True,True
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.3129581773405505,0.0930232558139509,2.769818529130847,3.0289681412725544,0.40036361460230824,0.2791998091031148,0.5397359817769882,0.4,0.7200095652614542,0.299152093595392,True,True,True,True,True,True,True,True,True,True
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.2524639355370167,0.6505576208178487,2.9467680608364977,2.798161452516623,0.6525093953172069,0.9276504370292084,0.2582829605868167,0.1,0.9779595486353237,0.39910212690374536,True,True,True,True,True,True,True,True,True,True
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.18255501685814127,0.1846722068328699,2.7462121212121224,2.5957268328289875,0.8348979830235082,1.112152334386138,0.32825923792849965,0.3,1.305681192075184,0.6986530248835933,True,True,True,True,True,True,True,True,True,True
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.35005161911640165,0.3686635944700533,2.9300567107750517,2.7602431630941657,1.1843383475154794,1.4801380302261997,0.5955537929166855,1.0,1.8994685732091836,1.6936861102004017,True,True,True,True,True,True,True,True,True,True
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.06334808565958945,0.0918273645546419,2.9272898961284195,2.7282431717985123,1.247666376745081,1.571923259249096,0.28628375217877694,0.2,2.1853433138905114,1.8934863764677075,True,True,True,True,True,True,True,True,True,True
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,-0.07138318372684704,-0.5504587155963248,2.6515151515151705,2.946545755330262,1.1762577030925703,1.019943936889315,-0.25283900393498415,-0.9,1.9321841323428495,0.989411911252801,True,True,True,True,True,True,True,True,True,True
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.34056505977350915,0.4612546125461358,2.735849056603792,2.9073451705282896,1.5162441533887052,1.4801380302262204,0.49388449552732583,0.6,2.4248530192210214,1.5876190790075473,True,True,True,True,True,True,True,True,True,True
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.10001870178674191,0.2754820936639035,3.116147308781873,3.1075430282188012,1.6162128697989515,1.7552413674152,0.14229531055472047,0.0,2.5670471859359707,1.5876190790075473,True,True,True,True,True,True,True,True,True,True
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.17569463518900486,0.1831501831501825,3.207547169811327,3.191255282389111,1.7917533425075107,1.938224035122816,0.31262256724183574,0.1,2.87918210489811,1.6875691123159007,True,True,True,True,True,True,True,True,True,True
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.8802719238643789,1.4625228519195457,3.6414565826330487,3.0304351693320255,2.66817346080996,3.3901551675681305,0.42112614191146025,0.8,3.2994239923544075,2.484386077233588,True,True,True,True,True,True,True,True,True,True
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,CORE_NEWS_R17,0.35823997798889595,0.2702702702702675,3.7278657968313063,3.072015019359904,3.0257732877853982,3.660060864484629,0.4348087548110901,0.7,3.7332901851396265,3.1819474508761125,True,True,True,True,True,True,True,True,True,True
2019-02,0,2019-02,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.3177548805881821,0.1867413632119507,2.6794258373205744,2.8136990211578414,0.0,0.0,,0.3,,,True,True,True,True,True,True,False,True,False,False
2019-02,1,2019-03,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.08797382974914601,0.1863932898415576,2.969348659003822,3.002715361426936,0.08793515545605145,0.18621979310646208,0.18196517330440015,-0.1,0.1817998172461589,-0.10005003335835334,True,True,True,True,True,True,True,True,True,True
2019-02,2,2019-04,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.31300161152523076,0.0930232558139509,2.769818529130847,3.029055017499109,0.40044793670267875,0.2791998091031148,0.5398153355951795,0.4,0.7201633721383357,0.299152093595392,True,True,True,True,True,True,True,True,True,True
2019-02,3,2019-05,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.25250932946448085,0.6505576208178487,2.9467680608364977,2.79829468077074,0.6526389970200979,0.9276504370292084,0.25836589483534694,0.1,0.9781960760733195,0.39910212690374536,True,True,True,True,True,True,True,True,True,True
2019-02,4,2019-06,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.182602397619599,0.1846722068328699,2.7462121212121224,2.5959083208442526,0.8350748791383309,1.112152334386138,0.3283458021027361,0.3,1.3060040004250084,0.6986530248835933,True,True,True,True,True,True,True,True,True,True
2019-02,5,2019-07,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.350100969604679,0.3686635944700533,2.9300567107750517,2.7604754780025167,1.184564421956916,1.4801380302261997,0.5956439557619937,1.0,1.8998810105749064,1.6936861102004017,True,True,True,True,True,True,True,True,True,True
2019-02,6,2019-08,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.06339901533011734,0.0918273645546419,2.9272898961284195,2.7285277005147717,1.2479433486015468,1.571923259249096,0.28637680017416034,0.2,2.185848533587712,1.8934863764677075,True,True,True,True,True,True,True,True,True,True
2019-02,7,2019-09,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,-0.07133090428627174,-0.5504587155963248,2.6515151515151705,2.9468847471572484,1.1765869917213134,1.019943936889315,-0.25274348992331125,-0.9,1.932785108114698,0.989411911252801,True,True,True,True,True,True,True,True,True,True
2019-02,8,2019-10,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.34061927487492016,0.4612546125461358,2.735849056603792,2.9077396354157794,1.5166274730932474,1.4801380302262204,0.4939835459718608,0.6,2.425552558598226,1.5876190790075473,True,True,True,True,True,True,True,True,True,True
2019-02,9,2019-11,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.10007418146694373,0.2754820936639035,3.116147308781873,3.107995407302524,1.6166516137337255,1.7552413674152,0.1423966713719766,0.0,2.5678479420524614,1.5876190790075473,True,True,True,True,True,True,True,True,True,True
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.17575158696703674,0.1831501831501825,3.207547169811327,3.1917666951947967,1.7922489383184315,1.938224035122816,0.31272661756700887,0.1,2.8800865870149246,1.6875691123159007,True,True,True,True,True,True,True,True,True,True
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.8803302425766082,1.4625228519195457,3.6414565826330487,3.0310053471310927,2.66872686643271,3.3901551675681305,0.42123268961165217,0.8,3.3004345752965776,2.484386077233588,True,True,True,True,True,True,True,True,True,True
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,CORE_ROBUST_R17,0.35829954093548344,0.2702702702702675,3.7278657968313063,3.0726466011844047,3.026386043720515,3.660060864484629,0.4349175757149297,0.7,3.7344091178125676,3.1819474508761125,True,True,True,True,True,True,True,True,True,True
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,,-0.1,,,True,True,True,True,True,True,False,True,False,False
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.3442600404465341,0.0930232558139509,2.769818529130847,2.9383756042254587,0.3436688220664942,0.09298001599665273,0.4889012938078136,0.4,0.48771005251734584,0.39920212695374535,True,True,True,True,True,True,True,True,True,True
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.23246157501103973,0.6505576208178487,2.9467680608364977,2.6872796186290566,0.5758606231578298,0.7414306439227463,0.2065154388178995,0.1,0.6940125413355787,0.49915216026209863,True,True,True,True,True,True,True,True,True,True
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.16083372477910707,0.1846722068328699,2.7462121212121224,2.46284283699846,0.7365651490135482,0.925932541279676,0.27507188630767787,0.3,0.9687067972748828,0.7987030582419465,True,True,True,True,True,True,True,True,True,True
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.3252186420307566,0.3686635944700533,2.9300567107750517,2.6017496075901287,1.0612560990110602,1.2939182371197377,0.5406166866231327,1.0,1.5078673974288967,1.7937361435587549,True,True,True,True,True,True,True,True,True,True
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.035637665023952575,0.0918273645546419,2.9272898961284195,2.541394442869287,1.0968874153274804,1.3857034661426337,0.22976128738662352,0.2,1.737365137179375,1.9935364098260604,True,True,True,True,True,True,True,True,True,True
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,-0.10347967889885837,-0.5504587155963248,2.6515151515151705,2.726294269369255,0.9933541592447092,0.8337241437828525,-0.31089923264228486,-0.9,1.4259816088312192,1.089461944611154,True,True,True,True,True,True,True,True,True,True
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.3096879632396604,0.4612546125461358,2.735849056603792,2.6555783501138084,1.3025635770553312,1.293918237119758,0.4334786644519961,0.6,1.8585234607996748,1.6876691123659002,True,True,True,True,True,True,True,True,True,True
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.06696959852272216,0.2754820936639035,3.116147308781873,2.821327631278391,1.369510760949188,1.5690215743087381,0.08017353228377344,0.0,1.9386648712746999,1.6876691123659002,True,True,True,True,True,True,True,True,True,True
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.14193007298556803,0.1831501831501825,3.207547169811327,2.8701230901994137,1.5113402084073382,1.752004242016354,0.24846636066342578,0.1,2.1868230646320583,1.7876191456742536,True,True,True,True,True,True,True,True,True,True
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.8423227053180146,1.4625228519195457,3.6414565826330487,2.6711659977734494,2.3501351721614676,3.2039353744616688,0.3549903672626865,0.8,2.5411848283060356,2.584436110591941,True,True,True,True,True,True,True,True,True,True
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.3012444419034991,0.2702702702702675,3.7278657968313063,2.7885085167498462,2.6509267821887184,3.473841071378167,0.3634727060411005,0.7,2.9039985685979945,3.2819974842344655,True,True,True,True,True,True,True,True,True,True
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,CORE_FAST_H0_R17,0.042907053292615766,-0.0898472596585708,3.4418604651162905,2.730436099051507,2.69382463303746,3.3839534248764616,0.1262728483702088,-0.3,3.030191759856843,2.9815465822045932,True,True,True,True,True,True,True,True,True,True
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,,-0.1,,,True,True,True,True,True,True,False,True,False,False
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.3479520900107638,0.0930232558139509,2.769818529130847,2.9421631012346436,0.34734813729796543,0.09298001599665273,0.49559207009086836,0.4,0.4943680550065351,0.39920212695374535,True,True,True,True,True,True,True,True,True,True
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.237157771913264,0.6505576208178487,2.9467680608364977,2.6958692665021595,0.5842251339998703,0.7414306439227463,0.21502594289086216,0.1,0.709163147982391,0.49915216026209863,True,True,True,True,True,True,True,True,True,True
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.16652205297137398,0.1846722068328699,2.7462121212121224,2.4772332615627515,0.7506086927282697,0.925932541279676,0.2853803425450445,0.3,0.9941370539044163,0.7987030582419465,True,True,True,True,True,True,True,True,True,True
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.33188361906765523,0.3686635944700533,2.9300567107750517,2.622976713710202,1.081942793617772,1.2939182371197377,0.5526950375525544,1.0,1.5453103369670624,1.7937361435587549,True,True,True,True,True,True,True,True,True,True
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.04320837049735109,0.0918273645546419,2.9272898961284195,2.570371009090553,1.1251418319867947,1.3857034661426337,0.24348101019808446,0.2,1.788495412419444,1.9935364098260604,True,True,True,True,True,True,True,True,True,True
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,-0.09506208188227241,-0.5504587155963248,2.6515151515151705,2.763981574125795,1.0300345374517996,0.8337241437828525,-0.29564476286903435,-0.9,1.4924127571377224,1.089461944611154,True,True,True,True,True,True,True,True,True,True
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.31902809738230653,0.4612546125461358,2.735849056603792,2.7028017849989046,1.3485548199609443,1.293918237119758,0.45040496701511024,0.6,1.9418064364376557,1.6876691123659002,True,True,True,True,True,True,True,True,True,True
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.07709870942695342,0.2754820936639035,3.116147308781873,2.879040017850503,1.4256238236004595,1.5690215743087381,0.09852962795027359,0.0,2.0402875558109415,1.6876691123659002,True,True,True,True,True,True,True,True,True,True
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.15286468998932584,0.1831501831501825,3.207547169811327,2.939101681415675,1.578371794455646,1.752004242016354,0.26828220409679876,0.1,2.3082105255669974,1.7876191456742536,True,True,True,True,True,True,True,True,True,True
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.8540239285527382,1.4625228519195457,3.6414565826330487,2.751932601408906,2.4287695695081792,3.2039353744616688,0.3761954636568762,0.8,2.683700143774681,2.584436110591941,True,True,True,True,True,True,True,True,True,True
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.31366806745125736,0.2702702702702675,3.7278657968313063,2.8821091495415025,2.7419467249649707,3.473841071378167,0.38598694852848037,0.7,3.0689440740362803,3.2819974842344655,True,True,True,True,True,True,True,True,True,True
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,CORE_NEWS_H0_R17,0.05598832488157684,-0.0898472596585708,3.4418604651162905,2.837428766067955,2.797919382231683,3.3839534248764616,0.14997888486213165,-0.3,3.2188106028950476,2.9815465822045932,True,True,True,True,True,True,True,True,True,True
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,,-0.1,,,True,True,True,True,True,True,False,True,False,False
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.3479520900107638,0.0930232558139509,2.769818529130847,2.9421631012346436,0.34734813729796543,0.09298001599665273,0.49559207009086836,0.4,0.4943680550065351,0.39920212695374535,True,True,True,True,True,True,True,True,True,True
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.237157771913264,0.6505576208178487,2.9467680608364977,2.6958692665021595,0.5842251339998703,0.7414306439227463,0.21502594289086216,0.1,0.709163147982391,0.49915216026209863,True,True,True,True,True,True,True,True,True,True
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.16652205297137398,0.1846722068328699,2.7462121212121224,2.4772332615627515,0.7506086927282697,0.925932541279676,0.2853803425450445,0.3,0.9941370539044163,0.7987030582419465,True,True,True,True,True,True,True,True,True,True
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.33188361906765523,0.3686635944700533,2.9300567107750517,2.622976713710202,1.081942793617772,1.2939182371197377,0.5526950375525544,1.0,1.5453103369670624,1.7937361435587549,True,True,True,True,True,True,True,True,True,True
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.04320837049735109,0.0918273645546419,2.9272898961284195,2.570371009090553,1.1251418319867947,1.3857034661426337,0.24348101019808446,0.2,1.788495412419444,1.9935364098260604,True,True,True,True,True,True,True,True,True,True
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,-0.09506208188227241,-0.5504587155963248,2.6515151515151705,2.763981574125795,1.0300345374517996,0.8337241437828525,-0.29564476286903435,-0.9,1.4924127571377224,1.089461944611154,True,True,True,True,True,True,True,True,True,True
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.31902809738230653,0.4612546125461358,2.735849056603792,2.7028017849989046,1.3485548199609443,1.293918237119758,0.45040496701511024,0.6,1.9418064364376557,1.6876691123659002,True,True,True,True,True,True,True,True,True,True
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.07709870942695342,0.2754820936639035,3.116147308781873,2.879040017850503,1.4256238236004595,1.5690215743087381,0.09852962795027359,0.0,2.0402875558109415,1.6876691123659002,True,True,True,True,True,True,True,True,True,True
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.15286468998932584,0.1831501831501825,3.207547169811327,2.939101681415675,1.578371794455646,1.752004242016354,0.26828220409679876,0.1,2.3082105255669974,1.7876191456742536,True,True,True,True,True,True,True,True,True,True
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.8540239285527382,1.4625228519195457,3.6414565826330487,2.751932601408906,2.4287695695081792,3.2039353744616688,0.3761954636568762,0.8,2.683700143774681,2.584436110591941,True,True,True,True,True,True,True,True,True,True
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.31366806745125736,0.2702702702702675,3.7278657968313063,2.8821091495415025,2.7419467249649707,3.473841071378167,0.38598694852848037,0.7,3.0689440740362803,3.2819974842344655,True,True,True,True,True,True,True,True,True,True
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,CORE_NEWS_R17,0.05598832488157684,-0.0898472596585708,3.4418604651162905,2.837428766067955,2.797919382231683,3.3839534248764616,0.14997888486213165,-0.3,3.2188106028950476,2.9815465822045932,True,True,True,True,True,True,True,True,True,True
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,CORE_ROBUST_R17,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,,-0.1,,,True,True,True,True,True,True,False,True,False,False
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,CORE_ROBUST_R17,0.34798041261052176,0.0930232558139509,2.769818529130847,2.942192156034697,0.34737636168637703,0.09298001599665273,0.4956433966441656,0.4,0.49441912843088426,0.39920212695374535,True,True,True,True,True,True,True,True,True,True
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,CORE_ROBUST_R17,0.23718821549228883,0.6505576208178487,2.9467680608364977,2.6959294421239064,0.584283729934202,0.7414306439227463,0.21508111310809974,0.1,0.709269273233083,0.49915216026209863,True,True,True,True,True,True,True,True,True,True
