origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,core_mm_forecast,core_mm_actual,core_cumulative_log_forecast,core_cumulative_log_actual,headline_yy_forecast_finite,headline_yy_actual_finite,headline_mm_forecast_finite,headline_mm_actual_finite,headline_cumulative_log_forecast_finite,headline_cumulative_log_actual_finite,core_mm_forecast_finite,core_mm_actual_finite,core_cumulative_log_forecast_finite,core_cumulative_log_actual_finite
2025-05,7,2025-12,2025-06-03T21:59:00+00:00,FOOD_OWN_R17,-0.0055175298941236885,-0.2570694087403624,2.1052631578947296,2.4626792203839227,0.7345911780111294,0.12894908298718846,0.10065665175944105,0.2,1.3658358146282488,1.2915667992731379,True,True,True,True,True,True,True,True,True,True
2025-05,8,2026-01,2025-06-03T21:59:00+00:00,FOOD_OWN_R17,1.0131199901274834,0.8376288659793785,1.62337662337662,2.1565835331808283,1.742613508924037,0.9630893060961386,0.4880213933645071,0.4,1.8526702437839198,1.6907689262268832,True,True,True,True,True,True,True,True,True,True
2025-05,9,2026-02,2025-06-03T21:59:00+00:00,FOOD_OWN_R17,0.21250338585134088,-0.0638977635782689,1.3609850939727857,2.1746282484580015,1.9548914256935077,0.8991711191964245,0.3664616636693127,0.5,2.2184620726582502,2.1895230773307905,True,True,True,True,True,True,True,True,True,True
2025-05,10,2026-03,2025-06-03T21:59:00+00:00,FOOD_OWN_R17,0.042344663741652994,0.5754475703324768,1.8782383419689104,2.1516904521574216,1.9972271266125194,1.472969314498564,-0.08472083238493706,0.2,2.1337053318934283,2.3893233435980963,True,True,True,True,True,True,True,True,True,True
2025-05,11,2026-04,2025-06-03T21:59:00+00:00,FOOD_OWN_R17,0.24978618822098203,0.4450095359186168,2.464332036316472,2.539674678737466,2.2467018676612387,1.9169916107720204,0.2761545608723884,0.3,2.4094792866048627,2.688874241577944,True,True,True,True,True,True,True,True,True,True
2025-05,12,2026-05,2025-06-03T21:59:00+00:00,FOOD_OWN_R17,0.3693738879191895,0.18987341772152,2.129032258064519,2.649896834529398,2.6153952454713423,2.1066849967719876,0.21616087044095625,0.2,2.6254068655657097,2.88867450784525,True,True,True,True,True,True,True,True,True,True
2025-05,0,2025-05,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.2616004842766493,0.5188067444876765,2.377807133421391,2.1158440863636603,0.0,0.0,,0.2,,,True,True,True,True,True,True,False,True,False,False
2025-05,1,2025-06,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.20907434458066354,0.2580645161290418,2.913907284768222,2.600413223048857,0.2088560883317922,0.2577321014300541,0.31594206388014534,0.3,0.31544401569491554,0.2995508979798479,True,True,True,True,True,True,True,True,True,True
2025-05,2,2025-07,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.3829689750470611,0.4504504504504458,2.697368421052633,2.315753204397666,0.5910936041128625,0.7071710602139809,0.8382690619705152,0.9,1.150219114857689,1.1955250351270383,True,True,True,True,True,True,True,True,True,True
2025-05,3,2025-08,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.07341503559726423,0.0640614990390808,2.493438320209967,2.122125914417384,0.6644817040552755,0.7712120486339054,0.1588049171463558,0.3,1.3088980703334137,1.4950759331068864,True,True,True,True,True,True,True,True,True,True
2025-05,4,2025-09,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,-0.3533986104404254,-0.5761843790012655,2.305665349143618,2.1634460319479727,0.3104571656098504,0.19336132353949975,-0.5485940503254102,-0.7,0.7587937166923836,0.7926144394104404,True,True,True,True,True,True,True,True,True,True
2025-05,5,2025-10,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.3681166786194713,0.5151320025756467,2.4950755088640726,2.202890055980529,0.6778979529883544,0.707171060213986,0.4788777579174285,0.4,1.2365285025814239,1.1918165663641858,True,True,True,True,True,True,True,True,True,True
2025-05,6,2025-11,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.09594766952997849,-0.3203074951953821,2.099737532808387,2.2338247386859966,0.7737996221637191,0.3863494825044762,0.028705404339356155,-0.1,1.2652297877078609,1.0917665330058324,True,True,True,True,True,True,True,True,True,True
2025-05,7,2025-12,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,-0.004754578913212327,-0.2570694087403624,2.1052631578947296,2.4979875401570517,0.7690449302168206,0.12894908298718846,0.10065665175944105,0.2,1.3658358146282488,1.2915667992731379,True,True,True,True,True,True,True,True,True,True
2025-05,8,2026-01,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,1.0116668974235388,0.8376288659793785,1.62337662337662,2.1903163252933244,1.7756287320003512,0.9630893060961386,0.4880213933645071,0.4,1.8526702437839198,1.6907689262268832,True,True,True,True,True,True,True,True,True,True
2025-05,9,2026-02,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.2116425904886506,-0.0638977635782689,1.3609850939727857,2.2074890598242356,1.9870476750583441,0.8991711191964245,0.3664616636693127,0.5,2.2184620726582502,2.1895230773307905,True,True,True,True,True,True,True,True,True,True
2025-05,10,2026-03,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.04203736025688678,0.5754475703324768,1.8782383419689104,2.1842300026514025,2.0290762020923596,1.472969314498564,-0.08472083238493706,0.2,2.1337053318934283,2.3893233435980963,True,True,True,True,True,True,True,True,True,True
2025-05,11,2026-04,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.2496494310469132,0.4450095359186168,2.464332036316472,2.5721978927846,2.27841452662335,1.9169916107720204,0.2761545608723884,0.3,2.4094792866048627,2.688874241577944,True,True,True,True,True,True,True,True,True,True
2025-05,12,2026-05,2025-06-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.3686159620233681,0.18987341772152,2.129032258064519,2.681679615677591,2.646352764963947,2.1066849967719876,0.21616087044095625,0.2,2.6254068655657097,2.88867450784525,True,True,True,True,True,True,True,True,True,True
2025-05,0,2025-05,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.2616004842766493,0.5188067444876765,2.377807133421391,2.1158440863636603,0.0,0.0,,0.2,,,True,True,True,True,True,True,False,True,False,False
2025-05,1,2025-06,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.20917248315081807,0.2580645161290418,2.913907284768222,2.600513703548421,0.20895402209950834,0.2577321014300541,0.31594206388014534,0.3,0.31544401569491554,0.2995508979798479,True,True,True,True,True,True,True,True,True,True
2025-05,2,2025-07,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.3830003134796431,0.4504504504504458,2.697368421052633,2.315885347976149,0.5912227567496858,0.7071710602139809,0.8382690619705152,0.9,1.150219114857689,1.1955250351270383,True,True,True,True,True,True,True,True,True,True
2025-05,3,2025-08,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.07381879108413235,0.0640614990390808,2.493438320209967,2.1226698296542645,0.665014315165293,0.7712120486339054,0.1588049171463558,0.3,1.3088980703334137,1.4950759331068864,True,True,True,True,True,True,True,True,True,True
2025-05,4,2025-09,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,-0.35325097889530954,-0.5761843790012655,2.305665349143618,2.1641415284465393,0.3111379317333811,0.19336132353949975,-0.5485940503254102,-0.7,0.7587937166923836,0.7926144394104404,True,True,True,True,True,True,True,True,True,True
2025-05,5,2025-10,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.3687791896761401,0.5151320025756467,2.4950755088640726,2.2042604476447467,0.6792387981210832,0.707171060213986,0.4788777579174285,0.4,1.2365285025814239,1.1918165663641858,True,True,True,True,True,True,True,True,True,True
2025-05,6,2025-11,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.09715201557035795,-0.3203074951953821,2.099737532808387,2.2364256304304346,0.7763436516642291,0.3863494825044762,0.028705404339356155,-0.1,1.2652297877078609,1.0917665330058324,True,True,True,True,True,True,True,True,True,True
2025-05,7,2025-12,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,-0.002827806368587451,-0.2570694087403624,2.1052631578947296,2.502570199597226,0.7735158053124437,0.12894908298718846,0.10065665175944105,0.2,1.3658358146282488,1.2915667992731379,True,True,True,True,True,True,True,True,True,True
2025-05,8,2026-01,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,1.013956156829239,0.8376288659793785,1.62337662337662,2.197201303887843,1.7823659130933904,0.9630893060961386,0.4880213933645071,0.4,1.8526702437839198,1.6907689262268832,True,True,True,True,True,True,True,True,True,True
2025-05,9,2026-02,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.2143015945945927,-0.0638977635782689,1.3609850939727857,2.217087339796636,1.9964382093556394,0.8991711191964245,0.3664616636693127,0.5,2.2184620726582502,2.1895230773307905,True,True,True,True,True,True,True,True,True,True
2025-05,10,2026-03,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.045374320175838354,0.5754475703324768,1.8782383419689104,2.19723483244623,2.0418022384996934,1.472969314498564,-0.08472083238493706,0.2,2.1337053318934283,2.3893233435980963,True,True,True,True,True,True,True,True,True,True
2025-05,11,2026-04,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.2538252820719419,0.4450095359186168,2.464332036316472,2.5895252380891245,2.295305928275957,1.9169916107720204,0.2761545608723884,0.3,2.4094792866048627,2.688874241577944,True,True,True,True,True,True,True,True,True,True
2025-05,12,2026-05,2025-06-03T21:59:00+00:00,FOOD_ASYMMETRIC_R17,0.37378718877074313,0.18987341772152,2.129032258064519,2.7043167504576084,2.6683962686810436,2.1066849967719876,0.21616087044095625,0.2,2.6254068655657097,2.88867450784525,True,True,True,True,True,True,True,True,True,True
2025-05,0,2025-05,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.2616004842766493,0.5188067444876765,2.377807133421391,2.1158440863636603,0.0,0.0,,0.2,,,True,True,True,True,True,True,False,True,False,False
2025-05,1,2025-06,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.1987905724585403,0.2580645161290418,2.913907284768222,2.589884044168376,0.198593245468408,0.2577321014300541,0.31594206388014534,0.3,0.31544401569491554,0.2995508979798479,True,True,True,True,True,True,True,True,True,True
2025-05,2,2025-07,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.37359660799302136,0.4504504504504458,2.697368421052633,2.295701394975693,0.57149371462923,0.7071710602139809,0.8382690619705152,0.9,1.150219114857689,1.1955250351270383,True,True,True,True,True,True,True,True,True,True
2025-05,3,2025-08,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.060689387575054404,0.0640614990390808,2.493438320209967,2.0891284285401612,0.6321646936431156,0.7712120486339054,0.1588049171463558,0.3,1.3088980703334137,1.4950759331068864,True,True,True,True,True,True,True,True,True,True
2025-05,4,2025-09,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,-0.35673487117664804,-0.5761843790012655,2.305665349143618,2.127015773003289,0.27479200629798056,0.19336132353949975,-0.5485940503254102,-0.7,0.7587937166923836,0.7926144394104404,True,True,True,True,True,True,True,True,True,True
2025-05,5,2025-10,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.35171792130265966,0.5151320025756467,2.4950755088640726,2.1497531524440108,0.6258928466194493,0.707171060213986,0.4788777579174285,0.4,1.2365285025814239,1.1918165663641858,True,True,True,True,True,True,True,True,True,True
2025-05,6,2025-11,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.07185437568786268,-0.3203074951953821,2.099737532808387,2.1560766606390174,0.697721419410385,0.3863494825044762,0.028705404339356155,-0.1,1.2652297877078609,1.0917665330058324,True,True,True,True,True,True,True,True,True,True
2025-05,7,2025-12,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,-0.028118315651624343,-0.2570694087403624,2.1052631578947296,2.396108282263497,0.6695991498191803,0.12894908298718846,0.10065665175944105,0.2,1.3658358146282488,1.2915667992731379,True,True,True,True,True,True,True,True,True,True
2025-05,8,2026-01,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.9981254235779071,0.8376288659793785,1.62337662337662,2.0750570163054363,1.6627762016522958,0.9630893060961386,0.4880213933645071,0.4,1.8526702437839198,1.6907689262268832,True,True,True,True,True,True,True,True,True,True
2025-05,9,2026-02,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.1939473621053672,-0.0638977635782689,1.3609850939727857,2.074183085550495,1.8565357286895523,0.8991711191964245,0.3664616636693127,0.5,2.2184620726582502,2.1895230773307905,True,True,True,True,True,True,True,True,True,True
2025-05,10,2026-03,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.01930738900783489,0.5754475703324768,1.8782383419689104,2.027767958791946,1.8758412540609115,1.472969314498564,-0.08472083238493706,0.2,2.1337053318934283,2.3893233435980963,True,True,True,True,True,True,True,True,True,True
2025-05,11,2026-04,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.22378231185606406,0.4450095359186168,2.464332036316472,2.388715927037093,2.0993735462318885,1.9169916107720204,0.2761545608723884,0.3,2.4094792866048627,2.688874241577944,True,True,True,True,True,True,True,True,True,True
2025-05,12,2026-05,2025-06-03T21:59:00+00:00,FOOD_HALF_CORRECTION_R17,0.3379096568437573,0.18987341772152,2.129032258064519,2.4666440486196537,2.4367135712612815,2.1066849967719876,0.21616087044095625,0.2,2.6254068655657097,2.88867450784525,True,True,True,True,True,True,True,True,True,True
2025-06,0,2025-06,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.2140389694357118,0.2580645161290418,2.913907284768222,2.8687154984273864,0.0,0.0,,0.3,,,True,True,True,True,True,True,False,True,False,False
2025-06,1,2025-07,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.47558865913744214,0.4504504504504458,2.697368421052633,2.677960946801828,0.4744613092264674,0.44943895878392676,0.8328131803305746,0.9,0.829364425921365,0.8959741371471904,True,True,True,True,True,True,True,True,True,True
2025-06,2,2025-08,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.09353211293718366,0.0640614990390808,2.493438320209967,2.5042497874397562,0.5679497081385426,0.5134799472038513,0.15359104734669066,0.3,0.982837642854811,1.1955250351270383,True,True,True,True,True,True,True,True,True,True
2025-06,3,2025-09,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,-0.3139955838633915,-0.5761843790012655,2.305665349143618,2.586273938095111,0.2534601237775201,-0.06437077789055437,-0.5536080557452258,-0.7,0.42769149843080656,0.4930635414305924,True,True,True,True,True,True,True,True,True,True
2025-06,4,2025-10,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.3811983089959713,0.5151320025756467,2.4950755088640726,2.639257110207887,0.6339337131815985,0.44943895878393186,0.47394373056168887,0.4,0.9005156517443156,0.8922656683843377,True,True,True,True,True,True,True,True,True,True
2025-06,5,2025-11,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.09306539659325713,-0.3203074951953821,2.099737532808387,2.6673674697575156,0.7269558307844016,0.12861738107442208,0.02389843433778639,-0.1,0.9244112308611759,0.7922156350259844,True,True,True,True,True,True,True,True,True,True
2025-06,6,2025-12,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,-0.007054752486272232,-0.2570694087403624,2.1052631578947296,2.9302827635749344,0.7199008294387619,-0.12878301844286566,0.09593024581808306,0.2,1.0202954930247508,0.99201590129329,True,True,True,True,True,True,True,True,True,True
2025-06,7,2026-01,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,1.0296514620445782,0.8376288659793785,1.62337662337662,2.639585068768701,1.7442874893847424,0.7053572046660844,0.483344174962788,0.4,1.5024753104258197,1.3912180282470352,True,True,True,True,True,True,True,True,True,True
2025-06,8,2026-02,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.2200082612900629,-0.0638977635782689,1.3609850939727857,2.6654030967736277,1.9640540868882463,0.6414390177663701,0.3618440200479649,0.5,1.8636662499473169,1.8899721793509425,True,True,True,True,True,True,True,True,True,True
2025-06,9,2026-03,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.039839009202432156,0.5754475703324768,1.8782383419689104,2.6397843492334974,2.003885162464456,1.2152372130685096,-0.08927477853264683,0.2,1.7743515977510769,2.089772445618248,True,True,True,True,True,True,True,True,True,True
2025-06,10,2026-04,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.24037759272178133,0.4450095359186168,2.464332036316472,3.019952926906437,2.243974310396111,1.659259509341966,0.27161864243876443,0.3,2.045602023368225,2.389323343598096,True,True,True,True,True,True,True,True,True,True
2025-06,11,2026-05,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.3880255942819689,0.18987341772152,2.129032258064519,2.8859176316788844,2.631249027140223,1.8489528953419332,0.21087449722438512,0.2,2.256254492403807,2.5891236098654016,True,True,True,True,True,True,True,True,True,True
2025-06,12,2026-06,2025-07-03T21:59:00+00:00,FOOD_SEASONAL_R17,0.24253839904452756,-0.3158559696778251,1.544401544401539,2.9151769051044045,2.8734937765226456,1.5325970478226754,0.31312082651804235,0.3,2.568886116592084,2.8886745078452494,True,True,True,True,True,True,True,True,True,True
2025-06,0,2025-06,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.2140389694357118,0.2580645161290418,2.913907284768222,2.8687154984273864,0.0,0.0,,0.3,,,True,True,True,True,True,True,False,True,False,False
2025-06,1,2025-07,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.48308447924091347,0.4504504504504458,2.697368421052633,2.6856210713566546,0.4819213705314961,0.44943895878392676,0.8328131803305746,0.9,0.829364425921365,0.8959741371471904,True,True,True,True,True,True,True,True,True,True
2025-06,2,2025-08,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.10103112577739101,0.0640614990390808,2.493438320209967,2.5195771494170214,0.5829014942161096,0.5134799472038513,0.15359104734669066,0.3,0.982837642854811,1.1955250351270383,True,True,True,True,True,True,True,True,True,True
2025-06,3,2025-09,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,-0.30650702892207676,-0.5761843790012655,2.305665349143618,2.609321144727067,0.27592377044553945,-0.06437077789055437,-0.5536080557452258,-0.7,0.42769149843080656,0.4930635414305924,True,True,True,True,True,True,True,True,True,True
2025-06,4,2025-10,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.3887782094508392,0.5151320025756467,2.4950755088640726,2.6700683704375883,0.6639481904966222,0.44943895878393186,0.47394373056168887,0.4,0.9005156517443156,0.8922656683843377,True,True,True,True,True,True,True,True,True,True
2025-06,5,2025-11,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.100604599869908,-0.3203074951953821,2.099737532808387,2.7059225945181185,0.7645022178549619,0.12861738107442208,0.02389843433778639,-0.1,0.9244112308611759,0.7922156350259844,True,True,True,True,True,True,True,True,True,True
2025-06,6,2025-12,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.0004580882702774798,-0.2570694087403624,2.1052631578947296,2.9766730600874176,0.7649603050760182,-0.12878301844286566,0.09593024581808306,0.2,1.0202954930247508,0.99201590129329,True,True,True,True,True,True,True,True,True,True
2025-06,7,2026-01,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,1.0373353137698784,0.8376288659793785,1.62337662337662,2.6936541630657773,1.7969522169749348,0.7053572046660844,0.483344174962788,0.4,1.5024753104258197,1.3912180282470352,True,True,True,True,True,True,True,True,True,True
2025-06,8,2026-02,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.22753113722291174,-0.0638977635782689,1.3609850939727857,2.7271962873931974,2.0242248940830625,0.6414390177663701,0.3618440200479649,0.5,1.8636662499473169,1.8899721793509425,True,True,True,True,True,True,True,True,True,True
2025-06,9,2026-03,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.047364534431662164,0.5754475703324768,1.8782383419689104,2.709287874311562,2.071578215059776,1.2152372130685096,-0.08927477853264683,0.2,1.7743515977510769,2.089772445618248,True,True,True,True,True,True,True,True,True,True
2025-06,10,2026-04,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.24792157711281676,0.4450095359186168,2.464332036316472,3.097472309238005,2.319192973638869,1.659259509341966,0.27161864243876443,0.3,2.045602023368225,2.389323343598096,True,True,True,True,True,True,True,True,True,True
2025-06,11,2026-05,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.39561585732897164,0.18987341772152,2.129032258064519,2.9711211368660595,2.7140283292833836,1.8489528953419332,0.21087449722438512,0.2,2.256254492403807,2.5891236098654016,True,True,True,True,True,True,True,True,True,True
2025-06,12,2026-06,2025-07-03T21:59:00+00:00,FOOD_PERSISTENCE_R17,0.2500677372283933,-0.3158559696778251,1.544401544401539,3.008141125791201,2.9637839174269,1.5325970478226754,0.31312082651804235,0.3,2.568886116592084,2.8886745078452494,True,True,True,True,True,True,True,True,True,True
2025-06,0,2025-06,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.2140389694357118,0.2580645161290418,2.913907284768222,2.8687154984273864,0.0,0.0,,0.3,,,True,True,True,True,True,True,False,True,False,False
2025-06,1,2025-07,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.4830351432447919,0.4504504504504458,2.697368421052633,2.6855706539413338,0.4818722717120391,0.44943895878392676,0.8328131803305746,0.9,0.829364425921365,0.8959741371471904,True,True,True,True,True,True,True,True,True,True
2025-06,2,2025-08,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.09993249855430578,0.0640614990390808,2.493438320209967,2.5184016428693172,0.5817548709859731,0.5134799472038513,0.15359104734669066,0.3,0.982837642854811,1.1955250351270383,True,True,True,True,True,True,True,True,True,True
2025-06,3,2025-09,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,-0.30892701194072825,-0.5761843790012655,2.305665349143618,2.6056538752098417,0.2723496945114998,-0.06437077789055437,-0.5536080557452258,-0.7,0.42769149843080656,0.4930635414305924,True,True,True,True,True,True,True,True,True,True
2025-06,4,2025-10,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.3951247206057196,0.5151320025756467,2.4950755088640726,2.672889430614757,0.6666958475943435,0.44943895878393186,0.47394373056168887,0.4,0.9005156517443156,0.8922656683843377,True,True,True,True,True,True,True,True,True,True
2025-06,5,2025-11,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.09981215141852212,-0.3203074951953821,2.099737532808387,2.707931544015438,0.7664582198060562,0.12861738107442208,0.02389843433778639,-0.1,0.9244112308611759,0.7922156350259844,True,True,True,True,True,True,True,True,True,True
2025-06,6,2025-12,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,-0.007202834169247458,-0.2570694087403624,2.1052631578947296,2.9707982242961593,0.7592551262202515,-0.12878301844286566,0.09593024581808306,0.2,1.0202954930247508,0.99201590129329,True,True,True,True,True,True,True,True,True,True
2025-06,7,2026-01,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,1.0285740290340515,0.8376288659793785,1.62337662337662,2.6788910719005887,1.7825753282104437,0.7053572046660844,0.483344174962788,0.4,1.5024753104258197,1.3912180282470352,True,True,True,True,True,True,True,True,True,True
2025-06,8,2026-02,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.22609094293123766,-0.0638977635782689,1.3609850939727857,2.7109524738634088,2.0084110701544633,0.6414390177663701,0.3618440200479649,0.5,1.8636662499473169,1.8899721793509425,True,True,True,True,True,True,True,True,True,True
2025-06,9,2026-03,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.04404443043009709,0.5754475703324768,1.8782383419689104,2.689638990740397,2.052445803872437,1.2152372130685096,-0.08927477853264683,0.2,1.7743515977510769,2.089772445618248,True,True,True,True,True,True,True,True,True,True
2025-06,10,2026-04,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.2424195310763173,0.4450095359186168,2.464332036316472,3.0720918043311283,2.294571972819263,1.659259509341966,0.27161864243876443,0.3,2.045602023368225,2.389323343598096,True,True,True,True,True,True,True,True,True,True
2025-06,11,2026-05,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.3885622625090701,0.18987341772152,2.129032258064519,2.9385389733904383,2.682381282000502,1.8489528953419332,0.21087449722438512,0.2,2.256254492403807,2.5891236098654016,True,True,True,True,True,True,True,True,True,True
2025-06,12,2026-06,2025-07-03T21:59:00+00:00,FOOD_OWN_R17,0.23819277368804148,-0.3158559696778251,1.544401544401539,2.9633494425218383,2.9202908263667156,1.5325970478226754,0.31312082651804235,0.3,2.568886116592084,2.8886745078452494,True,True,True,True,True,True,True,True,True,True
2025-06,0,2025-06,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.2140389694357118,0.2580645161290418,2.913907284768222,2.8687154984273864,0.0,0.0,,0.3,,,True,True,True,True,True,True,False,True,False,False
2025-06,1,2025-07,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.4879365161466466,0.4504504504504458,2.697368421052633,2.6905794623705104,0.48674996410946003,0.44943895878392676,0.8328131803305746,0.9,0.829364425921365,0.8959741371471904,True,True,True,True,True,True,True,True,True,True
2025-06,2,2025-08,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.10370019455687476,0.0640614990390808,2.493438320209967,2.527261210930531,0.5903964271578234,0.5134799472038513,0.15359104734669066,0.3,0.982837642854811,1.1955250351270383,True,True,True,True,True,True,True,True,True,True
2025-06,3,2025-09,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,-0.30547817145997463,-0.5761843790012655,2.305665349143618,2.618070961527226,0.2844507187399767,-0.06437077789055437,-0.5536080557452258,-0.7,0.42769149843080656,0.4930635414305924,True,True,True,True,True,True,True,True,True,True
2025-06,4,2025-10,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.39940631525974224,0.5151320025756467,2.4950755088640726,2.6896939189978606,0.6830615244830134,0.44943895878393186,0.47394373056168887,0.4,0.9005156517443156,0.8922656683843377,True,True,True,True,True,True,True,True,True,True
2025-06,5,2025-11,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.10480707947624096,-0.3203074951953821,2.099737532808387,2.7298676784139584,0.7878137196847687,0.12861738107442208,0.02389843433778639,-0.1,0.9244112308611759,0.7922156350259844,True,True,True,True,True,True,True,True,True,True
2025-06,6,2025-12,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,-0.0032897295086736344,-0.2570694087403624,2.1052631578947296,2.996821007178629,0.7845239360633071,-0.12878301844286566,0.09593024581808306,0.2,1.0202954930247508,0.99201590129329,True,True,True,True,True,True,True,True,True,True
2025-06,7,2026-01,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,1.030616123334548,0.8376288659793785,1.62337662337662,2.706916060727909,1.809865421321067,0.7053572046660844,0.483344174962788,0.4,1.5024753104258197,1.3912180282470352,True,True,True,True,True,True,True,True,True,True
2025-06,8,2026-02,2025-07-03T21:59:00+00:00,FOOD_SYMMETRIC_R17,0.22642591915663687,-0.0638977635782689,1.3609850939727857,2.7393295883097917,2.036035383289503,0.6414390177663701,0.3618440200479649,0.5,1.8636662499473169,1.8899721793509425,True,True,True,True,True,True,True,True,True,True
