threshold,clock,model,sample,n,reports,actual_direction_hits,material_gains,material_losses,mean_abs_gain,median_capture,median_relative_abs_gain,overshoot_beyond_twice
0.5,cutoff,MONTHLY_BOTH_CORE_R17,reports_2024plus,8,6,5,4,2,0.04946709839170063,0.2371547352446628,0.2371547352446628,0
0.5,cutoff,MONTHLY_DOMESTIC_CORE_R17,full,25,13,16,14,8,0.2820342726706277,0.31081855871192593,0.2619437694626642,1
0.5,cutoff,MONTHLY_DOMESTIC_CORE_R17,reports_2024plus,8,6,5,4,2,0.048822394044830464,0.23645093836404818,0.23645093836404818,0
0.5,cutoff,MONTHLY_IMPORTED_CORE_R17,full,25,13,16,14,9,0.3071854728455141,0.3139490332211618,0.26534011492383497,1
0.5,cutoff,MONTHLY_IMPORTED_CORE_R17,reports_2024plus,8,6,5,4,2,0.04956459231527896,0.23867158438794406,0.23867158438794406,0
0.5,cutoff,MONTHLY_OWN_CORE_R17,full,25,13,16,14,8,0.2879732206327717,0.3130297999301133,0.2607584545717352,1
0.5,cutoff,MONTHLY_OWN_CORE_R17,reports_2024plus,8,6,5,4,2,0.04923742744923584,0.23746282046652312,0.23746282046652312,0
0.5,cutoff,PATH_COMPONENT_HALF_R17,full,25,13,15,13,9,0.29018793745517346,0.3149268961009648,0.2889271564120818,1
0.5,cutoff,PATH_COMPONENT_HALF_R17,reports_2024plus,8,6,5,4,2,0.03897644262691449,0.165494292466886,0.165494292466886,0
0.5,cutoff,PATH_COMPONENT_SELECT_R17,full,25,13,15,12,8,0.2714267479849189,0.3269106084794735,0.11433610877962301,0
0.5,cutoff,PATH_COMPONENT_SELECT_R17,reports_2024plus,8,6,5,4,2,0.07187766066004392,0.30116716266160637,0.30116716266160637,0
0.5,cutoff,PATH_FAST_CURRENT_HALF_R17,full,25,13,15,13,9,0.16079984742193879,0.2604015180394498,0.22735830498614118,1
0.5,cutoff,PATH_FAST_CURRENT_HALF_R17,reports_2024plus,8,6,5,4,2,0.1427401345109076,0.43243212698650385,0.43243212698650385,0
0.5,cutoff,PATH_POOL_R17,full,25,13,16,12,8,0.23549650878235084,0.3163775525630711,0.09502810185786933,0
0.5,cutoff,PATH_POOL_R17,reports_2024plus,8,6,5,4,2,0.05636623764616286,0.21274794968457816,0.21274794968457816,0
0.5,cutoff,RF_RESIDUAL_R15,full,25,13,15,13,10,0.26301708617424213,0.3179665200868696,0.1933862873607655,2
0.5,cutoff,RF_RESIDUAL_R15,reports_2024plus,8,6,5,4,3,-0.014484763573975518,0.8214255937333003,0.21529376548540088,1
0.5,cutoff,STABLE_LOCAL_CORE_R14B,full,25,13,14,13,10,-0.01663408116335539,0.17744380981444477,0.16673816714760917,1
0.5,cutoff,STABLE_LOCAL_CORE_R14B,reports_2024plus,8,6,5,5,2,0.21049749251907696,0.56377432522763,0.56377432522763,0
0.5,cutoff,STABLE_PIPELINE_R14B,full,25,13,16,12,11,-0.05267227602837556,0.33335254496118294,0.1600711602832475,2
0.5,cutoff,STABLE_PIPELINE_R14B,reports_2024plus,8,6,6,4,2,0.049145099473989706,0.3110033724513025,0.3110033724513025,0
0.5,cutoff,STATE_FAST_R15,full,25,13,16,13,8,0.3378968743428,0.3269106084794735,0.11433610877962301,0
0.5,cutoff,STATE_FAST_R15,reports_2024plus,8,6,5,4,2,0.07187766066004392,0.30116716266160637,0.30116716266160637,0
0.5,report,COMBO_ALL_R17,full,25,13,17,11,8,0.3655490808411757,0.101249404006372,0.07328080524031867,1
0.5,report,COMBO_ALL_R17,reports_2024plus,8,6,6,3,1,0.0723310829509993,0.13003538620533167,0.11822460129958487,0
0.5,report,COMBO_CORE_R17,full,25,13,17,11,8,0.49083106788587294,0.20378872793292743,0.16611212498224054,1
0.5,report,COMBO_CORE_R17,reports_2024plus,8,6,6,2,1,0.044710260985046935,0.19126996807804425,0.17745528482769932,0
0.5,report,COMBO_FOOD_FUEL_R17,full,25,13,16,13,8,0.3359474588996339,0.2085305910522291,0.10631079627438414,1
0.5,report,COMBO_FOOD_FUEL_R17,reports_2024plus,8,6,7,5,1,0.13329953668453298,0.5658215976798188,0.3552146395135371,0
0.5,report,CORE_FAST_H0_R17,full,25,13,17,15,9,0.4830726255225936,0.24380336763152569,0.1679091397815993,1
0.5,report,CORE_FAST_H0_R17,reports_2024plus,8,6,6,5,2,0.11633797674812807,0.45566408972038475,0.29897954626433654,0
0.5,report,CORE_NEWS_H0_R17,full,25,13,15,12,11,0.5672013022710941,0.24220761180360048,0.14936456793825487,2
0.5,report,CORE_NEWS_H0_R17,reports_2024plus,8,6,4,3,3,0.00022249567112711532,0.13684810354022392,0.06922433740096845,0
0.5,report,CORE_NEWS_R17,full,25,13,15,11,11,0.5482968524994031,0.2573284503081099,0.17449424068712618,2
0.5,report,CORE_NEWS_R17,reports_2024plus,8,6,4,2,3,-0.030282922713102983,0.11405470482204454,0.07675684798186495,0
0.5,report,CORE_ROBUST_R17,full,25,13,15,12,8,0.4738912519503284,0.24860359688628314,0.16327715482450486,2
0.5,report,CORE_ROBUST_R17,reports_2024plus,8,6,4,3,1,0.025192454093589972,0.09734635163419816,0.08657780927434539,0
0.5,report,DAMPED_P95_Q001_R16,full,25,13,15,12,8,0.48028452786031245,0.2515866165024032,0.16439551692569673,2
0.5,report,DAMPED_P95_Q001_R16,reports_2024plus,8,6,4,3,1,0.024844156680547985,0.09746022487915378,0.08649702286648035,0
0.5,report,FOOD_ASYMMETRIC_R17,full,25,13,17,13,8,0.3021841389266424,0.2129362463624527,0.1698731856006739,2
0.5,report,FOOD_ASYMMETRIC_R17,reports_2024plus,8,6,6,4,1,0.06789152913487195,0.4098434404453082,0.2723760440525416,0
0.5,report,FOOD_HALF_CORRECTION_R17,full,25,13,17,12,9,0.32681562362814687,0.2951565083313543,0.16510023173166646,2
0.5,report,FOOD_HALF_CORRECTION_R17,reports_2024plus,8,6,6,4,1,0.038507092099883955,0.3425681681661757,0.22117549227994043,0
0.5,report,FOOD_OWN_R17,full,25,13,17,14,8,0.33186858813947917,0.2249089486112904,0.15326281764876407,1
0.5,report,FOOD_OWN_R17,reports_2024plus,8,6,6,4,1,0.05978085062520466,0.38423184860431214,0.29288464227490374,0
0.5,report,FOOD_PERSISTENCE_R17,full,25,13,17,13,8,0.35226766932317977,0.3280164869420554,0.10470660728935736,2
0.5,report,FOOD_PERSISTENCE_R17,reports_2024plus,8,6,6,4,1,0.009134478748821867,0.33476375342951703,0.21636154711570638,0
0.5,report,FOOD_SEASONAL_R17,full,25,13,15,13,9,0.4356898190201251,0.3411563172241395,0.11719710001872957,1
0.5,report,FOOD_SEASONAL_R17,reports_2024plus,8,6,5,5,1,0.18010785466225146,0.833314290108534,0.5693041011249833,0
0.5,report,FOOD_SYMMETRIC_R17,full,25,13,17,13,8,0.32674730191492407,0.15429769808986396,0.1502888138446602,1
0.5,report,FOOD_SYMMETRIC_R17,reports_2024plus,8,6,6,3,1,0.046482411689873604,0.3483477196164547,0.21435186787862143,0
0.5,report,FUEL_ANNUAL_R17,full,25,13,17,13,9,0.46749034116347743,0.3221743012564216,0.2138794196744988,1
0.5,report,FUEL_ANNUAL_R17,reports_2024plus,8,6,7,5,1,0.1924522029174739,0.6073728982208637,0.426494289235406,0
0.5,report,FUEL_SPOT_ECM_R17,full,25,13,16,13,9,0.455803149356041,0.3242628401276551,0.24448967834223853,1
0.5,report,FUEL_SPOT_ECM_R17,reports_2024plus,8,6,6,5,1,0.20040387566628157,0.7050129880372631,0.48614723281844124,0
0.5,report,INDEPENDENT_BRIDGE,full,25,13,17,12,9,0.11873558429328696,0.2690351441077701,0.09721168062444516,2
0.5,report,INDEPENDENT_BRIDGE,reports_2024plus,8,6,6,4,2,0.051558737374600566,0.3359332172708166,0.20154185396366092,0
0.5,report,MONTHLY_AR_CORE_R17,full,25,13,17,14,9,0.39541790203536975,0.30510264577901347,0.1428387962904277,1
0.5,report,MONTHLY_AR_CORE_R17,reports_2024plus,8,6,6,5,2,0.0895699985342831,0.41434698790711616,0.2968803214053098,0
0.5,report,MONTHLY_BOTH_CORE_R17,full,25,13,17,14,9,0.4154181192484336,0.3012794184172241,0.16539382308309053,1
0.5,report,MONTHLY_BOTH_CORE_R17,reports_2024plus,8,6,6,5,2,0.08931949266631578,0.41297304099524434,0.29936949647858413,0
0.5,report,MONTHLY_DOMESTIC_CORE_R17,full,25,13,16,14,9,0.40116125157050747,0.3097792862046738,0.14306920614949578,1
0.5,report,MONTHLY_DOMESTIC_CORE_R17,reports_2024plus,8,6,6,5,2,0.08956070148664491,0.4130962856670193,0.2962221917195024,0
0.5,report,MONTHLY_IMPORTED_CORE_R17,full,25,13,17,14,9,0.43030732242762115,0.2974492964634213,0.19920740707119522,1
0.5,report,MONTHLY_IMPORTED_CORE_R17,reports_2024plus,8,6,6,5,2,0.08943323263948852,0.4146633227027781,0.29895085897070506,0
0.5,report,MONTHLY_OWN_CORE_R17,full,25,13,16,14,9,0.4058842718877703,0.3101972036112398,0.1436295158088613,1
0.5,report,MONTHLY_OWN_CORE_R17,reports_2024plus,8,6,6,5,2,0.08912424910374794,0.41426154320523456,0.2975898073015622,0
0.5,report,PATH_COMPONENT_HALF_R17,full,25,13,17,14,8,0.4132404896896464,0.22134921801905605,0.19591710865513456,1
0.5,report,PATH_COMPONENT_HALF_R17,reports_2024plus,8,6,6,5,1,0.08899805488493384,0.34855189310688295,0.24516392902523354,0
0.5,report,PATH_COMPONENT_SELECT_R17,full,25,13,17,14,9,0.42616833466308535,0.22134921801905605,0.16484353989954212,1
0.5,report,PATH_COMPONENT_SELECT_R17,reports_2024plus,8,6,6,5,2,0.10568420012010615,0.45944007034518297,0.3241624248698294,0
0.5,report,PATH_FAST_CURRENT_HALF_R17,full,25,13,17,14,9,0.30536046227470776,0.2604015180394498,0.1523112651001106,1
0.5,report,PATH_FAST_CURRENT_HALF_R17,reports_2024plus,8,6,6,5,2,0.1563072594446367,0.5195061094780415,0.33520406307770306,0
0.5,report,PATH_POOL_R17,full,25,13,17,14,8,0.39641419669969,0.30177585822617903,0.18327312651017227,1
0.5,report,PATH_POOL_R17,reports_2024plus,8,6,6,5,1,0.0854397779357893,0.37018993555549506,0.2949218992962158,0
0.5,report,RF_RESIDUAL_R15,full,25,13,17,13,9,0.3457458332423437,0.2974950298739245,0.12895031600936482,3
0.5,report,RF_RESIDUAL_R15,reports_2024plus,8,6,6,4,2,0.024903607026329655,0.7803322703863497,0.14534372856369812,1
0.5,report,STABLE_LOCAL_CORE_R14B,full,25,13,17,14,9,0.14757563241646549,0.16673816714760917,0.1286511634112748,1
0.5,report,STABLE_LOCAL_CORE_R14B,reports_2024plus,8,6,6,5,2,0.20380414446506473,0.5796098988262293,0.3462479111193053,0
0.5,report,STABLE_PIPELINE_R14B,full,25,13,16,11,10,0.08247588441070972,0.2795265363548978,0.03776296741556361,2
0.5,report,STABLE_PIPELINE_R14B,reports_2024plus,8,6,6,5,2,0.047013855397957216,0.34623403798425584,0.280272570715384,0
0.5,report,STATE_FAST_R15,full,25,13,17,14,9,0.4608856350119926,0.3411278194696015,0.1658194704814942,1
0.5,report,STATE_FAST_R15,reports_2024plus,8,6,6,5,2,0.10568420012010615,0.45944007034518297,0.3241624248698294,0
1.0,cutoff,COMBO_ALL_R17,full,13,4,8,7,6,0.568332265975743,0.3634698198796143,0.25293649417750425,1
1.0,cutoff,COMBO_ALL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,COMBO_CORE_R17,full,13,4,8,7,5,0.8270414893661884,0.33815166524681,0.3377143175403769,1
1.0,cutoff,COMBO_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,COMBO_FOOD_FUEL_R17,full,13,4,8,7,5,0.5975420074642676,0.30223444943540534,0.291692945011796,1
1.0,cutoff,COMBO_FOOD_FUEL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,CORE_FAST_H0_R17,full,13,4,8,7,6,0.6813638279732767,0.38649529727578186,0.35294405574295057,1
1.0,cutoff,CORE_FAST_H0_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,CORE_NEWS_H0_R17,full,13,4,8,7,6,0.886493257199478,0.30934502586223955,0.28572985260350325,1
1.0,cutoff,CORE_NEWS_H0_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,CORE_NEWS_R17,full,13,4,10,9,4,1.148314563831259,0.32256201146316094,0.31443185669665763,1
1.0,cutoff,CORE_NEWS_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,CORE_ROBUST_R17,full,13,4,9,8,4,0.9909993671818967,0.3625968803752441,0.33496343747195306,1
1.0,cutoff,CORE_ROBUST_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,DAMPED_P95_Q001_R16,full,13,4,10,8,4,1.0055547266621285,0.3608556705020722,0.3343494458416257,1
1.0,cutoff,DAMPED_P95_Q001_R16,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_ASYMMETRIC_R17,full,13,4,9,8,5,0.7617733638120843,0.341003104223876,0.24228488826732178,1
1.0,cutoff,FOOD_ASYMMETRIC_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_HALF_CORRECTION_R17,full,13,4,10,9,4,0.8362448711592028,0.2471441993269868,0.21553250973206795,1
1.0,cutoff,FOOD_HALF_CORRECTION_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_OWN_R17,full,13,4,9,8,5,0.771885260424382,0.33501531775549975,0.25793156740671175,1
1.0,cutoff,FOOD_OWN_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_PERSISTENCE_R17,full,13,4,11,9,3,0.9079802029592405,0.3046761114589164,0.29506338349131855,1
1.0,cutoff,FOOD_PERSISTENCE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_SEASONAL_R17,full,13,4,9,9,4,0.8025680832162825,0.3480752782675089,0.3411563172241395,0
1.0,cutoff,FOOD_SEASONAL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FOOD_SYMMETRIC_R17,full,13,4,9,8,5,0.7697363189925466,0.3347397854438641,0.2589278170909597,1
1.0,cutoff,FOOD_SYMMETRIC_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FUEL_ANNUAL_R17,full,13,4,9,7,4,0.6837683514665739,0.3235766653164142,0.3221743012564216,0
1.0,cutoff,FUEL_ANNUAL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,FUEL_SPOT_ECM_R17,full,13,4,9,9,4,0.7541352886540852,0.32517713525643854,0.3242628401276551,0
1.0,cutoff,FUEL_SPOT_ECM_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,INDEPENDENT_BRIDGE,full,13,4,8,7,6,0.17734478898971703,0.2967841136984322,0.0852558045068786,1
1.0,cutoff,INDEPENDENT_BRIDGE,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,MONTHLY_AR_CORE_R17,full,13,4,9,8,5,0.73429984130412,0.3527788435343275,0.30510264577901347,1
1.0,cutoff,MONTHLY_AR_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,MONTHLY_BOTH_CORE_R17,full,13,4,9,8,4,0.7698392427066711,0.3525899329071806,0.3143761737685246,1
1.0,cutoff,MONTHLY_BOTH_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,MONTHLY_DOMESTIC_CORE_R17,full,13,4,9,8,4,0.7499438306452203,0.34666944155417595,0.31081855871192593,1
1.0,cutoff,MONTHLY_DOMESTIC_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,MONTHLY_IMPORTED_CORE_R17,full,13,4,9,8,5,0.7952916013929314,0.3537703093924657,0.3139490332211618,1
1.0,cutoff,MONTHLY_IMPORTED_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,MONTHLY_OWN_CORE_R17,full,13,4,9,8,4,0.7603194035125838,0.3472717082496138,0.3130297999301133,1
1.0,cutoff,MONTHLY_OWN_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,PATH_COMPONENT_HALF_R17,full,13,4,8,7,5,0.7120430857510284,0.3591006238136521,0.3149268961009648,1
1.0,cutoff,PATH_COMPONENT_HALF_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,PATH_COMPONENT_SELECT_R17,full,13,4,8,7,4,0.7283043770541059,0.36077114860664683,0.3547286527584467,0
1.0,cutoff,PATH_COMPONENT_SELECT_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,PATH_FAST_CURRENT_HALF_R17,full,13,4,9,8,4,0.5663569591272465,0.26891259566340975,0.2604015180394498,1
1.0,cutoff,PATH_FAST_CURRENT_HALF_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,PATH_POOL_R17,full,13,4,9,7,4,0.6727359549960243,0.3202481928706822,0.3163775525630711,0
1.0,cutoff,PATH_POOL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,RF_RESIDUAL_R15,full,13,4,9,8,4,0.851440135392061,0.3179665200868696,0.2974950298739245,1
1.0,cutoff,RF_RESIDUAL_R15,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,STABLE_LOCAL_CORE_R14B,full,13,4,8,7,5,0.2782784800710699,0.17744380981444477,0.16673816714760917,1
1.0,cutoff,STABLE_LOCAL_CORE_R14B,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,STABLE_PIPELINE_R14B,full,13,4,8,7,6,0.10513266843215902,0.33335254496118294,0.2795265363548978,1
1.0,cutoff,STABLE_PIPELINE_R14B,reports_2024plus,0,0,0,0,0,,,,0
1.0,cutoff,STATE_FAST_R15,full,13,4,9,8,4,0.8561315431269544,0.36077114860664683,0.3547286527584467,0
1.0,cutoff,STATE_FAST_R15,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,COMBO_ALL_R17,full,13,4,10,7,4,0.890147707678993,0.12901394670039562,0.101249404006372,1
1.0,report,COMBO_ALL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,COMBO_CORE_R17,full,13,4,10,9,4,1.1632563008669672,0.23419089294580706,0.20378872793292743,1
1.0,report,COMBO_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,COMBO_FOOD_FUEL_R17,full,13,4,8,7,4,0.7757977087668434,0.2085305910522291,0.10631079627438414,1
1.0,report,COMBO_FOOD_FUEL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,CORE_FAST_H0_R17,full,13,4,10,9,4,1.122387942701989,0.24380336763152569,0.13470012539946666,1
1.0,report,CORE_FAST_H0_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,CORE_NEWS_H0_R17,full,13,4,10,9,4,1.3655614738966206,0.271407866338348,0.24220761180360048,1
1.0,report,CORE_NEWS_H0_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,CORE_NEWS_R17,full,13,4,10,9,4,1.3061221825696931,0.36094803627746286,0.27993437974085006,1
1.0,report,CORE_NEWS_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,CORE_ROBUST_R17,full,13,4,10,9,4,1.1654861768586715,0.30047640032803263,0.2904857637748565,1
1.0,report,CORE_ROBUST_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,DAMPED_P95_Q001_R16,full,13,4,10,9,4,1.1778798883804062,0.3065706971984294,0.2891580143631917,1
1.0,report,DAMPED_P95_Q001_R16,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FOOD_ASYMMETRIC_R17,full,13,4,10,9,4,0.8783610360996928,0.17982892724075603,0.1698731856006739,1
1.0,report,FOOD_ASYMMETRIC_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FOOD_HALF_CORRECTION_R17,full,13,4,10,8,4,0.947779661560703,0.31799362486699667,0.2951565083313543,1
1.0,report,FOOD_HALF_CORRECTION_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FOOD_OWN_R17,full,13,4,10,9,4,0.876236496747095,0.15326281764876407,0.14400412647212918,1
1.0,report,FOOD_OWN_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FOOD_PERSISTENCE_R17,full,13,4,10,9,4,1.01915535106326,0.4032273272868035,0.3046761114589164,1
1.0,report,FOOD_PERSISTENCE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FOOD_SEASONAL_R17,full,13,4,9,7,5,0.9733349080631307,0.3411563172241395,0.11719710001872957,1
1.0,report,FOOD_SEASONAL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FOOD_SYMMETRIC_R17,full,13,4,10,9,4,0.8725627780205023,0.1502888138446602,0.12380637169684633,1
1.0,report,FOOD_SYMMETRIC_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FUEL_ANNUAL_R17,full,13,4,9,7,5,0.9466140820967467,0.3221743012564216,0.12179421331743816,1
1.0,report,FUEL_ANNUAL_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,FUEL_SPOT_ECM_R17,full,13,4,9,7,5,0.9417020059814146,0.3242628401276551,0.12766988582906644,1
1.0,report,FUEL_SPOT_ECM_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,INDEPENDENT_BRIDGE,full,13,4,9,8,4,0.5294009243360441,0.3094997406210828,0.09721168062444516,1
1.0,report,INDEPENDENT_BRIDGE,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,MONTHLY_AR_CORE_R17,full,13,4,10,8,4,0.923363874664775,0.30510264577901347,0.13745643974278562,1
1.0,report,MONTHLY_AR_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,MONTHLY_BOTH_CORE_R17,full,13,4,10,8,4,0.9628088836377973,0.3012794184172241,0.16539382308309053,1
1.0,report,MONTHLY_BOTH_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,MONTHLY_DOMESTIC_CORE_R17,full,13,4,9,8,4,0.9318231434730244,0.3097792862046738,0.13859187629151848,1
1.0,report,MONTHLY_DOMESTIC_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
1.0,report,MONTHLY_IMPORTED_CORE_R17,full,13,4,10,8,4,0.9895853124469232,0.2974492964634213,0.19920740707119522,1
1.0,report,MONTHLY_IMPORTED_CORE_R17,reports_2024plus,0,0,0,0,0,,,,0
