scope,sample,metric,h,model,n,mae,rmse,bias
all_models_common,full,headline_yy,1,INDEPENDENT_BRIDGE,88,0.5483448281111425,0.9107373045382808,-0.11911212254514587
all_models_common,full,headline_yy,1,STABLE_PIPELINE_R14B,88,0.5320909382768627,0.9049670289361448,-0.13793311030323288
all_models_common,full,headline_yy,1,STABLE_LOCAL_CORE_R14B,88,0.508322006501021,0.8691519032986068,-0.10604580144084
all_models_common,full,headline_yy,1,STATE_FAST_R15,88,0.5064345073174391,0.8615359706774576,-0.10641349196496055
all_models_common,full,headline_yy,1,RF_RESIDUAL_R15,88,0.5057688328083323,0.8593399279998546,-0.0892314224071333
all_models_common,full,headline_yy,1,DAMPED_P95_Q001_R16,88,0.5056151623007832,0.8581019950175653,-0.10475544511473195
all_models_common,full,headline_yy,1,COMBO_ALL_R17,88,0.5080060568247668,0.8664603150068527,-0.11413757247533995
all_models_common,full,headline_yy,1,COMBO_CORE_R17,88,0.5079352820494676,0.8649715128246689,-0.1077992097530658
all_models_common,full,headline_yy,1,COMBO_FOOD_FUEL_R17,88,0.5079744566727633,0.8626825165429104,-0.1127518546872346
all_models_common,full,headline_yy,1,CORE_FAST_H0_R17,88,0.5121541609794845,0.8736019625556343,-0.10579862288364535
all_models_common,full,headline_yy,1,CORE_NEWS_H0_R17,88,0.510477392206967,0.8698483324606879,-0.10661303881645519
all_models_common,full,headline_yy,1,CORE_NEWS_R17,88,0.5041181276766236,0.8556172281655894,-0.10772239579186448
all_models_common,full,headline_yy,1,CORE_ROBUST_R17,88,0.5040000050687328,0.857631385489439,-0.10545329069841736
all_models_common,full,headline_yy,1,FOOD_ASYMMETRIC_R17,88,0.5194204544312498,0.8719673380359192,-0.0888798465118545
all_models_common,full,headline_yy,1,FOOD_HALF_CORRECTION_R17,88,0.5157337516854262,0.8614975401539572,-0.08931707779416434
all_models_common,full,headline_yy,1,FOOD_OWN_R17,88,0.5232618228623942,0.8750312323050228,-0.10633348956009304
all_models_common,full,headline_yy,1,FOOD_PERSISTENCE_R17,88,0.5134351764011035,0.8526044327457311,-0.08967645264189367
all_models_common,full,headline_yy,1,FOOD_SEASONAL_R17,88,0.5192260027693998,0.8794152337173445,-0.11022895059738178
all_models_common,full,headline_yy,1,FOOD_SYMMETRIC_R17,88,0.5202244110549108,0.8719817700558392,-0.10248217978209052
all_models_common,full,headline_yy,1,FUEL_ANNUAL_R17,88,0.4956139218007303,0.8529825380128371,-0.11668316687010448
all_models_common,full,headline_yy,1,FUEL_SPOT_ECM_R17,88,0.4959342905537898,0.8529296636160286,-0.11566498818190483
all_models_common,full,headline_yy,1,MONTHLY_AR_CORE_R17,88,0.5065308374299368,0.8624157777056277,-0.11064040015568147
all_models_common,full,headline_yy,1,MONTHLY_BOTH_CORE_R17,88,0.505831643784762,0.8611886312502937,-0.10898538068967656
all_models_common,full,headline_yy,1,MONTHLY_DOMESTIC_CORE_R17,88,0.5064785900677335,0.8625342964847186,-0.11136958268858604
