origin,model,block,h,target,mm_forecast,mm_actual,cumulative_log_forecast,cumulative_log_actual
2019-02,COMBO_ALL_R17,core,1,2019-03,0.1653263839617214,-0.1,0.16518987033686733,-0.10005003335835334
2019-02,COMBO_ALL_R17,core,2,2019-04,0.5505983417376694,0.4,0.7142779604822532,0.29915209359539197
2019-02,COMBO_ALL_R17,core,3,2019-05,0.23670991849633405,0.1,0.9507081623753479,0.3991021269037453
2019-02,COMBO_ALL_R17,core,4,2019-06,0.3184443914398185,0.3,1.2686465935132116,0.6986530248835933
2019-02,COMBO_ALL_R17,core,5,2019-07,0.5835675660078219,1.0,1.850517999627456,1.6936861102004013
2019-02,COMBO_ALL_R17,core,6,2019-08,0.2551482248021015,0.2,2.105341273965987,1.8934863764677072
2019-02,COMBO_ALL_R17,core,7,2019-09,-0.2968272574530346,-0.9,1.8080726107175704,0.9894119112528008
2019-02,COMBO_ALL_R17,core,8,2019-10,0.5073530648044031,0.6,2.3141429765724,1.5876190790075473
2019-02,COMBO_ALL_R17,core,9,2019-11,0.1284937381522825,0.0,2.4425542321700124,1.5876190790075473
2019-02,COMBO_ALL_R17,core,10,2019-12,0.2512357482551258,0.1,2.693474911020114,1.6875691123159005
2019-02,COMBO_ALL_R17,core,11,2020-01,0.40348395776238866,0.8,3.096147055220643,2.4843860772335877
2019-02,COMBO_ALL_R17,core,12,2020-02,0.39387048708590155,0.7,3.4892439032621048,3.1819474508761116
2019-02,COMBO_ALL_R17,food,1,2019-03,-0.15076549562430738,0.0,-0.15087926115815334,0.0
2019-02,COMBO_ALL_R17,food,2,2019-04,-0.5073105124808897,-0.6505576208178376,-0.6594809621606341,-0.6526829696684437
2019-02,COMBO_ALL_R17,food,3,2019-05,-0.01336340741399998,1.9644527595883865,-0.6728452625574788,1.2927234501459586
2019-02,COMBO_ALL_R17,food,4,2019-06,-0.4235621484052197,0.3669724770642313,-1.0973069764751364,1.6590242260196828
2019-02,COMBO_ALL_R17,food,5,2019-07,-0.9199944196844556,-0.5484460694698434,-2.0215594810374,1.109068669415817
2019-02,COMBO_ALL_R17,food,6,2019-08,-0.8054155794410883,-0.27573529411764053,-2.830236053255331,0.8329525252830223
2019-02,COMBO_ALL_R17,food,7,2019-09,0.25248382591832624,-0.552995391705069,-2.5780704322506725,0.2784224536404959
2019-02,COMBO_ALL_R17,food,8,2019-10,-0.05705628267424392,0.8341056533827551,-2.6351429982159345,1.109068669415817
2019-02,COMBO_ALL_R17,food,9,2019-11,-0.4751700522788879,1.194852941176472,-3.1114455724152825,2.2968396000950206
2019-02,COMBO_ALL_R17,food,10,2019-12,0.08552093681052692,0.7266121707538709,-3.025961183921763,3.0208246628637387
2019-02,COMBO_ALL_R17,food,11,2020-01,1.092635204431562,2.3444544634806164,-1.9392521096944406,5.3382189193773435
