origin,target,model,predicted,actual,eligible,predicted_change,actual_change
2019-02,2019-11,COMBO_ALL_R17,0,0.0,True,0.0006940552374343767,-0.36520282553289585
2019-02,2019-11,COMBO_CORE_R17,0,0.0,True,0.0006940552374343767,-0.36520282553289585
2019-02,2019-11,COMBO_FOOD_FUEL_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,CORE_FAST_H0_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,CORE_NEWS_H0_R17,0,0.0,True,0.06965216556326848,-0.36520282553289585
2019-02,2019-11,CORE_NEWS_R17,0,0.0,True,0.06965216556326848,-0.36520282553289585
2019-02,2019-11,CORE_ROBUST_R17,0,0.0,True,0.06988820148844432,-0.36520282553289585
2019-02,2019-11,DAMPED_P95_Q001_R16,0,0.0,True,0.07218464969636251,-0.36520282553289585
2019-02,2019-11,FOOD_ASYMMETRIC_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,FOOD_HALF_CORRECTION_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,FOOD_OWN_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,FOOD_PERSISTENCE_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,FOOD_SEASONAL_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,FOOD_SYMMETRIC_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,FUEL_ANNUAL_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,FUEL_SPOT_ECM_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,INDEPENDENT_BRIDGE,1,0.0,True,1.2193892100748505,-0.36520282553289585
2019-02,2019-11,MONTHLY_AR_CORE_R17,0,0.0,True,-0.09933974105420251,-0.36520282553289585
2019-02,2019-11,MONTHLY_BOTH_CORE_R17,0,0.0,True,-0.06832256384173885,-0.36520282553289585
2019-02,2019-11,MONTHLY_DOMESTIC_CORE_R17,0,0.0,True,-0.04782514114697545,-0.36520282553289585
2019-02,2019-11,MONTHLY_IMPORTED_CORE_R17,0,0.0,True,-0.09324356000298906,-0.36520282553289585
2019-02,2019-11,MONTHLY_OWN_CORE_R17,0,0.0,True,-0.06412451483410386,-0.36520282553289585
2019-02,2019-11,PATH_COMPONENT_HALF_R17,0,0.0,True,-0.06573632438245225,-0.36520282553289585
2019-02,2019-11,PATH_COMPONENT_SELECT_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,PATH_FAST_CURRENT_HALF_R17,0,0.0,True,-0.06610012632257822,-0.36520282553289585
2019-02,2019-11,PATH_POOL_R17,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-02,2019-11,RF_RESIDUAL_R15,0,0.0,True,0.3231594438906402,-0.36520282553289585
2019-02,2019-11,STABLE_LOCAL_CORE_R14B,0,0.0,True,-4.440892098500626e-16,-0.36520282553289585
2019-02,2019-11,STABLE_PIPELINE_R14B,1,0.0,True,1.2193892100748505,-0.36520282553289585
2019-02,2019-11,STATE_FAST_R15,0,0.0,True,-0.1321754903227914,-0.36520282553289585
2019-03,2019-12,COMBO_ALL_R17,0,0.0,True,-0.012566352823708993,0.39456003763463476
2019-03,2019-12,COMBO_CORE_R17,0,0.0,True,-0.012566352823708993,0.39456003763463476
2019-03,2019-12,COMBO_FOOD_FUEL_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,CORE_FAST_H0_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,CORE_NEWS_H0_R17,0,0.0,True,0.0833863244494557,0.39456003763463476
2019-03,2019-12,CORE_NEWS_R17,0,0.0,True,0.0833863244494557,0.39456003763463476
2019-03,2019-12,CORE_ROBUST_R17,0,0.0,True,0.08359347504917203,0.39456003763463476
2019-03,2019-12,DAMPED_P95_Q001_R16,0,0.0,True,0.08341746897525937,0.39456003763463476
2019-03,2019-12,FOOD_ASYMMETRIC_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,FOOD_HALF_CORRECTION_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,FOOD_OWN_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,FOOD_PERSISTENCE_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,FOOD_SEASONAL_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,FOOD_SYMMETRIC_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,FUEL_ANNUAL_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,FUEL_SPOT_ECM_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
2019-03,2019-12,INDEPENDENT_BRIDGE,0,0.0,True,0.2111404427473933,0.39456003763463476
2019-03,2019-12,MONTHLY_AR_CORE_R17,0,0.0,True,-0.14077406875744147,0.39456003763463476
2019-03,2019-12,MONTHLY_BOTH_CORE_R17,0,0.0,True,-0.10854289731627764,0.39456003763463476
2019-03,2019-12,MONTHLY_DOMESTIC_CORE_R17,0,0.0,True,-0.09537738453785183,0.39456003763463476
2019-03,2019-12,MONTHLY_IMPORTED_CORE_R17,0,0.0,True,-0.12376096574119932,0.39456003763463476
2019-03,2019-12,MONTHLY_OWN_CORE_R17,0,0.0,True,-0.11750546485375457,0.39456003763463476
2019-03,2019-12,PATH_COMPONENT_HALF_R17,0,0.0,True,-0.023640545865709406,0.39456003763463476
2019-03,2019-12,PATH_COMPONENT_SELECT_R17,0,0.0,True,-0.0347178995461519,0.39456003763463476
