origin,model,band,target,predicted_turn,actual_turn,eligible,exact_hit,missed_turn,false_turn
2019-02,COMBO_ALL_R17,2,2019-08,none,peak,True,False,True,False
2019-02,COMBO_ALL_R17,3,2019-11,none,trough,True,False,True,False
2019-02,COMBO_CORE_R17,2,2019-08,none,peak,True,False,True,False
2019-02,COMBO_CORE_R17,3,2019-11,none,trough,True,False,True,False
2019-02,COMBO_FOOD_FUEL_R17,2,2019-08,none,peak,True,False,True,False
2019-02,COMBO_FOOD_FUEL_R17,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_FAST_H0_R17,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_FAST_H0_R17,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_NEWS_H0_R17,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_NEWS_H0_R17,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_NEWS_R17,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_NEWS_R17,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_ROBUST_R17,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_ROBUST_R17,3,2019-11,none,trough,True,False,True,False
2019-02,DAMPED_P95_Q001_R16,2,2019-08,none,peak,True,False,True,False
2019-02,DAMPED_P95_Q001_R16,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_ASYMMETRIC_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_ASYMMETRIC_R17,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_HALF_CORRECTION_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_HALF_CORRECTION_R17,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_OWN_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_OWN_R17,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_PERSISTENCE_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_PERSISTENCE_R17,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_SEASONAL_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_SEASONAL_R17,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_SYMMETRIC_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_SYMMETRIC_R17,3,2019-11,none,trough,True,False,True,False
2019-02,FUEL_ANNUAL_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FUEL_ANNUAL_R17,3,2019-11,none,trough,True,False,True,False
2019-02,FUEL_SPOT_ECM_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FUEL_SPOT_ECM_R17,3,2019-11,none,trough,True,False,True,False
2019-02,INDEPENDENT_BRIDGE,2,2019-08,none,peak,True,False,True,False
2019-02,INDEPENDENT_BRIDGE,3,2019-11,none,trough,True,False,True,False
2019-02,MONTHLY_AR_CORE_R17,2,2019-08,none,peak,True,False,True,False
2019-02,MONTHLY_AR_CORE_R17,3,2019-11,none,trough,True,False,True,False
2019-02,MONTHLY_BOTH_CORE_R17,2,2019-08,none,peak,True,False,True,False
2019-02,MONTHLY_BOTH_CORE_R17,3,2019-11,none,trough,True,False,True,False
2019-02,MONTHLY_DOMESTIC_CORE_R17,2,2019-08,none,peak,True,False,True,False
2019-02,MONTHLY_DOMESTIC_CORE_R17,3,2019-11,none,trough,True,False,True,False
2019-02,MONTHLY_IMPORTED_CORE_R17,2,2019-08,none,peak,True,False,True,False
2019-02,MONTHLY_IMPORTED_CORE_R17,3,2019-11,none,trough,True,False,True,False
2019-02,MONTHLY_OWN_CORE_R17,2,2019-08,none,peak,True,False,True,False
2019-02,MONTHLY_OWN_CORE_R17,3,2019-11,none,trough,True,False,True,False
2019-02,PATH_COMPONENT_HALF_R17,2,2019-08,none,peak,True,False,True,False
2019-02,PATH_COMPONENT_HALF_R17,3,2019-11,none,trough,True,False,True,False
2019-02,PATH_COMPONENT_SELECT_R17,2,2019-08,none,peak,True,False,True,False
2019-02,PATH_COMPONENT_SELECT_R17,3,2019-11,none,trough,True,False,True,False
2019-02,PATH_FAST_CURRENT_HALF_R17,2,2019-08,none,peak,True,False,True,False
2019-02,PATH_FAST_CURRENT_HALF_R17,3,2019-11,none,trough,True,False,True,False
2019-02,PATH_POOL_R17,2,2019-08,none,peak,True,False,True,False
2019-02,PATH_POOL_R17,3,2019-11,none,trough,True,False,True,False
2019-02,RF_RESIDUAL_R15,2,2019-08,trough,peak,True,False,True,True
2019-02,RF_RESIDUAL_R15,3,2019-11,none,trough,True,False,True,False
2019-02,STABLE_LOCAL_CORE_R14B,2,2019-08,none,peak,True,False,True,False
2019-02,STABLE_LOCAL_CORE_R14B,3,2019-11,none,trough,True,False,True,False
2019-02,STABLE_PIPELINE_R14B,2,2019-08,none,peak,True,False,True,False
2019-02,STABLE_PIPELINE_R14B,3,2019-11,none,trough,True,False,True,False
2019-02,STATE_FAST_R15,2,2019-08,none,peak,True,False,True,False
2019-02,STATE_FAST_R15,3,2019-11,none,trough,True,False,True,False
2019-03,COMBO_ALL_R17,2,2019-09,none,none,True,False,False,False
2019-03,COMBO_ALL_R17,3,2019-12,none,none,True,False,False,False
2019-03,COMBO_CORE_R17,2,2019-09,none,none,True,False,False,False
2019-03,COMBO_CORE_R17,3,2019-12,none,none,True,False,False,False
2019-03,COMBO_FOOD_FUEL_R17,2,2019-09,none,none,True,False,False,False
2019-03,COMBO_FOOD_FUEL_R17,3,2019-12,none,none,True,False,False,False
2019-03,CORE_FAST_H0_R17,2,2019-09,none,none,True,False,False,False
2019-03,CORE_FAST_H0_R17,3,2019-12,none,none,True,False,False,False
2019-03,CORE_NEWS_H0_R17,2,2019-09,none,none,True,False,False,False
2019-03,CORE_NEWS_H0_R17,3,2019-12,none,none,True,False,False,False
2019-03,CORE_NEWS_R17,2,2019-09,none,none,True,False,False,False
2019-03,CORE_NEWS_R17,3,2019-12,none,none,True,False,False,False
2019-03,CORE_ROBUST_R17,2,2019-09,none,none,True,False,False,False
2019-03,CORE_ROBUST_R17,3,2019-12,none,none,True,False,False,False
2019-03,DAMPED_P95_Q001_R16,2,2019-09,none,none,True,False,False,False
2019-03,DAMPED_P95_Q001_R16,3,2019-12,none,none,True,False,False,False
