origin,model,band,target,predicted_change,actual_change,material_actual
2019-02,COMBO_ALL_R17,2,2019-08,-0.08314137099469576,3.4822873227850066,True
2019-02,COMBO_ALL_R17,3,2019-11,0.08383542623213014,-3.8474901483179025,True
2019-02,COMBO_ALL_R17,4,2020-02,-0.23896744432399153,4.523908381438637,True
2019-02,COMBO_CORE_R17,2,2019-08,-0.08314137099469576,3.4822873227850066,True
2019-02,COMBO_CORE_R17,3,2019-11,0.08383542623213014,-3.8474901483179025,True
2019-02,COMBO_CORE_R17,4,2020-02,-0.23896744432399153,4.523908381438637,True
2019-02,COMBO_FOOD_FUEL_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,COMBO_FOOD_FUEL_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,COMBO_FOOD_FUEL_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,CORE_FAST_H0_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,CORE_FAST_H0_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,CORE_FAST_H0_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,CORE_NEWS_H0_R17,2,2019-08,0.018855698623596595,3.4822873227850066,True
2019-02,CORE_NEWS_H0_R17,3,2019-11,0.05079646693967188,-3.8474901483179025,True
2019-02,CORE_NEWS_H0_R17,4,2020-02,0.061282212756521126,4.523908381438637,True
2019-02,CORE_NEWS_R17,2,2019-08,0.018855698623596595,3.4822873227850066,True
2019-02,CORE_NEWS_R17,3,2019-11,0.05079646693967188,-3.8474901483179025,True
2019-02,CORE_NEWS_R17,4,2020-02,0.061282212756521126,4.523908381438637,True
2019-02,CORE_ROBUST_R17,2,2019-08,0.01898435790843145,3.4822873227850066,True
2019-02,CORE_ROBUST_R17,3,2019-11,0.050903843580012875,-3.8474901483179025,True
2019-02,CORE_ROBUST_R17,4,2020-02,0.061372773305166106,4.523908381438637,True
2019-02,DAMPED_P95_Q001_R16,2,2019-08,0.022392806027099255,3.4822873227850066,True
2019-02,DAMPED_P95_Q001_R16,3,2019-11,0.04979184366926326,-3.8474901483179025,True
2019-02,DAMPED_P95_Q001_R16,4,2020-02,0.05835380150604541,4.523908381438637,True
2019-02,FOOD_ASYMMETRIC_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FOOD_ASYMMETRIC_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FOOD_ASYMMETRIC_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,FOOD_HALF_CORRECTION_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FOOD_HALF_CORRECTION_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FOOD_HALF_CORRECTION_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,FOOD_OWN_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FOOD_OWN_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FOOD_OWN_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,FOOD_PERSISTENCE_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FOOD_PERSISTENCE_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FOOD_PERSISTENCE_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,FOOD_SEASONAL_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FOOD_SEASONAL_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FOOD_SEASONAL_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,FOOD_SYMMETRIC_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FOOD_SYMMETRIC_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FOOD_SYMMETRIC_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,FUEL_ANNUAL_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FUEL_ANNUAL_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FUEL_ANNUAL_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,FUEL_SPOT_ECM_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,FUEL_SPOT_ECM_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,FUEL_SPOT_ECM_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,INDEPENDENT_BRIDGE,2,2019-08,-0.25740605606387534,3.4822873227850066,True
2019-02,INDEPENDENT_BRIDGE,3,2019-11,1.4767952661387258,-3.8474901483179025,True
2019-02,INDEPENDENT_BRIDGE,4,2020-02,0.3779457896358256,4.523908381438637,True
2019-02,MONTHLY_AR_CORE_R17,2,2019-08,-0.10033911324946132,3.4822873227850066,True
2019-02,MONTHLY_AR_CORE_R17,3,2019-11,0.0009993721952588075,-3.8474901483179025,True
2019-02,MONTHLY_AR_CORE_R17,4,2020-02,-0.5393533002310478,4.523908381438637,True
2019-02,MONTHLY_BOTH_CORE_R17,2,2019-08,-0.18515239519229,3.4822873227850066,True
2019-02,MONTHLY_BOTH_CORE_R17,3,2019-11,0.11682983135055114,-3.8474901483179025,True
2019-02,MONTHLY_BOTH_CORE_R17,4,2020-02,-0.5393533002310478,4.523908381438637,True
2019-02,MONTHLY_DOMESTIC_CORE_R17,2,2019-08,-0.17731067626475205,3.4822873227850066,True
2019-02,MONTHLY_DOMESTIC_CORE_R17,3,2019-11,0.1294855351177766,-3.8474901483179025,True
2019-02,MONTHLY_DOMESTIC_CORE_R17,4,2020-02,-0.5393533002310478,4.523908381438637,True
2019-02,MONTHLY_IMPORTED_CORE_R17,2,2019-08,-0.11530923344181687,3.4822873227850066,True
2019-02,MONTHLY_IMPORTED_CORE_R17,3,2019-11,0.022065673438827815,-3.8474901483179025,True
2019-02,MONTHLY_IMPORTED_CORE_R17,4,2020-02,-0.5393533002310478,4.523908381438637,True
2019-02,MONTHLY_OWN_CORE_R17,2,2019-08,-0.1137558653363735,3.4822873227850066,True
2019-02,MONTHLY_OWN_CORE_R17,3,2019-11,0.04963135050226963,-3.8474901483179025,True
2019-02,MONTHLY_OWN_CORE_R17,4,2020-02,-0.5393533002310478,4.523908381438637,True
2019-02,PATH_COMPONENT_HALF_R17,2,2019-08,-0.08528174637842989,3.4822873227850066,True
2019-02,PATH_COMPONENT_HALF_R17,3,2019-11,0.01954542199597764,-3.8474901483179025,True
2019-02,PATH_COMPONENT_HALF_R17,4,2020-02,-0.13094086334426613,4.523908381438637,True
2019-02,PATH_COMPONENT_SELECT_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,PATH_COMPONENT_SELECT_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,PATH_COMPONENT_SELECT_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,PATH_FAST_CURRENT_HALF_R17,2,2019-08,-0.043717435691503326,3.4822873227850066,True
2019-02,PATH_FAST_CURRENT_HALF_R17,3,2019-11,-0.022382690631074897,-3.8474901483179025,True
2019-02,PATH_FAST_CURRENT_HALF_R17,4,2020-02,-0.01145977076340321,4.523908381438637,True
2019-02,PATH_POOL_R17,2,2019-08,-0.08741765232988818,3.4822873227850066,True
2019-02,PATH_POOL_R17,3,2019-11,-0.04475783799290323,-3.8474901483179025,True
2019-02,PATH_POOL_R17,4,2020-02,-0.02291601305236579,4.523908381438637,True
2019-02,RF_RESIDUAL_R15,2,2019-08,-0.6075319694282371,3.4822873227850066,True
