scope,benchmark,model,metric,h,sample,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,1,full,89,12,2000,1509,78,89,0.00845705311714838,-0.010621997267691658,0.037677563180711464,0.1685,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,1,origins_2019_2021,35,12,2000,1509,24,35,0.006713726131476521,-0.01157688708808808,0.0234556480184407,0.5005,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,1,origins_2022_2023,24,12,2000,1509,13,24,0.021257581618148124,-0.056720250471699755,0.04113785325323959,0.683,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,1,origins_2024plus,30,12,2000,1509,19,30,0.00025051179963242763,-0.012215415218205709,0.012303202013798501,0.479,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,1,recent_targets,31,12,2000,1509,20,31,0.0008307121207510067,-0.011511326688867618,0.014241825944648076,0.4185,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,2,full,88,12,2000,1509,77,88,0.06670407314166477,-0.008380918271357257,0.2069348341730255,0.05,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,2,origins_2019_2021,35,12,2000,1509,24,35,0.018093334562301316,-0.036634312762881045,0.05482493567549174,0.4845,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,2,origins_2022_2023,24,12,2000,1509,13,24,0.21558721904528588,-0.08826794392010405,0.454673912493297,0.1235,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,2,origins_2024plus,29,12,2000,1509,18,29,0.0021585679206583314,-0.04212990824527083,0.04430987534091811,0.5125,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,2,recent_targets,31,12,2000,1509,20,31,0.0051686843359188,-0.037678633645730285,0.053554409077779704,0.389,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,3,full,87,12,2000,1509,76,87,0.1985248691909754,-0.006781999973612965,0.5908821312792126,0.036,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,3,origins_2019_2021,35,12,2000,1509,24,35,0.09242095237586055,-0.04317916373544456,0.17233490597216014,0.354,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,3,origins_2022_2023,24,12,2000,1509,13,24,0.5786817230457318,-0.1856769081884383,1.220714374168095,0.1235,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,3,origins_2024plus,28,12,2000,1509,17,28,0.005306033334363335,-0.062199543279322055,0.057118757652475136,0.612,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,3,recent_targets,31,12,2000,1509,20,31,0.010974396180274995,-0.05347928197287788,0.08693140156048715,0.4095,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,4,full,86,12,2000,1509,75,86,0.2400961837384225,-0.02647906926527942,0.6884545517345471,0.043,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,4,origins_2019_2021,35,12,2000,1509,24,35,0.24006042492443908,-0.036514423485902864,0.44713179151822807,0.156,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,4,origins_2022_2023,24,12,2000,1509,13,24,0.46634119420171555,-0.49193479635005666,1.079420744709915,0.222,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,4,origins_2024plus,27,12,2000,1509,16,27,0.03903586178917777,-0.06557929090768663,0.09342491437243469,0.454,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,4,recent_targets,31,12,2000,1509,20,31,0.04285458566486658,-0.05535779110740142,0.14975959844049422,0.2485,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,5,full,85,12,2000,1509,74,85,0.2778908310751167,-0.11240034710152859,0.9158028384232568,0.1015,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,5,origins_2019_2021,35,12,2000,1509,24,35,0.44648170060565895,-0.05961195177922143,0.8223404985598458,0.195,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,5,origins_2022_2023,24,12,2000,1509,13,24,0.25663769216204774,-0.6449176574492117,0.6029720459408935,0.653,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,5,origins_2024plus,26,12,2000,1509,15,26,0.07055986570375777,-0.07397488150948014,0.13844583737531396,0.401,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,5,recent_targets,31,12,2000,1509,20,31,0.05248991730464286,-0.04876740403077264,0.21970943466039586,0.17,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,6,full,84,12,2000,1509,73,84,0.34703949011846796,-0.187220536134717,1.2468883427536972,0.1425,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,6,origins_2019_2021,35,12,2000,1509,24,35,0.6841382991934783,-0.07716940009719611,1.2777881334693213,0.241,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,6,origins_2022_2023,24,12,2000,1509,13,24,0.0997135972610157,-0.9366937235735215,0.20554916778532553,0.892,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,6,origins_2024plus,25,12,2000,1509,14,25,0.11253401455660769,-0.1025033792023697,0.20943020942794274,0.49,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,6,recent_targets,31,12,2000,1509,20,31,0.060457206588814795,-0.07135789263113623,0.3300251502582178,0.15,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,7,full,83,12,2000,1509,72,83,0.5596520775410306,-0.06459173873961138,1.7567290505176043,0.073,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,7,origins_2019_2021,35,12,2000,1509,24,35,1.0382359854460554,-0.1314455787197102,1.9494594108527272,0.3285,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,7,origins_2022_2023,24,12,2000,1509,13,24,0.3094582342861829,-0.4667686516489061,0.4947878246379202,0.6315,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,7,origins_2024plus,24,12,2000,1509,13,24,0.11191105510105044,-0.17097931218447196,0.22725800402906493,0.5665,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,7,recent_targets,31,12,2000,1509,20,31,0.03869121453744321,-0.1087665691289068,0.40577196067855203,0.1695,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,8,full,82,12,2000,1509,71,82,0.7473238955822229,-0.033517772046630846,2.3081391593908984,0.0395,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,8,origins_2019_2021,35,12,2000,1509,24,35,1.312811397320862,-0.3708588016930568,2.39330948338829,0.395,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,8,origins_2022_2023,24,12,2000,1509,13,24,0.5781729152989944,0.04853091488384755,0.84039637994728,0.0045,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,8,origins_2024plus,23,12,2000,1509,12,23,0.0633048071450536,-0.21932958954850357,0.22973342369243638,0.575,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,8,recent_targets,31,12,2000,1509,20,31,-0.0473972041496149,-0.1632066140965075,0.39362982574179245,0.253,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,9,full,81,12,2000,1509,70,81,0.9919567941011777,0.07020246313697952,2.7744057439613843,0.01,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,9,origins_2019_2021,35,12,2000,1509,24,35,1.6399313181008794,-0.2804923976865492,3.010535855184097,0.2835,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,9,origins_2022_2023,24,12,2000,1509,13,24,0.8762391535828993,0.24975047791603985,1.559349267934169,0.0,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,9,origins_2024plus,22,12,2000,1509,11,22,0.08732565921250143,-0.22170625628821627,0.2760838986945181,0.4965,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,9,recent_targets,31,12,2000,1509,20,31,0.024274754064747904,-0.15613427680204717,0.43345697406512135,0.2165,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,10,full,80,12,2000,1509,69,80,1.3782250593347398,0.13171187405743182,3.654419707968144,0.005,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,10,origins_2019_2021,35,12,2000,1509,24,35,1.9022601968771786,-0.2103459173009349,3.5323181537114214,0.1935,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,10,origins_2022_2023,24,12,2000,1509,13,24,1.7746542800962892,0.4288330095601187,3.347243570891537,0.0,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,10,origins_2024plus,21,12,2000,1509,10,21,0.05177119684604675,-0.2543149028883689,0.326795461117896,0.5985,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,10,recent_targets,31,12,2000,1509,20,31,-0.007789379677001666,-0.17530626754917186,0.3935377369967365,0.2605,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,11,full,79,12,2000,1509,68,79,1.4951903335260008,0.0966733247752707,3.9931172016859,0.0105,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,11,origins_2019_2021,35,12,2000,1509,24,35,1.8846832297328717,-0.36305163242200167,3.4852632070729697,0.24,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,11,origins_2022_2023,24,12,2000,1509,13,24,2.120687078666615,0.21760511674541608,4.261940987676279,0.0,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,11,origins_2024plus,20,12,2000,1509,9,20,0.06298167099523903,-0.30001473320553174,0.40358698329675013,0.479,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,11,recent_targets,31,12,2000,1509,20,31,0.05537632998631752,-0.22610464140446054,0.41440634830605105,0.2815,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,12,full,78,12,2000,1509,67,78,1.460867498880888,-0.012098314448013688,4.0084675819971975,0.0295,ok
paired_fast_COMBO_ALL_R17,STATE_FAST_R15,COMBO_ALL_R17,headline_yy,12,origins_2019_2021,35,12,2000,1509,24,35,1.7308907144979389,-0.5088538240953853,3.0384933381776555,0.2675,ok
