scope,model,h,metric,sample,n_intended,n_missing_forecasts,n,mae,rmse,bias
original_R16_calendar,COMBO_ALL_R17,1,headline_yy,full,88,0,88,0.5080060568247668,0.8664603150068527,-0.11413757247533995
original_R16_calendar,COMBO_ALL_R17,1,headline_yy,origins_2019_2021,34,0,34,0.3755977449597912,0.4621219356157552,-0.1385933988209928
original_R16_calendar,COMBO_ALL_R17,1,headline_yy,origins_2022_2023,24,0,24,1.0220623865201037,1.520493243897513,-0.21479194148859082
original_R16_calendar,COMBO_ALL_R17,1,headline_yy,origins_2024plus,30,0,30,0.24682374651546982,0.3326552705057697,-0.00589747407299938
original_R16_calendar,COMBO_ALL_R17,1,headline_yy,recent_targets,31,0,31,0.24712330240688177,0.3304629300023475,-0.013968845204491006
original_R16_calendar,COMBO_ALL_R17,2,headline_yy,full,86,0,86,0.7929358558021271,1.2581626049932366,-0.22000008732499882
original_R16_calendar,COMBO_ALL_R17,2,headline_yy,origins_2019_2021,33,0,33,0.5463805807039755,0.6659580627020185,-0.2675571719150461
original_R16_calendar,COMBO_ALL_R17,2,headline_yy,origins_2022_2023,24,0,24,1.6710651366407294,2.1963800312286477,-0.3772861391439147
original_R16_calendar,COMBO_ALL_R17,2,headline_yy,origins_2024plus,29,0,29,0.3467710743577316,0.4442017106195382,-0.03571563783791111
original_R16_calendar,COMBO_ALL_R17,2,headline_yy,recent_targets,31,0,31,0.343052639520969,0.43597571173516747,-0.05206529567984651
original_R16_calendar,COMBO_ALL_R17,3,headline_yy,full,84,0,84,1.0108721637246412,1.5281613701832086,-0.37349804552416305
original_R16_calendar,COMBO_ALL_R17,3,headline_yy,origins_2019_2021,32,0,32,0.8602949881277384,1.121603041368486,-0.5480791462524469
original_R16_calendar,COMBO_ALL_R17,3,headline_yy,origins_2022_2023,24,0,24,1.9313399363026404,2.485393258133158,-0.49971877135455295
original_R16_calendar,COMBO_ALL_R17,3,headline_yy,origins_2024plus,28,0,28,0.3939879879113875,0.5228760704064463,-0.06578759398007569
original_R16_calendar,COMBO_ALL_R17,3,headline_yy,recent_targets,31,0,31,0.3831325808182308,0.5088701348765795,-0.08638568402230044
original_R16_calendar,COMBO_ALL_R17,4,headline_yy,full,83,0,83,1.192514198737237,1.7837419703785553,-0.5279180163676082
original_R16_calendar,COMBO_ALL_R17,4,headline_yy,origins_2019_2021,32,0,32,1.1466369242197079,1.6144356105355786,-0.8735737385717537
original_R16_calendar,COMBO_ALL_R17,4,headline_yy,origins_2022_2023,24,0,24,2.1618474549576834,2.690090161472634,-0.5769514545860561
original_R16_calendar,COMBO_ALL_R17,4,headline_yy,origins_2024plus,27,0,27,0.3852577037472446,0.5092159135787802,-0.0746666968203706
original_R16_calendar,COMBO_ALL_R17,4,headline_yy,recent_targets,31,0,31,0.4165969004969764,0.5443362087246653,-0.0850070055414165
original_R16_calendar,COMBO_ALL_R17,5,headline_yy,full,82,0,82,1.371266174756015,2.063893258345964,-0.7005432743807377
original_R16_calendar,COMBO_ALL_R17,5,headline_yy,origins_2019_2021,32,0,32,1.519910593408421,2.2192109824869832,-1.2660766120720282
original_R16_calendar,COMBO_ALL_R17,5,headline_yy,origins_2022_2023,24,0,24,2.1707728487922213,2.7668285346071038,-0.6337084182590346
original_R16_calendar,COMBO_ALL_R17,5,headline_yy,origins_2024plus,26,0,26,0.4503130373042483,0.553550138097169,-0.06619595671918276
original_R16_calendar,COMBO_ALL_R17,5,headline_yy,recent_targets,31,0,31,0.5163498760438189,0.6348571384955057,-0.03701246707060503
original_R16_calendar,COMBO_ALL_R17,6,headline_yy,full,81,0,81,1.5211405579643984,2.3669523995804065,-0.8639102891829298
original_R16_calendar,COMBO_ALL_R17,6,headline_yy,origins_2019_2021,32,0,32,1.9883680048284909,2.910684357792304,-1.7034278156384315
original_R16_calendar,COMBO_ALL_R17,6,headline_yy,origins_2022_2023,24,0,24,1.9812328055612607,2.6825276780427174,-0.5849166397770016
original_R16_calendar,COMBO_ALL_R17,6,headline_yy,origins_2024plus,25,0,25,0.48140086828537226,0.6321383705098554,-0.05716175874957877
original_R16_calendar,COMBO_ALL_R17,6,headline_yy,recent_targets,31,0,31,0.54072167014419,0.6898299169586606,0.01117954919602288
original_R16_calendar,COMBO_ALL_R17,7,headline_yy,full,80,0,80,1.7432511620459947,2.756679739359561,-1.011718366855833
original_R16_calendar,COMBO_ALL_R17,7,headline_yy,origins_2019_2021,32,0,32,2.4972198823469602,3.663005313858432,-2.1727148773652023
original_R16_calendar,COMBO_ALL_R17,7,headline_yy,origins_2022_2023,24,0,24,1.923217939171553,2.6349109481786677,-0.4364615667980756
original_R16_calendar,COMBO_ALL_R17,7,headline_yy,origins_2024plus,24,0,24,0.5579927578524826,0.7057225663670559,-0.038979819567764085
original_R16_calendar,COMBO_ALL_R17,7,headline_yy,recent_targets,31,0,31,0.5566022568885002,0.7126155409818797,0.03316900841891831
original_R16_calendar,COMBO_ALL_R17,8,headline_yy,full,79,0,79,1.9987697666683197,3.1921463540713977,-1.155945251643163
original_R16_calendar,COMBO_ALL_R17,8,headline_yy,origins_2019_2021,32,0,32,3.0125448153412937,4.38117870782426,-2.6559116383412404
original_R16_calendar,COMBO_ALL_R17,8,headline_yy,origins_2022_2023,24,0,24,2.0425584581600122,2.7282913041503307,-0.2753772778570629
original_R16_calendar,COMBO_ALL_R17,8,headline_yy,origins_2024plus,23,0,23,0.5426075860885027,0.7258292683207471,0.012110965899102032
original_R16_calendar,COMBO_ALL_R17,8,headline_yy,recent_targets,31,0,31,0.5684096601309366,0.7304888687521601,0.10015052556725842
original_R16_calendar,COMBO_ALL_R17,9,headline_yy,full,78,0,78,2.324240048182376,3.6897648896259625,-1.291140846557444
original_R16_calendar,COMBO_ALL_R17,9,headline_yy,origins_2019_2021,32,0,32,3.549252993591237,5.120741087023192,-3.1454589716912236
original_R16_calendar,COMBO_ALL_R17,9,headline_yy,origins_2022_2023,24,0,24,2.2779829487925,2.95517886729857,-0.030771668204557418
original_R16_calendar,COMBO_ALL_R17,9,headline_yy,origins_2024plus,22,0,22,0.592865326922079,0.77526643806952,0.031100959070358248
original_R16_calendar,COMBO_ALL_R17,9,headline_yy,recent_targets,31,0,31,0.7374623484792621,1.0500070804489234,0.23365412695841561
original_R16_calendar,COMBO_ALL_R17,10,headline_yy,full,77,0,77,2.595063778828663,4.206109333802612,-1.458089369967199
original_R16_calendar,COMBO_ALL_R17,10,headline_yy,origins_2019_2021,32,0,32,3.9084098610242504,5.733063967293881,-3.570274674801621
original_R16_calendar,COMBO_ALL_R17,10,headline_yy,origins_2022_2023,24,0,24,2.587246027989575,3.5127915141330646,0.024986996789807165
original_R16_calendar,COMBO_ALL_R17,10,headline_yy,origins_2024plus,21,0,21,0.602709083108632,0.8253360420192053,0.06553429443915253
original_R16_calendar,COMBO_ALL_R17,10,headline_yy,recent_targets,31,0,31,0.9107428665560741,1.3559956159109945,0.4053710069841692
original_R16_calendar,COMBO_ALL_R17,11,headline_yy,full,76,0,76,2.886063145767706,4.66303875731945,-1.6519762985655948
original_R16_calendar,COMBO_ALL_R17,11,headline_yy,origins_2019_2021,32,0,32,4.302781117305083,6.3247934619300725,-4.034192608114214
original_R16_calendar,COMBO_ALL_R17,11,headline_yy,origins_2022_2023,24,0,24,2.840806306258383,3.859529299605755,0.09664742138724829
original_R16_calendar,COMBO_ALL_R17,11,headline_yy,origins_2024plus,20,0,20,0.6736225987190901,0.8642663266984474,0.06122133276878219
original_R16_calendar,COMBO_ALL_R17,11,headline_yy,recent_targets,31,0,31,1.077339469520777,1.6174554015424143,0.5749975099822003
original_R16_calendar,COMBO_ALL_R17,12,headline_yy,full,75,0,75,3.115060191997098,5.020880834608253,-1.8286704590332283
original_R16_calendar,COMBO_ALL_R17,12,headline_yy,origins_2019_2021,32,0,32,4.687547961718804,6.811851185939568,-4.451376831474201
original_R16_calendar,COMBO_ALL_R17,12,headline_yy,origins_2022_2023,24,0,24,2.9721887014429385,4.051082250504503,0.16630395489902572
original_R16_calendar,COMBO_ALL_R17,12,headline_yy,origins_2024plus,19,0,19,0.6471289889552709,0.7940826717338304,0.06855154011082651
original_R16_calendar,COMBO_ALL_R17,12,headline_yy,recent_targets,31,0,31,1.1592725886923787,1.7556043795544136,0.7278977668812194
original_R16_calendar,COMBO_CORE_R17,1,headline_yy,full,88,0,88,0.5079352820494676,0.8649715128246689,-0.1077992097530658
original_R16_calendar,COMBO_CORE_R17,1,headline_yy,origins_2019_2021,34,0,34,0.36854807927951183,0.4548064827149559,-0.13369120536608664
original_R16_calendar,COMBO_CORE_R17,1,headline_yy,origins_2022_2023,24,0,24,1.0307667315752924,1.5198249997265185,-0.2258243026431359
original_R16_calendar,COMBO_CORE_R17,1,headline_yy,origins_2024plus,30,0,30,0.24764228556809068,0.3351500470101673,0.01596512625374721
original_R16_calendar,COMBO_CORE_R17,1,headline_yy,recent_targets,31,0,31,0.2470780321539189,0.3322812567220269,0.008025914770440335
original_R16_calendar,COMBO_CORE_R17,2,headline_yy,full,86,0,86,0.7670901812019804,1.2325298715629835,-0.19894193026336748
original_R16_calendar,COMBO_CORE_R17,2,headline_yy,origins_2019_2021,33,0,33,0.5162036543438915,0.6373600617984403,-0.24885846965084257
original_R16_calendar,COMBO_CORE_R17,2,headline_yy,origins_2022_2023,24,0,24,1.6070962169652712,2.1547025095005328,-0.40607861588154864
original_R16_calendar,COMBO_CORE_R17,2,headline_yy,origins_2024plus,29,0,29,0.35740433733984145,0.4477461313576929,0.029283112999495646
original_R16_calendar,COMBO_CORE_R17,2,headline_yy,recent_targets,31,0,31,0.347594000902096,0.43628180929560734,0.014145871995993537
original_R16_calendar,COMBO_CORE_R17,3,headline_yy,full,84,0,84,0.9670735787520978,1.4603251238070067,-0.33451657014265207
original_R16_calendar,COMBO_CORE_R17,3,headline_yy,origins_2019_2021,32,0,32,0.7971797656388506,1.0622881121707812,-0.5129964748255447
original_R16_calendar,COMBO_CORE_R17,3,headline_yy,origins_2022_2023,24,0,24,1.8183103240115532,2.372805149454549,-0.5205822595126631
original_R16_calendar,COMBO_CORE_R17,3,headline_yy,origins_2024plus,28,0,28,0.43160644065913295,0.5311261461565678,0.02894534038352035
original_R16_calendar,COMBO_CORE_R17,3,headline_yy,recent_targets,31,0,31,0.4146493886651566,0.5117264518117941,0.012701556961932634
original_R16_calendar,COMBO_CORE_R17,4,headline_yy,full,83,0,83,1.1360850084235483,1.7119351754947865,-0.47330082118920475
original_R16_calendar,COMBO_CORE_R17,4,headline_yy,origins_2019_2021,32,0,32,1.0666098647734334,1.5310784880740638,-0.828606485634956
original_R16_calendar,COMBO_CORE_R17,4,headline_yy,origins_2022_2023,24,0,24,2.0940200256777035,2.5974853770074,-0.5848675142192382
original_R16_calendar,COMBO_CORE_R17,4,headline_yy,origins_2024plus,27,0,27,0.3669281263014725,0.4833969368113718,0.046972582328752774
original_R16_calendar,COMBO_CORE_R17,4,headline_yy,recent_targets,31,0,31,0.3983256640438267,0.5173416045094102,0.0422100241382746
original_R16_calendar,COMBO_CORE_R17,5,headline_yy,full,82,0,82,1.3285603564823323,2.0016068009143737,-0.6244084227152258
original_R16_calendar,COMBO_CORE_R17,5,headline_yy,origins_2019_2021,32,0,32,1.447364099029655,2.1204245146133687,-1.21310787720097
original_R16_calendar,COMBO_CORE_R17,5,headline_yy,origins_2022_2023,24,0,24,2.197374990748694,2.725891002979562,-0.5754456402761091
original_R16_calendar,COMBO_CORE_R17,5,headline_yy,origins_2024plus,26,0,26,0.38035762633206294,0.492922066539551,0.054948337477274505
original_R16_calendar,COMBO_CORE_R17,5,headline_yy,recent_targets,31,0,31,0.45100412790282207,0.5974439807628052,0.09259084083900208
original_R16_calendar,COMBO_CORE_R17,6,headline_yy,full,81,0,81,1.4742107152252752,2.2955996898921485,-0.7642023949289988
original_R16_calendar,COMBO_CORE_R17,6,headline_yy,origins_2019_2021,32,0,32,1.8909166856925679,2.800647030724354,-1.6464516540978829
original_R16_calendar,COMBO_CORE_R17,6,headline_yy,origins_2022_2023,24,0,24,2.044632369619765,2.647991887541579,-0.4743027040367483
original_R16_calendar,COMBO_CORE_R17,6,headline_yy,origins_2024plus,25,0,25,0.3932222848084306,0.5503230562728912,0.0867729535506124
original_R16_calendar,COMBO_CORE_R17,6,headline_yy,recent_targets,31,0,31,0.4680064739536378,0.645118807561183,0.1619571216842515
original_R16_calendar,COMBO_CORE_R17,7,headline_yy,full,80,0,80,1.6846149522371938,2.6621137437738853,-0.9119683880918785
original_R16_calendar,COMBO_CORE_R17,7,headline_yy,origins_2019_2021,32,0,32,2.3861773286450685,3.542778306248718,-2.112997195075088
original_R16_calendar,COMBO_CORE_R17,7,headline_yy,origins_2022_2023,24,0,24,1.930313721301598,2.547183448228252,-0.3425607506213597
