scope,sample,clock,model,quarters_ahead,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_mae,mean_absolute_error_gain_vs_cnb,material_gains,material_losses,immaterial_pairs,mean_model_cnb_deviation,mean_realised_cnb_error,deviation_direction_correct_rate,deviation_error_correlation
within_clock_common,full,cutoff,COMBO_ALL_R17,all,66,1.360085652146604,2.232532289481376,-0.38197287340417974,18,18,1.0605492231877776,-0.2995364289588265,13,36,17,0.11709461644673924,0.499067489850919,0.45454545454545453,0.36232563371615684
within_clock_common,full,cutoff,COMBO_ALL_R17,1,18,0.8706221332323876,1.5295139654772525,-0.2736765894509794,18,18,0.5554610620931573,-0.31516107113923025,4,9,5,-0.43846012301368,-0.16478353356270048,0.5555555555555556,0.17294634038085155
within_clock_common,full,cutoff,COMBO_ALL_R17,2,17,1.4110934110989768,2.092968618573635,-0.5545445550104814,17,17,1.175891176650326,-0.2352022344486512,4,9,4,-0.20342293659005475,0.3511216184204268,0.5294117647058824,0.32016529234166613
within_clock_common,full,cutoff,COMBO_ALL_R17,3,16,1.4669597820168048,2.2439377524811097,-0.4541916940236333,16,16,1.1088691841257816,-0.35809059789102304,4,9,3,0.299551276389324,0.7537429704129572,0.375,0.42258726793359275
within_clock_common,full,cutoff,COMBO_ALL_R17,4,15,1.7756340095027605,2.964398628633041,-0.23931376633346094,15,15,1.4843928442432301,-0.29124116525953064,1,9,5,0.9523930933021849,1.1917068596356455,0.3333333333333333,0.3147054908113894
within_clock_common,full,cutoff,COMBO_CORE_R17,all,66,1.3035734413332216,2.1283995753360125,-0.2667629643346077,18,18,1.0605492231877776,-0.24302421814544425,15,34,17,0.2323045255163112,0.499067489850919,0.5454545454545454,0.421948754339742
within_clock_common,full,cutoff,COMBO_CORE_R17,1,18,0.8441908641883494,1.519846487029798,-0.23822042593872192,18,18,0.5554610620931573,-0.28872980209519217,4,8,6,-0.4030039595014224,-0.16478353356270048,0.6666666666666666,0.2186697325999327
within_clock_common,full,cutoff,COMBO_CORE_R17,2,17,1.4060619765210263,2.0687331009531915,-0.44544383657037784,17,17,1.175891176650326,-0.23017079987070055,5,8,4,-0.09432221814995097,0.3511216184204268,0.6470588235294118,0.32879647888711294
within_clock_common,full,cutoff,COMBO_CORE_R17,3,16,1.3672045039582397,2.0953584810060426,-0.3188841413308343,16,16,1.1088691841257816,-0.2583353198324579,4,9,3,0.4348588290821229,0.7537429704129572,0.4375,0.5036308836990055
within_clock_common,full,cutoff,COMBO_CORE_R17,4,15,1.670805727227538,2.761692668193167,-0.042913099746489554,15,15,1.4843928442432301,-0.18641288298430855,2,9,4,1.1487937598891562,1.1917068596356455,0.4,0.41888722001176193
