sample,clock,model,omitted_report,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_rmse,cnb_mae,rmse_gain_vs_cnb,mae_gain_vs_cnb,full_rmse_gain_vs_cnb,full_mae_gain_vs_cnb,scope
full,cutoff,COMBO_ALL_R17,2022-02-10,62,1.2144625146668735,2.0514501719946114,-0.1732456856830024,17,17,1.4762985730425087,0.7040305251471131,-0.5751515989521028,-0.5104319895197604,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2022-05-12,62,1.0736511824911559,1.6801627614940133,-0.032434353507284866,17,18,2.011588414712717,0.8639058580347869,0.3314256532187039,-0.20974532445636895,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2022-08-11,62,1.3709622719948629,2.271344691484083,-0.4171447886148966,17,18,2.3011132855836207,1.025782452630478,0.029768594099537804,-0.3451798193643849,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2022-11-10,62,1.3342562515806013,2.2521620968293568,-0.45528513835070317,17,18,2.3277027370360734,1.0273077011297567,0.07554064020671669,-0.3069485504508447,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2023-02-09,62,1.2968296019856391,2.1902639098578653,-0.27976451462864493,17,18,2.3679762558638635,1.1198213144271685,0.17771234600599817,-0.17700828755847064,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2023-05-11,62,1.2618279026559667,2.161496125329673,-0.5926214955109967,17,18,2.364701449100045,1.0977174807353174,0.20320532377037193,-0.16411042192064929,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2023-08-10,62,1.430744054407536,2.3020412763647746,-0.3935444629706808,17,18,2.3661721828347044,1.1073596899799842,0.0641309064699298,-0.3233843644275518,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2023-11-09,62,1.3827602883919967,2.2890598259621258,-0.4716891097749668,17,18,2.366849088210777,1.1139947860587205,0.07778926224865135,-0.26876550233327623,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2024-02-15,62,1.4131309189654728,2.299205746160864,-0.3719140899816017,17,18,2.366056213976598,1.1097687047272502,0.06685046781573423,-0.3033622142382226,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2024-05-09,62,1.4231580498238865,2.3012725719627776,-0.38194122084001536,17,18,2.367256203681473,1.113370885039828,0.06598363171869526,-0.30978716478405843,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2024-08-08,62,1.4244379448350761,2.301080366117186,-0.38322111585120505,17,18,2.364628764398905,1.0964902903161784,0.06354839828171865,-0.32794765451889774,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2024-11-14,62,1.4187841579152753,2.3000318312881634,-0.43566524025168823,17,18,2.3679521920645064,1.1182254788429142,0.067920360776343,-0.3005586790723611,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2025-02-13,62,1.4368367925348307,2.3028623023420187,-0.41761260563213287,17,18,2.3680554601341135,1.119703276802938,0.06519315779209478,-0.31713351573189263,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2025-05-15,62,1.415136546600318,2.2976849371390298,-0.4393128515666452,17,18,2.366627053457412,1.1143983776256081,0.06894211631838232,-0.30073816897470995,0.06292097002464248,-0.2995364289588265,within_clock_common
full,cutoff,COMBO_ALL_R17,2025-08-14,62,1.4191673414250805,2.299842239853631,-0.4352820567418828,17,18,2.3639882587009775,1.0970690968318144,0.06414601884734639,-0.3220982445932661,0.06292097002464248,-0.2995364289588265,within_clock_common
