model,clock,report_date,quarter,next_report,forecast,cnb_current,cnb_next,realised,threshold,deviation,call,forecast_available,next_report_available,next_forecast_available,target_still_future,revision_eligible,revision,revision_direction_agrees,revision_distance_gain,revision_confirmed,abs_error_gain,material_gain,material_loss,joint_success,episode_start
CORE_FEEDBACK_R21,cutoff,2022-05-12,2023Q2,2022-08-11,,3.78559228,11.4594623,11.15840613352934,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-08-11,2023Q2,2022-11-10,12.058720341150588,11.4594623,10.1921138,11.15840613352934,0.3,0.5992580411505877,True,True,True,True,True,True,-1.2673485000000007,False,-1.2673485000000007,False,-0.5992580411505877,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2022-11-10,2023Q2,2023-02-09,10.785340945272912,10.1921138,11.3077531,11.15840613352934,0.3,0.5932271452729125,True,True,True,True,True,True,1.1156392999999998,True,0.0708149905458253,False,0.5932271452729125,True,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-02-09,2023Q2,2023-05-11,8.276072668684307,11.3077531,11.6366874653985,11.15840613352934,0.3,-3.031680431315692,True,True,True,True,False,False,,False,,False,-2.7329864983743732,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2023-05-11,2023Q2,2023-08-10,12.554942988383822,11.6366874653985,,11.15840613352934,0.3,0.9182555229853211,True,True,True,False,False,False,,False,,False,-0.9182555229853211,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2022-02-10,2023Q3,2022-05-12,,1.99303356,2.66301702,8.048806481176504,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-05-12,2023Q3,2022-08-11,,2.66301702,6.2621601,8.048806481176504,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-08-11,2023Q3,2022-11-10,,6.2621601,6.95297995,8.048806481176504,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-11-10,2023Q3,2023-02-09,9.470436760882288,6.95297995,7.77590417,8.048806481176504,0.3,2.5174568108822886,True,True,True,True,True,True,0.82292422,True,0.82292422,True,-0.32580374852927996,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2023-02-09,2023Q3,2023-05-11,6.421103507148618,7.77590417,8.32302304,8.048806481176504,0.3,-1.3548006628513818,True,True,True,True,True,True,0.5471188700000011,False,-0.5471188700000011,False,-1.3548006628513818,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2023-05-11,2023Q3,2023-08-10,10.257889194487058,8.32302304,8.1866590723162,8.048806481176504,0.3,1.9348661544870573,True,True,True,True,False,False,,False,,False,-1.9348661544870573,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2023-08-10,2023Q3,2023-11-09,7.65964379642972,8.1866590723162,,8.048806481176504,0.3,-0.5270152758864795,True,True,True,False,False,False,,False,,False,-0.25131009360708756,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2022-02-10,2023Q4,2022-05-12,,2.0302141,2.22122913,7.563594181986673,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-05-12,2023Q4,2022-08-11,,2.22122913,4.24365217,7.563594181986673,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-08-11,2023Q4,2022-11-10,,4.24365217,4.23164098,7.563594181986673,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-11-10,2023Q4,2023-02-09,,4.23164098,7.62282898,7.563594181986673,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-02-09,2023Q4,2023-05-11,7.935368340115133,7.62282898,8.33257222,7.563594181986673,0.3,0.3125393601151325,True,True,True,True,True,True,0.709743239999999,True,-0.08466451976973399,False,-0.3125393601151325,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2023-05-11,2023Q4,2023-08-10,11.469848205317495,8.33257222,8.18874505,7.563594181986673,0.3,3.137275985317496,True,True,True,True,True,True,-0.14382716999999978,False,-0.14382716999999978,False,-3.137275985317496,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2023Q4,2023-11-09,8.002765544550492,8.18874505,7.4869530045711,7.563594181986673,0.3,-0.1859795054495077,False,True,True,True,False,False,,False,,False,0.1859795054495077,True,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2023Q4,2024-02-15,8.657126602298595,7.4869530045711,,7.563594181986673,0.3,1.1701735977274952,True,True,True,False,False,False,,False,,False,-1.0168912428963486,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2022-08-11,2024Q1,2022-11-10,,2.67612758,2.72947414,2.085759093902354,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-11-10,2024Q1,2023-02-09,,2.72947414,2.28509891,2.085759093902354,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-02-09,2024Q1,2023-05-11,,2.28509891,2.50204809,2.085759093902354,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-05-11,2024Q1,2023-08-10,6.431003124108884,2.50204809,2.54878083,2.085759093902354,0.3,3.9289550341088835,True,True,True,True,True,True,0.04673273999999994,True,0.04673273999999994,False,-3.9289550341088835,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2023-08-10,2024Q1,2023-11-09,2.508451354259608,2.54878083,2.72442838094152,2.085759093902354,0.3,-0.04032947574039225,False,True,True,True,True,True,0.17564755094152007,False,-0.17564755094152007,False,0.04032947574039225,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2024Q1,2024-02-15,3.098500818929771,2.72442838094152,2.86348243690547,2.085759093902354,0.3,0.37407243798825096,True,True,True,True,False,False,,False,,False,-0.37407243798825096,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2024-02-15,2024Q1,2024-05-09,1.7583993579299364,2.86348243690547,,2.085759093902354,0.3,-1.1050830789755335,True,True,True,False,False,False,,False,,False,0.45036360703069866,True,False,False,True
CORE_FEEDBACK_R21,cutoff,2022-08-11,2024Q2,2022-11-10,,2.12552284,2.12845486,2.4619743363836157,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-11-10,2024Q2,2023-02-09,,2.12845486,1.95024725,2.4619743363836157,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-02-09,2024Q2,2023-05-11,,1.95024725,2.10115528,2.4619743363836157,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-05-11,2024Q2,2023-08-10,,2.10115528,2.34805158,2.4619743363836157,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2024Q2,2023-11-09,3.111835722715501,2.34805158,2.60050989,2.4619743363836157,0.3,0.763784142715501,True,True,True,True,True,True,0.2524583100000002,True,0.2524583100000002,True,-0.5359386299482694,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2023-11-09,2024Q2,2024-02-15,3.597254958528619,2.60050989,2.64855616,2.4619743363836157,0.3,0.996745068528619,True,True,True,True,True,True,0.048046269999999947,True,0.048046269999999947,False,-0.996745068528619,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2024-02-15,2024Q2,2024-05-09,2.0003485640278256,2.64855616,2.43930764498391,2.4619743363836157,0.3,-0.6482075959721745,True,True,True,True,False,False,,False,,False,-0.27504394873940585,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2024-05-09,2024Q2,2024-08-08,2.3939974788958347,2.43930764498391,,2.4619743363836157,0.3,-0.045310166088075476,False,True,True,False,False,False,,False,,False,-0.045310166088075476,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-08-11,2024Q3,2022-11-10,,2.26492047,2.15957969,2.3104616266815143,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-11-10,2024Q3,2023-02-09,,2.15957969,2.06427262,2.3104616266815143,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-02-09,2024Q3,2023-05-11,,2.06427262,1.97289662,2.3104616266815143,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-05-11,2024Q3,2023-08-10,,1.97289662,1.87132286,2.3104616266815143,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2024Q3,2023-11-09,,1.87132286,2.23573565,2.3104616266815143,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2024Q3,2024-02-15,3.6491054041916775,2.23573565,2.25182174,2.3104616266815143,0.3,1.4133697541916774,True,True,True,True,True,True,0.016086089999999942,True,0.016086089999999942,False,-1.263917800828649,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2024-02-15,2024Q3,2024-05-09,1.9655688208588775,2.25182174,2.11409498,2.3104616266815143,0.3,-0.2862529191411225,False,True,True,True,True,True,-0.13772676000000006,True,0.13772676000000006,False,-0.2862529191411225,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2024-05-09,2024Q3,2024-08-08,2.234473783022136,2.11409498,2.03928603786943,2.3104616266815143,0.3,0.120378803022136,False,True,True,True,False,False,,False,,False,0.120378803022136,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-08-08,2024Q3,2024-11-14,2.0629111352329814,2.03928603786943,,2.3104616266815143,0.3,0.02362509736355145,False,True,True,False,False,False,,False,,False,0.02362509736355145,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-08-11,2024Q4,2022-11-10,,2.4643242,2.38947523,2.8836531940027847,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2022-11-10,2024Q4,2023-02-09,,2.38947523,2.16216693,2.8836531940027847,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-02-09,2024Q4,2023-05-11,,2.16216693,1.81285974,2.8836531940027847,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-05-11,2024Q4,2023-08-10,,1.81285974,1.78466814,2.8836531940027847,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2024Q4,2023-11-09,,1.78466814,2.75147403,2.8836531940027847,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2024Q4,2024-02-15,,2.75147403,2.71600921,2.8836531940027847,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-02-15,2024Q4,2024-05-09,2.6755126637228277,2.71600921,2.51517686,2.8836531940027847,0.3,-0.040496546277172474,False,True,True,True,True,True,-0.20083235000000021,True,-0.11983925744565527,False,-0.040496546277172474,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-05-09,2024Q4,2024-08-08,2.9327132250204246,2.51517686,2.31618987,2.8836531940027847,0.3,0.4175363650204247,True,True,True,True,True,True,-0.19898698999999986,False,-0.19898698999999986,False,0.3194163029851449,True,False,False,True
CORE_FEEDBACK_R21,cutoff,2024-08-08,2024Q4,2024-11-14,2.559134310721079,2.31618987,3.02197327563642,2.8836531940027847,0.3,0.2429444407210788,False,True,True,True,False,False,,False,,False,0.2429444407210788,True,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2024Q4,2025-02-13,2.9509187037974343,3.02197327563642,,2.8836531940027847,0.3,-0.07105457183898567,False,True,True,False,False,False,,False,,False,0.07105457183898567,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2025Q1,2023-11-09,,1.57384912,1.84748967,2.731002175839953,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2025Q1,2024-02-15,,1.84748967,1.74708136,2.731002175839953,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-02-15,2025Q1,2024-05-09,,1.74708136,2.35125799,2.731002175839953,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-05-09,2025Q1,2024-08-08,2.7463110422237595,2.35125799,2.18682304,2.731002175839953,0.3,0.3950530522237594,True,True,True,True,True,True,-0.16443494999999997,False,-0.16443494999999997,False,0.36443531945614627,True,False,False,True
CORE_FEEDBACK_R21,cutoff,2024-08-08,2025Q1,2024-11-14,2.216164639649142,2.18682304,2.93713111860977,2.731002175839953,0.3,0.02934159964914196,False,True,True,True,True,True,0.7503080786097698,True,-0.6916248793114859,False,0.02934159964914196,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2025Q1,2025-02-13,2.8156941391784733,2.93713111860977,2.57546528631056,2.731002175839953,0.3,-0.12143697943129661,False,True,True,True,False,False,,False,,False,0.12143697943129661,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-02-13,2025Q1,2025-05-15,2.668042951131213,2.57546528631056,,2.731002175839953,0.3,0.0925776648206531,False,True,True,False,False,False,,False,,False,0.0925776648206531,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2025Q2,2023-11-09,,1.59045157,1.97308566,2.380373322135417,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2025Q2,2024-02-15,,1.97308566,1.90133475,2.380373322135417,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-02-15,2025Q2,2024-05-09,,1.90133475,1.89757644,2.380373322135417,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-05-09,2025Q2,2024-08-08,,1.89757644,1.74934064,2.380373322135417,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-08-08,2025Q2,2024-11-14,1.9198981707242315,1.74934064,2.56695573,2.380373322135417,0.3,0.17055753072423152,False,True,True,True,True,True,0.8176150900000001,True,-0.47650002855153706,False,0.17055753072423152,True,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2025Q2,2025-02-13,2.7755819717096597,2.56695573,2.23488009,2.380373322135417,0.3,0.2086262417096596,False,True,True,True,True,True,-0.3320756400000002,False,-0.3320756400000002,False,-0.2086262417096596,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2025-02-13,2025Q2,2025-05-15,2.4833315331720223,2.23488009,2.38112069923411,2.380373322135417,0.3,0.2484514431720224,False,True,True,True,False,False,,False,,False,0.04253502109881202,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-05-15,2025Q2,2025-08-14,2.58769786637988,2.38112069923411,,2.380373322135417,0.3,0.20657716714577035,False,True,True,False,False,False,,False,,False,-0.20657716714577035,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2025Q3,2023-11-09,,1.81543984,2.22360544,2.498824030135406,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2025Q3,2024-02-15,,2.22360544,2.10922648,2.498824030135406,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-02-15,2025Q3,2024-05-09,,2.10922648,1.8837879,2.498824030135406,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-05-09,2025Q3,2024-08-08,,1.8837879,1.90212711,2.498824030135406,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-08-08,2025Q3,2024-11-14,,1.90212711,2.63406164,2.498824030135406,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2025Q3,2025-02-13,2.9685194580307708,2.63406164,2.39037316,2.498824030135406,0.3,0.3344578180307707,True,True,True,True,True,True,-0.24368847999999987,False,-0.24368847999999987,False,-0.3344578180307707,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2025-02-13,2025Q3,2025-05-15,2.52060414206642,2.39037316,2.47042847,2.498824030135406,0.3,0.1302309820664198,False,True,True,True,True,True,0.08005530999999966,True,0.08005530999999966,False,0.08667075820439196,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-05-15,2025Q3,2025-08-14,2.739189955800428,2.47042847,2.68603855284556,2.498824030135406,0.3,0.2687614858004279,False,True,True,True,False,False,,False,,False,-0.21197036552961546,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2025-08-14,2025Q3,2025-11-13,2.5680066919840114,2.68603855284556,,2.498824030135406,0.3,-0.11803186086154849,False,True,True,False,False,False,,False,,False,0.11803186086154849,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-08-10,2025Q4,2023-11-09,,1.95397005,2.29729349,2.233358733189064,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2023-11-09,2025Q4,2024-02-15,,2.29729349,2.11605046,2.233358733189064,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-02-15,2025Q4,2024-05-09,,2.11605046,1.85637427,2.233358733189064,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-05-09,2025Q4,2024-08-08,,1.85637427,2.00095099,2.233358733189064,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-08-08,2025Q4,2024-11-14,,2.00095099,2.44980864,2.233358733189064,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2025Q4,2025-02-13,,2.44980864,2.39852331,2.233358733189064,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-02-13,2025Q4,2025-05-15,2.532965326443296,2.39852331,2.42499112,2.233358733189064,0.3,0.134442016443296,False,True,True,True,True,True,0.026467810000000203,True,0.026467810000000203,False,-0.134442016443296,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-05-15,2025Q4,2025-08-14,2.934714788064999,2.42499112,2.65166637,2.233358733189064,0.3,0.509723668064999,True,True,True,True,True,True,0.22667525,True,0.22667525,True,-0.509723668064999,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2025-08-14,2025Q4,2025-11-13,2.704481985514762,2.65166637,2.21404464830904,2.233358733189064,0.3,0.052815615514762104,False,True,True,True,False,False,,False,,False,-0.052815615514762104,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-11-13,2025Q4,2026-02-12,2.614218447970754,2.21404464830904,,2.233358733189064,0.3,0.40017379966171385,True,True,True,False,False,False,,False,,False,-0.36154562990166594,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2024-08-08,2026Q1,2024-11-14,,1.92161042,2.24170294,1.6208666864394388,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2026Q1,2025-02-13,,2.24170294,2.24065602,1.6208666864394388,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-02-13,2026Q1,2025-05-15,,2.24065602,2.30364068,1.6208666864394388,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-05-15,2026Q1,2025-08-14,2.8822239160681438,2.30364068,2.55792051,1.6208666864394388,0.3,0.5785832360681438,True,True,True,True,True,True,0.2542798300000002,True,0.2542798300000002,True,-0.5785832360681438,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2025-08-14,2026Q1,2025-11-13,2.593536303085356,2.55792051,2.17627587,1.6208666864394388,0.3,0.03561579308535601,False,True,True,True,True,True,-0.3816446400000002,False,-0.3816446400000002,False,-0.03561579308535601,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-11-13,2026Q1,2026-02-12,2.5852344972036203,2.17627587,1.57154809020087,1.6208666864394388,0.3,0.4089586272036203,True,True,True,True,False,False,,False,,False,-0.4089586272036203,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2026-02-12,2026Q1,2026-05-14,1.486912540140996,1.57154809020087,,1.6208666864394388,0.3,-0.08463555005987411,False,True,True,False,False,False,,False,,False,-0.08463555005987411,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-08-08,2026Q2,2024-11-14,,2.00501145,2.27503037,2.045921946260844,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2026Q2,2025-02-13,,2.27503037,2.1478959,2.045921946260844,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-02-13,2026Q2,2025-05-15,,2.1478959,2.20855665,2.045921946260844,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-05-15,2026Q2,2025-08-14,,2.20855665,2.48131069,2.045921946260844,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-08-14,2026Q2,2025-11-13,2.875781960947553,2.48131069,2.20112771,2.045921946260844,0.3,0.3944712709475531,True,True,True,True,True,True,-0.28018297999999975,False,-0.28018297999999975,False,-0.3944712709475531,False,True,False,True
CORE_FEEDBACK_R21,cutoff,2025-11-13,2026Q2,2026-02-12,2.9331106207496216,2.20112771,1.51116058,2.045921946260844,0.3,0.7319829107496214,True,True,True,True,True,True,-0.6899671300000001,False,-0.6899671300000001,False,-0.7319829107496214,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2026-02-12,2026Q2,2026-05-14,1.533587721954012,1.51116058,2.17907766252644,2.045921946260844,0.3,0.022427141954011853,False,True,True,True,False,False,,False,,False,0.022427141954011853,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2026-05-14,2026Q2,2026-08-13,2.3886338976214194,2.17907766252644,,2.045921946260844,0.3,0.20955623509497956,False,True,True,False,False,False,,False,,False,-0.20955623509497956,False,True,False,False
CORE_FEEDBACK_R21,cutoff,2024-08-08,2026Q3,2024-11-14,,2.09371414,2.22264411,,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2024-11-14,2026Q3,2025-02-13,,2.22264411,1.9998135,,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-02-13,2026Q3,2025-05-15,,1.9998135,2.10321404,,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-05-15,2026Q3,2025-08-14,,2.10321404,2.17014952,,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-08-14,2026Q3,2025-11-13,,2.17014952,2.15337699,,0.3,,False,False,True,True,True,False,,False,,False,,False,False,False,False
CORE_FEEDBACK_R21,cutoff,2025-11-13,2026Q3,2026-02-12,2.995239088403927,2.15337699,1.47111427,,0.3,0.8418620984039271,True,True,True,True,True,True,-0.68226272,False,-0.68226272,False,,False,False,False,True
