model,h,omitted_year,n,rmse_delta,mae_delta
GAP_CALIBRATION_R23,1,2019,78,-0.00045504563392295694,-0.00017070953416420398
GAP_CALIBRATION_R23,1,2020,76,-0.0005992107016260517,-0.0005165201822561194
GAP_CALIBRATION_R23,1,2021,76,-0.00036393276701662813,-0.0001290184057732846
GAP_CALIBRATION_R23,1,2022,76,-9.415894301939565e-05,-0.00029289418964084657
GAP_CALIBRATION_R23,1,2023,76,-0.001225378632890517,-0.0006944391849273424
GAP_CALIBRATION_R23,1,2024,76,-0.0005004420364086437,-1.0719245571499947e-05
GAP_CALIBRATION_R23,1,2025,76,-0.000624857724347283,-0.00039055550465028066
GAP_CALIBRATION_R23,1,2026,82,-0.0005896159982099469,-0.00032822535074306103
GAP_DOMESTIC_R23,1,2019,78,0.0003361555926156834,0.000914947048546888
GAP_DOMESTIC_R23,1,2020,76,0.0001717990707362782,0.0005862119182652448
GAP_DOMESTIC_R23,1,2021,76,0.000343937969852659,0.0009209964484006017
GAP_DOMESTIC_R23,1,2022,76,0.0019562924573370832,0.0006229927567621973
GAP_DOMESTIC_R23,1,2023,76,-0.0007490788823709682,0.0004560965495861713
GAP_DOMESTIC_R23,1,2024,76,0.00028961753426892667,0.000775069175400378
GAP_DOMESTIC_R23,1,2025,76,0.00020940088600573947,0.0006556395400961756
GAP_DOMESTIC_R23,1,2026,82,0.0002079119250737449,0.0007010632712581844
GAP_ENET_R23,1,2019,78,-0.003557105738817956,0.0022158774718910035
GAP_ENET_R23,1,2020,76,-0.0036130218907590717,0.002274367395260102
GAP_ENET_R23,1,2021,76,-0.003656100880444546,0.002274712747298513
GAP_ENET_R23,1,2022,76,0.011149643109113205,0.004398655150122555
GAP_ENET_R23,1,2023,76,-0.009663790078121237,-0.0021247728603093208
GAP_ENET_R23,1,2024,76,-0.0036068570065830308,0.002274288117327994
GAP_ENET_R23,1,2025,76,-0.0035767633821368605,0.002274288117328105
GAP_ENET_R23,1,2026,82,-0.003449429618246125,0.002107876791669905
