model,h,sample,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
GAP_FREE_R23,8,full,79,12,2000,1509,68,79,0.5721360500687824,-0.56551532273692,2.334257368479757,0.194,ok
GAP_FREE_R23,8,origins_2024plus,23,12,2000,1509,12,23,0.0519335449929731,0.007501322661013454,0.08353096644836375,0.0,ok
GAP_HALF_R23,8,full,79,12,2000,1509,68,79,0.01873848076152657,-0.08213079432391558,0.16311137108640422,0.3575,ok
GAP_HALF_R23,8,origins_2024plus,23,12,2000,1509,12,23,0.014343888067737742,-0.0041214338303664525,0.023781395733158912,0.186,ok
GAP_IMPORTED_R23,8,full,79,12,2000,1509,68,79,0.007315716935557492,-0.31236042350457044,0.3949204486790835,0.466,ok
GAP_IMPORTED_R23,8,origins_2024plus,23,12,2000,1509,12,23,0.0010377485008943453,0.0003809605855042238,0.0035391993163026284,0.0075,ok
GAP_JOINT_R23,8,full,79,12,2000,1509,68,79,0.04458652478252997,-0.1593447402995755,0.3394069512562548,0.337,ok
GAP_JOINT_R23,8,origins_2024plus,23,12,2000,1509,12,23,0.029401395379375334,-0.007812855060551762,0.048542155964985165,0.1655,ok
GAP_CALIBRATION_R23,9,full,78,12,2000,1509,67,78,-0.13279062796738622,-0.5666551510232598,0.2408078607669425,0.746,ok
GAP_CALIBRATION_R23,9,origins_2024plus,22,12,2000,1509,11,22,0.015388499494077642,0.011241702288754176,0.030376691678120446,0.0,ok
GAP_DOMESTIC_R23,9,full,78,12,2000,1509,67,78,0.049098459944512125,-0.21884530009960512,0.4253571644924887,0.361,ok
GAP_DOMESTIC_R23,9,origins_2024plus,22,12,2000,1509,11,22,0.03391271387409109,-0.013070184882916685,0.04753629391181438,0.2375,ok
GAP_ENET_R23,9,full,78,12,2000,1509,67,78,0.9517360922183196,-0.26429347209078324,3.159665513344213,0.107,ok
GAP_ENET_R23,9,origins_2024plus,22,12,2000,1509,11,22,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,9,full,78,12,2000,1509,67,78,0.831995373115366,-0.5071321615510355,3.107974510297245,0.1605,ok
GAP_FREE_R23,9,origins_2024plus,22,12,2000,1509,11,22,0.06730231018570867,0.009282113317692712,0.08596387682586192,0.0,ok
GAP_HALF_R23,9,full,78,12,2000,1509,67,78,0.020127047731683636,-0.11933045687290732,0.2126287156342961,0.3825,ok
GAP_HALF_R23,9,origins_2024plus,22,12,2000,1509,11,22,0.01643038018797083,-0.006812516902405422,0.02307520975747129,0.2485,ok
GAP_IMPORTED_R23,9,full,78,12,2000,1509,67,78,0.03569637458231078,-0.387531249451541,0.576394289663615,0.421,ok
GAP_IMPORTED_R23,9,origins_2024plus,22,12,2000,1509,11,22,0.0023242530344874624,0.0014487811733118784,0.00513914173191937,0.0,ok
GAP_JOINT_R23,9,full,78,12,2000,1509,67,78,0.049440748338691415,-0.2300707801376872,0.4412845913903673,0.3655,ok
GAP_JOINT_R23,9,origins_2024plus,22,12,2000,1509,11,22,0.033901013717518115,-0.013093585079606201,0.04752757576910011,0.2375,ok
GAP_CALIBRATION_R23,10,full,77,12,2000,1509,66,77,-0.16738777073796787,-0.7501460047481399,0.34953052101575555,0.738,ok
GAP_CALIBRATION_R23,10,origins_2024plus,21,12,2000,1509,10,21,0.024915091835657016,0.01886467990129958,0.0394432535024103,0.0,ok
GAP_DOMESTIC_R23,10,full,77,12,2000,1509,66,77,0.06831675982682242,-0.2428658175430133,0.5054503487912003,0.3485,ok
GAP_DOMESTIC_R23,10,origins_2024plus,21,12,2000,1509,10,21,0.03937912193959758,-0.01826521687506347,0.04213678070514638,0.388,ok
GAP_ENET_R23,10,full,77,12,2000,1509,66,77,1.225212826379385,-0.2915597932145663,4.0257879538647305,0.0995,ok
GAP_ENET_R23,10,origins_2024plus,21,12,2000,1509,10,21,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,10,full,77,12,2000,1509,66,77,1.066649301446682,-0.6210625175004459,3.923990964518084,0.1565,ok
GAP_FREE_R23,10,origins_2024plus,21,12,2000,1509,10,21,0.08955686258286166,0.015553997658114988,0.0964471466321048,0.0,ok
GAP_HALF_R23,10,full,77,12,2000,1509,66,77,0.030002241118634216,-0.12802517947581246,0.2517552003890014,0.37,ok
GAP_HALF_R23,10,origins_2024plus,21,12,2000,1509,10,21,0.018933824868078014,-0.009592570933395031,0.020325512630421875,0.421,ok
GAP_IMPORTED_R23,10,full,77,12,2000,1509,66,77,0.05965611328410831,-0.5028289974461634,0.7761798192168614,0.4155,ok
GAP_IMPORTED_R23,10,origins_2024plus,21,12,2000,1509,10,21,0.0038664184201957293,0.002833935861692117,0.006517718517007268,0.0,ok
GAP_JOINT_R23,10,full,77,12,2000,1509,66,77,0.0716016535792208,-0.24730659346895328,0.5249994030867161,0.346,ok
GAP_JOINT_R23,10,origins_2024plus,21,12,2000,1509,10,21,0.03934151898716548,-0.01833320360931973,0.0421279703803654,0.388,ok
GAP_CALIBRATION_R23,11,full,76,12,2000,1509,65,76,-0.206013660712593,-0.9848000267634532,0.45603641775049586,0.7225,ok
GAP_CALIBRATION_R23,11,origins_2024plus,20,12,2000,1509,9,20,0.035115619582055856,0.024950125970613923,0.054944807794499596,0.0,ok
GAP_DOMESTIC_R23,11,full,76,12,2000,1509,65,76,0.09669650461967119,-0.25708622595341635,0.6194865811534874,0.323,ok
GAP_DOMESTIC_R23,11,origins_2024plus,20,12,2000,1509,9,20,0.03823543330540289,-0.036572135938695086,0.03265907159613705,0.7115,ok
GAP_ENET_R23,11,full,76,12,2000,1509,65,76,1.4656955981516797,-0.4174773186313467,4.790282262328549,0.1035,ok
GAP_ENET_R23,11,origins_2024plus,20,12,2000,1509,9,20,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,11,full,76,12,2000,1509,65,76,1.236228417714677,-0.8513159258559609,4.660358472764478,0.168,ok
GAP_FREE_R23,11,origins_2024plus,20,12,2000,1509,9,20,0.10410233655402128,0.01564823213137446,0.11511536246421739,0.0,ok
GAP_HALF_R23,11,full,76,12,2000,1509,65,76,0.04473505844485368,-0.13324011930834107,0.30830621822130827,0.3335,ok
GAP_HALF_R23,11,origins_2024plus,20,12,2000,1509,9,20,0.018074569666390494,-0.01885861872347669,0.015351718490504282,0.722,ok
GAP_IMPORTED_R23,11,full,76,12,2000,1509,65,76,0.09440044385719273,-0.6157041420391424,1.019904202655845,0.395,ok
GAP_IMPORTED_R23,11,origins_2024plus,20,12,2000,1509,9,20,0.005507843182640455,0.003480612481190453,0.009179139428862771,0.0,ok
GAP_JOINT_R23,11,full,76,12,2000,1509,65,76,0.10397410485381062,-0.25737349998670817,0.6383315002923956,0.3155,ok
GAP_JOINT_R23,11,origins_2024plus,20,12,2000,1509,9,20,0.03818029837831205,-0.03665948016025258,0.03263862017858245,0.722,ok
GAP_CALIBRATION_R23,12,full,75,12,2000,1509,64,75,-0.2457274543955556,-1.2205096691780637,0.5963219117037596,0.7135,ok
GAP_CALIBRATION_R23,12,origins_2024plus,19,12,2000,1509,8,19,0.05330808956991943,0.03602795001157109,0.07641746254281852,0.0,ok
GAP_DOMESTIC_R23,12,full,75,12,2000,1509,64,75,0.12860791333401522,-0.29425211040696714,0.7646565390670713,0.302,ok
GAP_DOMESTIC_R23,12,origins_2024plus,19,12,2000,1509,8,19,0.02281417024259203,-0.04877678126973677,0.018300074725028755,0.8395,ok
GAP_ENET_R23,12,full,75,12,2000,1509,64,75,1.7228608961516068,-0.6105253844117283,5.658460226437141,0.1125,ok
GAP_ENET_R23,12,origins_2024plus,19,12,2000,1509,8,19,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,12,full,75,12,2000,1509,64,75,1.4047486431841338,-1.2110836496565542,5.486279149246877,0.183,ok
GAP_FREE_R23,12,origins_2024plus,19,12,2000,1509,8,19,0.11750889622856057,0.036023588274533204,0.1456001632344614,0.0,ok
GAP_HALF_R23,12,full,75,12,2000,1509,64,75,0.06132526765718496,-0.14729731529229226,0.3765534503333668,0.3105,ok
GAP_HALF_R23,12,origins_2024plus,19,12,2000,1509,8,19,0.010196831327718122,-0.025063408355968868,0.008190309593365074,0.852,ok
GAP_IMPORTED_R23,12,full,75,12,2000,1509,64,75,0.12852324452745584,-0.7712966787074932,1.2936900405695255,0.392,ok
GAP_IMPORTED_R23,12,origins_2024plus,19,12,2000,1509,8,19,0.00864426998226977,0.0057721762231780875,0.0129840049479291,0.0,ok
GAP_JOINT_R23,12,full,75,12,2000,1509,64,75,0.1405319431214289,-0.2839708619037496,0.7861930646452271,0.287,ok
GAP_JOINT_R23,12,origins_2024plus,19,12,2000,1509,8,19,0.022819210699318557,-0.04879420920223501,0.018309496034616218,0.8395,ok
