model,h,sample,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
GAP_CALIBRATION_R23,1,full,88,12,2000,1509,77,88,-0.0009922251283694553,-0.003500578225604276,0.0016181052462493968,0.7785,ok
GAP_CALIBRATION_R23,1,origins_2024plus,30,12,2000,1509,19,30,-0.0006383108251457587,-0.0008954324991645722,0.00020905437664537902,0.7525,ok
GAP_DOMESTIC_R23,1,full,88,12,2000,1509,77,88,0.0004142117801103755,-0.0032225039913257795,0.0047004866527476504,0.415,ok
GAP_DOMESTIC_R23,1,origins_2024plus,30,12,2000,1509,19,30,0.00031661535366810946,-0.0004513100012437614,0.000756806515528049,0.295,ok
GAP_ENET_R23,1,full,88,12,2000,1509,77,88,-0.005686803065679128,-0.034266741233076964,0.018915840152729218,0.6945,ok
GAP_ENET_R23,1,origins_2024plus,30,12,2000,1509,19,30,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,1,full,88,12,2000,1509,77,88,-0.008930008663046822,-0.043865416176825774,0.019862765398262854,0.737,ok
GAP_FREE_R23,1,origins_2024plus,30,12,2000,1509,19,30,2.813307246627393e-06,-0.0008411074261401925,0.0008515147008047464,0.421,ok
GAP_HALF_R23,1,full,88,12,2000,1509,77,88,-4.6322899717451584e-05,-0.0023196597511855976,0.0021740500936694514,0.5095,ok
GAP_HALF_R23,1,origins_2024plus,30,12,2000,1509,19,30,0.00014749116788300833,-0.00024963720643578544,0.00037609658515750196,0.31,ok
GAP_IMPORTED_R23,1,full,88,12,2000,1509,77,88,-0.0008639741114864434,-0.006708943021400972,0.0040224248888942665,0.6135,ok
GAP_IMPORTED_R23,1,origins_2024plus,30,12,2000,1509,19,30,-0.00013738355385436058,-0.0002009386832049606,3.4688660336765917e-05,0.8095,ok
GAP_JOINT_R23,1,full,88,12,2000,1509,77,88,-1.3087313118748112e-05,-0.004513583853726058,0.0044661565025534795,0.4955,ok
GAP_JOINT_R23,1,origins_2024plus,30,12,2000,1509,19,30,0.00029865586358689074,-0.0004969899949723678,0.0007568065160412513,0.3055,ok
GAP_CALIBRATION_R23,2,full,86,12,2000,1509,75,86,-0.0037466122910930198,-0.012035152649310423,0.005156947908211118,0.8045,ok
GAP_CALIBRATION_R23,2,origins_2024plus,29,12,2000,1509,18,29,-0.0016711280993883994,-0.0020710653766783027,0.0007255169631795463,0.655,ok
GAP_DOMESTIC_R23,2,full,86,12,2000,1509,75,86,0.0007577376898962134,-0.010484536976000717,0.014122146956647473,0.449,ok
GAP_DOMESTIC_R23,2,origins_2024plus,29,12,2000,1509,18,29,0.0013970033353443835,-0.001409836736787446,0.002498062501029109,0.349,ok
GAP_ENET_R23,2,full,86,12,2000,1509,75,86,-0.008660647836088753,-0.08410916575723328,0.06728199038498432,0.62,ok
GAP_ENET_R23,2,origins_2024plus,29,12,2000,1509,18,29,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,2,full,86,12,2000,1509,75,86,-0.017751179762676032,-0.11419468485350981,0.07082688333862483,0.6715,ok
GAP_FREE_R23,2,origins_2024plus,29,12,2000,1509,18,29,0.0006435683647474948,-0.0020916574062915657,0.0029078320200069635,0.4,ok
GAP_HALF_R23,2,full,86,12,2000,1509,75,86,-0.0002807189429611547,-0.007105515356270199,0.006827611524797491,0.5215,ok
GAP_HALF_R23,2,origins_2024plus,29,12,2000,1509,18,29,0.0006832885286330893,-0.0007373029408707182,0.0012392006686685023,0.368,ok
GAP_IMPORTED_R23,2,full,86,12,2000,1509,75,86,-0.003416945008183425,-0.021663116024749053,0.012471670660748599,0.6265,ok
GAP_IMPORTED_R23,2,origins_2024plus,29,12,2000,1509,18,29,-0.0003313348548443338,-0.00043176595315884067,0.0001178585762588073,0.705,ok
GAP_JOINT_R23,2,full,86,12,2000,1509,75,86,-0.00024400845542632167,-0.013652822022055785,0.014073445283371658,0.499,ok
GAP_JOINT_R23,2,origins_2024plus,29,12,2000,1509,18,29,0.0013799218132934687,-0.00146394782223229,0.0024980625044456126,0.358,ok
GAP_CALIBRATION_R23,3,full,84,12,2000,1509,73,84,-0.009413559513952013,-0.031319914286892625,0.010583793992136622,0.8225,ok
GAP_CALIBRATION_R23,3,origins_2024plus,28,12,2000,1509,17,28,-0.0018074891297630488,-0.002428009017771704,0.0022892252033884977,0.3865,ok
GAP_DOMESTIC_R23,3,full,84,12,2000,1509,73,84,0.004687475620202565,-0.017609358140135263,0.033039295223234504,0.357,ok
GAP_DOMESTIC_R23,3,origins_2024plus,28,12,2000,1509,17,28,0.004098631081014471,-0.0022452633782671125,0.006733273999437161,0.239,ok
GAP_ENET_R23,3,full,84,12,2000,1509,73,84,0.019600594768310685,-0.11877818430698574,0.1811511033151753,0.393,ok
GAP_ENET_R23,3,origins_2024plus,28,12,2000,1509,17,28,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,3,full,84,12,2000,1509,73,84,0.00277116082261867,-0.17325818413114086,0.18524250130930892,0.4905,ok
GAP_FREE_R23,3,origins_2024plus,28,12,2000,1509,17,28,0.003226103076305014,-0.0030719850124373087,0.008137276995287815,0.2455,ok
GAP_HALF_R23,3,full,84,12,2000,1509,73,84,0.0014708108784989603,-0.010638861882132615,0.01512755522686131,0.4075,ok
GAP_HALF_R23,3,origins_2024plus,28,12,2000,1509,17,28,0.0020205658874313695,-0.0011655326396096805,0.003345065871651029,0.2515,ok
GAP_IMPORTED_R23,3,full,84,12,2000,1509,73,84,-0.005747319990984986,-0.04443357086180493,0.027341880268512732,0.62,ok
GAP_IMPORTED_R23,3,origins_2024plus,28,12,2000,1509,17,28,-0.00037321689988468614,-0.000525330718689555,0.000372043274798294,0.4645,ok
GAP_JOINT_R23,3,full,84,12,2000,1509,73,84,0.0036918042734508825,-0.020921375644444164,0.031186586202243086,0.3825,ok
GAP_JOINT_R23,3,origins_2024plus,28,12,2000,1509,17,28,0.004078780242359596,-0.0023045275482524315,0.006735727616156464,0.242,ok
GAP_CALIBRATION_R23,4,full,83,12,2000,1509,72,83,-0.02012522557574597,-0.06595999443804615,0.020681181847262056,0.8335,ok
GAP_CALIBRATION_R23,4,origins_2024plus,27,12,2000,1509,16,27,-0.00048134411366038826,-0.001780824308279679,0.0035148467916344427,0.215,ok
GAP_DOMESTIC_R23,4,full,83,12,2000,1509,72,83,0.009699582244574524,-0.029549700600591554,0.06158597720237158,0.3315,ok
GAP_DOMESTIC_R23,4,origins_2024plus,27,12,2000,1509,16,27,0.005877058244164047,-0.0030754737938005644,0.011192525448722611,0.217,ok
GAP_ENET_R23,4,full,83,12,2000,1509,72,83,0.0667617669861551,-0.17130921832219242,0.37928247976514357,0.295,ok
GAP_ENET_R23,4,origins_2024plus,27,12,2000,1509,16,27,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,4,full,83,12,2000,1509,72,83,0.04004801671844161,-0.2609138688828861,0.38130777826203277,0.3915,ok
GAP_FREE_R23,4,origins_2024plus,27,12,2000,1509,16,27,0.006298682700492161,-0.004124455164260776,0.014848808136671726,0.2055,ok
GAP_HALF_R23,4,full,83,12,2000,1509,72,83,0.0032538193462207494,-0.017774702490241354,0.02810193824889135,0.3865,ok
GAP_HALF_R23,4,origins_2024plus,27,12,2000,1509,16,27,0.002889332224810246,-0.0015930286767438793,0.005539716555941694,0.2245,ok
GAP_IMPORTED_R23,4,full,83,12,2000,1509,72,83,-0.012148012022865853,-0.0815969137025347,0.050136300172433,0.6455,ok
GAP_IMPORTED_R23,4,origins_2024plus,27,12,2000,1509,16,27,-0.00014825454093736858,-0.00042720307721036855,0.000596666049348753,0.2815,ok
GAP_JOINT_R23,4,full,83,12,2000,1509,72,83,0.007944199646720482,-0.034006742834113715,0.0585690635357137,0.3595,ok
GAP_JOINT_R23,4,origins_2024plus,27,12,2000,1509,16,27,0.005864855878150216,-0.003124388545475268,0.01119252543919371,0.217,ok
GAP_CALIBRATION_R23,5,full,82,12,2000,1509,71,82,-0.03525103822978667,-0.11910995409969821,0.03769227654820396,0.8245,ok
GAP_CALIBRATION_R23,5,origins_2024plus,26,12,2000,1509,15,26,0.0006270261320485468,-0.0011803680657665324,0.0050698579538026355,0.113,ok
GAP_DOMESTIC_R23,5,full,82,12,2000,1509,71,82,0.017945160468247377,-0.04545352950605828,0.10963125297832259,0.2955,ok
GAP_DOMESTIC_R23,5,origins_2024plus,26,12,2000,1509,15,26,0.00909123130727738,-0.0032368096779467922,0.01818307890812498,0.207,ok
GAP_ENET_R23,5,full,82,12,2000,1509,71,82,0.14795726528584466,-0.23093435526393546,0.6959644278262027,0.241,ok
GAP_ENET_R23,5,origins_2024plus,26,12,2000,1509,15,26,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,5,full,82,12,2000,1509,71,82,0.10026767753021966,-0.36492070511063124,0.6917610967826145,0.343,ok
GAP_FREE_R23,5,origins_2024plus,26,12,2000,1509,15,26,0.011151323589476582,-0.00379483546091487,0.02604440264132406,0.1995,ok
GAP_HALF_R23,5,full,82,12,2000,1509,71,82,0.0064423579052373565,-0.02678378752901617,0.052385750139487104,0.3455,ok
GAP_HALF_R23,5,origins_2024plus,26,12,2000,1509,15,26,0.0044541641238410165,-0.0016822179996077383,0.00896936999657192,0.2085,ok
GAP_IMPORTED_R23,5,full,82,12,2000,1509,71,82,-0.017010157430160204,-0.12819210072182433,0.0910614254042739,0.6265,ok
GAP_IMPORTED_R23,5,origins_2024plus,26,12,2000,1509,15,26,1.3407437955154783e-05,-0.0003502203436490425,0.0008790570422137748,0.1705,ok
GAP_JOINT_R23,5,full,82,12,2000,1509,71,82,0.01534806397170839,-0.051582324916878676,0.10949030985983166,0.3265,ok
GAP_JOINT_R23,5,origins_2024plus,26,12,2000,1509,15,26,0.009077951333381809,-0.0032568756066602297,0.018183078884225157,0.2075,ok
GAP_CALIBRATION_R23,6,full,81,12,2000,1509,70,81,-0.05504001372795052,-0.19205156495980508,0.06467693847717126,0.8075,ok
GAP_CALIBRATION_R23,6,origins_2024plus,25,12,2000,1509,14,25,0.0005185101400255877,-0.0010944453062627741,0.00821648065616855,0.075,ok
GAP_DOMESTIC_R23,6,full,81,12,2000,1509,70,81,0.029212148212838362,-0.06439407153139236,0.176875650166621,0.293,ok
GAP_DOMESTIC_R23,6,origins_2024plus,25,12,2000,1509,14,25,0.015417669419880223,-0.0030352404850708965,0.02865925534466143,0.1635,ok
GAP_ENET_R23,6,full,81,12,2000,1509,70,81,0.25362095364719245,-0.32854016225005767,1.1377028689760078,0.2145,ok
GAP_ENET_R23,6,origins_2024plus,25,12,2000,1509,14,25,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,6,full,81,12,2000,1509,70,81,0.1904655160604801,-0.4908244080177178,1.1039719031899398,0.297,ok
GAP_FREE_R23,6,origins_2024plus,25,12,2000,1509,14,25,0.02005682263092813,-0.001787354132221114,0.0430542817691248,0.0825,ok
GAP_HALF_R23,6,full,81,12,2000,1509,70,81,0.011126820146957105,-0.03720490415893484,0.08601525428664691,0.336,ok
GAP_HALF_R23,6,origins_2024plus,25,12,2000,1509,14,25,0.0075415190513685995,-0.0016398720064471658,0.014133302885509243,0.173,ok
GAP_IMPORTED_R23,6,full,81,12,2000,1509,70,81,-0.019445172809926206,-0.18831827450468533,0.15888423536103316,0.58,ok
GAP_IMPORTED_R23,6,origins_2024plus,25,12,2000,1509,14,25,-8.783071985236743e-05,-0.00045536266513575426,0.0014103888246615192,0.1265,ok
GAP_JOINT_R23,6,full,81,12,2000,1509,70,81,0.026019034099027033,-0.0728568292532723,0.17937107019001397,0.318,ok
GAP_JOINT_R23,6,origins_2024plus,25,12,2000,1509,14,25,0.01538060249276524,-0.003112533015437428,0.028659255296750317,0.1655,ok
GAP_CALIBRATION_R23,7,full,80,12,2000,1509,69,80,-0.07729519151865157,-0.28611359675790615,0.10621522114746752,0.7865,ok
GAP_CALIBRATION_R23,7,origins_2024plus,24,12,2000,1509,13,24,0.00246875438032964,0.0014302511503344042,0.013864165325166301,0.0185,ok
GAP_DOMESTIC_R23,7,full,80,12,2000,1509,69,80,0.035297332231354325,-0.10276077403591184,0.24801392048887153,0.315,ok
GAP_DOMESTIC_R23,7,origins_2024plus,24,12,2000,1509,13,24,0.02204043517764959,-0.0063944743896109735,0.0391723164134725,0.2055,ok
GAP_ENET_R23,7,full,80,12,2000,1509,69,80,0.43303178707670253,-0.36908689702703296,1.7225451264837062,0.179,ok
GAP_ENET_R23,7,origins_2024plus,24,12,2000,1509,13,24,0.0,0.0,0.0,0.0,ok
GAP_FREE_R23,7,full,80,12,2000,1509,69,80,0.342382442787086,-0.5785958355318452,1.6788793146508434,0.2465,ok
GAP_FREE_R23,7,origins_2024plus,24,12,2000,1509,13,24,0.03218435776142573,-0.00040548084910219107,0.06221804922504751,0.035,ok
GAP_HALF_R23,7,full,80,12,2000,1509,69,80,0.013843856985407332,-0.058068127039864526,0.1214144449031086,0.3535,ok
GAP_HALF_R23,7,origins_2024plus,24,12,2000,1509,13,24,0.010760951905089106,-0.003392858834243852,0.019262357558174327,0.2055,ok
GAP_IMPORTED_R23,7,full,80,12,2000,1509,69,80,-0.010248635534701683,-0.24245001078571468,0.26318926034388357,0.527,ok
GAP_IMPORTED_R23,7,origins_2024plus,24,12,2000,1509,13,24,0.0001819017812431141,-9.60183805438656e-05,0.0023510950875977417,0.0455,ok
GAP_JOINT_R23,7,full,80,12,2000,1509,69,80,0.03299519738480572,-0.11225523646649686,0.250952588454599,0.3335,ok
GAP_JOINT_R23,7,origins_2024plus,24,12,2000,1509,13,24,0.021997317562584925,-0.006484398149669963,0.03917231633635665,0.2055,ok
GAP_CALIBRATION_R23,8,full,79,12,2000,1509,68,79,-0.10327238989533119,-0.41022544396141336,0.16293679622484286,0.7675,ok
GAP_CALIBRATION_R23,8,origins_2024plus,23,12,2000,1509,12,23,0.007624002406152881,0.004800804808421645,0.021138769879413256,0.0,ok
GAP_DOMESTIC_R23,8,full,79,12,2000,1509,68,79,0.04515216703759037,-0.14831486437782532,0.33119016797549766,0.3295,ok
GAP_DOMESTIC_R23,8,origins_2024plus,23,12,2000,1509,12,23,0.02942091715224319,-0.00777381162571605,0.048542156073716584,0.1655,ok
GAP_ENET_R23,8,full,79,12,2000,1509,68,79,0.6728189458562157,-0.3572421736457693,2.377450412008849,0.145,ok
GAP_ENET_R23,8,origins_2024plus,23,12,2000,1509,12,23,0.0,0.0,0.0,0.0,ok
