observation_date,PX_LAST
2000-01-13,1.1159
2000-01-14,1.1188
2000-01-17,1.1211
2000-01-18,1.1212
2000-01-19,1.1171
2000-01-20,1.1178
2000-01-21,1.1195
2000-01-24,1.125
2000-01-25,1.1249
2000-01-26,1.1273
2000-01-27,1.128
2000-01-28,1.1284
2000-01-31,1.1271
2000-02-01,1.1252
2000-02-02,1.1256
2000-02-03,1.1275
2000-02-04,1.1285
2000-02-07,1.1297
2000-02-08,1.1304
2000-02-09,1.1321
2000-02-10,1.1303
2000-02-11,1.1322
2000-02-14,1.1317
2000-02-15,1.1318
2000-02-16,1.1302
2000-02-17,1.1287
2000-02-18,1.1276
2000-02-21,1.13
2000-02-22,1.1297
2000-02-23,1.1312
2000-02-24,1.1316
2000-02-25,1.1355
2000-02-28,1.1365
2000-02-29,1.1336
2000-03-01,1.1322
2000-03-02,1.1299
2000-03-07,1.1345
2000-03-09,1.1341
2000-03-14,1.1348
2000-03-15,1.1338
2000-03-17,1.1343
2000-03-20,1.1345
2000-03-23,1.1344
2000-03-27,1.1307
2000-03-28,1.1307
2000-03-29,1.1341
2000-03-30,1.1249
2000-04-03,1.1144
2000-04-04,1.1149
2000-04-05,1.1118
2000-04-07,1.1129
2000-04-10,1.1138
2000-04-11,1.1085
2000-04-12,1.1066
2000-04-13,1.1061
2000-04-14,1.107
2000-04-17,1.1051
2000-04-18,1.1076
2000-04-19,1.1098
2000-04-20,1.111
2000-04-25,1.1128
2000-04-26,1.1131
2000-04-27,1.113
2000-04-28,1.1106
2000-05-02,1.1111
2000-05-04,1.1057
2000-05-05,1.1021
2000-05-08,1.1018
2000-05-09,1.0948
2000-05-10,1.0843
2000-05-11,1.0884
2000-05-12,1.0933
2000-05-15,1.0933
2000-05-16,1.0943
2000-05-17,1.1002
2000-05-18,1.0983
2000-05-19,1.1055
2000-05-22,1.1086
2000-05-23,1.1096
2000-05-24,1.1106
2000-05-25,1.113
2000-05-26,1.1141
2000-05-29,1.1107
2000-05-30,1.1134
2000-05-31,1.1164
2000-06-05,1.1206
2000-06-06,1.1205
2000-06-07,1.1168
2000-06-08,1.1125
2000-06-09,1.1191
2000-06-13,1.1179
2000-06-14,1.1192
2000-06-15,1.1168
2000-06-16,1.1192
2000-06-19,1.1202
2000-06-20,1.1203
2000-06-21,1.1217
2000-06-22,1.1236
2000-06-23,1.1218
2000-06-26,1.1256
2000-06-27,1.1282
2000-06-28,1.13
2000-06-29,1.1259
2000-06-30,1.1324
2000-07-03,1.1316
2000-07-04,1.1298
2000-07-05,1.129
2000-07-06,1.1303
2000-07-07,1.1319
2000-07-10,1.1329
2000-07-11,1.1353
2000-07-12,1.1374
2000-07-13,1.1326
2000-07-14,1.1378
2000-07-17,1.1355
2000-07-18,1.131
2000-07-19,1.1321
2000-07-20,1.1274
2000-07-24,1.1341
2000-07-25,1.1312
2000-07-26,1.1311
2000-07-27,1.1335
2000-07-28,1.1243
2000-07-31,1.1388
2000-08-01,1.1389
2000-08-02,1.1399
2000-08-03,1.1414
2000-08-04,1.1419
2000-08-07,1.1419
2000-08-08,1.1419
2000-08-09,1.1429
2000-08-10,1.143
2000-08-11,1.1428
2000-08-14,1.1437
2000-08-16,1.1401
2000-08-17,1.1386
2000-08-18,1.1392
2000-08-21,1.1375
2000-08-22,1.139
2000-08-23,1.1417
2000-08-24,1.1407
2000-08-25,1.1411
2000-08-28,1.142
2000-08-29,1.1415
2000-08-30,1.1409
2000-08-31,1.1405
2000-09-01,1.1424
2000-09-04,1.1406
2000-09-05,1.1422
2000-09-06,1.1424
2000-09-07,1.1435
2000-09-11,1.1437
2000-09-12,1.1408
2000-09-13,1.1342
2000-09-14,1.1384
2000-09-15,1.1352
2000-09-18,1.131
2000-09-19,1.1364
2000-09-20,1.1384
2000-09-21,1.1368
2000-09-22,1.1321
2000-09-25,1.136
2000-09-26,1.138
2000-09-27,1.1381
2000-09-28,1.1368
2000-09-29,1.1347
2000-10-02,1.133
2000-10-03,1.1279
2000-10-04,1.1311
2000-10-05,1.131
2000-10-06,1.132
2000-10-09,1.1328
2000-10-10,1.1351
2000-10-11,1.1387
2000-10-12,1.1393
