scope,sample,model,n,mae,rmse,bias,max_abs
all_models_common,full,CORE_FEEDBACK_R21,1068,0.6412113955166805,0.9624930570220462,0.11135041904521763,4.2468427681601995
all_models_common,full,DAMPED_P95_Q001_R16,1068,0.6228023984990572,0.9428791849754131,0.1086977690439472,4.273998577958542
all_models_common,full,PRESS_DOMESTIC_R23B,1068,0.6356347387420329,0.9465606115739933,0.11406595359693919,4.234760960919994
all_models_common,full,PRESS_JOINT_R23B,1068,0.6529559897681929,0.9679979659400172,0.11265224446172861,4.320446488417241
all_models_common,full,PRESS_LEVELS_R23B,1068,0.6390431496948692,0.9548093627027013,0.11014351705259667,4.234760960919994
all_models_common,full,PRESS_MOMENTUM_R23B,1068,0.6475374907951414,0.9660036970873008,0.10701793037691557,4.321915160005737
all_models_common,full,PRESS_SIGNED_R23B,1068,0.6515744506678058,0.9890069792205843,0.11367082477993883,4.245217162238068
all_models_common,full,PRESS_ULC_R23B,1068,0.6356597923193706,0.950959647780149,0.11580668640059663,4.236987698156804
all_models_common,full,STABLE_LOCAL_CORE_R14B,1068,0.5264851881805831,0.885102657404148,0.1135142137184415,4.33150934331243
all_models_common,full,STATE_FAST_R15,1068,0.6314444686001951,0.9523214613072183,0.11154790218333249,4.234760960919994
all_models_common,origins_2019_2021,CORE_FEEDBACK_R21,408,0.6344293693164761,0.9378828963259911,0.23471127801832992,4.2468427681601995
all_models_common,origins_2019_2021,DAMPED_P95_Q001_R16,408,0.6112747717117263,0.9158847839378287,0.22963368053618358,4.273998577958542
all_models_common,origins_2019_2021,PRESS_DOMESTIC_R23B,408,0.6208832644721276,0.9219946226667809,0.2301877601161649,4.234760960919994
all_models_common,origins_2019_2021,PRESS_JOINT_R23B,408,0.6251123178990491,0.9313061847577689,0.23122771495828445,4.320446488417241
all_models_common,origins_2019_2021,PRESS_LEVELS_R23B,408,0.6211495423076503,0.9219013880815013,0.229634004992835,4.234760960919994
all_models_common,origins_2019_2021,PRESS_MOMENTUM_R23B,408,0.6180106718691465,0.9231231107548471,0.22997009663221094,4.321915160005737
all_models_common,origins_2019_2021,PRESS_SIGNED_R23B,408,0.6245727251621961,0.9250058532730027,0.23264902400855966,4.245217162238068
all_models_common,origins_2019_2021,PRESS_ULC_R23B,408,0.6221382122128183,0.9227636394823288,0.23080698454471713,4.236987698156804
all_models_common,origins_2019_2021,STABLE_LOCAL_CORE_R14B,408,0.4350221096703633,0.7791362651065847,0.2197806788923689,4.33150934331243
all_models_common,origins_2019_2021,STATE_FAST_R15,408,0.6207337336672769,0.9223787661639866,0.23107447629795383,4.234760960919994
all_models_common,origins_2022_2023,CORE_FEEDBACK_R21,288,1.00909332465783,1.373469588093978,0.10673940113934464,3.903938601354495
all_models_common,origins_2022_2023,DAMPED_P95_Q001_R16,288,0.9931106666332651,1.3536710780821208,0.07659597817991018,3.7743035226709445
all_models_common,origins_2022_2023,PRESS_DOMESTIC_R23B,288,0.9968865730053833,1.342300694755907,0.14074920525672546,3.8545062228261617
all_models_common,origins_2022_2023,PRESS_JOINT_R23B,288,1.0412956996490697,1.3844883212457422,0.1266385997397816,3.9214272899149734
all_models_common,origins_2022_2023,PRESS_LEVELS_R23B,288,1.0003041780075088,1.3587127636389211,0.136036572285304,3.8545062228261617
all_models_common,origins_2022_2023,PRESS_MOMENTUM_R23B,288,1.05741773451311,1.3995613891200729,0.11974762226527053,3.8810673497704933
all_models_common,origins_2022_2023,PRESS_SIGNED_R23B,288,1.0463193585259443,1.4474402071009118,0.126040035424907,4.0670300901668055
all_models_common,origins_2022_2023,PRESS_ULC_R23B,288,0.9977250257371408,1.3535313286424093,0.14610699813327852,3.8546296449652466
all_models_common,origins_2022_2023,STABLE_LOCAL_CORE_R14B,288,0.9799888568949133,1.3734079288224592,0.15669153366053207,3.717992482783762
all_models_common,origins_2022_2023,STATE_FAST_R15,288,1.0010679110301393,1.3673886862840698,0.13625211091610795,3.8545062228261617
all_models_common,origins_2024plus,CORE_FEEDBACK_R21,372,0.3638379307237569,0.48419173078664285,-0.020378767256229627,1.4914117611802902
all_models_common,origins_2024plus,DAMPED_P95_Q001_R16,372,0.3487553299683557,0.4622506594634458,0.0009113816246198633,1.4534726704095868
all_models_common,origins_2024plus,PRESS_DOMESTIC_R23B,372,0.37213493560836747,0.4950374911186462,-0.0339514483865623,1.4186113443664063
all_models_common,origins_2024plus,PRESS_JOINT_R23B,372,0.38284411255560724,0.5048837142257492,-0.028226417588470477,1.4332761449562885
all_models_common,origins_2024plus,PRESS_LEVELS_R23B,372,0.378982439103324,0.5059242281890679,-0.040956802803954286,1.4188850928037602
all_models_common,origins_2024plus,PRESS_MOMENTUM_R23B,372,0.36259510351296714,0.4774825213243057,-0.03768807794568318,1.4093403681989385
all_models_common,origins_2024plus,PRESS_SIGNED_R23B,372,0.37558028546120625,0.49774925003014087,-0.026397556808846426,1.4645802042885854
all_models_common,origins_2024plus,PRESS_ULC_R23B,372,0.3701813446289289,0.4939954306673993,-0.0337809787118054,1.427937086685696
all_models_common,origins_2024plus,STABLE_LOCAL_CORE_R14B,372,0.2756999178645685,0.35073197916155735,-0.0364637054597426,0.9882826696282243
all_models_common,origins_2024plus,STATE_FAST_R15,372,0.3570316418066646,0.47229320711346445,-0.03867159876775586,1.4093403681989385
all_models_common,recent_targets,CORE_FEEDBACK_R21,438,0.4135107464174632,0.556175587675177,-0.08049664609311044,2.507859736599806
all_models_common,recent_targets,DAMPED_P95_Q001_R16,438,0.3987748052534871,0.5380714521948935,-0.06568038749611725,2.515383566650272
all_models_common,recent_targets,PRESS_DOMESTIC_R23B,438,0.4213106451681906,0.5615830194864572,-0.08743026406016877,2.426914019262575
all_models_common,recent_targets,PRESS_JOINT_R23B,438,0.42210589764303963,0.5688172680927909,-0.08577661505775734,2.6838609857930327
all_models_common,recent_targets,PRESS_LEVELS_R23B,438,0.4258094859239428,0.5706679775330155,-0.09647873469724454,2.432566768616955
all_models_common,recent_targets,PRESS_MOMENTUM_R23B,438,0.41068442327036714,0.5515125944974513,-0.09558986441777882,2.5429513042467597
all_models_common,recent_targets,PRESS_SIGNED_R23B,438,0.415282187485882,0.5557624268375584,-0.08417963095437465,2.4454633137298987
all_models_common,recent_targets,PRESS_ULC_R23B,438,0.42103249764046063,0.5617351150994812,-0.08655775583897675,2.4150734061232204
all_models_common,recent_targets,STABLE_LOCAL_CORE_R14B,438,0.33131350472668697,0.45174658702758075,-0.12642699839117374,2.130223784714844
all_models_common,recent_targets,STATE_FAST_R15,438,0.40466663896334754,0.5416475151430531,-0.09439615244350633,2.4251844983739628
