model,clock,report_date,threshold,quarter,origin,deviation,model_error,approx_error,dominant_block,h0,core,food,fuel,administered,alcohol_tobacco,wedge,outcome
CORE_FEEDBACK_R21,cutoff,2022-02-10,0.3,2022Q3,2021-12,3.6823474391088844,-5.72527574296374,-5.046667976406683,food,0.3500635465416196,-0.6380869025933437,-2.7562927843594243,-0.7734503649143951,-0.8600181805013446,-0.06491116595634547,-0.3039721246234501,gain
CORE_FEEDBACK_R21,cutoff,2022-02-10,0.3,2022Q4,2021-12,5.027625527715748,-4.04395358443446,-3.6256204744441547,food,0.23337569769441305,-0.35464520834037744,-3.4962626209346603,-0.5765163258534753,0.538515440851096,-0.12535407988910804,0.15526662202795743,gain
CORE_FEEDBACK_R21,cutoff,2022-05-12,0.3,2023Q1,2022-03,0.9970398509216931,-7.53923269979988,-6.918387871783871,administered,-0.4599690527915296,0.2174394513212161,-2.9926076867007296,0.5924818769108037,-4.222665816592288,-0.11646911796329189,0.06340247403194872,gain
CORE_FEEDBACK_R21,cutoff,2022-08-11,0.3,2023Q1,2022-06,-1.3139497685126322,-1.5391330292342076,-1.497741679562714,administered,-0.1868747469821359,2.1376032733645514,-0.6837920237096724,0.768750947574147,-3.5954051936986047,-0.17110531134067342,0.2330813752296743,loss
CORE_FEEDBACK_R21,cutoff,2022-08-11,0.3,2023Q2,2022-06,0.5992580411505877,0.900314207621248,0.6518994753959207,core,-0.12458316465475727,3.7079879289025466,-0.24313157518365458,0.8925406649153865,-3.6794661033709164,-0.11477953565814136,0.2133312604454575,loss
CORE_FEEDBACK_R21,cutoff,2022-11-10,0.3,2023Q3,2022-09,2.5174568108822886,1.4216302797057843,1.1513474509647608,core,-0.42565986465828143,4.23162245766864,-0.23106965376713715,0.11385079407255118,-2.7744532440892438,-0.158216645094423,0.3952736068326554,loss
CORE_FEEDBACK_R21,cutoff,2023-02-09,0.3,2023Q3,2022-12,-1.3548006628513818,-1.627702974027886,-1.669809936285111,administered,0.0474750657227316,2.392239152463777,0.6069456850165791,-0.11152421658387761,-4.725684036276577,-0.1654277910999381,0.28616620447219354,loss
CORE_FEEDBACK_R21,cutoff,2023-02-09,0.3,2023Q4,2022-12,0.3125393601151325,0.37177415812845993,0.19413224430513915,core,0.0316500438151544,3.616008790109283,1.0410434599703031,-0.1266012718100268,-4.518075731552731,-0.11221993261880535,0.2623268863919616,loss
CORE_FEEDBACK_R21,cutoff,2023-05-11,0.3,2024Q1,2023-03,3.9289550341088835,4.34524403020653,4.172013806244956,core,0.10457102095197855,2.93586236776517,2.0964531739954415,-0.12193920205538233,-0.7086151785479743,0.04234764302554541,-0.17666601888982192,loss
CORE_FEEDBACK_R21,cutoff,2023-08-10,0.3,2024Q2,2023-06,0.763784142715501,0.6498613863318852,0.6233401115714591,food,-0.20247287232876063,0.8787036733767507,1.114879798116575,-0.2647055509899643,-0.6481306779433195,-0.0758331437098302,-0.179101114949992,loss
CORE_FEEDBACK_R21,cutoff,2023-11-09,0.3,2024Q3,2023-09,1.4133697541916774,1.3386437775101632,1.2914306092381036,core,0.32590766206028493,1.1174890561717472,0.6203468275543781,0.2826536146260126,-0.7692319160301654,0.048197161174474555,-0.3339317963186283,loss
CORE_FEEDBACK_R21,cutoff,2024-05-09,0.3,2024Q4,2024-03,0.4175363650204247,0.049060031017639893,0.04378639185807892,fuel,0.04512442935453201,0.15629520059959431,-0.36333539132654274,0.3273555908840744,0.04290052716925064,-0.026204538916516768,-0.1383494259063129,gain
CORE_FEEDBACK_R21,cutoff,2024-05-09,0.3,2025Q1,2024-03,0.3950530522237594,0.015308866383806574,0.007846810005235447,fuel,0.030082952903021338,0.12339915844672462,-0.36237396984213893,0.2699407454025231,0.10851309813398695,-0.0424173023953689,-0.11929787264351273,gain
CORE_FEEDBACK_R21,cutoff,2024-11-14,0.3,2025Q3,2024-09,0.3344578180307707,0.46969542789536467,0.453329499692361,food,-0.04764880311390759,0.04674914142364748,0.41622353629794867,0.036187035381703196,0.11278342266815854,0.1367955194113605,-0.24776035237654967,loss
CORE_FEEDBACK_R21,cutoff,2025-05-15,0.3,2025Q4,2025-03,0.509723668064999,0.701356054875935,0.680909944944772,food,-0.0388476046622292,0.18497174169524225,0.4464861790027091,0.059101870887478224,0.11978218826113947,0.06512437413831933,-0.15570880437788717,loss
CORE_FEEDBACK_R21,cutoff,2025-05-15,0.3,2026Q1,2025-03,0.5785832360681438,1.261357229628705,1.2321316591046922,food,-0.025898403108152803,0.15356817116508995,0.8264679365241984,-0.07994920108476133,0.4469920683891302,0.05805924789328992,-0.14710816067410212,loss
CORE_FEEDBACK_R21,cutoff,2025-08-14,0.3,2026Q2,2025-06,0.3944712709475531,0.8298600146867092,0.8079438764269037,food,-0.029350364462220002,-0.22783861493265536,1.244637387459122,-0.7082706756353666,0.5000979205145692,0.04113202468201658,-0.012463801198562085,loss
CORE_FEEDBACK_R21,report,2022-02-10,0.3,2022Q3,2021-12,3.6823474391088844,-5.72527574296374,-5.046667976406683,food,0.3500635465416196,-0.6380869025933437,-2.7562927843594243,-0.7734503649143951,-0.8600181805013446,-0.06491116595634547,-0.3039721246234501,gain
CORE_FEEDBACK_R21,report,2022-02-10,0.3,2022Q4,2021-12,5.027625527715748,-4.04395358443446,-3.6256204744441547,food,0.23337569769441305,-0.35464520834037744,-3.4962626209346603,-0.5765163258534753,0.538515440851096,-0.12535407988910804,0.15526662202795743,gain
CORE_FEEDBACK_R21,report,2022-05-12,0.3,2023Q1,2022-04,1.7320648514758403,-6.804207699245733,-6.239703321566825,administered,-1.050814865754615,0.4768899559356865,-2.2488630724837004,0.46844203373235443,-3.7810798488440747,-0.23426814087111691,0.12999061671864062,gain
CORE_FEEDBACK_R21,report,2022-08-11,0.3,2023Q1,2022-07,-0.9856549594292776,-1.210838220150853,-1.2075507829655652,administered,0.06850695694892073,2.3506956017659726,-0.8240996718162595,0.5719116211314016,-3.4587465126455954,-0.21866181747198943,0.3028430391219843,loss
CORE_FEEDBACK_R21,report,2022-08-11,0.3,2023Q2,2022-07,0.9370181729891875,1.238074339459848,0.9571192307842106,core,0.06850695694892073,4.0415601882292576,-0.42626839589866744,0.695701338472641,-3.542813268161287,-0.16138546598249556,0.28181787717584184,loss
CORE_FEEDBACK_R21,report,2022-11-10,0.3,2023Q3,2022-10,3.4151078091328007,2.3192812779562963,1.9735074159268482,core,2.6169909326268606,4.005276108064371,0.24524086537646017,0.42995221782241533,-5.211009474720709,-0.12393363990953425,0.01099040666698405,loss
CORE_FEEDBACK_R21,report,2023-02-09,0.3,2023Q3,2022-12,-1.3548006628513818,-1.627702974027886,-1.669809936285111,administered,0.0474750657227316,2.392239152463777,0.6069456850165791,-0.11152421658387761,-4.725684036276577,-0.1654277910999381,0.28616620447219354,loss
CORE_FEEDBACK_R21,report,2023-02-09,0.3,2023Q4,2022-12,0.3125393601151325,0.37177415812845993,0.19413224430513915,core,0.0316500438151544,3.616008790109283,1.0410434599703031,-0.1266012718100268,-4.518075731552731,-0.11221993261880535,0.2623268863919616,loss
CORE_FEEDBACK_R21,report,2023-05-11,0.3,2024Q1,2023-04,3.1912644247926685,3.607553420890315,3.4733509479840365,core,0.7674826193987975,2.3344439044387566,1.4048165272326532,-0.1696278517889702,-0.6481036681940847,-0.04004472565110552,-0.17561585745201,loss
CORE_FEEDBACK_R21,report,2023-08-10,0.3,2024Q2,2023-07,1.2479450099869265,1.1340222536033107,1.0929104571961956,core,-0.08647846901393552,1.1593291492210709,1.130196432822155,-0.20293082213962618,-0.6683387823690122,-0.056203499890722784,-0.1826635514337341,loss
CORE_FEEDBACK_R21,report,2023-11-09,0.3,2024Q3,2023-09,1.4133697541916774,1.3386437775101632,1.2914306092381036,core,0.32590766206028493,1.1174890561717472,0.6203468275543781,0.2826536146260126,-0.7692319160301654,0.048197161174474555,-0.3339317963186283,loss
CORE_FEEDBACK_R21,report,2024-02-15,0.3,2024Q3,2024-01,-0.8489462067377356,-0.9075860934192499,-0.9013012086976558,h0,-0.5585983674972084,-0.24863392025230316,-0.11659319939027744,0.03567804642634361,-0.012617802108603143,0.03632620740048354,-0.03686217327609088,loss
CORE_FEEDBACK_R21,report,2024-02-15,0.3,2024Q4,2024-01,-0.6294712358493313,-0.7971152198521159,-0.7885358517747276,h0,-0.5585983674972084,-0.14919883708672946,-0.1473219173388509,0.15150295547983403,-0.032806285482368164,0.06484499478963858,-0.11695839463904328,loss
