model,h,omitted_year,n,rmse_delta,mae_delta
PRESS_SIGNED_R23B,5,2026,80,0.006064807802398153,0.024521488138882885
PRESS_LEVELS_R23B,5,2019,74,0.005840615265861437,0.03216332059000293
PRESS_LEVELS_R23B,5,2020,70,0.005857986495664047,0.03417298688423065
PRESS_LEVELS_R23B,5,2021,70,0.0076595722062156035,0.03378487843812139
PRESS_LEVELS_R23B,5,2022,70,0.008206416082688461,0.033784878438121835
PRESS_LEVELS_R23B,5,2023,70,0.012586506605135828,0.04072432673554416
PRESS_LEVELS_R23B,5,2024,70,0.0032107033137775964,0.018186221838753402
PRESS_LEVELS_R23B,5,2025,70,-0.003641683999739076,0.008036833764075046
PRESS_LEVELS_R23B,5,2026,80,0.0055927277247960205,0.02957744855125166
PRESS_ULC_R23B,6,2019,73,-0.005238267805538932,0.025005648325650442
PRESS_ULC_R23B,6,2020,69,-0.005809390512401258,0.025699198157707714
PRESS_ULC_R23B,6,2021,69,0.001053464031553375,0.029189924943590073
PRESS_ULC_R23B,6,2022,69,-0.022060973036335252,0.006496598751003946
PRESS_ULC_R23B,6,2023,69,0.020191342935308665,0.06562121203080529
PRESS_ULC_R23B,6,2024,69,-0.00986512568914133,0.004066958490834827
PRESS_ULC_R23B,6,2025,69,-0.013818886697816168,-0.00015050049239118124
PRESS_ULC_R23B,6,2026,80,-0.004934084020016272,0.02398449908509881
PRESS_DOMESTIC_R23B,6,2019,73,-0.011392178722332336,0.008911045118820793
PRESS_DOMESTIC_R23B,6,2020,69,-0.011871740570272404,0.00935762177013899
PRESS_DOMESTIC_R23B,6,2021,69,-0.017620817822643575,0.009288888405936557
PRESS_DOMESTIC_R23B,6,2022,69,-0.014386341724410112,0.009288888405936335
PRESS_DOMESTIC_R23B,6,2023,69,0.013395279187761844,0.04783760686383021
PRESS_DOMESTIC_R23B,6,2024,69,-0.01603040973649339,-0.01304881007109815
PRESS_DOMESTIC_R23B,6,2025,69,-0.020688656810676775,-0.018170654581432633
PRESS_DOMESTIC_R23B,6,2026,80,-0.010825117225481407,0.009522906145688292
PRESS_MOMENTUM_R23B,6,2019,73,-0.03317382487445242,-0.018195510024675343
PRESS_MOMENTUM_R23B,6,2020,69,-0.03376530153971968,-0.017573059602731034
PRESS_MOMENTUM_R23B,6,2021,69,0.0029810570067241304,0.000334211606925372
PRESS_MOMENTUM_R23B,6,2022,69,-0.033526666917409464,-0.012871470828625942
PRESS_MOMENTUM_R23B,6,2023,69,-0.04668865168571701,-0.03367848959094455
PRESS_MOMENTUM_R23B,6,2024,69,-0.03421732361939567,-0.01957067204892593
PRESS_MOMENTUM_R23B,6,2025,69,-0.03348524349186288,-0.018261676613321676
PRESS_MOMENTUM_R23B,6,2026,80,-0.03197014827622047,-0.01960371672894068
PRESS_JOINT_R23B,6,2019,73,-0.01944310549862749,0.015457942207288466
PRESS_JOINT_R23B,6,2020,69,-0.020135395823496438,0.01646695214270566
PRESS_JOINT_R23B,6,2021,69,0.01134997595147369,0.02900480617394785
