origin,n_train,train_start,train_end,contraction,unconstrained_spectral_radius,spectral_radius,model,status,anchor_month
2020-02,54,2015-08,2020-01,1.0,0.4579787132450474,0.4579787132450474,FOOD_STABLE_OWN_AR_R14B,estimated,2020-01
2020-03,55,2015-08,2020-02,1.0,0.6158927619427742,0.6158927619427742,FOOD_STABLE_PIPELINE_R14B,estimated,2020-02
2020-03,55,2015-08,2020-02,1.0,0.46491241030943287,0.46491241030943287,FOOD_STABLE_OWN_AR_R14B,estimated,2020-02
2020-04,56,2015-08,2020-03,1.0,0.6310708389406083,0.6310708389406083,FOOD_STABLE_PIPELINE_R14B,estimated,2020-03
2020-04,56,2015-08,2020-03,1.0,0.4774834597511467,0.4774834597511467,FOOD_STABLE_OWN_AR_R14B,estimated,2020-03
2020-05,57,2015-08,2020-04,1.0,0.631355898870122,0.631355898870122,FOOD_STABLE_PIPELINE_R14B,estimated,2020-04
2020-05,57,2015-08,2020-04,1.0,0.4786914890053995,0.4786914890053995,FOOD_STABLE_OWN_AR_R14B,estimated,2020-04
2020-06,58,2015-08,2020-05,1.0,0.6267777743983769,0.6267777743983769,FOOD_STABLE_PIPELINE_R14B,estimated,2020-05
2020-06,58,2015-08,2020-05,1.0,0.4809280428804448,0.4809280428804448,FOOD_STABLE_OWN_AR_R14B,estimated,2020-05
2020-07,59,2015-08,2020-06,1.0,0.6308412083708234,0.6308412083708234,FOOD_STABLE_PIPELINE_R14B,estimated,2020-06
2020-07,59,2015-08,2020-06,1.0,0.47461676732122454,0.47461676732122454,FOOD_STABLE_OWN_AR_R14B,estimated,2020-06
2020-08,60,2015-08,2020-07,1.0,0.6113287963812952,0.6113287963812952,FOOD_STABLE_PIPELINE_R14B,estimated,2020-07
2020-08,60,2015-08,2020-07,1.0,0.49442119609333596,0.49442119609333596,FOOD_STABLE_OWN_AR_R14B,estimated,2020-07
2020-09,61,2015-08,2020-08,1.0,0.6166762682651306,0.6166762682651306,FOOD_STABLE_PIPELINE_R14B,estimated,2020-08
2020-09,61,2015-08,2020-08,1.0,0.4954156894842076,0.4954156894842076,FOOD_STABLE_OWN_AR_R14B,estimated,2020-08
2020-10,62,2015-08,2020-09,1.0,0.6050141192960171,0.6050141192960171,FOOD_STABLE_PIPELINE_R14B,estimated,2020-09
2020-10,62,2015-08,2020-09,1.0,0.5003169049165308,0.5003169049165308,FOOD_STABLE_OWN_AR_R14B,estimated,2020-09
2020-11,63,2015-08,2020-10,1.0,0.6070003602344194,0.6070003602344194,FOOD_STABLE_PIPELINE_R14B,estimated,2020-10
2020-11,63,2015-08,2020-10,1.0,0.5007582803600416,0.5007582803600416,FOOD_STABLE_OWN_AR_R14B,estimated,2020-10
2020-12,64,2015-08,2020-11,1.0,0.60612091592722,0.60612091592722,FOOD_STABLE_PIPELINE_R14B,estimated,2020-11
2020-12,64,2015-08,2020-11,1.0,0.5029987733957741,0.5029987733957741,FOOD_STABLE_OWN_AR_R14B,estimated,2020-11
2021-01,65,2015-08,2020-12,1.0,0.6085446157525202,0.6085446157525202,FOOD_STABLE_PIPELINE_R14B,estimated,2020-12
2021-01,65,2015-08,2020-12,1.0,0.49909080266399064,0.49909080266399064,FOOD_STABLE_OWN_AR_R14B,estimated,2020-12
2021-02,66,2015-08,2021-01,1.0,0.5892232486103736,0.5892232486103736,FOOD_STABLE_PIPELINE_R14B,estimated,2021-01
2021-02,66,2015-08,2021-01,1.0,0.5172612341083477,0.5172612341083477,FOOD_STABLE_OWN_AR_R14B,estimated,2021-01
2021-03,67,2015-08,2021-02,1.0,0.5779234130026296,0.5779234130026296,FOOD_STABLE_PIPELINE_R14B,estimated,2021-02
2021-03,67,2015-08,2021-02,1.0,0.5220979031238153,0.5220979031238153,FOOD_STABLE_OWN_AR_R14B,estimated,2021-02
2021-04,68,2015-08,2021-03,1.0,0.5504092293137709,0.5504092293137709,FOOD_STABLE_PIPELINE_R14B,estimated,2021-03
2021-04,68,2015-08,2021-03,1.0,0.523801999426428,0.523801999426428,FOOD_STABLE_OWN_AR_R14B,estimated,2021-03
2021-05,69,2015-08,2021-04,1.0,0.5523189408507019,0.5523189408507019,FOOD_STABLE_PIPELINE_R14B,estimated,2021-04
2021-05,69,2015-08,2021-04,1.0,0.5265062492324031,0.5265062492324031,FOOD_STABLE_OWN_AR_R14B,estimated,2021-04
2021-06,70,2015-08,2021-05,1.0,0.5573562051205757,0.5573562051205757,FOOD_STABLE_PIPELINE_R14B,estimated,2021-05
2021-06,70,2015-08,2021-05,1.0,0.5413034819687442,0.5413034819687442,FOOD_STABLE_OWN_AR_R14B,estimated,2021-05
2021-07,71,2015-08,2021-06,1.0,0.5616484835584257,0.5616484835584257,FOOD_STABLE_PIPELINE_R14B,estimated,2021-06
2021-07,71,2015-08,2021-06,1.0,0.5354890189474047,0.5354890189474047,FOOD_STABLE_OWN_AR_R14B,estimated,2021-06
2021-08,72,2015-08,2021-07,1.0,0.5650869915769912,0.5650869915769912,FOOD_STABLE_PIPELINE_R14B,estimated,2021-07
2021-08,72,2015-08,2021-07,1.0,0.5267122769270048,0.5267122769270048,FOOD_STABLE_OWN_AR_R14B,estimated,2021-07
2021-09,73,2015-08,2021-08,1.0,0.5669565030796792,0.5669565030796792,FOOD_STABLE_PIPELINE_R14B,estimated,2021-08
2021-09,73,2015-08,2021-08,1.0,0.5227750220670069,0.5227750220670069,FOOD_STABLE_OWN_AR_R14B,estimated,2021-08
2021-10,74,2015-08,2021-09,1.0,0.574499606668244,0.574499606668244,FOOD_STABLE_PIPELINE_R14B,estimated,2021-09
2021-10,74,2015-08,2021-09,1.0,0.5133214214534374,0.5133214214534374,FOOD_STABLE_OWN_AR_R14B,estimated,2021-09
2021-11,75,2015-08,2021-10,1.0,0.5642929053423608,0.5642929053423608,FOOD_STABLE_PIPELINE_R14B,estimated,2021-10
2021-11,75,2015-08,2021-10,1.0,0.5213627223307485,0.5213627223307485,FOOD_STABLE_OWN_AR_R14B,estimated,2021-10
2021-12,76,2015-08,2021-11,1.0,0.5442294243358801,0.5442294243358801,FOOD_STABLE_PIPELINE_R14B,estimated,2021-11
2021-12,76,2015-08,2021-11,1.0,0.523886449989632,0.523886449989632,FOOD_STABLE_OWN_AR_R14B,estimated,2021-11
2022-01,77,2015-08,2021-12,1.0,0.53468397970305,0.53468397970305,FOOD_STABLE_PIPELINE_R14B,estimated,2021-12
2022-01,77,2015-08,2021-12,1.0,0.5259137521110833,0.5259137521110833,FOOD_STABLE_OWN_AR_R14B,estimated,2021-12
2022-02,78,2015-08,2022-01,1.0,0.5397591241039501,0.5397591241039501,FOOD_STABLE_PIPELINE_R14B,estimated,2022-01
2022-02,78,2015-08,2022-01,1.0,0.5146889350984064,0.5146889350984064,FOOD_STABLE_OWN_AR_R14B,estimated,2022-01
2022-03,79,2015-08,2022-02,1.0,0.6060637273363658,0.6060637273363658,FOOD_STABLE_PIPELINE_R14B,estimated,2022-02
2022-03,79,2015-08,2022-02,1.0,0.5055765806675016,0.5055765806675016,FOOD_STABLE_OWN_AR_R14B,estimated,2022-02
2022-04,80,2015-08,2022-03,1.0,0.7000055884372653,0.7000055884372653,FOOD_STABLE_PIPELINE_R14B,estimated,2022-03
2022-04,80,2015-08,2022-03,1.0,0.5052676679787063,0.5052676679787063,FOOD_STABLE_OWN_AR_R14B,estimated,2022-03
2022-05,81,2015-08,2022-04,1.0,0.8039559668238782,0.8039559668238782,FOOD_STABLE_PIPELINE_R14B,estimated,2022-04
2022-05,81,2015-08,2022-04,1.0,0.5211435283966791,0.5211435283966791,FOOD_STABLE_OWN_AR_R14B,estimated,2022-04
2022-06,82,2015-08,2022-05,1.0,0.8206602921500709,0.8206602921500709,FOOD_STABLE_PIPELINE_R14B,estimated,2022-05
2022-06,82,2015-08,2022-05,1.0,0.5543948920264872,0.5543948920264872,FOOD_STABLE_OWN_AR_R14B,estimated,2022-05
2022-07,83,2015-08,2022-06,1.0,0.7705917599767296,0.7705917599767296,FOOD_STABLE_PIPELINE_R14B,estimated,2022-06
2022-07,83,2015-08,2022-06,1.0,0.604582674674285,0.604582674674285,FOOD_STABLE_OWN_AR_R14B,estimated,2022-06
2022-08,84,2015-08,2022-07,1.0,0.752479286769472,0.752479286769472,FOOD_STABLE_PIPELINE_R14B,estimated,2022-07
2022-08,84,2015-08,2022-07,1.0,0.6372764171188079,0.6372764171188079,FOOD_STABLE_OWN_AR_R14B,estimated,2022-07
2022-09,85,2015-08,2022-08,1.0,0.7339650641641667,0.7339650641641667,FOOD_STABLE_PIPELINE_R14B,estimated,2022-08
2022-09,85,2015-08,2022-08,1.0,0.6440938158587179,0.6440938158587179,FOOD_STABLE_OWN_AR_R14B,estimated,2022-08
2022-10,86,2015-08,2022-09,1.0,0.7535988180838097,0.7535988180838097,FOOD_STABLE_PIPELINE_R14B,estimated,2022-09
2022-10,86,2015-08,2022-09,1.0,0.641264016899877,0.641264016899877,FOOD_STABLE_OWN_AR_R14B,estimated,2022-09
2022-11,87,2015-08,2022-10,1.0,0.7897834631887659,0.7897834631887659,FOOD_STABLE_PIPELINE_R14B,estimated,2022-10
2022-11,87,2015-08,2022-10,1.0,0.688909340438537,0.688909340438537,FOOD_STABLE_OWN_AR_R14B,estimated,2022-10
2022-12,88,2015-08,2022-11,1.0,0.7859907073672177,0.7859907073672177,FOOD_STABLE_PIPELINE_R14B,estimated,2022-11
2022-12,88,2015-08,2022-11,1.0,0.7006908343048401,0.7006908343048401,FOOD_STABLE_OWN_AR_R14B,estimated,2022-11
2023-01,89,2015-08,2022-12,1.0,0.7837184171099689,0.7837184171099689,FOOD_STABLE_PIPELINE_R14B,estimated,2022-12
2023-01,89,2015-08,2022-12,1.0,0.6952456948406401,0.6952456948406401,FOOD_STABLE_OWN_AR_R14B,estimated,2022-12
2023-02,90,2015-08,2023-01,1.0,0.7884697921435722,0.7884697921435722,FOOD_STABLE_PIPELINE_R14B,estimated,2023-01
2023-02,90,2015-08,2023-01,1.0,0.7085789533877852,0.7085789533877852,FOOD_STABLE_OWN_AR_R14B,estimated,2023-01
2023-03,91,2015-08,2023-02,1.0,0.7884433990943338,0.7884433990943338,FOOD_STABLE_PIPELINE_R14B,estimated,2023-02
2023-03,91,2015-08,2023-02,1.0,0.7070988348362817,0.7070988348362817,FOOD_STABLE_OWN_AR_R14B,estimated,2023-02
2023-04,92,2015-08,2023-03,1.0,0.7766752314639995,0.7766752314639995,FOOD_STABLE_PIPELINE_R14B,estimated,2023-03
2023-04,92,2015-08,2023-03,1.0,0.7082434147564781,0.7082434147564781,FOOD_STABLE_OWN_AR_R14B,estimated,2023-03
2023-05,93,2015-08,2023-04,1.0,0.7626319827650898,0.7626319827650898,FOOD_STABLE_PIPELINE_R14B,estimated,2023-04
2023-05,93,2015-08,2023-04,1.0,0.6815237641430949,0.6815237641430949,FOOD_STABLE_OWN_AR_R14B,estimated,2023-04
2023-06,94,2015-08,2023-05,1.0,0.7589829304506261,0.7589829304506261,FOOD_STABLE_PIPELINE_R14B,estimated,2023-05
2023-06,94,2015-08,2023-05,1.0,0.6843320521186828,0.6843320521186828,FOOD_STABLE_OWN_AR_R14B,estimated,2023-05
2023-07,95,2015-08,2023-06,1.0,0.759012747362448,0.759012747362448,FOOD_STABLE_PIPELINE_R14B,estimated,2023-06
2023-07,95,2015-08,2023-06,1.0,0.6851280047614065,0.6851280047614065,FOOD_STABLE_OWN_AR_R14B,estimated,2023-06
2023-08,96,2015-08,2023-07,1.0,0.7602547660377589,0.7602547660377589,FOOD_STABLE_PIPELINE_R14B,estimated,2023-07
2023-08,96,2015-08,2023-07,1.0,0.6852512055473546,0.6852512055473546,FOOD_STABLE_OWN_AR_R14B,estimated,2023-07
2023-09,96,2015-09,2023-08,1.0,0.7626259409277147,0.7626259409277147,FOOD_STABLE_PIPELINE_R14B,estimated,2023-08
2023-09,96,2015-09,2023-08,1.0,0.6861983327750795,0.6861983327750795,FOOD_STABLE_OWN_AR_R14B,estimated,2023-08
2023-10,96,2015-10,2023-09,1.0,0.7648378558266722,0.7648378558266722,FOOD_STABLE_PIPELINE_R14B,estimated,2023-09
2023-10,96,2015-10,2023-09,1.0,0.6960589670822851,0.6960589670822851,FOOD_STABLE_OWN_AR_R14B,estimated,2023-09
2023-11,96,2015-11,2023-10,1.0,0.7702472118792637,0.7702472118792637,FOOD_STABLE_PIPELINE_R14B,estimated,2023-10
2023-11,96,2015-11,2023-10,1.0,0.6898788737909245,0.6898788737909245,FOOD_STABLE_OWN_AR_R14B,estimated,2023-10
2023-12,96,2015-12,2023-11,1.0,0.7609376214115369,0.7609376214115369,FOOD_STABLE_PIPELINE_R14B,estimated,2023-11
2023-12,96,2015-12,2023-11,1.0,0.6890841089740818,0.6890841089740818,FOOD_STABLE_OWN_AR_R14B,estimated,2023-11
2024-01,96,2016-01,2023-12,1.0,0.7628818145207812,0.7628818145207812,FOOD_STABLE_PIPELINE_R14B,estimated,2023-12
2024-01,96,2016-01,2023-12,1.0,0.6905635837990772,0.6905635837990772,FOOD_STABLE_OWN_AR_R14B,estimated,2023-12
2024-02,96,2016-02,2024-01,1.0,0.7611054809995035,0.7611054809995035,FOOD_STABLE_PIPELINE_R14B,estimated,2024-01
2024-02,96,2016-02,2024-01,1.0,0.6962499714830049,0.6962499714830049,FOOD_STABLE_OWN_AR_R14B,estimated,2024-01
2024-03,96,2016-03,2024-02,1.0,0.7591107907794556,0.7591107907794556,FOOD_STABLE_PIPELINE_R14B,estimated,2024-02
2024-03,96,2016-03,2024-02,1.0,0.6972261239009327,0.6972261239009327,FOOD_STABLE_OWN_AR_R14B,estimated,2024-02
2024-04,96,2016-04,2024-03,1.0,0.745154184331555,0.745154184331555,FOOD_STABLE_PIPELINE_R14B,estimated,2024-03
2024-04,96,2016-04,2024-03,1.0,0.7014419320887141,0.7014419320887141,FOOD_STABLE_OWN_AR_R14B,estimated,2024-03
2024-05,96,2016-05,2024-04,1.0,0.7511545167256319,0.7511545167256319,FOOD_STABLE_PIPELINE_R14B,estimated,2024-04
2024-05,96,2016-05,2024-04,1.0,0.6831437520092165,0.6831437520092165,FOOD_STABLE_OWN_AR_R14B,estimated,2024-04
2024-06,96,2016-06,2024-05,1.0,0.7492003869577534,0.7492003869577534,FOOD_STABLE_PIPELINE_R14B,estimated,2024-05
2024-06,96,2016-06,2024-05,1.0,0.6856292167895981,0.6856292167895981,FOOD_STABLE_OWN_AR_R14B,estimated,2024-05
2024-07,96,2016-07,2024-06,1.0,0.7567770613064996,0.7567770613064996,FOOD_STABLE_PIPELINE_R14B,estimated,2024-06
2024-07,96,2016-07,2024-06,1.0,0.6879140686557281,0.6879140686557281,FOOD_STABLE_OWN_AR_R14B,estimated,2024-06
2024-08,96,2016-08,2024-07,1.0,0.7624056953580458,0.7624056953580458,FOOD_STABLE_PIPELINE_R14B,estimated,2024-07
2024-08,96,2016-08,2024-07,1.0,0.6879001022393264,0.6879001022393264,FOOD_STABLE_OWN_AR_R14B,estimated,2024-07
2024-09,96,2016-09,2024-08,1.0,0.7632002331515941,0.7632002331515941,FOOD_STABLE_PIPELINE_R14B,estimated,2024-08
2024-09,96,2016-09,2024-08,1.0,0.6838924309822607,0.6838924309822607,FOOD_STABLE_OWN_AR_R14B,estimated,2024-08
2024-10,96,2016-10,2024-09,1.0,0.7670964424687545,0.7670964424687545,FOOD_STABLE_PIPELINE_R14B,estimated,2024-09
2024-10,96,2016-10,2024-09,1.0,0.6833883592467715,0.6833883592467715,FOOD_STABLE_OWN_AR_R14B,estimated,2024-09
2024-11,96,2016-11,2024-10,1.0,0.766891118990254,0.766891118990254,FOOD_STABLE_PIPELINE_R14B,estimated,2024-10
2024-11,96,2016-11,2024-10,1.0,0.6779500957507796,0.6779500957507796,FOOD_STABLE_OWN_AR_R14B,estimated,2024-10
2024-12,96,2016-12,2024-11,1.0,0.7672676946616872,0.7672676946616872,FOOD_STABLE_PIPELINE_R14B,estimated,2024-11
2024-12,96,2016-12,2024-11,1.0,0.6897906122095245,0.6897906122095245,FOOD_STABLE_OWN_AR_R14B,estimated,2024-11
2025-01,96,2017-01,2024-12,1.0,0.767733266802824,0.767733266802824,FOOD_STABLE_PIPELINE_R14B,estimated,2024-12
2025-01,96,2017-01,2024-12,1.0,0.6882869888995385,0.6882869888995385,FOOD_STABLE_OWN_AR_R14B,estimated,2024-12
2025-02,96,2017-02,2025-01,1.0,0.7681516006411166,0.7681516006411166,FOOD_STABLE_PIPELINE_R14B,estimated,2025-01
2025-02,96,2017-02,2025-01,1.0,0.6928615703146149,0.6928615703146149,FOOD_STABLE_OWN_AR_R14B,estimated,2025-01
2025-03,96,2017-03,2025-02,1.0,0.7677007361630446,0.7677007361630446,FOOD_STABLE_PIPELINE_R14B,estimated,2025-02
2025-03,96,2017-03,2025-02,1.0,0.6899876942026588,0.6899876942026588,FOOD_STABLE_OWN_AR_R14B,estimated,2025-02
2025-04,96,2017-04,2025-03,1.0,0.7680494386691744,0.7680494386691744,FOOD_STABLE_PIPELINE_R14B,estimated,2025-03
2025-04,96,2017-04,2025-03,1.0,0.6916470505595103,0.6916470505595103,FOOD_STABLE_OWN_AR_R14B,estimated,2025-03
2025-05,96,2017-05,2025-04,1.0,0.7681573287522836,0.7681573287522836,FOOD_STABLE_PIPELINE_R14B,estimated,2025-04
2025-05,96,2017-05,2025-04,1.0,0.6954540633326162,0.6954540633326162,FOOD_STABLE_OWN_AR_R14B,estimated,2025-04
2025-06,96,2017-06,2025-05,1.0,0.7678403849873865,0.7678403849873865,FOOD_STABLE_PIPELINE_R14B,estimated,2025-05
2025-06,96,2017-06,2025-05,1.0,0.6970687180249371,0.6970687180249371,FOOD_STABLE_OWN_AR_R14B,estimated,2025-05
2025-07,96,2017-07,2025-06,1.0,0.7684097042155322,0.7684097042155322,FOOD_STABLE_PIPELINE_R14B,estimated,2025-06
2025-07,96,2017-07,2025-06,1.0,0.6971779936372918,0.6971779936372918,FOOD_STABLE_OWN_AR_R14B,estimated,2025-06
2025-08,96,2017-08,2025-07,1.0,0.7684880659653572,0.7684880659653572,FOOD_STABLE_PIPELINE_R14B,estimated,2025-07
2025-08,96,2017-08,2025-07,1.0,0.7009135288315261,0.7009135288315261,FOOD_STABLE_OWN_AR_R14B,estimated,2025-07
2025-09,96,2017-09,2025-08,1.0,0.7694344292744806,0.7694344292744806,FOOD_STABLE_PIPELINE_R14B,estimated,2025-08
2025-09,96,2017-09,2025-08,1.0,0.7011678104327517,0.7011678104327517,FOOD_STABLE_OWN_AR_R14B,estimated,2025-08
2025-10,96,2017-10,2025-09,1.0,0.7700379269870379,0.7700379269870379,FOOD_STABLE_PIPELINE_R14B,estimated,2025-09
2025-10,96,2017-10,2025-09,1.0,0.7018635323838834,0.7018635323838834,FOOD_STABLE_OWN_AR_R14B,estimated,2025-09
2025-11,96,2017-11,2025-10,1.0,0.7712225898978418,0.7712225898978418,FOOD_STABLE_PIPELINE_R14B,estimated,2025-10
2025-11,96,2017-11,2025-10,1.0,0.7025510066854042,0.7025510066854042,FOOD_STABLE_OWN_AR_R14B,estimated,2025-10
2025-12,96,2017-12,2025-11,1.0,0.7747795964258318,0.7747795964258318,FOOD_STABLE_PIPELINE_R14B,estimated,2025-11
2025-12,96,2017-12,2025-11,1.0,0.7018685617495463,0.7018685617495463,FOOD_STABLE_OWN_AR_R14B,estimated,2025-11
2026-01,96,2018-01,2025-12,1.0,0.776197809926536,0.776197809926536,FOOD_STABLE_PIPELINE_R14B,estimated,2025-12
2026-01,96,2018-01,2025-12,1.0,0.7010935891509358,0.7010935891509358,FOOD_STABLE_OWN_AR_R14B,estimated,2025-12
2026-02,96,2018-02,2026-01,1.0,0.7811644636771785,0.7811644636771785,FOOD_STABLE_PIPELINE_R14B,estimated,2026-01
2026-02,96,2018-02,2026-01,1.0,0.7098966622849866,0.7098966622849866,FOOD_STABLE_OWN_AR_R14B,estimated,2026-01
2026-03,96,2018-03,2026-02,1.0,0.7798848551280583,0.7798848551280583,FOOD_STABLE_PIPELINE_R14B,estimated,2026-02
2026-03,96,2018-03,2026-02,1.0,0.7132165381521685,0.7132165381521685,FOOD_STABLE_OWN_AR_R14B,estimated,2026-02
2026-04,96,2018-04,2026-03,1.0,0.7801797764846672,0.7801797764846672,FOOD_STABLE_PIPELINE_R14B,estimated,2026-03
2026-04,96,2018-04,2026-03,1.0,0.7153091501161997,0.7153091501161997,FOOD_STABLE_OWN_AR_R14B,estimated,2026-03
2026-05,96,2018-05,2026-04,1.0,0.7756644331321307,0.7756644331321307,FOOD_STABLE_PIPELINE_R14B,estimated,2026-04
2026-05,96,2018-05,2026-04,1.0,0.7166308263418738,0.7166308263418738,FOOD_STABLE_OWN_AR_R14B,estimated,2026-04
2026-06,96,2018-06,2026-05,1.0,0.7811137324712814,0.7811137324712814,FOOD_STABLE_PIPELINE_R14B,estimated,2026-05
2026-06,96,2018-06,2026-05,1.0,0.7181786297209195,0.7181786297209195,FOOD_STABLE_OWN_AR_R14B,estimated,2026-05
2026-07,96,2018-07,2026-06,1.0,0.7885511060841277,0.7885511060841277,FOOD_STABLE_PIPELINE_R14B,estimated,2026-06
2026-07,96,2018-07,2026-06,1.0,0.7265703763270978,0.7265703763270978,FOOD_STABLE_OWN_AR_R14B,estimated,2026-06
