period,as_of,model,block,prediction,n_train,train_start,train_end,training_last_release,dropped_columns,fit_status
2020-10,2020-11-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.17413769287802416,68,2015-02,2020-09,2020-10-12 09:00:00,[],estimated
2020-10,2020-11-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.16046469150744772,68,2015-02,2020-09,2020-10-12 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.17075072945237071,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.17405931193409047,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.40272074533010327,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,-0.97234940439146,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-0.08943055053966886,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,-0.01943532576680313,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.03310639939041955,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-11,2020-12-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.032122264292794495,69,2015-02,2020-10,2020-11-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.11523705062911543,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.510412450319951,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,SHARED_OWN_CATEGORIES,catering,0.6651135110776566,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.282706695893003,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,0.23646504597242946,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.011659740533707153,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.04096055897810792,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2020-12,2021-01-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.04432926821874517,70,2015-02,2020-11,2020-12-10 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.6086030716042106,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.2573425682982009,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,SHARED_OWN_CATEGORIES,catering,0.23603926797632735,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,SHARED_OWN_CATEGORIES,accommodation,-0.061695665538543526,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,7.94561253294161,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.03366772617705042,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.04810296611244622,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-01,2021-02-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.009439703131252183,71,2015-02,2020-12,2021-01-13 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.32787948524077204,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,-0.02650848571517439,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.05332826472839414,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.2541844605327651,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,5.565647053536194,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.15989168914821683,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.1505974646975959,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-02,2021-03-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.168986827360305,72,2015-02,2021-01,2021-02-12 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.11235810540267765,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.11040726093353362,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,SHARED_OWN_CATEGORIES,catering,0.10823473032646347,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.6032892309563266,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-8.428228043072693,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.03245487233120508,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.019837977706956427,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-03,2021-04-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.04324072908262787,73,2015-02,2021-02,2021-03-10 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.20779551241899588,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.28664188489325354,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,SHARED_OWN_CATEGORIES,catering,0.14155189059262496,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,SHARED_OWN_CATEGORIES,accommodation,1.0321045387857615,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-1.7384395128902663,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.16339989597442744,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.15253834916851983,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-04,2021-05-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.18006256555000852,74,2015-02,2021-03,2021-04-13 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.12332279146487542,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.5624100687126281,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.29448086892032366,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.4477843663790165,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-0.4278655266803085,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.12078913678078315,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.15204215092165138,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-05,2021-06-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.16257448333541036,75,2015-02,2021-04,2021-05-11 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.17151212242628983,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.3843294949876611,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,SHARED_OWN_CATEGORIES,catering,0.11247437930584303,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.15445005593113598,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,5.38533935425755,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.03492931137729235,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.03216214945384975,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-06,2021-07-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.03361253275667486,76,2015-02,2021-05,2021-06-10 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.28326296362415626,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.7278298895584627,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.45305455234854397,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.9078624385275734,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,21.67160837752085,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.08776745511642328,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.1005819698564337,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-07,2021-08-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.08627430866210474,77,2015-02,2021-06,2021-07-13 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.29944704083621665,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,1.3125031646212388,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.5647657681426553,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.28318782170464835,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,2.4540568254614747,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,-0.03066913157839348,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,-0.029451526779744337,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-08,2021-09-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,-0.0019495700258733081,78,2015-02,2021-07,2021-08-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,-0.036339471321332834,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,1.6741801910774967,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,SHARED_OWN_CATEGORIES,catering,0.8480289907383574,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,SHARED_OWN_CATEGORIES,accommodation,-0.5517102047403931,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-21.591008709502514,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.027114952887428843,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.047029359578489076,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-09,2021-10-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.07264300532029849,79,2015-02,2021-08,2021-09-10 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.18330554019365455,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,2.2120528386894547,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.6318819681714027,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,-0.6394534084665795,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-1.0399477863621218,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.33167844594321194,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.2771272555517593,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-10,2021-11-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.3073786029427617,80,2015-02,2021-09,2021-10-11 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.2074843994696185,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,2.517536596655195,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.6573053937886566,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,-0.7467708528483474,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-0.37432195831283177,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.06277063157699356,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.20189422215995081,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-11,2021-12-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.1738221186987262,81,2015-02,2021-10,2021-11-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.16320740090609215,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,2.0882225670178576,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,SHARED_OWN_CATEGORIES,catering,1.23852913312199,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.28422620209755345,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,0.24296965362710965,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.1746306593110304,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.36927384432380916,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2021-12,2022-01-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.38112046921550224,82,2015-02,2021-11,2021-12-10 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.5536920579796063,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.5364048631873118,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,SHARED_OWN_CATEGORIES,catering,0.8207218849517921,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.007939051959528376,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,8.287369970531907,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.2603340379877551,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.7234500028324311,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-01,2022-02-13 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.9122143583590417,83,2015-02,2021-12,2022-01-12 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.38997954896527764,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.44549428388943346,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,SHARED_OWN_CATEGORIES,catering,0.8732527409786028,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.3687348888213793,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,3.6951504785001767,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.3724890950047437,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.34217557670593846,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-02,2022-03-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.36776996205408885,84,2015-02,2022-01,2022-02-14 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.1839009266358808,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.5269727242220978,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,SHARED_OWN_CATEGORIES,catering,1.7751631032120452,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,SHARED_OWN_CATEGORIES,accommodation,0.9562312283580219,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-8.305267871317307,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.18951857612789935,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.004851631426807085,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-03,2022-04-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.007011240800707863,85,2015-02,2022-02,2022-03-10 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.27886683947834257,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,0.8213689676173547,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,SHARED_OWN_CATEGORIES,catering,1.3888193092601424,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,2.2383362204387156,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-2.3680518429028634,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.3213480908859415,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.4595456388032616,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-04,2022-05-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.4823795794655943,86,2015-02,2022-03,2022-04-11 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.22656512594436187,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,1.608674692831899,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,SHARED_OWN_CATEGORIES,catering,3.3594651197308236,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,2.441030813708073,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,-0.6466422028936933,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.2710421161870271,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.4515434325080819,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-05,2022-06-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.44043675391652964,87,2015-02,2022-04,2022-05-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.3164344499190496,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,1.7072530872728127,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,SHARED_OWN_CATEGORIES,catering,3.5542112468603335,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,SHARED_OWN_CATEGORIES,accommodation,2.8317673880153116,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,4.660149328776946,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.30668585066353216,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.38839852744001635,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-06,2022-07-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.32634969495131405,88,2015-02,2022-05,2022-06-10 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,SHARED_OWN_CATEGORIES,actual_rent,0.3615919544974985,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,SHARED_OWN_CATEGORIES,imputed_rent,2.0361960440964353,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,SHARED_OWN_CATEGORIES,catering,1.7624776019034114,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,SHARED_OWN_CATEGORIES,accommodation,3.546930186495907,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,SHARED_OWN_CATEGORIES,package_holidays,22.21691951531676,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
2022-07,2022-08-09 23:59:00,OWN_REPLAY,remaining_core_tax_reconciliation,0.2945150426044795,89,2015-02,2022-06,2022-07-13 09:00:00,[],estimated
