model,frame,coverage,n,rmse,mae,bias,mean_gain,total_gain,closer,material_win,material_loss,direction,alerts,alerted_big,false_alarm,missed_big,big_precision,big_recall
CONSENSUS,2024+,own,31,0.2409657986707497,0.18709677419354834,0.04516129032258066,0.0,0.0,0,0,0,0,0,0,0,5,,0.0
CONSENSUS,flash2025+,own,19,0.19466570535691505,0.15789473684210525,0.042105263157894736,0.0,0.0,0,0,0,0,0,0,0,1,,0.0
CONSENSUS,big,own,23,0.6950132935857196,0.5782608695652175,-0.021739130434782657,0.0,0.0,0,0,0,0,0,0,0,23,,0.0
CONSENSUS,big_ex_jan,own,19,0.7287335806582179,0.5947368421052632,0.0263157894736842,0.0,0.0,0,0,0,0,0,0,0,19,,0.0
CONSENSUS,alerts,own,0,,,,,0.0,0,0,0,0,0,0,0,0,,
CONSENSUS,all,common,90,0.3815174380753199,0.25333333333333335,-0.024444444444444456,0.0,0.0,0,0,0,0,0,0,0,23,,0.0
CONSENSUS,ex_jan,common,83,0.3800760862318244,0.24457831325301202,-0.008433734939759043,0.0,0.0,0,0,0,0,0,0,0,19,,0.0
CONSENSUS,2024+,common,31,0.2409657986707497,0.18709677419354834,0.04516129032258066,0.0,0.0,0,0,0,0,0,0,0,5,,0.0
CONSENSUS,flash2025+,common,19,0.19466570535691505,0.15789473684210525,0.042105263157894736,0.0,0.0,0,0,0,0,0,0,0,1,,0.0
CONSENSUS,big,common,23,0.6950132935857196,0.5782608695652175,-0.021739130434782657,0.0,0.0,0,0,0,0,0,0,0,23,,0.0
CONSENSUS,big_ex_jan,common,19,0.7287335806582179,0.5947368421052632,0.0263157894736842,0.0,0.0,0,0,0,0,0,0,0,19,,0.0
CONSENSUS,alerts,common,0,,,,,0.0,0,0,0,0,0,0,0,0,,
R9_BASE,big_up,own,13,0.48467293441696296,0.4058619411715108,-0.4016553267778157,0.12490728959771999,1.6237947647703599,9,4,1,9,4,4,0,9,1.0,0.3076923076923077
R9_BASE,big_down,own,10,0.903891899695529,0.5869200129597334,0.4733033204901047,0.0530799870402666,0.530799870402666,7,3,2,8,3,3,0,7,1.0,0.3
R9_BASE,big_up,common,13,0.48467293441696296,0.4058619411715108,-0.4016553267778157,0.12490728959771999,1.6237947647703599,9,4,1,9,4,4,0,9,1.0,0.3076923076923077
R9_BASE,big_down,common,10,0.903891899695529,0.5869200129597334,0.4733033204901047,0.0530799870402666,0.530799870402666,7,3,2,8,3,3,0,7,1.0,0.3
R9_HALF,big_up,own,13,0.4677577075312076,0.397317023274991,-0.37440040676561803,0.13345220749423983,1.7348786974251178,8,6,0,8,4,4,0,9,1.0,0.3076923076923077
R9_HALF,big_down,own,10,0.8885224147019736,0.5860421614108406,0.4631995963485025,0.053957838589159424,0.5395783858915942,7,1,1,8,3,3,0,7,1.0,0.3
R9_HALF,big_up,common,13,0.4677577075312076,0.397317023274991,-0.37440040676561803,0.13345220749423983,1.7348786974251178,8,6,0,8,4,4,0,9,1.0,0.3076923076923077
R9_HALF,big_down,common,10,0.8885224147019736,0.5860421614108406,0.4631995963485025,0.053957838589159424,0.5395783858915942,7,1,1,8,3,3,0,7,1.0,0.3
R9_FULL,big_up,own,13,0.45643029453545586,0.3921356089213123,-0.3471454867534203,0.13863362184791855,1.8022370840229414,9,6,0,9,5,5,0,8,1.0,0.38461538461538464
R9_FULL,big_down,own,10,0.8746178659825982,0.5851643098619477,0.4530958722069,0.054835690138052305,0.5483569013805231,7,3,2,8,2,2,0,8,1.0,0.2
R9_FULL,big_up,common,13,0.45643029453545586,0.3921356089213123,-0.3471454867534203,0.13863362184791855,1.8022370840229414,9,6,0,9,5,5,0,8,1.0,0.38461538461538464
R9_FULL,big_down,common,10,0.8746178659825982,0.5851643098619477,0.4530958722069,0.054835690138052305,0.5483569013805231,7,3,2,8,2,2,0,8,1.0,0.2
TARGET_OWN,big_up,own,13,0.5714876197731675,0.5061799807579448,-0.5061799807579448,0.024589250011286035,0.31966025014671845,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
TARGET_OWN,big_down,own,10,0.8269509414945919,0.5195382221885977,0.40057849715397936,0.1204617778114023,1.204617778114023,8,4,0,8,4,4,0,6,1.0,0.4
TARGET_OWN,big_up,common,13,0.5714876197731675,0.5061799807579448,-0.5061799807579448,0.024589250011286035,0.31966025014671845,5,4,2,5,5,5,0,8,1.0,0.38461538461538464
TARGET_OWN,big_down,common,10,0.8269509414945919,0.5195382221885977,0.40057849715397936,0.1204617778114023,1.204617778114023,8,4,0,8,4,4,0,6,1.0,0.4
TARGET_OWN_HALF,big_up,own,13,0.523505237233693,0.4539176537678803,-0.4539176537678803,0.07685157700135055,0.9990705010175571,9,5,2,9,5,5,0,8,1.0,0.38461538461538464
TARGET_OWN_HALF,big_down,own,10,0.8629340748544638,0.5386667577429617,0.4369409088220421,0.10133324225703837,1.0133324225703837,7,3,1,8,3,3,0,7,1.0,0.3
TARGET_OWN_HALF,big_up,common,13,0.523505237233693,0.4539176537678803,-0.4539176537678803,0.07685157700135055,0.9990705010175571,9,5,2,9,5,5,0,8,1.0,0.38461538461538464
TARGET_OWN_HALF,big_down,common,10,0.8629340748544638,0.5386667577429617,0.4369409088220421,0.10133324225703837,1.0133324225703837,7,3,1,8,3,3,0,7,1.0,0.3
TARGET_CHANNEL,big_up,own,13,0.5522303089872503,0.5030822163029506,-0.4215446847933811,0.027687014466280246,0.3599311880616432,7,4,1,7,5,5,0,8,1.0,0.38461538461538464
TARGET_CHANNEL,big_down,own,10,0.836601747653428,0.5242162171552238,0.413767770063421,0.11578378284477628,1.1578378284477628,8,3,0,8,3,3,0,7,1.0,0.3
TARGET_CHANNEL,big_up,common,13,0.5522303089872503,0.5030822163029506,-0.4215446847933811,0.027687014466280246,0.3599311880616432,7,4,1,7,5,5,0,8,1.0,0.38461538461538464
TARGET_CHANNEL,big_down,common,10,0.836601747653428,0.5242162171552238,0.413767770063421,0.11578378284477628,1.1578378284477628,8,3,0,8,3,3,0,7,1.0,0.3
TARGET_BASE_REMAINDER,big_up,own,13,0.5480649414486773,0.49389235475526383,-0.4427967195628232,0.036876876013967025,0.4793993881815713,6,5,1,6,4,4,0,9,1.0,0.3076923076923077
TARGET_BASE_REMAINDER,big_down,own,10,0.8441357532817322,0.5293598791640948,0.42381765509571007,0.11064012083590509,1.1064012083590509,8,3,0,8,3,3,0,7,1.0,0.3
TARGET_BASE_REMAINDER,big_up,common,13,0.5480649414486773,0.49389235475526383,-0.4427967195628232,0.036876876013967025,0.4793993881815713,6,5,1,6,4,4,0,9,1.0,0.3076923076923077
TARGET_BASE_REMAINDER,big_down,common,10,0.8441357532817322,0.5293598791640948,0.42381765509571007,0.11064012083590509,1.1064012083590509,8,3,0,8,3,3,0,7,1.0,0.3
TARGET_BASE_REMAINDER_HALF,big_up,own,13,0.5113114044209283,0.44609208899511926,-0.4222260231703195,0.0846771417741116,1.1008028430634509,8,5,1,8,4,4,0,9,1.0,0.3076923076923077
TARGET_BASE_REMAINDER_HALF,big_down,own,10,0.872663422035924,0.5547340978870121,0.44856048779290736,0.08526590211298782,0.8526590211298781,7,2,1,8,3,3,0,7,1.0,0.3
TARGET_BASE_REMAINDER_HALF,big_up,common,13,0.5113114044209283,0.44609208899511926,-0.4222260231703195,0.0846771417741116,1.1008028430634509,8,5,1,8,4,4,0,9,1.0,0.3076923076923077
TARGET_BASE_REMAINDER_HALF,big_down,common,10,0.872663422035924,0.5547340978870121,0.44856048779290736,0.08526590211298782,0.8526590211298781,7,2,1,8,3,3,0,7,1.0,0.3
TARGET_MACRO_REMAINDER,big_up,own,13,0.5574415533079856,0.5101517677261321,-0.43001546245267463,0.020617463043098697,0.2680270195602831,7,4,1,7,5,5,0,8,1.0,0.38461538461538464
TARGET_MACRO_REMAINDER,big_down,own,10,0.8392506714400649,0.527097753425064,0.41602333234034694,0.11290224657493604,1.1290224657493604,8,3,0,8,3,3,0,7,1.0,0.3
TARGET_MACRO_REMAINDER,big_up,common,13,0.5574415533079856,0.5101517677261321,-0.43001546245267463,0.020617463043098697,0.2680270195602831,7,4,1,7,5,5,0,8,1.0,0.38461538461538464
TARGET_MACRO_REMAINDER,big_down,common,10,0.8392506714400649,0.527097753425064,0.41602333234034694,0.11290224657493604,1.1290224657493604,8,3,0,8,3,3,0,7,1.0,0.3
TARGET_MACRO_REMAINDER_HALF,big_up,own,13,0.5128501037955417,0.45422179548055336,-0.41583539461524516,0.07654743528867741,0.9951166587528064,8,5,1,8,4,4,0,9,1.0,0.3076923076923077
TARGET_MACRO_REMAINDER_HALF,big_down,own,10,0.8699309567792567,0.5495473633547789,0.44466332641522577,0.09045263664522112,0.9045263664522112,7,2,1,8,3,3,0,7,1.0,0.3
TARGET_MACRO_REMAINDER_HALF,big_up,common,13,0.5128501037955417,0.45422179548055336,-0.41583539461524516,0.07654743528867741,0.9951166587528064,8,5,1,8,4,4,0,9,1.0,0.3076923076923077
TARGET_MACRO_REMAINDER_HALF,big_down,common,10,0.8699309567792567,0.5495473633547789,0.44466332641522577,0.09045263664522112,0.9045263664522112,7,2,1,8,3,3,0,7,1.0,0.3
CONSENSUS,big_up,own,13,0.548424316354801,0.5307692307692308,-0.5307692307692308,0.0,0.0,0,0,0,0,0,0,0,13,,0.0
CONSENSUS,big_down,own,10,0.848528137423857,0.64,0.64,0.0,0.0,0,0,0,0,0,0,0,10,,0.0
CONSENSUS,big_up,common,13,0.548424316354801,0.5307692307692308,-0.5307692307692308,0.0,0.0,0,0,0,0,0,0,0,13,,0.0
CONSENSUS,big_down,common,10,0.848528137423857,0.64,0.64,0.0,0.0,0,0,0,0,0,0,0,10,,0.0
