model,frame,coverage,n,rmse,mae,bias,mean_gain,total_gain,closer,material_win,material_loss,direction,alerts,alerted_big,false_alarm,missed_big,big_precision,big_recall
R9_FULL,flash2025+,common,19,0.1638271242938502,0.13239549655765354,0.0398422767095172,0.025499240284451725,0.48448556540458276,11,2,1,11,2,0,2,1,0.0,0.0
R9_FULL,big,common,23,0.6710742877935717,0.47606113106941467,0.0007855388815016216,0.1021997384958028,2.3505939854034645,16,9,2,17,7,7,0,16,1.0,0.30434782608695654
R9_FULL,big_ex_jan,common,19,0.7065802335235483,0.49063590002425816,0.08006482422848392,0.10410094208100498,1.9779178995390947,14,8,1,14,5,5,0,14,1.0,0.2631578947368421
R9_FULL,alerts,common,23,0.4184009317085991,0.3213253191257471,-0.048749773959070056,-0.056107927821399214,-1.2904823398921819,11,9,10,16,23,7,16,0,0.30434782608695654,1.0
TARGET_OWN,all,own,90,0.40894699246352967,0.256504568666051,-0.055265063412948595,-0.0031712353327176183,-0.28541117994458565,43,12,7,47,21,9,12,14,0.42857142857142855,0.391304347826087
TARGET_OWN,ex_jan,own,83,0.3913644294047555,0.24234336705694787,-0.024361737437213225,0.002234946196064217,0.18550053427333002,39,11,6,43,18,7,11,12,0.3888888888888889,0.3684210526315789
TARGET_OWN,2024+,own,31,0.19779760195832016,0.15646370408853486,0.01538708935463972,0.03063307010501351,0.9496251732554188,19,3,1,19,4,2,2,3,0.5,0.4
TARGET_OWN,flash2025+,own,19,0.16095971070391513,0.12737704784360537,0.051456001918903926,0.030517688998499878,0.5798360909714977,12,2,1,12,2,0,2,1,0.0,0.0
TARGET_OWN,big,own,23,0.6942075209903463,0.5119879118147503,-0.11193716427449946,0.06627295775046703,1.5242780282607415,13,8,2,13,9,9,0,14,1.0,0.391304347826087
TARGET_OWN,big_ex_jan,own,19,0.7379798916287745,0.536079164849397,-0.05180720730067224,0.05865767725586617,1.1144958678614572,11,7,2,11,7,7,0,12,1.0,0.3684210526315789
TARGET_OWN,alerts,own,21,0.4947428248512673,0.3445027981207057,-0.20003781489615302,0.007878154260246661,0.16544123946517988,12,9,5,16,21,9,12,0,0.42857142857142855,1.0
TARGET_OWN,all,common,90,0.40894699246352967,0.256504568666051,-0.055265063412948595,-0.0031712353327176183,-0.28541117994458565,43,12,7,47,21,9,12,14,0.42857142857142855,0.391304347826087
TARGET_OWN,ex_jan,common,83,0.3913644294047555,0.24234336705694787,-0.024361737437213225,0.002234946196064217,0.18550053427333002,39,11,6,43,18,7,11,12,0.3888888888888889,0.3684210526315789
TARGET_OWN,2024+,common,31,0.19779760195832016,0.15646370408853486,0.01538708935463972,0.03063307010501351,0.9496251732554188,19,3,1,19,4,2,2,3,0.5,0.4
TARGET_OWN,flash2025+,common,19,0.16095971070391513,0.12737704784360537,0.051456001918903926,0.030517688998499878,0.5798360909714977,12,2,1,12,2,0,2,1,0.0,0.0
TARGET_OWN,big,common,23,0.6942075209903463,0.5119879118147503,-0.11193716427449946,0.06627295775046703,1.5242780282607415,13,8,2,13,9,9,0,14,1.0,0.391304347826087
TARGET_OWN,big_ex_jan,common,19,0.7379798916287745,0.536079164849397,-0.05180720730067224,0.05865767725586617,1.1144958678614572,11,7,2,11,7,7,0,12,1.0,0.3684210526315789
