period,as_of,model,block,prediction,weight,contribution
2020-07,2020-08-12 23:59:00,TARGET_BASE_REMAINDER,package_holidays,22.26905809607884,0.019151497,0.4264857993198796
2020-07,2020-08-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,-0.06526235892587433,1.0,-0.06526235892587433
2020-07,2020-08-12 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.2834430219349738,0.036321093,0.010294960359901222
2020-07,2020-08-12 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.1603112058928851,0.106143269,0.01701595545080289
2020-07,2020-08-12 23:59:00,TARGET_MACRO_REMAINDER,catering,0.301518397821979,0.054804978,0.016524709159228806
2020-07,2020-08-12 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.9484193086149278,0.008724414,0.008274402693950397
2020-07,2020-08-12 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,22.26905809607884,0.019151497,0.4264857993198796
2020-07,2020-08-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,-0.14763735315997423,1.0,-0.14763735315997423
2020-08,2020-09-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.2650084414274864,0.036321093,0.009625396246872787
2020-08,2020-09-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.3875257675353703,0.106143269,0.04113325178793828
2020-08,2020-09-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.24886430573186025,0.054804978,0.013639002800619873
2020-08,2020-09-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.20005212400631806,0.008724414,0.0017453375514104572
2020-08,2020-09-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,2.689294606804977,0.019151497,0.05150401759434169
2020-08,2020-09-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,-0.07733349643887061,1.0,-0.07733349643887061
2020-08,2020-09-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.2650084414274864,0.036321093,0.009625396246872787
2020-08,2020-09-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.3875257675353703,0.106143269,0.04113325178793828
2020-08,2020-09-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.24886430573186025,0.054804978,0.013639002800619873
2020-08,2020-09-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.20005212400631806,0.008724414,0.0017453375514104572
2020-08,2020-09-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,2.689294606804977,0.019151497,0.05150401759434169
2020-08,2020-09-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,-0.03832194161045532,1.0,-0.03832194161045532
2020-09,2020-10-11 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.14040996915618834,0.036321093,0.005099843547849048
2020-09,2020-10-11 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,-0.06697476252683521,0.106143269,-0.007108920235096989
2020-09,2020-10-11 23:59:00,TARGET_BASE_REMAINDER,catering,0.43056118358873186,0.054804978,0.02359689619423441
2020-09,2020-10-11 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.6121441263158536,0.008724414,-0.005340598785647801
2020-09,2020-10-11 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-22.794402494316586,0.019151497,-0.4365469309866966
2020-09,2020-10-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,-0.053516316708955,1.0,-0.053516316708955
2020-09,2020-10-11 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.14040996915618834,0.036321093,0.005099843547849048
2020-09,2020-10-11 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,-0.06697476252683521,0.106143269,-0.007108920235096989
2020-09,2020-10-11 23:59:00,TARGET_MACRO_REMAINDER,catering,0.43056118358873186,0.054804978,0.02359689619423441
2020-09,2020-10-11 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.6121441263158536,0.008724414,-0.005340598785647801
2020-09,2020-10-11 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-22.794402494316586,0.019151497,-0.4365469309866966
2020-09,2020-10-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,-0.010748930111208973,1.0,-0.010748930111208973
2020-10,2020-11-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,-0.0519919917093013,0.036321093,-0.0018884059661287613
2020-10,2020-11-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.33286819620338975,0.106143269,0.03533171849116118
2020-10,2020-11-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.3874478445871399,0.054804978,0.02123407059874562
2020-10,2020-11-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.6065205817534933,0.008724414,-0.005291536654738321
2020-10,2020-11-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-0.8056110287649172,0.019151497,-0.015428657200558225
2020-10,2020-11-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.17413769287802416,1.0,0.17413769287802416
2020-10,2020-11-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,-0.0519919917093013,0.036321093,-0.0018884059661287613
2020-10,2020-11-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.33286819620338975,0.106143269,0.03533171849116118
2020-10,2020-11-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.3874478445871399,0.054804978,0.02123407059874562
2020-10,2020-11-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.6065205817534933,0.008724414,-0.005291536654738321
2020-10,2020-11-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-0.8056110287649172,0.019151497,-0.015428657200558225
2020-10,2020-11-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.16046469150744772,1.0,0.16046469150744772
2020-11,2020-12-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.17075072945237071,0.036321093,0.006201853124257395
2020-11,2020-12-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.17405931193409047,0.106143269,0.018475224368575075
2020-11,2020-12-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.40272074533010327,0.054804978,0.022071101587959913
2020-11,2020-12-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.97234940439146,0.008724414,-0.008483178756564515
2020-11,2020-12-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-0.08943055053966886,0.019151497,-0.0017127289203688167
2020-11,2020-12-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.03310639939041955,1.0,0.03310639939041955
2020-11,2020-12-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.17075072945237071,0.036321093,0.006201853124257395
2020-11,2020-12-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.17405931193409047,0.106143269,0.018475224368575075
2020-11,2020-12-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.40272074533010327,0.054804978,0.022071101587959913
2020-11,2020-12-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.97234940439146,0.008724414,-0.008483178756564515
2020-11,2020-12-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-0.08943055053966886,0.019151497,-0.0017127289203688167
2020-11,2020-12-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.032122264292794495,1.0,0.032122264292794495
2020-12,2021-01-12 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.11523705062911543,0.036321093,0.00418553563294581
2020-12,2021-01-12 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.510412450319951,0.106143269,0.05417684601525969
2020-12,2021-01-12 23:59:00,TARGET_BASE_REMAINDER,catering,0.6651135110776566,0.054804978,0.03645153134211372
2020-12,2021-01-12 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.282706695893003,0.008724414,0.002466450255542658
2020-12,2021-01-12 23:59:00,TARGET_BASE_REMAINDER,package_holidays,0.23646504597242946,0.019151497,0.004528659618545845
2020-12,2021-01-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.04096055897810792,1.0,0.04096055897810792
2020-12,2021-01-12 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.11523705062911543,0.036321093,0.00418553563294581
2020-12,2021-01-12 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.510412450319951,0.106143269,0.05417684601525969
2020-12,2021-01-12 23:59:00,TARGET_MACRO_REMAINDER,catering,0.6651135110776566,0.054804978,0.03645153134211372
2020-12,2021-01-12 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.282706695893003,0.008724414,0.002466450255542658
2020-12,2021-01-12 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,0.23646504597242946,0.019151497,0.004528659618545845
2020-12,2021-01-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.04432926821874517,1.0,0.04432926821874517
2021-01,2021-02-11 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.6086030716042106,0.036321093,0.02210512876382219
2021-01,2021-02-11 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.2573425682982009,0.106143269,0.02731518145202681
2021-01,2021-02-11 23:59:00,TARGET_BASE_REMAINDER,catering,0.23603926797632735,0.054804978,0.012936126888578724
2021-01,2021-02-11 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.061695665538543526,0.008724414,-0.0005382585281637867
2021-01,2021-02-11 23:59:00,TARGET_BASE_REMAINDER,package_holidays,7.94561253294161,0.019151497,0.15217037458779364
2021-01,2021-02-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.04810296611244622,1.0,0.04810296611244622
2021-01,2021-02-11 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.6086030716042106,0.036321093,0.02210512876382219
2021-01,2021-02-11 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.2573425682982009,0.106143269,0.02731518145202681
2021-01,2021-02-11 23:59:00,TARGET_MACRO_REMAINDER,catering,0.23603926797632735,0.054804978,0.012936126888578724
2021-01,2021-02-11 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.061695665538543526,0.008724414,-0.0005382585281637867
2021-01,2021-02-11 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,7.94561253294161,0.019151497,0.15217037458779364
2021-01,2021-02-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.009439703131252183,1.0,0.009439703131252183
2021-02,2021-03-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.32787948524077204,0.036321093,0.011908941276222208
2021-02,2021-03-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,-0.02650848571517439,0.106143269,-0.0028136973300484126
2021-02,2021-03-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.05332826472839414,0.054804978,0.0029226543752178167
2021-02,2021-03-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.2541844605327651,0.008724414,0.002217610466054503
2021-02,2021-03-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,5.565647053536194,0.019151497,0.10659047284885727
2021-02,2021-03-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.1505974646975959,1.0,0.1505974646975959
2021-02,2021-03-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.32787948524077204,0.036321093,0.011908941276222208
2021-02,2021-03-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,-0.02650848571517439,0.106143269,-0.0028136973300484126
2021-02,2021-03-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.05332826472839414,0.054804978,0.0029226543752178167
2021-02,2021-03-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.2541844605327651,0.008724414,0.002217610466054503
2021-02,2021-03-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,5.565647053536194,0.019151497,0.10659047284885727
2021-02,2021-03-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.168986827360305,1.0,0.168986827360305
2021-03,2021-04-12 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.11235810540267765,0.036321093,0.004080969195634458
2021-03,2021-04-12 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.11040726093353362,0.106143269,0.01171898759682125
2021-03,2021-04-12 23:59:00,TARGET_BASE_REMAINDER,catering,0.10823473032646347,0.054804978,0.005931802014377763
2021-03,2021-04-12 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.6032892309563266,0.008724414,0.005263345012604609
2021-03,2021-04-12 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-8.428228043072693,0.019151497,-0.16141318408222255
2021-03,2021-04-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.019837977706956427,1.0,0.019837977706956427
2021-03,2021-04-12 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.11235810540267765,0.036321093,0.004080969195634458
2021-03,2021-04-12 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.11040726093353362,0.106143269,0.01171898759682125
2021-03,2021-04-12 23:59:00,TARGET_MACRO_REMAINDER,catering,0.10823473032646347,0.054804978,0.005931802014377763
2021-03,2021-04-12 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.6032892309563266,0.008724414,0.005263345012604609
2021-03,2021-04-12 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-8.428228043072693,0.019151497,-0.16141318408222255
2021-03,2021-04-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.04324072908262787,1.0,0.04324072908262787
2021-04,2021-05-10 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.20779551241899588,0.036321093,0.007547360131553004
2021-04,2021-05-10 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.28664188489325354,0.106143269,0.030425106694891648
2021-04,2021-05-10 23:59:00,TARGET_BASE_REMAINDER,catering,0.14155189059262496,0.054804978,0.007757748249787218
2021-04,2021-05-10 23:59:00,TARGET_BASE_REMAINDER,accommodation,1.0321045387857615,0.008724414,0.00900450728764604
2021-04,2021-05-10 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-1.7384395128902663,0.019151497,-0.0332937191157994
2021-04,2021-05-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.15253834916851983,1.0,0.15253834916851983
2021-04,2021-05-10 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.20779551241899588,0.036321093,0.007547360131553004
2021-04,2021-05-10 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.28664188489325354,0.106143269,0.030425106694891648
2021-04,2021-05-10 23:59:00,TARGET_MACRO_REMAINDER,catering,0.14155189059262496,0.054804978,0.007757748249787218
2021-04,2021-05-10 23:59:00,TARGET_MACRO_REMAINDER,accommodation,1.0321045387857615,0.008724414,0.00900450728764604
2021-04,2021-05-10 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-1.7384395128902663,0.019151497,-0.0332937191157994
2021-04,2021-05-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.18006256555000852,1.0,0.18006256555000852
2021-05,2021-06-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.12332279146487542,0.036321093,0.004479218577815346
2021-05,2021-06-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.5624100687126281,0.106143269,0.05969604321167297
2021-05,2021-06-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.29448086892032366,0.054804978,0.01613901754259922
2021-05,2021-06-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.4477843663790165,0.008724414,0.003906656195018221
2021-05,2021-06-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-0.4278655266803085,0.019151497,-0.008194265350621349
2021-05,2021-06-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.15204215092165138,1.0,0.15204215092165138
2021-05,2021-06-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.12332279146487542,0.036321093,0.004479218577815346
2021-05,2021-06-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.5624100687126281,0.106143269,0.05969604321167297
2021-05,2021-06-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.29448086892032366,0.054804978,0.01613901754259922
2021-05,2021-06-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.4477843663790165,0.008724414,0.003906656195018221
2021-05,2021-06-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-0.4278655266803085,0.019151497,-0.008194265350621349
2021-05,2021-06-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.16257448333541036,1.0,0.16257448333541036
2021-06,2021-07-12 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.17151212242628983,0.036321093,0.006229507749272658
2021-06,2021-07-12 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.3843294949876611,0.106143269,0.04079398897110947
2021-06,2021-07-12 23:59:00,TARGET_BASE_REMAINDER,catering,0.11247437930584303,0.054804978,0.006164155883420382
2021-06,2021-07-12 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.15445005593113598,0.008724414,0.0013474862302663858
2021-06,2021-07-12 23:59:00,TARGET_BASE_REMAINDER,package_holidays,5.38533935425755,0.019151497,0.1031373104870454
2021-06,2021-07-12 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.03216214945384975,1.0,0.03216214945384975
2021-06,2021-07-12 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.17151212242628983,0.036321093,0.006229507749272658
2021-06,2021-07-12 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.3843294949876611,0.106143269,0.04079398897110947
2021-06,2021-07-12 23:59:00,TARGET_MACRO_REMAINDER,catering,0.11247437930584303,0.054804978,0.006164155883420382
2021-06,2021-07-12 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.15445005593113598,0.008724414,0.0013474862302663858
2021-06,2021-07-12 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,5.38533935425755,0.019151497,0.1031373104870454
2021-06,2021-07-12 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.03361253275667486,1.0,0.03361253275667486
2021-07,2021-08-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.28326296362415626,0.036321093,0.010288420445248596
2021-07,2021-08-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,0.7278298895584627,0.106143269,0.0772542437536442
2021-07,2021-08-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.45305455234854397,0.054804978,0.0248296447742618
2021-07,2021-08-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.9078624385275734,0.008724414,0.007920567768764101
2021-07,2021-08-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,21.67160837752085,0.019151497,0.41504374282726547
2021-07,2021-08-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.1005819698564337,1.0,0.1005819698564337
2021-07,2021-08-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.28326296362415626,0.036321093,0.010288420445248596
2021-07,2021-08-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,0.7278298895584627,0.106143269,0.0772542437536442
2021-07,2021-08-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.45305455234854397,0.054804978,0.0248296447742618
2021-07,2021-08-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.9078624385275734,0.008724414,0.007920567768764101
2021-07,2021-08-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,21.67160837752085,0.019151497,0.41504374282726547
2021-07,2021-08-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.08627430866210474,1.0,0.08627430866210474
2021-08,2021-09-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.29944704083621665,0.036321093,0.010876243818787022
2021-08,2021-09-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,1.3125031646212388,0.106143269,0.13931337646574343
2021-08,2021-09-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.5647657681426553,0.054804978,0.030951975498211326
2021-08,2021-09-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.28318782170464835,0.008724414,0.0024706477963095377
2021-08,2021-09-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,2.4540568254614747,0.019151497,0.04699886193065496
2021-08,2021-09-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,-0.029451526779744337,1.0,-0.029451526779744337
2021-08,2021-09-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.29944704083621665,0.036321093,0.010876243818787022
2021-08,2021-09-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,1.3125031646212388,0.106143269,0.13931337646574343
2021-08,2021-09-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.5647657681426553,0.054804978,0.030951975498211326
2021-08,2021-09-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.28318782170464835,0.008724414,0.0024706477963095377
2021-08,2021-09-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,2.4540568254614747,0.019151497,0.04699886193065496
2021-08,2021-09-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,-0.0019495700258733081,1.0,-0.0019495700258733081
2021-09,2021-10-10 23:59:00,TARGET_BASE_REMAINDER,actual_rent,-0.036339471321332834,0.036321093,-0.0013198893174329626
2021-09,2021-10-10 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,1.6741801910774967,0.106143269,0.17770295837601013
2021-09,2021-10-10 23:59:00,TARGET_BASE_REMAINDER,catering,0.8480289907383574,0.054804978,0.046476210180777876
2021-09,2021-10-10 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.5517102047403931,0.008724414,-0.004813348234179952
2021-09,2021-10-10 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-21.591008709502514,0.019151497,-0.4135001385270113
2021-09,2021-10-10 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.047029359578489076,1.0,0.047029359578489076
2021-09,2021-10-10 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,-0.036339471321332834,0.036321093,-0.0013198893174329626
2021-09,2021-10-10 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,1.6741801910774967,0.106143269,0.17770295837601013
2021-09,2021-10-10 23:59:00,TARGET_MACRO_REMAINDER,catering,0.8480289907383574,0.054804978,0.046476210180777876
2021-09,2021-10-10 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.5517102047403931,0.008724414,-0.004813348234179952
2021-09,2021-10-10 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-21.591008709502514,0.019151497,-0.4135001385270113
2021-09,2021-10-10 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.07264300532029849,1.0,0.07264300532029849
2021-10,2021-11-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.18330554019365455,0.036321093,0.006657857572788965
2021-10,2021-11-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,2.2120528386894547,0.106143269,0.2347945194992284
2021-10,2021-11-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.6318819681714027,0.054804978,0.034630277364230425
2021-10,2021-11-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.6394534084665795,0.008724414,-0.005578856269173545
2021-10,2021-11-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-1.0399477863621218,0.019151497,-0.01991655691067082
2021-10,2021-11-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.2771272555517593,1.0,0.2771272555517593
2021-10,2021-11-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.18330554019365455,0.036321093,0.006657857572788965
2021-10,2021-11-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,2.2120528386894547,0.106143269,0.2347945194992284
2021-10,2021-11-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.6318819681714027,0.054804978,0.034630277364230425
2021-10,2021-11-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.6394534084665795,0.008724414,-0.005578856269173545
2021-10,2021-11-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-1.0399477863621218,0.019151497,-0.01991655691067082
2021-10,2021-11-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.3073786029427617,1.0,0.3073786029427617
2021-11,2021-12-09 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.2074843994696185,0.036321093,0.007536060169185164
2021-11,2021-12-09 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,2.517536596655195,0.106143269,0.26721956419611687
2021-11,2021-12-09 23:59:00,TARGET_BASE_REMAINDER,catering,0.6573053937886566,0.054804978,0.03602360764586866
2021-11,2021-12-09 23:59:00,TARGET_BASE_REMAINDER,accommodation,-0.7467708528483474,0.008724414,-0.006515138083382062
2021-11,2021-12-09 23:59:00,TARGET_BASE_REMAINDER,package_holidays,-0.37432195831283177,0.019151497,-0.007168825861662322
2021-11,2021-12-09 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.20189422215995081,1.0,0.20189422215995081
2021-11,2021-12-09 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.2074843994696185,0.036321093,0.007536060169185164
2021-11,2021-12-09 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,2.517536596655195,0.106143269,0.26721956419611687
2021-11,2021-12-09 23:59:00,TARGET_MACRO_REMAINDER,catering,0.6573053937886566,0.054804978,0.03602360764586866
2021-11,2021-12-09 23:59:00,TARGET_MACRO_REMAINDER,accommodation,-0.7467708528483474,0.008724414,-0.006515138083382062
2021-11,2021-12-09 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,-0.37432195831283177,0.019151497,-0.007168825861662322
2021-11,2021-12-09 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.1738221186987262,1.0,0.1738221186987262
2021-12,2022-01-11 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.16320740090609215,0.036321093,0.005927871186598457
2021-12,2022-01-11 23:59:00,TARGET_BASE_REMAINDER,imputed_rent,2.0882225670178576,0.106143269,0.22165076966284697
2021-12,2022-01-11 23:59:00,TARGET_BASE_REMAINDER,catering,1.23852913312199,0.054804978,0.06787756189310973
2021-12,2022-01-11 23:59:00,TARGET_BASE_REMAINDER,accommodation,0.28422620209755345,0.008724414,0.0024797070567467248
2021-12,2022-01-11 23:59:00,TARGET_BASE_REMAINDER,package_holidays,0.24296965362710965,0.019151497,0.00465323259253063
2021-12,2022-01-11 23:59:00,TARGET_BASE_REMAINDER,remaining_core_tax_reconciliation,0.36927384432380916,1.0,0.36927384432380916
2021-12,2022-01-11 23:59:00,TARGET_MACRO_REMAINDER,actual_rent,0.16320740090609215,0.036321093,0.005927871186598457
2021-12,2022-01-11 23:59:00,TARGET_MACRO_REMAINDER,imputed_rent,2.0882225670178576,0.106143269,0.22165076966284697
2021-12,2022-01-11 23:59:00,TARGET_MACRO_REMAINDER,catering,1.23852913312199,0.054804978,0.06787756189310973
2021-12,2022-01-11 23:59:00,TARGET_MACRO_REMAINDER,accommodation,0.28422620209755345,0.008724414,0.0024797070567467248
2021-12,2022-01-11 23:59:00,TARGET_MACRO_REMAINDER,package_holidays,0.24296965362710965,0.019151497,0.00465323259253063
2021-12,2022-01-11 23:59:00,TARGET_MACRO_REMAINDER,remaining_core_tax_reconciliation,0.38112046921550224,1.0,0.38112046921550224
2022-01,2022-02-13 23:59:00,TARGET_BASE_REMAINDER,actual_rent,0.5536920579796063,0.036321093,0.020110700731238672
