report_date,report_clock_utc,origin,as_of_utc,quarter,quarters_ahead,realised,cnb,known_months,forecast_months,model,forecast,complete,report_year,target_year,forecast_available,scored,age_days,disagreement,model_error,cnb_error,model_squared_error,cnb_squared_error,disagreement_squared,cross_term,abs_error_gain,squared_error_gain,same_error_direction,shared_large_miss,close_agreement
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2022Q1,1,11.236581508913602,9.63663198795535,0,3,INDEPENDENT_BRIDGE,11.177362264313452,True,2022,2022,True,True,29.000694444444445,1.5407302763581008,-0.05921924460015049,-1.5999495209582513,0.003506918931012453,2.5598384696145375,2.3738497844865094,-4.930181335170035,1.5407302763581008,2.556331550683525,True,False,False
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2022Q2,2,15.772308516091229,9.50510416,0,3,INDEPENDENT_BRIDGE,12.086840018543763,True,2022,2022,True,True,29.000694444444445,2.5817358585437624,-3.6854684975474665,-6.267204356091229,13.582678046414781,39.27785044100887,6.665360043290698,-32.36053243788479,2.5817358585437624,25.695172394594092,True,True,False
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2022Q3,3,17.578003612072624,8.17038043,0,3,INDEPENDENT_BRIDGE,11.082037364712363,True,2022,2022,True,True,29.000694444444445,2.9116569347123633,-6.495966247360261,-9.407623182072625,42.197577486843755,88.50337393587026,8.477746105458596,-54.783542554485095,2.9116569347123633,46.3057964490265,True,True,False
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2022Q4,4,15.699043922150247,6.62746481,0,3,INDEPENDENT_BRIDGE,10.124566290262727,True,2022,2022,True,True,29.000694444444445,3.497101480262727,-5.57447763188752,-9.071579112150246,31.074800868414293,82.29354758800065,12.229718763255757,-63.448465482842124,3.4971014802627263,51.218746719586356,True,True,False
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2023Q1,5,16.39346866072157,3.03275659,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,29.000694444444445,,,,,,,,,,False,False,False
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2023Q2,6,11.158406133529335,2.25633869,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,29.000694444444445,,,,,,,,,,False,False,False
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2023Q3,7,8.04880648117648,1.99303356,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,29.000694444444445,,,,,,,,,,False,False,False
2022-02-10,2022-02-09 23:00:00+00:00,2021-12,2022-01-11 22:59:00+00:00,2023Q4,8,7.563594181986659,2.0302141,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,29.000694444444445,,,,,,,,,,False,False,False
2022-05-12,2022-05-11 22:00:00+00:00,2022-04,2022-05-09 21:59:00+00:00,2022Q2,1,15.772308516091229,14.5366564687991,0,3,INDEPENDENT_BRIDGE,13.642448199420956,True,2022,2022,True,True,2.0006944444444446,-0.8942082693781437,-2.129860316670273,-1.2356520472921293,4.536304968526795,1.5268359819772306,0.7996084290242548,2.2098605575253103,-0.8942082693781437,-3.0094689865495647,True,True,False
2022-05-12,2022-05-11 22:00:00+00:00,2022-04,2022-05-09 21:59:00+00:00,2022Q3,2,17.578003612072624,13.8649926,0,3,INDEPENDENT_BRIDGE,13.715528158580973,True,2022,2022,True,True,2.0006944444444446,-0.1494644414190276,-3.8624754534916512,-3.7130110120726236,14.918716628825537,13.786450775772568,0.022339619248701932,1.109926233804266,-0.1494644414190276,-1.132265853052969,True,True,True
2022-05-12,2022-05-11 22:00:00+00:00,2022-04,2022-05-09 21:59:00+00:00,2022Q4,3,15.699043922150247,12.749894,0,3,INDEPENDENT_BRIDGE,13.036585820345673,True,2022,2022,True,True,2.0006944444444446,0.2866918203456734,-2.6624581018045745,-2.949149922150248,7.088683143864818,8.697485263318814,0.08219219985311589,-1.6909943193071113,0.2866918203456734,1.6088021194539959,True,True,False
2022-05-12,2022-05-11 22:00:00+00:00,2022-04,2022-05-09 21:59:00+00:00,2023Q1,4,16.39346866072157,7.85719611,0,3,INDEPENDENT_BRIDGE,8.377556386951762,True,2022,2023,True,True,2.0006944444444446,0.5203602769517612,-8.015912273769809,-8.53627255072157,64.25484958077347,72.86794906020253,0.2707748178293137,-8.883874297258387,0.5203602769517612,8.613099479429067,True,True,False
2022-05-12,2022-05-11 22:00:00+00:00,2022-04,2022-05-09 21:59:00+00:00,2023Q2,5,11.158406133529335,3.78559228,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,2.0006944444444446,,,,,,,,,,False,False,False
2022-05-12,2022-05-11 22:00:00+00:00,2022-04,2022-05-09 21:59:00+00:00,2023Q3,6,8.04880648117648,2.66301702,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,2.0006944444444446,,,,,,,,,,False,False,False
2022-05-12,2022-05-11 22:00:00+00:00,2022-04,2022-05-09 21:59:00+00:00,2023Q4,7,7.563594181986659,2.22122913,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,2.0006944444444446,,,,,,,,,,False,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2022Q3,1,17.578003612072624,19.4927708743343,0,3,INDEPENDENT_BRIDGE,18.180564815955147,True,2022,2022,True,True,1.0006944444444446,-1.3122060583791537,0.602561203882523,1.9147672622616767,0.36308000442435545,3.666333668629077,1.721884739646955,-5.025138403851676,1.3122060583791537,3.303253664204721,True,True,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2022Q4,2,15.699043922150247,19.6557739,0,3,INDEPENDENT_BRIDGE,20.32595152421116,True,2022,2022,True,True,1.0006944444444446,0.6701776242111599,4.626907602060912,3.9567299778497524,21.40827395800906,15.655712117614902,0.44913804799331464,5.303423792400845,-0.6701776242111599,-5.75256184039416,True,True,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2023Q1,3,16.39346866072157,16.1682854,0,3,INDEPENDENT_BRIDGE,18.192778347157727,True,2022,2023,True,True,1.0006944444444446,2.0244929471577287,1.7993096864361569,-0.2251832607215718,3.237515347702981,0.05070750090919938,4.098571693091386,-0.9117638462976042,-1.574126425714585,-3.1868078467937817,False,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2023Q2,4,11.158406133529335,11.4594623,0,3,INDEPENDENT_BRIDGE,16.85520519196354,True,2022,2023,True,True,1.0006944444444446,5.3957428919635415,5.696799058434207,0.3010561664706657,32.45351951217687,0.09063481537001317,29.114041356175083,3.2488433406317743,-5.3957428919635415,-32.36288469680685,True,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2023Q3,5,8.04880648117648,6.2621601,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,1.0006944444444446,,,,,,,,,,False,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2023Q4,6,7.563594181986659,4.24365217,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,1.0006944444444446,,,,,,,,,,False,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2024Q1,7,2.0857590939023543,2.67612758,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,1.0006944444444446,,,,,,,,,,False,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2024Q2,8,2.4619743363836286,2.12552284,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,1.0006944444444446,,,,,,,,,,False,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2024Q3,9,2.3104616266815072,2.26492047,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,1.0006944444444446,,,,,,,,,,False,False,False
2022-08-11,2022-08-10 22:00:00+00:00,2022-07,2022-08-09 21:59:00+00:00,2024Q4,10,2.883653194002781,2.4643242,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,1.0006944444444446,,,,,,,,,,False,False,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2022Q4,1,15.699043922150247,18.4131830570712,0,3,INDEPENDENT_BRIDGE,18.771262065310815,True,2022,2022,True,True,0.0006944444444444445,0.35807900823961347,3.0722181431605673,2.714139134920954,9.438524319164964,7.366551243709464,0.12822057614186516,1.9437524993136353,-0.35807900823961347,-2.0719730754555004,True,True,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2023Q1,2,16.39346866072157,14.8665554,0,3,INDEPENDENT_BRIDGE,15.571548746823744,True,2022,2023,True,True,0.0006944444444444445,0.7049933468237448,-0.8219199138978261,-1.526913260721571,0.6755523448618099,2.33146410576738,0.49701561906574493,-2.1529273799713153,0.7049933468237448,1.6559117609055702,True,True,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2023Q2,3,11.158406133529335,10.1921138,0,3,INDEPENDENT_BRIDGE,13.824131022268046,True,2022,2023,True,True,0.0006944444444444445,3.632017222268047,2.665724888738712,-0.966292333529335,7.106089182441018,0.9337208738375675,13.191549102851699,-7.019180794248249,-1.699432555209377,-6.17236830860345,False,False,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2023Q3,4,8.04880648117648,6.95297995,0,3,INDEPENDENT_BRIDGE,13.545967705113776,True,2022,2023,True,True,0.0006944444444444445,6.592987755113777,5.497161223937296,-1.0958265311764812,30.218781521959784,1.2008357864302794,43.467487539080196,-14.449541803550693,-4.401334692760814,-29.017945735529505,False,False,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2023Q4,5,7.563594181986659,4.23164098,0,3,INDEPENDENT_BRIDGE,,False,2022,2023,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2024Q1,6,2.0857590939023543,2.72947414,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2024Q2,7,2.4619743363836286,2.12845486,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2024Q3,8,2.3104616266815072,2.15957969,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2022-11-10,2022-11-09 23:00:00+00:00,2022-10,2022-11-09 22:59:00+00:00,2024Q4,9,2.883653194002781,2.38947523,0,3,INDEPENDENT_BRIDGE,,False,2022,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2023Q1,1,16.39346866072157,16.3076255004732,0,3,INDEPENDENT_BRIDGE,11.356566757967668,True,2023,2023,True,True,29.000694444444445,-4.951058742505532,-5.036901902753902,-0.0858431602483698,25.37038077796588,0.0073690481614272964,24.512982671740463,0.8500290580639893,-4.951058742505532,-25.363011729804455,True,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2023Q2,2,11.158406133529335,11.3077531,0,3,INDEPENDENT_BRIDGE,8.172404333783053,True,2023,2023,True,True,29.000694444444445,-3.1353487662169464,-2.9860017997462815,0.1493469664706648,8.916206748088033,0.02230451639398988,9.830411885818128,-0.9365096541240852,-2.8366548332756167,-8.893902231694044,False,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2023Q3,3,8.04880648117648,7.77590417,0,3,INDEPENDENT_BRIDGE,5.6645504296252085,True,2023,2023,True,True,29.000694444444445,-2.111353740374791,-2.3842560515512723,-0.2729023111764812,5.684676919358863,0.07447567144546499,4.457814616994621,1.1523866309187776,-2.111353740374791,-5.610201247913398,True,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2023Q4,4,7.563594181986659,7.62282898,0,3,INDEPENDENT_BRIDGE,6.828869221166937,True,2023,2023,True,True,29.000694444444445,-0.7939597588330631,-0.7347249608197215,0.05923479801334164,0.5398207680515413,0.0035087612956813826,0.6303720986462558,-0.09406009189039587,-0.6754901628063799,-0.53631200675586,False,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2024Q1,5,2.0857590939023543,2.28509891,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,29.000694444444445,,,,,,,,,,False,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2024Q2,6,2.4619743363836286,1.95024725,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,29.000694444444445,,,,,,,,,,False,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2024Q3,7,2.3104616266815072,2.06427262,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,29.000694444444445,,,,,,,,,,False,False,False
2023-02-09,2023-02-08 23:00:00+00:00,2022-12,2023-01-10 22:59:00+00:00,2024Q4,8,2.883653194002781,2.16216693,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,29.000694444444445,,,,,,,,,,False,False,False
2023-05-11,2023-05-10 22:00:00+00:00,2023-04,2023-05-10 21:59:00+00:00,2023Q2,1,11.158406133529335,11.6366874653985,0,3,INDEPENDENT_BRIDGE,12.191910991016238,True,2023,2023,True,True,0.0006944444444444445,0.5552235256177376,1.0335048574869035,0.4782813318691659,1.0681322904490247,0.2287530324145432,0.3082731633993905,0.531106094635091,-0.5552235256177376,-0.8393792580344814,True,False,False
2023-05-11,2023-05-10 22:00:00+00:00,2023-04,2023-05-10 21:59:00+00:00,2023Q3,2,8.04880648117648,8.32302304,0,3,INDEPENDENT_BRIDGE,9.55594199945441,True,2023,2023,True,True,0.0006944444444444445,1.232918959454409,1.507135518277929,0.2742165588235199,2.2714574704548816,0.07519472113301295,1.5200891605821425,0.6761735887397258,-1.232918959454409,-2.1962627493218685,True,False,False
2023-05-11,2023-05-10 22:00:00+00:00,2023-04,2023-05-10 21:59:00+00:00,2023Q4,3,7.563594181986659,8.33257222,0,3,INDEPENDENT_BRIDGE,10.517203670163171,True,2023,2023,True,True,0.0006944444444444445,2.184631450163172,2.9536094881765127,0.7689780380133406,8.723809008646322,0.5913272229468468,4.772614573042044,3.3598672126574303,-2.184631450163172,-8.132481785699476,True,True,False
2023-05-11,2023-05-10 22:00:00+00:00,2023-04,2023-05-10 21:59:00+00:00,2024Q1,4,2.0857590939023543,2.50204809,0,3,INDEPENDENT_BRIDGE,5.589045668907453,True,2023,2024,True,True,0.0006944444444444445,3.0869975789074524,3.5032865750050983,0.4162889960976459,12.273016826610952,0.17329652827198586,9.529554052180472,2.5701662461584935,-3.0869975789074524,-12.099720298338966,True,False,False
2023-05-11,2023-05-10 22:00:00+00:00,2023-04,2023-05-10 21:59:00+00:00,2024Q2,5,2.4619743363836286,2.10115528,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-05-11,2023-05-10 22:00:00+00:00,2023-04,2023-05-10 21:59:00+00:00,2024Q3,6,2.3104616266815072,1.97289662,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-05-11,2023-05-10 22:00:00+00:00,2023-04,2023-05-10 21:59:00+00:00,2024Q4,7,2.883653194002781,1.81285974,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2023Q3,1,8.04880648117648,8.1866590723162,0,3,INDEPENDENT_BRIDGE,7.951094198938076,True,2023,2023,True,True,0.0006944444444444445,-0.2355648733781237,-0.09771228223840467,0.13785259113971904,0.009547690100237653,0.019003336883934543,0.05549080956965145,-0.06494645635334835,0.04014030890131437,0.00945564678369689,False,False,True
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2023Q4,2,7.563594181986659,8.18874505,0,3,INDEPENDENT_BRIDGE,8.179200123899776,True,2023,2023,True,True,0.0006944444444444445,-0.00954492610022406,0.6156059419131168,0.6251508680133409,0.3789706757187357,0.3908136077778335,9.11056142587385e-05,-0.011934037673356528,0.00954492610022406,0.01184293205909781,True,True,True
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2024Q1,3,2.0857590939023543,2.54878083,0,3,INDEPENDENT_BRIDGE,2.8185632290948033,True,2023,2024,True,True,0.0006944444444444445,0.26978239909480317,0.732804135192449,0.46302173609764585,0.5370019005551531,0.214389128098878,0.07278254286134765,0.24983022959492746,-0.26978239909480317,-0.32261277245627507,True,False,False
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2024Q2,4,2.4619743363836286,2.34805158,0,3,INDEPENDENT_BRIDGE,3.4632879564553267,True,2023,2024,True,True,0.0006944444444444445,1.1152363764553268,1.001313620071698,-0.1139227563836287,1.002628965741089,0.012978394422043613,1.2437521753692073,-0.254101604050162,-0.8873908636880694,-0.9896505713190453,False,False,False
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2024Q3,5,2.3104616266815072,1.87132286,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2024Q4,6,2.883653194002781,1.78466814,0,3,INDEPENDENT_BRIDGE,,False,2023,2024,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2025Q1,7,2.731002175839947,1.57384912,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
2023-08-10,2023-08-09 22:00:00+00:00,2023-07,2023-08-09 21:59:00+00:00,2025Q2,8,2.380373322135424,1.59045157,0,3,INDEPENDENT_BRIDGE,,False,2023,2025,False,False,0.0006944444444444445,,,,,,,,,,False,False,False
