panel,horizon,n_source,n_agreement,n_scored,n_unique_quarters,n_reports,n_model_origins,same_error_direction,shared_large_miss,close_agreement,model_closer,cnb_closer,mean_abs_error_gain,model_mse,cnb_mse,disagreement_mse,mean_cross_term,disagreement_rmse,disagreement_mae,model_rmse,model_mae,model_bias,cnb_rmse,cnb_mae,cnb_bias,age_days_min,age_days_median,age_days_p90,age_days_max
report_year_2022,all,34,16,16,7,4,4,13,11,1,8,8,-0.11169311603243604,17.659903364583457,21.300580726752084,7.724343652280824,-11.365021014449454,2.77927034530303,2.0670403882580204,4.202368780174279,3.579277467979994,-0.5841922421486974,4.615255217943216,3.4675843519475587,-2.356747784259677,0.0006944444444444445,1.5006944444444446,29.000694444444445,29.000694444444445
report_year_2022,1,4,4,4,4,4,4,4,3,0,2,2,0.40016226427987434,3.5853540527617818,3.7798898409825767,1.2558908823248962,-1.4504266705456912,1.1206653748219833,1.026305903088753,1.8935031166496088,1.4659647270783784,0.3714249464431667,1.9441938794735922,1.8661269913582528,0.4483262072330625,0.0006944444444444445,1.5006944444444446,20.90069444444445,29.000694444444445
report_year_2022,2,4,4,4,4,4,4,4,4,1,2,2,0.6167717849343299,12.646305244527799,17.76286936004093,1.9084633323996147,-7.025027447912749,1.3814714374172254,1.0265928177494237,3.556164400660886,3.249192866749464,-0.9357390657190079,4.214601921894989,3.865964651683794,-1.8875996627589178,0.0006944444444444445,1.5006944444444446,20.90069444444445,29.000694444444445
report_year_2022,3,4,4,4,4,4,4,2,2,0,2,2,-0.018802556466481324,14.907466290213144,24.54632189348396,6.462514775313699,-16.101370378584512,2.5421476698480165,2.213714731120953,3.8610188150555733,3.405864731084926,-1.1733474434974918,4.954424476514296,3.387062174618445,-3.387062174618445,0.0006944444444444445,1.5006944444444446,20.90069444444445,29.000694444444445
report_year_2022,4,4,4,4,4,4,4,3,2,0,2,2,-1.444903956877467,39.50048787083111,39.11324181250087,21.270505619085085,-20.883259560754855,4.611995839014286,4.001548101072952,6.284941357787765,6.196087547007208,-0.5991074058214565,6.254058027593033,4.751183590129741,-4.600655506894408,0.0006944444444444445,1.5006944444444446,20.90069444444445,29.000694444444445
report_year_2023,all,34,16,16,7,4,4,10,3,2,2,14,-1.4419781698290637,4.620667377339119,0.14074764804595008,3.9463381768491748,0.5335815524439935,1.9865392462393425,1.5196368188546443,2.1495737664335035,1.7403289265227806,0.3353793018840828,0.3751634950870754,0.29835075669371675,0.2203463339555235,0.0006944444444444445,14.500694444444445,30.042361111111113,30.042361111111113
report_year_2023,1,4,4,4,4,4,4,2,0,1,1,3,-1.6138679835712713,6.896088814107972,0.06524982188388706,6.545577395283967,0.28526159694011777,2.558432605187005,1.7211148678489103,2.626040520271531,1.8085225487394747,-0.7587845437566787,0.25544044684404826,0.19465456516820345,0.11341239633623901,0.0006944444444444445,14.500694444444445,29.729861111111113,30.042361111111113
report_year_2023,2,4,4,4,4,4,4,3,2,1,1,3,-1.127950523847673,3.1889249436315015,0.22405282587798822,2.888672800559892,0.07619931719362083,1.6996096023969423,1.2073964701331175,1.785756126583779,1.549796443934346,0.05679554406120502,0.4733421868775149,0.4218459200866729,0.4218459200866729,0.0006944444444444445,14.500694444444445,29.729861111111113,30.042361111111113
report_year_2023,3,4,4,4,4,4,4,4,1,0,0,4,-1.4705183954123544,4.265512937865054,0.22484603052674607,2.7589682993792377,1.2816986079590706,1.6610142381627069,1.4705183954123544,2.0653118258183327,1.881377805138314,0.689249779362678,0.4741793231750474,0.4108594097259598,0.2744082541377192,0.0006944444444444445,14.500694444444445,29.729861111111113,30.042361111111113
report_year_2023,4,4,4,4,4,4,4,1,0,0,0,4,-1.555575776484957,4.132142813751947,0.048841913895179,3.592134212173603,0.4911666876831649,1.8952926455230081,1.6795175420241955,2.0327672797819103,1.7216189082789877,1.354256427869127,0.22100206762647945,0.16604313179403085,0.07171876526146292,0.0006944444444444445,14.500694444444445,29.729861111111113,30.042361111111113
report_year_2024,all,34,16,16,7,4,4,6,0,4,6,10,-0.18214688213597507,0.3141384932553765,0.1371794628128122,0.5043260052357794,-0.3273669747932152,0.7101591407816839,0.5958496982888997,0.5604805913279929,0.48451954889538723,-0.36262212206198197,0.37037745991462845,0.3023726667594122,-0.09855089066539678,0.0006944444444444445,16.000694444444445,29.000694444444445,29.000694444444445
report_year_2024,1,4,4,4,4,4,4,1,0,2,1,3,-0.030181893747871336,0.16217727007569108,0.1745090055254163,0.5644209494157081,-0.5767526848654332,0.7512795414595742,0.49953695176610774,0.40271239126166836,0.33265331996000885,-0.28158409977008564,0.4177427504163493,0.3024714262121375,0.15555028610623967,0.0006944444444444445,16.000694444444445,29.000694444444445,29.000694444444445
report_year_2024,2,4,4,4,4,4,4,1,0,1,1,3,-0.17229040837328152,0.26484904658714625,0.1094691004921602,0.39496377944791483,-0.2395838333529287,0.6284614383141697,0.5431629034816139,0.514634867247786,0.46142559264090216,-0.35725577348961607,0.33086114986827964,0.28913518426762064,-0.09277980107452355,0.0006944444444444445,16.000694444444445,29.000694444444445,29.000694444444445
report_year_2024,3,4,4,4,4,4,4,2,0,1,2,2,-0.2556283653735601,0.331171179220693,0.11753934295955093,0.4077646183204432,-0.19413278205930112,0.6385644981679166,0.5696309521171938,0.575474742469809,0.545097806470763,-0.3714670161018396,0.3428401128216343,0.28946944109720285,-0.1961782371649149,0.0006944444444444445,16.000694444444445,29.000694444444445,29.000694444444445
report_year_2024,4,4,4,4,4,4,4,2,0,0,2,2,-0.2704868610491874,0.4983564771379756,0.14720040227412143,0.650154673759052,-0.29899859889519786,0.8063216937172483,0.7710679857906828,0.7059436784460752,0.5989014765098752,-0.4401815988863868,0.38366704611436386,0.3284146154606878,-0.26079581052838835,0.0006944444444444445,16.000694444444445,29.000694444444445,29.000694444444445
report_year_2025,all,34,16,15,6,4,4,12,2,8,3,12,-0.2008630260856007,0.43667013930627224,0.14658107364944073,0.14288209937717003,0.1472069662796615,0.3677251848225357,0.27156747442189927,0.6608102142871827,0.47993560243342254,0.45269298783053363,0.38285907805541286,0.2790725763478219,0.21811382477240387,7.000694444444444,8.500694444444445,9.000694444444445,9.000694444444445
report_year_2025,1,4,4,4,4,4,4,4,0,4,2,2,-0.038477017356629006,0.01802414046959357,0.014903648491337405,0.007364021434288038,-0.004243529456031873,0.0858138767000305,0.065545119418141,0.13425401472430376,0.1291802359111922,0.027020431150358792,0.12208050004541023,0.0907032185545632,0.003277731349858981,7.000694444444444,8.500694444444445,9.000694444444445,9.000694444444445
report_year_2025,2,4,4,4,4,4,4,2,0,2,1,3,-0.0021878389212026117,0.11936147636293808,0.12635880715759673,0.05593087619671738,-0.06292820699137602,0.2364970955354788,0.21829298970191174,0.3454873027521244,0.2890892420817862,0.2890892420817862,0.3554698400112121,0.2869014031605836,0.19995700702517077,7.000694444444444,8.500694444444445,9.000694444444445,9.000694444444445
report_year_2025,3,4,4,4,4,4,4,3,1,1,0,4,-0.20114873308412118,0.49594513726220935,0.2376608150638309,0.08181808543191967,0.17646623676645876,0.28603860828902045,0.2553741681518217,0.7042337234627503,0.549234444145639,0.549234444145639,0.48750468209426556,0.3480857110615178,0.2938602759938173,7.000694444444444,8.500694444444445,9.000694444444445,9.000694444444445
report_year_2025,4,4,4,3,3,3,3,3,1,1,0,3,-0.6818970112787329,1.3389096910717064,0.22767434063018355,0.5209265194686166,0.5903088309729062,0.6291059236314239,0.5470576204157227,1.1571126527143787,1.109672782648956,1.109672782648956,0.47715232434745986,0.4277757713702232,0.4277757713702232,7.000694444444444,8.500694444444445,9.000694444444445,9.000694444444445
report_year_2026,all,25,12,3,2,2,2,3,0,3,1,2,-0.02253754722320071,0.09173324253582636,0.1020441625181021,0.041548964923904315,-0.05185988490618005,0.428722501586769,0.36827886503779855,0.3028749618833263,0.2616161068115339,0.013619263697588776,0.31944352007530546,0.2390785595883332,-0.15030808207793256,7.000694444444444,8.000694444444445,8.000694444444445,8.000694444444445
report_year_2026,1,3,3,2,2,2,2,2,0,1,0,2,-0.14151562645731675,0.08660996621319653,0.01008138435457366,0.039120858350487495,0.03740772350813538,0.22841747678908442,0.18760676877430416,0.2942957121896215,0.23275278270939714,0.18010027305428689,0.10040609719819638,0.0912371562520804,0.04191856001352057,7.000694444444444,8.000694444444445,8.000694444444445,8.000694444444445
report_year_2026,2,3,3,1,1,1,1,1,0,1,1,0,0.21541861124503137,0.101979795181086,0.285969718845159,0.046405178070737955,-0.23039510173481093,0.32634922799388627,0.31150940184564585,0.31934275501580744,0.31934275501580744,-0.31934275501580744,0.5347613662608388,0.5347613662608388,-0.5347613662608388,7.000694444444444,8.000694444444445,8.000694444444445,8.000694444444445
report_year_2026,3,3,3,0,0,0,0,0,0,0,0,0,,,,,,0.43704219743119577,0.41322000890783944,,,,,,,7.000694444444444,8.000694444444445,8.000694444444445,8.000694444444445
report_year_2026,4,3,3,0,0,0,0,0,0,1,0,0,,,,,,0.6209087604607321,0.5607792806234045,,,,,,,7.000694444444444,8.000694444444445,8.000694444444445,8.000694444444445
target_year_2022,all,10,10,10,4,4,4,10,9,1,6,4,1.0058193085353835,14.461214634341937,26.333397948551642,3.295005830839977,-15.16718914504968,1.815215092169514,1.4202051771849724,3.802790374756665,3.27716124424659,-1.6168238544257896,5.131607735257211,4.282980552781974,-2.565853277775497,0.0006944444444444445,2.0006944444444446,29.000694444444445,29.000694444444445
target_year_2022,1,4,4,4,4,4,4,4,3,0,2,2,0.40016226427987434,3.5853540527617818,3.7798898409825767,1.2558908823248962,-1.4504266705456912,1.1206653748219833,1.026305903088753,1.8935031166496088,1.4659647270783784,0.3714249464431667,1.9441938794735922,1.8661269913582528,0.4483262072330625,0.0006944444444444445,1.5006944444444446,20.90069444444445,29.000694444444445
target_year_2022,2,3,3,3,3,3,3,3,3,1,1,2,0.5873645976378583,16.63655621108313,22.906671111465446,2.3789459035109046,-8.649060803893226,1.5423831895838676,1.1337926413913166,4.078793474924065,4.058283851033344,-0.9736787829927351,4.786091423224743,4.645648448671202,-2.0078284634380332,1.0006944444444446,2.0006944444444446,23.600694444444446,29.000694444444445
target_year_2022,3,2,2,2,2,2,2,2,2,0,2,0,1.5991743775290184,24.643130315354288,48.600429599594534,4.279969152655856,-28.2372684368961,2.0688086312309935,1.5991743775290184,4.964184758382215,4.579212174582418,-4.579212174582418,6.971400834810356,6.178386552111436,-6.178386552111436,2.0006944444444446,15.500694444444445,26.300694444444446,29.000694444444445
target_year_2022,4,1,1,1,1,1,1,1,1,0,1,0,3.4971014802627263,31.074800868414293,82.29354758800065,12.229718763255757,-63.448465482842124,3.497101480262727,3.497101480262727,5.57447763188752,5.57447763188752,-5.57447763188752,9.071579112150246,9.071579112150246,-9.071579112150246,29.000694444444445,29.000694444444445,29.000694444444445,29.000694444444445
target_year_2023,all,26,16,16,4,7,7,9,4,2,4,12,-1.7082661935082526,12.002850271041636,4.930870995690334,8.627071446870422,-1.5550921715191193,2.937187676480756,2.201425719551053,3.464512991899675,2.682015687541046,0.1723370394438941,2.2205564608202004,0.9737494940327935,-0.6244848291810736,0.0006944444444444445,0.5006944444444446,29.000694444444445,30.042361111111113
target_year_2023,1,4,4,4,4,4,4,2,0,1,1,3,-1.6138679835712713,6.896088814107972,0.06524982188388706,6.545577395283967,0.28526159694011777,2.558432605187005,1.7211148678489103,2.626040520271531,1.8085225487394747,-0.7587845437566787,0.25544044684404826,0.19465456516820345,0.11341239633623901,0.0006944444444444445,14.500694444444445,29.729861111111113,30.042361111111113
target_year_2023,2,4,4,4,4,4,4,3,2,1,2,2,-0.8387588799515142,3.060546809780865,0.7049442377680541,2.9619019427700684,-0.6062993707572578,1.7210177055364853,1.270701499648831,1.749441856644817,1.4826657934587884,-0.4212950633632655,0.8396095746048006,0.6439069135072741,-0.11954971685351135,0.0006944444444444445,0.0006944444444444445,20.30069444444445,29.000694444444445
target_year_2023,3,4,4,4,4,4,4,2,1,0,0,4,-1.8923860428654813,6.188022614537296,0.4125578172847697,6.630137496494938,-0.8546726992424113,2.5749053373852284,2.4881238399909344,2.4875736400230037,2.4507250287256634,1.2585970029500273,0.6423066380513046,0.5583389858601822,-0.17384996685351184,0.0006944444444444445,0.5006944444444446,20.60069444444445,29.000694444444445
target_year_2023,4,4,4,4,4,4,4,2,1,0,1,3,-2.4880518676447436,31.866742845740415,18.540732105824624,18.370668952932714,-5.044658213016925,4.286101836509804,3.3257626707155357,5.645063582081288,4.986149379240259,0.6108307619454931,4.305895041199289,2.498097511595515,-2.3179520293535107,0.0006944444444444445,1.5006944444444446,20.90069444444445,29.000694444444445
target_year_2024,all,34,16,16,4,7,7,8,1,3,3,13,-0.6085634937780924,1.4428830586569092,0.13087998835201242,1.3087795542274892,0.0032235160774079508,1.1440190357802134,0.8624948975969963,1.2012006737664234,0.8960773693876076,0.36486994665514516,0.36177339364858274,0.28751387560951525,0.0573787270284791,0.0006944444444444445,16.000694444444445,30.042361111111113,30.042361111111113
target_year_2024,1,4,4,4,4,4,4,1,0,2,1,3,-0.030181893747871336,0.16217727007569108,0.1745090055254163,0.5644209494157081,-0.5767526848654332,0.7512795414595742,0.49953695176610774,0.40271239126166836,0.33265331996000885,-0.28158409977008564,0.4177427504163493,0.3024714262121375,0.15555028610623967,0.0006944444444444445,16.000694444444445,29.000694444444445,29.000694444444445
target_year_2024,2,4,4,4,4,4,4,2,1,1,1,3,-0.23888830245437026,0.5237951301135259,0.2008214297820881,0.35669528766607905,-0.033721587334641215,0.5972397237844106,0.5066963261777913,0.7237369205129208,0.6361585727893266,0.013232504261987355,0.44813104085980043,0.39727027033495643,0.015355284992812246,0.0006944444444444445,29.000694444444445,29.729861111111113,30.042361111111113
target_year_2024,3,4,4,4,4,4,4,3,0,0,1,3,-0.5881220795201387,0.8725758052342488,0.09319866818620544,0.7345154136494277,0.04486172339861558,0.8570387468775421,0.7723602465215293,0.9341176613437137,0.8452904571197152,0.4221631736619439,0.30528456919111624,0.25716837759957645,0.04361026725743222,0.0006944444444444445,14.500694444444445,29.729861111111113,30.042361111111113
target_year_2024,4,4,4,4,4,4,4,2,0,0,0,4,-1.577061699389989,4.212984029204171,0.05499084991433983,3.5794865661787414,0.5785066131110906,1.8919531088741977,1.6713860659225568,2.05255548748485,1.7702071276813796,1.305668208466735,0.2345012791315643,0.1931454282913907,0.01499906975743226,0.0006944444444444445,0.0006944444444444445,21.029861111111117,30.042361111111113
target_year_2025,all,34,16,16,4,7,7,9,0,7,5,11,-0.1323702108612332,0.1873833042604624,0.07915403333331605,0.22039510649096583,-0.11216583556381945,0.469462571980947,0.35778219814455203,0.43287793228629984,0.3513178421969589,0.009843642781843673,0.28134326601736187,0.21894763133572567,-0.032570698743143486,3.0006944444444446,8.500694444444445,29.000694444444445,29.000694444444445
target_year_2025,1,4,4,4,4,4,4,4,0,4,2,2,-0.038477017356629006,0.01802414046959357,0.014903648491337405,0.007364021434288038,-0.004243529456031873,0.0858138767000305,0.065545119418141,0.13425401472430376,0.1291802359111922,0.027020431150358792,0.12208050004541023,0.0907032185545632,0.003277731349858981,7.000694444444444,8.500694444444445,9.000694444444445,9.000694444444445
target_year_2025,2,4,4,4,4,4,4,1,0,2,0,4,-0.11311362935298452,0.13561634135186115,0.05986125212359317,0.12854162999427057,-0.0527865407660026,0.35852702826184607,0.3031224968733087,0.3682612406320561,0.3126949723158813,0.11693967471270239,0.24466559243913552,0.19958134296289676,0.11263694682748393,3.0006944444444446,8.000694444444445,9.000694444444445,9.000694444444445
target_year_2025,3,4,4,4,4,4,4,2,0,1,1,3,-0.17222296174900192,0.20200369430939055,0.09485712242900933,0.17742548051560364,-0.0702789086352224,0.42121904101738283,0.3562128165589456,0.4494482109313492,0.42993416191171757,-0.06350337720311366,0.3079888349096592,0.25771120016271565,-0.06860380282495837,3.0006944444444446,8.000694444444445,23.00069444444445,29.000694444444445
target_year_2025,4,4,4,4,4,4,4,2,0,0,2,2,-0.2056672349863174,0.3938890409110044,0.14699411028932433,0.5682492940197011,-0.321354363398021,0.7538231185229737,0.7062483597278127,0.6276058005715087,0.5334619986490445,-0.04108215753257283,0.38339810939717,0.32779476366272714,-0.17759367032495849,3.0006944444444446,18.000694444444445,29.000694444444445,29.000694444444445
target_year_2026,all,33,15,8,2,5,5,8,2,4,2,6,-0.2155804294882246,0.6998233866606591,0.27156427881781003,0.20225096318249247,0.2260081446603566,0.43498694997488246,0.3581492999107476,0.8365544732177691,0.6509638278538536,0.5579650116861243,0.5211182963759861,0.435383398365629,0.2893634077407794,7.000694444444444,8.000694444444445,9.000694444444445,9.000694444444445
target_year_2026,1,3,3,2,2,2,2,2,0,1,0,2,-0.14151562645731675,0.08660996621319653,0.01008138435457366,0.039120858350487495,0.03740772350813538,0.22841747678908442,0.18760676877430416,0.2942957121896215,0.23275278270939714,0.18010027305428689,0.10040609719819638,0.0912371562520804,0.04191856001352057,7.000694444444444,8.000694444444445,8.000694444444445,8.000694444444445
target_year_2026,2,4,4,2,2,2,2,2,0,1,2,0,0.236870060267812,0.09512044069211513,0.297224540014289,0.056567590116453834,-0.2586716894386277,0.3107416362505942,0.2982124287068825,0.30841601886431763,0.3082152146428925,-0.011127540372914968,0.5451830334981904,0.5450852749107045,0.010323908649865654,7.000694444444444,8.000694444444445,8.000694444444445,8.000694444444445
target_year_2026,3,4,4,2,2,2,2,2,1,1,0,2,-0.18590830993280827,0.8318565456060433,0.4510793486736704,0.058005622914806314,0.3227715740175665,0.3920816390636502,0.33480813844350554,0.9120617005477444,0.7320381035826741,0.7320381035826741,0.6716244104212341,0.5461297936498658,0.5461297936498658,7.000694444444444,8.000694444444445,8.700694444444444,9.000694444444445
target_year_2026,4,4,4,2,2,2,2,2,1,1,0,2,-0.7717678418305853,1.7857065941312817,0.32787184222870713,0.6553097813482223,0.8025249705543522,0.6481758179415035,0.5693342309341873,1.3363033316321866,1.330849210480451,1.330849210480451,0.5726009450120626,0.5590813686498656,0.5590813686498656,7.000694444444444,8.500694444444445,9.000694444444445,9.000694444444445
target_year_2027,all,20,3,0,0,0,0,0,0,1,0,0,,,,,,0.5419438487365048,0.4544400474788133,,,,,,,8.000694444444445,8.000694444444445,8.000694444444445,8.000694444444445
target_year_2027,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
target_year_2027,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
target_year_2027,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,0.27224409281511264,0.27224409281511264,,,,,,,8.000694444444445,8.000694444444445,8.000694444444445,8.000694444444445
target_year_2027,4,2,2,0,0,0,0,0,0,1,0,0,,,,,,0.635213570178284,0.5455380248106636,,,,,,,8.000694444444445,8.000694444444445,8.000694444444445,8.000694444444445
target_year_2028,all,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
target_year_2028,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
target_year_2028,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
target_year_2028,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
target_year_2028,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
