origin,model,as_of,block,offset_log,n,last_release,targets
2021-05,DUAL_FEEDBACK_R21,2021-06-09T23:59:00,food,0.0308083982981186,24,2021-05-11 09:00:00,2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04
2021-06,CORE_FEEDBACK_R21,2021-07-12T23:59:00,core,-0.0020206450533114466,24,2021-06-10 09:00:00,2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05
2021-06,FOOD_FEEDBACK_R21,2021-07-12T23:59:00,food,-0.03533257583126406,24,2021-06-10 09:00:00,2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05
2021-06,DUAL_FEEDBACK_R21,2021-07-12T23:59:00,core,-0.0020206450533114466,24,2021-06-10 09:00:00,2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05
2021-06,DUAL_FEEDBACK_R21,2021-07-12T23:59:00,food,-0.03533257583126406,24,2021-06-10 09:00:00,2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05
2021-07,CORE_FEEDBACK_R21,2021-08-09T23:59:00,core,0.023962256079016368,24,2021-07-13 09:00:00,2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06
2021-07,FOOD_FEEDBACK_R21,2021-08-09T23:59:00,food,-0.04865174414851089,24,2021-07-13 09:00:00,2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06
2021-07,DUAL_FEEDBACK_R21,2021-08-09T23:59:00,core,0.023962256079016368,24,2021-07-13 09:00:00,2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06
2021-07,DUAL_FEEDBACK_R21,2021-08-09T23:59:00,food,-0.04865174414851089,24,2021-07-13 09:00:00,2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06
2021-08,CORE_FEEDBACK_R21,2021-09-09T23:59:00,core,0.048858842635214096,24,2021-08-10 09:00:00,2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07
2021-08,FOOD_FEEDBACK_R21,2021-09-09T23:59:00,food,-0.013686086581794467,24,2021-08-10 09:00:00,2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07
2021-08,DUAL_FEEDBACK_R21,2021-09-09T23:59:00,core,0.048858842635214096,24,2021-08-10 09:00:00,2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07
2021-08,DUAL_FEEDBACK_R21,2021-09-09T23:59:00,food,-0.013686086581794467,24,2021-08-10 09:00:00,2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07
2021-09,CORE_FEEDBACK_R21,2021-10-10T23:59:00,core,0.06844556004698049,24,2021-09-10 09:00:00,2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08
2021-09,FOOD_FEEDBACK_R21,2021-10-10T23:59:00,food,0.012073290889665364,24,2021-09-10 09:00:00,2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08
2021-09,DUAL_FEEDBACK_R21,2021-10-10T23:59:00,core,0.06844556004698049,24,2021-09-10 09:00:00,2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08
2021-09,DUAL_FEEDBACK_R21,2021-10-10T23:59:00,food,0.012073290889665364,24,2021-09-10 09:00:00,2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08
2021-10,CORE_FEEDBACK_R21,2021-11-09T23:59:00,core,0.07901022055463881,24,2021-10-11 09:00:00,2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09
2021-10,FOOD_FEEDBACK_R21,2021-11-09T23:59:00,food,-0.01599901478708358,24,2021-10-11 09:00:00,2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09
2021-10,DUAL_FEEDBACK_R21,2021-11-09T23:59:00,core,0.07901022055463881,24,2021-10-11 09:00:00,2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09
2021-10,DUAL_FEEDBACK_R21,2021-11-09T23:59:00,food,-0.01599901478708358,24,2021-10-11 09:00:00,2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09
2021-11,CORE_FEEDBACK_R21,2021-12-09T23:59:00,core,0.08346792659934839,24,2021-11-10 09:00:00,2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10
2021-11,FOOD_FEEDBACK_R21,2021-12-09T23:59:00,food,-0.05035676442946386,24,2021-11-10 09:00:00,2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10
2021-11,DUAL_FEEDBACK_R21,2021-12-09T23:59:00,core,0.08346792659934839,24,2021-11-10 09:00:00,2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10
2021-11,DUAL_FEEDBACK_R21,2021-12-09T23:59:00,food,-0.05035676442946386,24,2021-11-10 09:00:00,2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10
2021-12,CORE_FEEDBACK_R21,2022-01-11T23:59:00,core,0.09669012678236645,24,2021-12-10 09:00:00,2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11
2021-12,FOOD_FEEDBACK_R21,2022-01-11T23:59:00,food,-0.028726705366544803,24,2021-12-10 09:00:00,2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11
2021-12,DUAL_FEEDBACK_R21,2022-01-11T23:59:00,core,0.09669012678236645,24,2021-12-10 09:00:00,2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11
2021-12,DUAL_FEEDBACK_R21,2022-01-11T23:59:00,food,-0.028726705366544803,24,2021-12-10 09:00:00,2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11
2022-01,CORE_FEEDBACK_R21,2022-02-13T23:59:00,core,0.09132832029859066,24,2022-01-12 09:00:00,2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12
2022-01,FOOD_FEEDBACK_R21,2022-02-13T23:59:00,food,-0.013018646537501113,24,2022-01-12 09:00:00,2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12
2022-01,DUAL_FEEDBACK_R21,2022-02-13T23:59:00,core,0.09132832029859066,24,2022-01-12 09:00:00,2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12
2022-01,DUAL_FEEDBACK_R21,2022-02-13T23:59:00,food,-0.013018646537501113,24,2022-01-12 09:00:00,2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12
2022-02,CORE_FEEDBACK_R21,2022-03-09T23:59:00,core,0.09863155121946236,24,2022-02-14 09:00:00,2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01
2022-02,FOOD_FEEDBACK_R21,2022-03-09T23:59:00,food,0.07312535721037593,24,2022-02-14 09:00:00,2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01
2022-02,DUAL_FEEDBACK_R21,2022-03-09T23:59:00,core,0.09863155121946236,24,2022-02-14 09:00:00,2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01
2022-02,DUAL_FEEDBACK_R21,2022-03-09T23:59:00,food,0.07312535721037593,24,2022-02-14 09:00:00,2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01
2022-03,CORE_FEEDBACK_R21,2022-04-10T23:59:00,core,0.08308463586419187,24,2022-03-10 09:00:00,2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02
2022-03,FOOD_FEEDBACK_R21,2022-04-10T23:59:00,food,0.10933012803485047,24,2022-03-10 09:00:00,2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02
2022-03,DUAL_FEEDBACK_R21,2022-04-10T23:59:00,core,0.08308463586419187,24,2022-03-10 09:00:00,2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02
2022-03,DUAL_FEEDBACK_R21,2022-04-10T23:59:00,food,0.10933012803485047,24,2022-03-10 09:00:00,2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02
2022-04,CORE_FEEDBACK_R21,2022-05-09T23:59:00,core,0.07852971426990805,24,2022-04-11 09:00:00,2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03
2022-04,FOOD_FEEDBACK_R21,2022-05-09T23:59:00,food,0.11123696294128067,24,2022-04-11 09:00:00,2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03
2022-04,DUAL_FEEDBACK_R21,2022-05-09T23:59:00,core,0.07852971426990805,24,2022-04-11 09:00:00,2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03
2022-04,DUAL_FEEDBACK_R21,2022-05-09T23:59:00,food,0.11123696294128067,24,2022-04-11 09:00:00,2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03
2022-05,CORE_FEEDBACK_R21,2022-06-09T23:59:00,core,0.09280712703015193,24,2022-05-10 09:00:00,2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04
2022-05,FOOD_FEEDBACK_R21,2022-06-09T23:59:00,food,0.21088545672021322,24,2022-05-10 09:00:00,2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04
2022-05,DUAL_FEEDBACK_R21,2022-06-09T23:59:00,core,0.09280712703015193,24,2022-05-10 09:00:00,2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04
2022-05,DUAL_FEEDBACK_R21,2022-06-09T23:59:00,food,0.21088545672021322,24,2022-05-10 09:00:00,2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04
2022-06,CORE_FEEDBACK_R21,2022-07-12T23:59:00,core,0.10048794560737062,24,2022-06-10 09:00:00,2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05
2022-06,FOOD_FEEDBACK_R21,2022-07-12T23:59:00,food,0.2891801786487563,24,2022-06-10 09:00:00,2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05
2022-06,DUAL_FEEDBACK_R21,2022-07-12T23:59:00,core,0.10048794560737062,24,2022-06-10 09:00:00,2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05
2022-06,DUAL_FEEDBACK_R21,2022-07-12T23:59:00,food,0.2891801786487563,24,2022-06-10 09:00:00,2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05
2022-07,CORE_FEEDBACK_R21,2022-08-09T23:59:00,core,0.10436194491956378,24,2022-07-13 09:00:00,2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06
2022-07,FOOD_FEEDBACK_R21,2022-08-09T23:59:00,food,0.32659148281318473,24,2022-07-13 09:00:00,2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06
2022-07,DUAL_FEEDBACK_R21,2022-08-09T23:59:00,core,0.10436194491956378,24,2022-07-13 09:00:00,2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06
2022-07,DUAL_FEEDBACK_R21,2022-08-09T23:59:00,food,0.32659148281318473,24,2022-07-13 09:00:00,2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06
2022-08,CORE_FEEDBACK_R21,2022-09-11T23:59:00,core,0.09182109510071994,24,2022-08-10 09:00:00,2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07
2022-08,FOOD_FEEDBACK_R21,2022-09-11T23:59:00,food,0.3426746141040134,24,2022-08-10 09:00:00,2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07
2022-08,DUAL_FEEDBACK_R21,2022-09-11T23:59:00,core,0.09182109510071994,24,2022-08-10 09:00:00,2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07
2022-08,DUAL_FEEDBACK_R21,2022-09-11T23:59:00,food,0.3426746141040134,24,2022-08-10 09:00:00,2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07
2022-09,CORE_FEEDBACK_R21,2022-10-10T23:59:00,core,0.078698221157967,24,2022-09-12 09:00:00,2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08
2022-09,FOOD_FEEDBACK_R21,2022-10-10T23:59:00,food,0.32893543976679945,24,2022-09-12 09:00:00,2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08
2022-09,DUAL_FEEDBACK_R21,2022-10-10T23:59:00,core,0.078698221157967,24,2022-09-12 09:00:00,2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08
2022-09,DUAL_FEEDBACK_R21,2022-10-10T23:59:00,food,0.32893543976679945,24,2022-09-12 09:00:00,2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08
2022-10,CORE_FEEDBACK_R21,2022-11-09T23:59:00,core,0.07442438879019433,24,2022-10-11 09:00:00,2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09
2022-10,FOOD_FEEDBACK_R21,2022-11-09T23:59:00,food,0.3157883488325779,24,2022-10-11 09:00:00,2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09
2022-10,DUAL_FEEDBACK_R21,2022-11-09T23:59:00,core,0.07442438879019433,24,2022-10-11 09:00:00,2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09
2022-10,DUAL_FEEDBACK_R21,2022-11-09T23:59:00,food,0.3157883488325779,24,2022-10-11 09:00:00,2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09
2022-11,CORE_FEEDBACK_R21,2022-12-11T23:59:00,core,0.06552379640471487,24,2022-11-10 09:00:00,2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10
2022-11,FOOD_FEEDBACK_R21,2022-12-11T23:59:00,food,0.37752381575858845,24,2022-11-10 09:00:00,2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10
2022-11,DUAL_FEEDBACK_R21,2022-12-11T23:59:00,core,0.06552379640471487,24,2022-11-10 09:00:00,2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10
2022-11,DUAL_FEEDBACK_R21,2022-12-11T23:59:00,food,0.37752381575858845,24,2022-11-10 09:00:00,2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10
2022-12,CORE_FEEDBACK_R21,2023-01-10T23:59:00,core,0.043898804443629556,24,2022-12-12 09:00:00,2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11
2022-12,FOOD_FEEDBACK_R21,2023-01-10T23:59:00,food,0.40126332533819786,24,2022-12-12 09:00:00,2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11
2022-12,DUAL_FEEDBACK_R21,2023-01-10T23:59:00,core,0.043898804443629556,24,2022-12-12 09:00:00,2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11
2022-12,DUAL_FEEDBACK_R21,2023-01-10T23:59:00,food,0.40126332533819786,24,2022-12-12 09:00:00,2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11
