origin,model,as_of,fast,current,gentle,n_labels,n_origins
2026-04,POOL_PRIOR_R21,2026-05-05T23:59:00,0.5,0.25,0.25,0,0
2026-04,POOL_COMPLETE_R21,2026-05-05T23:59:00,0.6807413658018382,0.0,0.31925863419816186,366,36
2026-04,POOL_PARTIAL_R21,2026-05-05T23:59:00,0.5532458824034568,0.0,0.4467541175965431,432,47
2026-05,POOL_PRIOR_R21,2026-06-03T23:59:00,0.5,0.25,0.25,0,0
2026-05,POOL_COMPLETE_R21,2026-06-03T23:59:00,0.6897037575233798,0.0,0.31029624247662035,366,36
2026-05,POOL_PARTIAL_R21,2026-06-03T23:59:00,0.5663834095847732,0.0,0.43361659041522677,432,47
2026-06,POOL_PRIOR_R21,2026-07-06T23:59:00,0.5,0.25,0.25,0,0
2026-06,POOL_COMPLETE_R21,2026-07-06T23:59:00,0.6712038797861799,0.0,0.3287961202138202,366,36
2026-06,POOL_PARTIAL_R21,2026-07-06T23:59:00,0.5566596635047854,1.3420198267735548e-17,0.4433403364952146,432,47
2026-07,POOL_PRIOR_R21,2026-08-04T23:59:00,0.5,0.25,0.25,0,0
2026-07,POOL_COMPLETE_R21,2026-08-04T23:59:00,0.616963392410431,0.0,0.38303660758956903,366,36
2026-07,POOL_PARTIAL_R21,2026-08-04T23:59:00,0.5143968726090541,9.910359661003928e-18,0.485603127390946,432,47
