model,family,frame,n,rmse,mae,survey_mae,crps,coverage80,coverage90,width80,width90,brier_material,brier_big
CATEGORY_RAW,POOLED,all,66,0.4528515320974185,0.2772641648376386,0.28030303030303033,0.21495147080310742,0.7727272727272727,0.8787878787878788,0.7663713673078103,1.0280059042569116,0.11069158210360355,0.21571845622858127
CATEGORY_RAW,POOLED,2024+,31,0.19779760195832014,0.15646370408853486,0.18709677419354834,0.13122974475033913,0.9032258064516129,1.0,0.8057507340806934,1.048938658574723,0.056653368671096216,0.12017790895583709
CATEGORY_RAW,POOLED,flash,19,0.1609597107039151,0.12737704784360535,0.15789473684210525,0.11899167427939897,0.8947368421052632,1.0,0.8085663252723007,1.0352817239812475,0.05375730994152048,0.0881578947368421
CATEGORY_RAW,POOLED,january,5,0.6034792587565108,0.39217264751441283,0.3200000000000001,0.27613231752352085,0.8,0.8,0.789098362516059,1.0546882460048141,0.27262692318346143,0.23500967338881948
CATEGORY_RAW,POOLED,ex_january,61,0.438215112783255,0.26784543674937844,0.2770491803278689,0.20993664730143424,0.7704918032786885,0.8852459016393442,0.7645084988481179,1.0258188270644608,0.09741819349050046,0.21413720892036497
CATEGORY_RAW,POOLED,big,20,0.7190711293537295,0.5145495206743548,0.6000000000000001,0.3906595282135551,0.5,0.75,0.7493605301679185,0.998120154291952,0.13645606899859147,0.5095685990276098
CATEGORY_RAW,SCALE,all,66,0.4528515320974185,0.2772641648376386,0.28030303030303033,0.21590637567150178,0.7727272727272727,0.8939393939393939,1.002909052055548,1.3286655669374328,0.10402939767332471,0.20038327653091614
CATEGORY_RAW,SCALE,2024+,31,0.19779760195832014,0.15646370408853486,0.18709677419354834,0.1208661153305603,0.7741935483870968,0.9032258064516129,0.7190897953427042,0.9688446092200101,0.047005742100472134,0.11059140172060047
CATEGORY_RAW,SCALE,flash,19,0.1609597107039151,0.12737704784360535,0.15789473684210525,0.10103448315305799,0.7368421052631579,0.8947368421052632,0.5418333471882747,0.7875497854048966,0.042908202045673076,0.06696152915831856
CATEGORY_RAW,SCALE,january,5,0.6034792587565108,0.39217264751441283,0.3200000000000001,0.2066351480792326,0.8,1.0,1.0595316976207734,1.417553133839776,0.1937786172349308,0.16609890771631886
CATEGORY_RAW,SCALE,ex_january,61,0.438215112783255,0.26784543674937844,0.2770491803278689,0.21666631235939268,0.7704918032786885,0.8852459016393442,0.9982678515993818,1.3213797007978962,0.09667290426663569,0.20319347069604704
CATEGORY_RAW,SCALE,big,20,0.7190711293537295,0.5145495206743548,0.6000000000000001,0.38582542503670403,0.6,0.75,1.1326037614506759,1.5023434422876956,0.13632541131844073,0.403417055465029
CATEGORY_RAW,STATE,all,66,0.4528515320974185,0.2772641648376386,0.28030303030303033,0.21767040191654075,0.7878787878787878,0.8787878787878788,0.9998275952400997,1.3047380682981256,0.10466742772299713,0.20717339563351395
CATEGORY_RAW,STATE,2024+,31,0.19779760195832014,0.15646370408853486,0.18709677419354834,0.11900943315579773,0.8064516129032258,0.9032258064516129,0.7153953410416785,0.9534719461203731,0.04469484605271151,0.11172939587062043
CATEGORY_RAW,STATE,flash,19,0.1609597107039151,0.12737704784360535,0.15789473684210525,0.09903666362498248,0.7368421052631579,0.8947368421052632,0.5296533432041569,0.7710397193224993,0.03935638605563653,0.06627070080979106
CATEGORY_RAW,STATE,january,5,0.6034792587565108,0.39217264751441283,0.3200000000000001,0.20701271893609902,0.8,1.0,1.0339824178029864,1.38136749222747,0.18914277221733006,0.15515197592696958
CATEGORY_RAW,STATE,ex_january,61,0.438215112783255,0.26784543674937844,0.2770491803278689,0.21854398248870807,0.7868852459016393,0.8688524590163934,0.9970280196201907,1.2984569679760485,0.09774321915788786,0.21143744642913231
CATEGORY_RAW,STATE,big,20,0.7190711293537295,0.5145495206743548,0.6000000000000001,0.3891026645438901,0.65,0.7,1.147384792508932,1.440988268153934,0.13657426101352635,0.42251785681867793
HARD_BASE,POOLED,all,66,0.4639649201156584,0.28661875252670865,0.28030303030303033,0.2238867039087464,0.803030303030303,0.8636363636363636,0.8285922047185965,1.050683829362972,0.13325433141218135,0.21739057198185005
HARD_BASE,POOLED,2024+,31,0.21897776134072022,0.1690393240182861,0.18709677419354834,0.13323193670008027,0.9354838709677419,1.0,0.8473950548753876,1.123095383148586,0.07276807070435613,0.11893644865779308
HARD_BASE,POOLED,flash,19,0.17300164605167864,0.13929634726858153,0.15789473684210525,0.11601007703546624,1.0,1.0,0.8441802528262797,1.1202560067855771,0.04083333333333333,0.09106725146198831
HARD_BASE,POOLED,january,5,0.5703129485814072,0.3882464332558886,0.3200000000000001,0.28759320935753974,0.6,0.8,0.8467691747297541,1.062198030021703,0.29062668618478915,0.2017610273634089
HARD_BASE,POOLED,ex_january,61,0.4541449037885761,0.27828861476202177,0.2770491803278689,0.2186648591998289,0.819672131147541,0.8688524590163934,0.8271022891439116,1.0497400424237315,0.12035495807016432,0.21867168219647634
HARD_BASE,POOLED,big,20,0.7268214334864763,0.4904472258549295,0.6000000000000001,0.38232299491291,0.65,0.75,0.8142172680326152,1.025569173795639,0.14968176590397494,0.46722843020584026
HARD_BASE,SCALE,all,66,0.4639649201156584,0.28661875252670865,0.28030303030303033,0.22621624707917656,0.8484848484848485,0.9242424242424242,1.1225826637985965,1.3593437385207559,0.12570085192527863,0.2067176046013352
HARD_BASE,SCALE,2024+,31,0.21897776134072022,0.1690393240182861,0.18709677419354834,0.12924346431878642,0.9032258064516129,0.9354838709677419,0.7672606687621623,1.0395726531580718,0.06865557328408405,0.12055877538915145
HARD_BASE,SCALE,flash,19,0.17300164605167864,0.13929634726858153,0.15789473684210525,0.10693511702533964,0.8421052631578947,0.8947368421052632,0.5807234767578439,0.8099238774524163,0.03792819885844012,0.06985659043526699
HARD_BASE,SCALE,january,5,0.5703129485814072,0.3882464332558886,0.3200000000000001,0.24049084652842762,1.0,1.0,1.165285572759375,1.3958632020772948,0.21329652616819353,0.14682566388804058
HARD_BASE,SCALE,ex_january,61,0.4541449037885761,0.27828861476202177,0.2770491803278689,0.22504619794399208,0.8360655737704918,0.9180327868852459,1.1190824253591887,1.3563503398685803,0.11852087862667904,0.21162678006963806
HARD_BASE,SCALE,big,20,0.7268214334864763,0.4904472258549295,0.6000000000000001,0.3789684565301014,0.75,0.85,1.3057500963940825,1.5365404607340098,0.1474885642374689,0.35247075637864517
HARD_BASE,STATE,all,66,0.4639649201156584,0.28661875252670865,0.28030303030303033,0.22928682848853038,0.8636363636363636,0.9242424242424242,1.1120324668659785,1.3755732074240266,0.1299566242958377,0.21800964858106164
HARD_BASE,STATE,2024+,31,0.21897776134072022,0.1690393240182861,0.18709677419354834,0.12791591075786832,0.9032258064516129,0.9354838709677419,0.7607506870325844,1.0337754277406122,0.06748144836137533,0.12091749051200741
HARD_BASE,STATE,flash,19,0.17300164605167864,0.13929634726858153,0.15789473684210525,0.10549712046885923,0.8421052631578947,0.8947368421052632,0.5666497220407881,0.7929407870584462,0.03643835714393277,0.06832372066091366
HARD_BASE,STATE,january,5,0.5703129485814072,0.3882464332558886,0.3200000000000001,0.23800854052970205,1.0,1.0,1.157331144827719,1.4279720423936506,0.20462739935928007,0.14305339685549542
HARD_BASE,STATE,ex_january,61,0.4541449037885761,0.27828861476202177,0.2770491803278689,0.22857193405892615,0.8524590163934426,0.9180327868852459,1.108319460475672,1.3712782209511067,0.12383606896276866,0.22415360364053427
HARD_BASE,STATE,big,20,0.7268214334864763,0.4904472258549295,0.6000000000000001,0.38003666416178217,0.85,0.85,1.3129889802923067,1.5549503758517351,0.1534682583447383,0.36566719636313033
HARD_FULL,POOLED,all,66,0.46119441816817497,0.29582264915993006,0.28030303030303033,0.22929274759034016,0.803030303030303,0.8333333333333334,0.8699663185173561,1.2018431687613746,0.12651208471072364,0.2206177323861682
HARD_FULL,POOLED,2024+,31,0.22531658006178432,0.17263970528256042,0.18709677419354834,0.1363585208623476,0.9354838709677419,1.0,0.890429862966502,1.3088269909095334,0.07778698289433983,0.12278796364081923
HARD_FULL,POOLED,flash,19,0.1638271242938502,0.13239549655765354,0.15789473684210525,0.11310225995759324,1.0,1.0,0.8429342049598745,1.3081163667394482,0.03786549707602339,0.0986842105263158
HARD_FULL,POOLED,january,5,0.6018733025018617,0.4139133506896603,0.3200000000000001,0.3285055772493163,0.6,0.8,0.8969293342226872,1.2531507462218852,0.32158596865945877,0.19902477399966753
HARD_FULL,POOLED,ex_january,61,0.4477074913733935,0.28614308346077183,0.2770491803278689,0.22116054843796504,0.819672131147541,0.8360655737704918,0.8677562352628209,1.1976376296252673,0.11052242209197488,0.22238764700801256
HARD_FULL,POOLED,big,20,0.7032908061345318,0.4930868999943299,0.6000000000000001,0.3745519608465334,0.65,0.75,0.8805044452779338,1.1651836304858094,0.1194965656720837,0.4463096305813169
