origin,error,released,full_gap,category_gap,own_scale,model
2019-02,-0.11775488058818206,2019-03-11 09:00:00,0.055931944788830845,0.003684205876325508,0.25,HARD_BASE
2019-03,0.10053976045834291,2019-04-10 09:00:00,0.009293191193615505,0.0806500117442891,0.11775488058818206,HARD_BASE
2019-04,-0.28710754867430477,2019-05-13 09:00:00,0.09209095524320071,0.00276613088799893,0.10914732052326248,HARD_BASE
2019-05,0.47452332928290936,2019-06-11 09:00:00,0.03225477164377272,0.0448280630871179,0.16846739657360993,HARD_BASE
2019-06,0.0758967015371538,2019-07-11 09:00:00,0.1009734945438937,0.0009529399988992132,0.24498137975093476,HARD_BASE
2019-07,-0.03522902776385095,2019-08-12 09:00:00,0.009840677038775947,0.06637492915112342,0.21116444410817858,HARD_BASE
2019-08,0.0278797283110771,2019-09-10 09:00:00,0.0284162424316044,0.0682182875388924,0.1818418747174573,HARD_BASE
2019-09,-0.2884625724848371,2019-10-10 09:00:00,0.011661963856007485,0.0952426053594535,0.1598472823736887,HARD_BASE
2019-10,0.270593883254555,2019-11-11 09:00:00,0.1115371883363703,0.10771362768528067,0.17592419363758224,HARD_BASE
2019-11,0.1397211426953906,2019-12-10 09:00:00,0.05599682897484351,0.005514355466500698,0.1864430480394681,HARD_BASE
2019-12,0.1848659477001664,2020-01-13 09:00:00,0.0001856212533042998,0.0942755962296935,0.18177085750506033,HARD_BASE
2020-01,0.6089216353997166,2020-02-14 09:00:00,0.050052274152981746,0.042394882337960516,0.18205222934097906,HARD_BASE
2020-02,-0.001625568178591219,2020-03-10 09:00:00,0.03810952033184717,0.04775424965233832,0.21762467984587386,HARD_BASE
2020-03,0.16205742195104647,2020-04-14 09:00:00,0.005176726354993666,0.11118130248200692,0.2044783003544249,HARD_BASE
2020-04,0.11758186237127,2020-05-13 09:00:00,0.0033393405482302074,0.0555669172835751,0.20565039547807107,HARD_BASE
2020-05,0.22445821410893751,2020-06-10 09:00:00,0.007206545671316816,0.08545857103637511,0.1958986512271533,HARD_BASE
2020-06,0.2561182645982287,2020-07-10 09:00:00,0.07335215171419607,0.2185648170080845,0.18646700518028506,HARD_BASE
2020-07,-0.08695029773844737,2020-08-13 09:00:00,0.03405663310192947,0.004858137519706707,0.19577894471128202,HARD_BASE
2020-08,-0.0331337564864917,2020-09-10 09:00:00,0.0187846783104161,0.0200637594908565,0.19483729431348343,HARD_BASE
2020-09,-0.2206944687390875,2020-10-12 09:00:00,0.04687495558356941,0.041190273650911935,0.19086925284076287,HARD_BASE
2020-10,0.016449296126514523,2020-11-10 09:00:00,0.1747671245969571,0.08860748149145431,0.18896633627564505,HARD_BASE
2020-11,-0.1331935220806632,2020-12-10 09:00:00,0.035922789791623305,0.09905268096935521,0.17434706170508107,HARD_BASE
2020-12,-0.37439862975000193,2021-01-13 09:00:00,0.031255036216429,0.028561631537590892,0.17306479467215666,HARD_BASE
