origin,model,h,log_rate,correction
2020-05,FOOD_ECM_A010_R27,10,-0.007153396647690935,0.0
2020-05,FOOD_ECM_A010_R27,11,-0.18959623110149945,0.0
2020-05,FOOD_ECM_A010_R27,12,0.663372795024753,0.0
2020-05,FOOD_ECM_A015_R27,1,-0.13392424770764128,-0.23744099609042738
2020-05,FOOD_ECM_A015_R27,2,-0.4776035962598564,-0.20182484667686323
2020-05,FOOD_ECM_A015_R27,3,-0.6852344368576766,-0.17155111967533376
2020-05,FOOD_ECM_A015_R27,4,0.059440448789477435,-0.14581845172403368
2020-05,FOOD_ECM_A015_R27,5,0.30717975327017627,-0.12394568396542864
2020-05,FOOD_ECM_A015_R27,6,0.1776240802403642,-0.10535383137061434
2020-05,FOOD_ECM_A015_R27,7,0.43256933767564587,0.0
2020-05,FOOD_ECM_A015_R27,8,1.3138420745145851,0.0
2020-05,FOOD_ECM_A015_R27,9,0.30108357078269554,0.0
2020-05,FOOD_ECM_A015_R27,10,-0.007153396647690935,0.0
2020-05,FOOD_ECM_A015_R27,11,-0.18959623110149945,0.0
2020-05,FOOD_ECM_A015_R27,12,0.663372795024753,0.0
2020-05,FOOD_ECM_PPI_R27,1,-0.11573987295225907,-0.21925662133504517
2020-05,FOOD_ECM_PPI_R27,2,-0.440221215584277,-0.16444246600128387
2020-05,FOOD_ECM_PPI_R27,3,-0.6370151666833057,-0.1233318495009629
2020-05,FOOD_ECM_PPI_R27,4,0.11276001338778893,-0.09249888712572218
2020-05,FOOD_ECM_PPI_R27,5,0.3617512718913133,-0.06937416534429164
2020-05,FOOD_ECM_PPI_R27,6,0.2309472876027598,-0.05203062400821873
2020-05,FOOD_ECM_PPI_R27,7,0.43256933767564587,0.0
2020-05,FOOD_ECM_PPI_R27,8,1.3138420745145851,0.0
2020-05,FOOD_ECM_PPI_R27,9,0.30108357078269554,0.0
2020-05,FOOD_ECM_PPI_R27,10,-0.007153396647690935,0.0
2020-05,FOOD_ECM_PPI_R27,11,-0.18959623110149945,0.0
2020-05,FOOD_ECM_PPI_R27,12,0.663372795024753,0.0
2020-06,FOOD_ECM_R27,1,-0.7130351043048249,-0.35092822294775483
2020-06,FOOD_ECM_R27,2,-0.8369218634364413,-0.2631961672108161
2020-06,FOOD_ECM_R27,3,-0.03561966281260226,-0.1973971254081121
2020-06,FOOD_ECM_R27,4,0.25598440373750897,-0.14804784405608407
2020-06,FOOD_ECM_R27,5,0.15275844869440722,-0.11103588304206305
2020-06,FOOD_ECM_R27,6,0.3403319208186837,-0.0832769122815473
2020-06,FOOD_ECM_R27,7,1.309343947672317,0.0
2020-06,FOOD_ECM_R27,8,0.2987371665106017,0.0
2020-06,FOOD_ECM_R27,9,-0.007772973969775916,0.0
2020-06,FOOD_ECM_R27,10,-0.18936188906139403,0.0
2020-06,FOOD_ECM_R27,11,0.646521568353193,0.0
2020-06,FOOD_ECM_R27,12,0.0757299172672804,0.0
2020-06,FOOD_ECM_A002_R27,1,-0.398790578262542,-0.03668369690547197
2020-06,FOOD_ECM_A002_R27,2,-0.6096757191929876,-0.03595002296736253
2020-06,FOOD_ECM_A002_R27,3,0.12654644008749458,-0.035231022508015276
2020-06,FOOD_ECM_A002_R27,4,0.3695058457357381,-0.034526402057854975
2020-06,FOOD_ECM_A002_R27,5,0.22995845771977239,-0.033835874016697874
2020-06,FOOD_ECM_A002_R27,6,0.39044967656386703,-0.033159156536363914
2020-06,FOOD_ECM_A002_R27,7,1.309343947672317,0.0
2020-06,FOOD_ECM_A002_R27,8,0.2987371665106017,0.0
2020-06,FOOD_ECM_A002_R27,9,-0.007772973969775916,0.0
2020-06,FOOD_ECM_A002_R27,10,-0.18936188906139403,0.0
2020-06,FOOD_ECM_A002_R27,11,0.646521568353193,0.0
2020-06,FOOD_ECM_A002_R27,12,0.0757299172672804,0.0
2020-06,FOOD_ECM_A005_R27,1,-0.4510086978371679,-0.0889018164800979
2020-06,FOOD_ECM_A005_R27,2,-0.658182421881718,-0.084456725656093
2020-06,FOOD_ECM_A005_R27,3,0.0815435732222215,-0.08023388937328835
2020-06,FOOD_ECM_A005_R27,4,0.32781005288896914,-0.07622219490462392
2020-06,FOOD_ECM_A005_R27,5,0.19138324657707756,-0.07241108515939272
2020-06,FOOD_ECM_A005_R27,6,0.3548183021988079,-0.06879053090142308
2020-06,FOOD_ECM_A005_R27,7,1.309343947672317,0.0
2020-06,FOOD_ECM_A005_R27,8,0.2987371665106017,0.0
2020-06,FOOD_ECM_A005_R27,9,-0.007772973969775916,0.0
2020-06,FOOD_ECM_A005_R27,10,-0.18936188906139403,0.0
2020-06,FOOD_ECM_A005_R27,11,0.646521568353193,0.0
2020-06,FOOD_ECM_A005_R27,12,0.0757299172672804,0.0
2020-06,FOOD_ECM_A010_R27,1,-0.5305524283719923,-0.16844554701492234
2020-06,FOOD_ECM_A010_R27,2,-0.7253266885390552,-0.1516009923134301
2020-06,FOOD_ECM_A010_R27,3,0.025336569513422752,-0.1364408930820871
2020-06,FOOD_ECM_A010_R27,4,0.2812354440197147,-0.12279680377387839
2020-06,FOOD_ECM_A010_R27,5,0.1532772083399797,-0.11051712339649056
2020-06,FOOD_ECM_A010_R27,6,0.3241434220433895,-0.0994654110568415
2020-06,FOOD_ECM_A010_R27,7,1.309343947672317,0.0
2020-06,FOOD_ECM_A010_R27,8,0.2987371665106017,0.0
2020-06,FOOD_ECM_A010_R27,9,-0.007772973969775916,0.0
2020-06,FOOD_ECM_A010_R27,10,-0.18936188906139403,0.0
2020-06,FOOD_ECM_A010_R27,11,0.646521568353193,0.0
2020-06,FOOD_ECM_A010_R27,12,0.0757299172672804,0.0
2020-06,FOOD_ECM_A015_R27,1,-0.6007380729615434,-0.2386311916044733
2020-06,FOOD_ECM_A015_R27,2,-0.7765622090894273,-0.20283651286380228
2020-06,FOOD_ECM_A015_R27,3,-0.010633573338722085,-0.17241103593423193
2020-06,FOOD_ECM_A015_R27,4,0.2574828672494959,-0.14654938054409714
2020-06,FOOD_ECM_A015_R27,5,0.1392273582739877,-0.12456697346248258
2020-06,FOOD_ECM_A015_R27,6,0.3177269056571208,-0.10588192744311017
2020-06,FOOD_ECM_A015_R27,7,1.309343947672317,0.0
2020-06,FOOD_ECM_A015_R27,8,0.2987371665106017,0.0
2020-06,FOOD_ECM_A015_R27,9,-0.007772973969775916,0.0
2020-06,FOOD_ECM_A015_R27,10,-0.18936188906139403,0.0
2020-06,FOOD_ECM_A015_R27,11,0.646521568353193,0.0
2020-06,FOOD_ECM_A015_R27,12,0.0757299172672804,0.0
2020-06,FOOD_ECM_PPI_R27,1,-0.6495954839115677,-0.2874886025544977
2020-06,FOOD_ECM_PPI_R27,2,-0.7893421481414984,-0.21561645191587325
2020-06,FOOD_ECM_PPI_R27,3,6.512365860489311e-05,-0.16171233893690495
2020-06,FOOD_ECM_PPI_R27,4,0.2827479935909143,-0.12128425420267872
2020-06,FOOD_ECM_PPI_R27,5,0.17283114108446124,-0.09096319065200903
2020-06,FOOD_ECM_PPI_R27,6,0.35538644011122417,-0.06822239298900677
2020-06,FOOD_ECM_PPI_R27,7,1.309343947672317,0.0
2020-06,FOOD_ECM_PPI_R27,8,0.2987371665106017,0.0
2020-06,FOOD_ECM_PPI_R27,9,-0.007772973969775916,0.0
2020-06,FOOD_ECM_PPI_R27,10,-0.18936188906139403,0.0
2020-06,FOOD_ECM_PPI_R27,11,0.646521568353193,0.0
2020-06,FOOD_ECM_PPI_R27,12,0.0757299172672804,0.0
2020-07,FOOD_ECM_R27,1,-0.9486358587974333,-0.33485683409902456
2020-07,FOOD_ECM_R27,2,-0.1295647447098939,-0.2511426255742684
2020-07,FOOD_ECM_R27,3,0.18927534697188134,-0.1883569691807013
2020-07,FOOD_ECM_R27,4,0.1055359682000736,-0.14126772688552597
2020-07,FOOD_ECM_R27,5,0.31679340422391966,-0.10595079516414448
2020-07,FOOD_ECM_R27,6,1.234129081483561,-0.07946309637310836
2020-07,FOOD_ECM_R27,7,0.30540072572166815,0.0
2020-07,FOOD_ECM_R27,8,0.0007273281952816512,0.0
2020-07,FOOD_ECM_R27,9,-0.1797832228159866,0.0
2020-07,FOOD_ECM_R27,10,0.6566243624549265,0.0
2020-07,FOOD_ECM_R27,11,-0.038876490417722925,0.0
2020-07,FOOD_ECM_R27,12,-0.28796858839200223,0.0
2020-07,FOOD_ECM_A002_R27,1,-0.6487827257562268,-0.03500370105781803
2020-07,FOOD_ECM_A002_R27,2,0.08727425382771284,-0.03430362703666167
2020-07,FOOD_ECM_A002_R27,3,0.3440147616566542,-0.03361755449592844
2020-07,FOOD_ECM_A002_R27,4,0.2138584916795897,-0.032945203406009864
2020-07,FOOD_ECM_A002_R27,5,0.39045790005017444,-0.03228629933788967
2020-07,FOOD_ECM_A002_R27,6,1.2819516045055377,-0.03164057335113188
2020-07,FOOD_ECM_A002_R27,7,0.30540072572166815,0.0
2020-07,FOOD_ECM_A002_R27,8,0.0007273281952816512,0.0
2020-07,FOOD_ECM_A002_R27,9,-0.1797832228159866,0.0
2020-07,FOOD_ECM_A002_R27,10,0.6566243624549265,0.0
2020-07,FOOD_ECM_A002_R27,11,-0.038876490417722925,0.0
2020-07,FOOD_ECM_A002_R27,12,-0.28796858839200223,0.0
2020-07,FOOD_ECM_A005_R27,1,-0.6986094226701616,-0.08483039797175289
2020-07,FOOD_ECM_A005_R27,2,0.040989002791209275,-0.08058887807316524
2020-07,FOOD_ECM_A005_R27,3,0.3010728819830757,-0.07655943416950697
2020-07,FOOD_ECM_A005_R27,4,0.17407223262456795,-0.07273146246103163
2020-07,FOOD_ECM_A005_R27,5,0.3536493100500841,-0.06909488933798003
2020-07,FOOD_ECM_A005_R27,6,1.2479520329855884,-0.06564014487108102
2020-07,FOOD_ECM_A005_R27,7,0.30540072572166815,0.0
2020-07,FOOD_ECM_A005_R27,8,0.0007273281952816512,0.0
2020-07,FOOD_ECM_A005_R27,9,-0.1797832228159866,0.0
2020-07,FOOD_ECM_A005_R27,10,0.6566243624549265,0.0
2020-07,FOOD_ECM_A005_R27,11,-0.038876490417722925,0.0
2020-07,FOOD_ECM_A005_R27,12,-0.28796858839200223,0.0
2020-07,FOOD_ECM_A010_R27,1,-0.7745103050659405,-0.1607312803675318
2020-07,FOOD_ECM_A010_R27,2,-0.023080271466404095,-0.1446581523307786
2020-07,FOOD_ECM_A010_R27,3,0.24743997905488188,-0.13019233709770076
2020-07,FOOD_ECM_A010_R27,4,0.12963059169766888,-0.11717310338793067
2020-07,FOOD_ECM_A010_R27,5,0.3172884063389265,-0.10545579304913762
2020-07,FOOD_ECM_A010_R27,6,1.2186819641124456,-0.09491021374422386
2020-07,FOOD_ECM_A010_R27,7,0.30540072572166815,0.0
2020-07,FOOD_ECM_A010_R27,8,0.0007273281952816512,0.0
2020-07,FOOD_ECM_A010_R27,9,-0.1797832228159866,0.0
2020-07,FOOD_ECM_A010_R27,10,0.6566243624549265,0.0
2020-07,FOOD_ECM_A010_R27,11,-0.038876490417722925,0.0
2020-07,FOOD_ECM_A010_R27,12,-0.28796858839200223,0.0
2020-07,FOOD_ECM_A015_R27,1,-0.8414816718857454,-0.22770264718733668
2020-07,FOOD_ECM_A015_R27,2,-0.07196936924486164,-0.19354725010923615
2020-07,FOOD_ECM_A015_R27,3,0.2131171535597319,-0.16451516259285073
2020-07,FOOD_ECM_A015_R27,4,0.10696580688167645,-0.13983788820392312
2020-07,FOOD_ECM_A015_R27,5,0.30388199441472946,-0.11886220497333466
2020-07,FOOD_ECM_A015_R27,6,1.212559303629335,-0.10103287422733445
2020-07,FOOD_ECM_A015_R27,7,0.30540072572166815,0.0
2020-07,FOOD_ECM_A015_R27,8,0.0007273281952816512,0.0
2020-07,FOOD_ECM_A015_R27,9,-0.1797832228159866,0.0
2020-07,FOOD_ECM_A015_R27,10,0.6566243624549265,0.0
2020-07,FOOD_ECM_A015_R27,11,-0.038876490417722925,0.0
2020-07,FOOD_ECM_A015_R27,12,-0.28796858839200223,0.0
2020-07,FOOD_ECM_PPI_R27,1,-0.8860860375105769,-0.2723070128121682
2020-07,FOOD_ECM_PPI_R27,2,-0.08265237874475165,-0.20423025960912616
2020-07,FOOD_ECM_PPI_R27,3,0.22445962144573803,-0.1531726947068446
2020-07,FOOD_ECM_PPI_R27,4,0.1319241740554661,-0.11487952103013346
2020-07,FOOD_ECM_PPI_R27,5,0.33658455861546405,-0.08615964077260009
2020-07,FOOD_ECM_PPI_R27,6,1.2489724472772195,-0.06461973057945007
2020-07,FOOD_ECM_PPI_R27,7,0.30540072572166815,0.0
2020-07,FOOD_ECM_PPI_R27,8,0.0007273281952816512,0.0
2020-07,FOOD_ECM_PPI_R27,9,-0.1797832228159866,0.0
2020-07,FOOD_ECM_PPI_R27,10,0.6566243624549265,0.0
2020-07,FOOD_ECM_PPI_R27,11,-0.038876490417722925,0.0
2020-07,FOOD_ECM_PPI_R27,12,-0.28796858839200223,0.0
2020-08,FOOD_ECM_R27,1,-0.1306384430656607,-0.267381393075898
2020-08,FOOD_ECM_R27,2,0.16487068225903434,-0.2005360448069235
2020-08,FOOD_ECM_R27,3,0.09525689850182695,-0.1504020336051926
2020-08,FOOD_ECM_R27,4,0.3037151660238813,-0.11280152520389447
2020-08,FOOD_ECM_R27,5,1.248900023660567,-0.08460114390292085
2020-08,FOOD_ECM_R27,6,0.2596680425803165,-0.06345085792719064
2020-08,FOOD_ECM_R27,7,0.018634045018486922,0.0
2020-08,FOOD_ECM_R27,8,-0.16028161133273122,0.0
2020-08,FOOD_ECM_R27,9,0.6766946403854613,0.0
2020-08,FOOD_ECM_R27,10,-0.018270473381224034,0.0
2020-08,FOOD_ECM_R27,11,-0.5107404739377629,0.0
2020-08,FOOD_ECM_R27,12,-0.5094394243879324,0.0
2020-08,FOOD_ECM_A002_R27,1,0.10879268172070342,-0.02795026828953387
2020-08,FOOD_ECM_A002_R27,2,0.3380154641422146,-0.027391262923743193
2020-08,FOOD_ECM_A002_R27,3,0.21881549444175122,-0.026843437665268328
2020-08,FOOD_ECM_A002_R27,4,0.3902101223158128,-0.02630656891196296
2020-08,FOOD_ECM_A002_R27,5,1.3077207300297642,-0.0257804375337237
2020-08,FOOD_ECM_A002_R27,6,0.2978540717244579,-0.025264828783049226
2020-08,FOOD_ECM_A002_R27,7,0.018634045018486922,0.0
2020-08,FOOD_ECM_A002_R27,8,-0.16028161133273122,0.0
2020-08,FOOD_ECM_A002_R27,9,0.6766946403854613,0.0
2020-08,FOOD_ECM_A002_R27,10,-0.018270473381224034,0.0
2020-08,FOOD_ECM_A002_R27,11,-0.5107404739377629,0.0
2020-08,FOOD_ECM_A002_R27,12,-0.5094394243879324,0.0
2020-08,FOOD_ECM_A005_R27,1,0.06900633043100979,-0.0677366195792275
2020-08,FOOD_ECM_A005_R27,2,0.3010569384656917,-0.06434978860026612
2020-08,FOOD_ECM_A005_R27,3,0.18452663293676674,-0.061132299170252806
2020-08,FOOD_ECM_A005_R27,4,0.35844100701603565,-0.05807568421174016
2020-08,FOOD_ECM_A005_R27,5,1.2783292675623346,-0.05517190000115315
2020-08,FOOD_ECM_A005_R27,6,0.27070559550641166,-0.05241330500109549
2020-08,FOOD_ECM_A005_R27,7,0.018634045018486922,0.0
2020-08,FOOD_ECM_A005_R27,8,-0.16028161133273122,0.0
2020-08,FOOD_ECM_A005_R27,9,0.6766946403854613,0.0
2020-08,FOOD_ECM_A005_R27,10,-0.018270473381224034,0.0
2020-08,FOOD_ECM_A005_R27,11,-0.5107404739377629,0.0
2020-08,FOOD_ECM_A005_R27,12,-0.5094394243879324,0.0
2020-08,FOOD_ECM_A010_R27,1,0.00839988133380623,-0.12834306867643105
2020-08,FOOD_ECM_A010_R27,2,0.2498979652571699,-0.11550876180878794
2020-08,FOOD_ECM_A010_R27,3,0.14170104647911042,-0.10395788562790916
2020-08,FOOD_ECM_A010_R27,4,0.3229545941626576,-0.09356209706511823
2020-08,FOOD_ECM_A010_R27,5,1.2492952802048813,-0.08420588735860642
2020-08,FOOD_ECM_A010_R27,6,0.24733360188476136,-0.07578529862274577
2020-08,FOOD_ECM_A010_R27,7,0.018634045018486922,0.0
2020-08,FOOD_ECM_A010_R27,8,-0.16028161133273122,0.0
2020-08,FOOD_ECM_A010_R27,9,0.6766946403854613,0.0
2020-08,FOOD_ECM_A010_R27,10,-0.018270473381224034,0.0
2020-08,FOOD_ECM_A010_R27,11,-0.5107404739377629,0.0
2020-08,FOOD_ECM_A010_R27,12,-0.5094394243879324,0.0
2020-08,FOOD_ECM_A015_R27,1,-0.04507639728137333,-0.18181934729161062
2020-08,FOOD_ECM_A015_R27,2,0.2108602818680888,-0.15454644519786903
2020-08,FOOD_ECM_A015_R27,3,0.1142944536888309,-0.13136447841818866
2020-08,FOOD_ECM_A015_R27,4,0.3048568845723154,-0.11165980665546035
2020-08,FOOD_ECM_A015_R27,5,1.2385903319063465,-0.09491083565714131
2020-08,FOOD_ECM_A015_R27,6,0.24244469019893702,-0.08067421030857011
2020-08,FOOD_ECM_A015_R27,7,0.018634045018486922,0.0
2020-08,FOOD_ECM_A015_R27,8,-0.16028161133273122,0.0
2020-08,FOOD_ECM_A015_R27,9,0.6766946403854613,0.0
2020-08,FOOD_ECM_A015_R27,10,-0.018270473381224034,0.0
2020-08,FOOD_ECM_A015_R27,11,-0.5107404739377629,0.0
2020-08,FOOD_ECM_A015_R27,12,-0.5094394243879324,0.0
2020-08,FOOD_ECM_PPI_R27,1,-0.06322443066111477,-0.19996738067135206
2020-08,FOOD_ECM_PPI_R27,2,0.21543119156244378,-0.14997553550351406
2020-08,FOOD_ECM_PPI_R27,3,0.133177280479384,-0.11248165162763554
2020-08,FOOD_ECM_PPI_R27,4,0.33215545250704914,-0.08436123872072665
2020-08,FOOD_ECM_PPI_R27,5,1.270230238522943,-0.06327092904054499
2020-08,FOOD_ECM_PPI_R27,6,0.2756657037270984,-0.04745319678040874
2020-08,FOOD_ECM_PPI_R27,7,0.018634045018486922,0.0
2020-08,FOOD_ECM_PPI_R27,8,-0.16028161133273122,0.0
2020-08,FOOD_ECM_PPI_R27,9,0.6766946403854613,0.0
2020-08,FOOD_ECM_PPI_R27,10,-0.018270473381224034,0.0
2020-08,FOOD_ECM_PPI_R27,11,-0.5107404739377629,0.0
2020-08,FOOD_ECM_PPI_R27,12,-0.5094394243879324,0.0
2020-09,FOOD_ECM_R27,1,0.06074921552433776,-0.2962737012384503
2020-09,FOOD_ECM_R27,2,0.025103756099898872,-0.2222052759288377
2020-09,FOOD_ECM_R27,3,0.2490629174457422,-0.1666539569466283
2020-09,FOOD_ECM_R27,4,1.20957086770972,-0.12499046770997121
2020-09,FOOD_ECM_R27,5,0.2278209633665717,-0.09374285078247842
2020-09,FOOD_ECM_R27,6,-0.051772838423582726,-0.0703071380868588
2020-09,FOOD_ECM_R27,7,-0.15972955616576714,0.0
2020-09,FOOD_ECM_R27,8,0.677111466551328,0.0
2020-09,FOOD_ECM_R27,9,-0.01767179977991684,0.0
2020-09,FOOD_ECM_R27,10,-0.5101681997886538,0.0
2020-09,FOOD_ECM_R27,11,-0.5118817705532966,0.0
2020-09,FOOD_ECM_R27,12,0.2235399613318725,0.0
2020-09,FOOD_ECM_A002_R27,1,0.32605243919332877,-0.030970477569459334
2020-09,FOOD_ECM_A002_R27,2,0.21695796401066644,-0.030351068018070144
2020-09,FOOD_ECM_A002_R27,3,0.38597282773466174,-0.02974404665770874
2020-09,FOOD_ECM_A002_R27,4,1.3054121696951366,-0.029149165724554567
2020-09,FOOD_ECM_A002_R27,5,0.29299763173898663,-0.028566182410063475
2020-09,FOOD_ECM_A002_R27,6,-0.00946055909858613,-0.027994858761862206
2020-09,FOOD_ECM_A002_R27,7,-0.15972955616576714,0.0
2020-09,FOOD_ECM_A002_R27,8,0.677111466551328,0.0
2020-09,FOOD_ECM_A002_R27,9,-0.01767179977991684,0.0
2020-09,FOOD_ECM_A002_R27,10,-0.5101681997886538,0.0
2020-09,FOOD_ECM_A002_R27,11,-0.5118817705532966,0.0
2020-09,FOOD_ECM_A002_R27,12,0.2235399613318725,0.0
2020-09,FOOD_ECM_A005_R27,1,0.28196691244904737,-0.07505600431374074
2020-09,FOOD_ECM_A005_R27,2,0.17600582793068287,-0.0713032040980537
2020-09,FOOD_ECM_A005_R27,3,0.34797883049921946,-0.06773804389315101
2020-09,FOOD_ECM_A005_R27,4,1.2702101937211978,-0.06435114169849346
2020-09,FOOD_ECM_A005_R27,5,0.26043022953548134,-0.06113358461356878
2020-09,FOOD_ECM_A005_R27,6,-0.039542605719614266,-0.05807690538289034
2020-09,FOOD_ECM_A005_R27,7,-0.15972955616576714,0.0
2020-09,FOOD_ECM_A005_R27,8,0.677111466551328,0.0
2020-09,FOOD_ECM_A005_R27,9,-0.01767179977991684,0.0
2020-09,FOOD_ECM_A005_R27,10,-0.5101681997886538,0.0
2020-09,FOOD_ECM_A005_R27,11,-0.5118817705532966,0.0
2020-09,FOOD_ECM_A005_R27,12,0.2235399613318725,0.0
2020-09,FOOD_ECM_A010_R27,1,0.21481154016833193,-0.14221137659445615
2020-09,FOOD_ECM_A010_R27,2,0.11931879309372603,-0.12799023893501055
2020-09,FOOD_ECM_A010_R27,3,0.300525659350861,-0.11519121504150949
2020-09,FOOD_ECM_A010_R27,4,1.2308892418823327,-0.10367209353735853
2020-09,FOOD_ECM_A010_R27,5,0.2282589299654274,-0.09330488418362269
2020-09,FOOD_ECM_A010_R27,6,-0.06544009610198434,-0.08397439576526042
2020-09,FOOD_ECM_A010_R27,7,-0.15972955616576714,0.0
2020-09,FOOD_ECM_A010_R27,8,0.677111466551328,0.0
2020-09,FOOD_ECM_A010_R27,9,-0.01767179977991684,0.0
2020-09,FOOD_ECM_A010_R27,10,-0.5101681997886538,0.0
2020-09,FOOD_ECM_A010_R27,11,-0.5118817705532966,0.0
2020-09,FOOD_ECM_A010_R27,12,0.2235399613318725,0.0
2020-09,FOOD_ECM_A015_R27,1,0.1555567999206419,-0.2014661168421462
2020-09,FOOD_ECM_A015_R27,2,0.07606283271291234,-0.17124619931582424
2020-09,FOOD_ECM_A015_R27,3,0.2701576049739199,-0.1455592694184506
2020-09,FOOD_ECM_A015_R27,4,1.2108359564140083,-0.123725379005683
2020-09,FOOD_ECM_A015_R27,5,0.21639724199421956,-0.10516657215483056
2020-09,FOOD_ECM_A015_R27,6,-0.0708572866683299,-0.08939158633160597
2020-09,FOOD_ECM_A015_R27,7,-0.15972955616576714,0.0
2020-09,FOOD_ECM_A015_R27,8,0.677111466551328,0.0
2020-09,FOOD_ECM_A015_R27,9,-0.01767179977991684,0.0
2020-09,FOOD_ECM_A015_R27,10,-0.5101681997886538,0.0
2020-09,FOOD_ECM_A015_R27,11,-0.5118817705532966,0.0
2020-09,FOOD_ECM_A015_R27,12,0.2235399613318725,0.0
2020-09,FOOD_ECM_PPI_R27,1,0.12128916130771902,-0.23573375545506906
2020-09,FOOD_ECM_PPI_R27,2,0.07050871543743478,-0.1768003165913018
2020-09,FOOD_ECM_PPI_R27,3,0.2831166369488941,-0.13260023744347635
2020-09,FOOD_ECM_PPI_R27,4,1.235111157337084,-0.09945017808260725
2020-09,FOOD_ECM_PPI_R27,5,0.24697618058709467,-0.07458763356195544
2020-09,FOOD_ECM_PPI_R27,6,-0.037406425508190504,-0.05594072517146658
2020-09,FOOD_ECM_PPI_R27,7,-0.15972955616576714,0.0
2020-09,FOOD_ECM_PPI_R27,8,0.677111466551328,0.0
2020-09,FOOD_ECM_PPI_R27,9,-0.01767179977991684,0.0
2020-09,FOOD_ECM_PPI_R27,10,-0.5101681997886538,0.0
2020-09,FOOD_ECM_PPI_R27,11,-0.5118817705532966,0.0
2020-09,FOOD_ECM_PPI_R27,12,0.2235399613318725,0.0
2020-10,FOOD_ECM_R27,1,0.08162959810850728,-0.16489556637713115
2020-10,FOOD_ECM_R27,2,0.25495871726211244,-0.12367167478284836
2020-10,FOOD_ECM_R27,3,1.2317273599459504,-0.09275375608713628
2020-10,FOOD_ECM_R27,4,0.23576759689670837,-0.06956531706535221
2020-10,FOOD_ECM_R27,5,-0.01216383657056299,-0.05217398779901415
2020-10,FOOD_ECM_R27,6,-0.18396732299269652,-0.03913049084926062
2020-10,FOOD_ECM_R27,7,0.6934238358624881,0.0
2020-10,FOOD_ECM_R27,8,0.0013889206074489122,0.0
2020-10,FOOD_ECM_R27,9,-0.49041723920866453,0.0
2020-10,FOOD_ECM_R27,10,-0.491312923035406,0.0
2020-10,FOOD_ECM_R27,11,-0.0006797325440051905,0.0
2020-10,FOOD_ECM_R27,12,0.48685406436417544,0.0
2020-10,FOOD_ECM_A002_R27,1,0.229288081280349,-0.017237083205289442
2020-10,FOOD_ECM_A002_R27,2,0.36173805050377716,-0.01689234154118365
2020-10,FOOD_ECM_A002_R27,3,1.3079266213227267,-0.01655449471035998
2020-10,FOOD_ECM_A002_R27,4,0.28910950914590783,-0.016223404816152778
2020-10,FOOD_ECM_A002_R27,5,0.02411121450862144,-0.015898936719829723
2020-10,FOOD_ECM_A002_R27,6,-0.16041779012886903,-0.015580957985433129
2020-10,FOOD_ECM_A002_R27,7,0.6934238358624881,0.0
2020-10,FOOD_ECM_A002_R27,8,0.0013889206074489122,0.0
2020-10,FOOD_ECM_A002_R27,9,-0.49041723920866453,0.0
2020-10,FOOD_ECM_A002_R27,10,-0.491312923035406,0.0
2020-10,FOOD_ECM_A002_R27,11,-0.0006797325440051905,0.0
2020-10,FOOD_ECM_A002_R27,12,0.48685406436417544,0.0
2020-10,FOOD_ECM_A005_R27,1,0.20475162100343186,-0.04177354348220656
2020-10,FOOD_ECM_A005_R27,2,0.33894552573686454,-0.039684866308096235
2020-10,FOOD_ECM_A005_R27,3,1.2867804930403952,-0.03770062299269142
2020-10,FOOD_ECM_A005_R27,4,0.26951732211900375,-0.03581559184305685
2020-10,FOOD_ECM_A005_R27,5,0.005985338977547161,-0.034024812250904
2020-10,FOOD_ECM_A005_R27,6,-0.1771604037817947,-0.0323235716383588
2020-10,FOOD_ECM_A005_R27,7,0.6934238358624881,0.0
2020-10,FOOD_ECM_A005_R27,8,0.0013889206074489122,0.0
2020-10,FOOD_ECM_A005_R27,9,-0.49041723920866453,0.0
2020-10,FOOD_ECM_A005_R27,10,-0.491312923035406,0.0
2020-10,FOOD_ECM_A005_R27,11,-0.0006797325440051905,0.0
2020-10,FOOD_ECM_A005_R27,12,0.48685406436417544,0.0
2020-10,FOOD_ECM_A010_R27,1,0.16737529262461548,-0.07914987186102297
2020-10,FOOD_ECM_A010_R27,2,0.3073955073700401,-0.07123488467492067
2020-10,FOOD_ECM_A010_R27,3,1.260369719825658,-0.0641113962074286
2020-10,FOOD_ECM_A010_R27,4,0.24763265737537485,-0.05770025658668574
2020-10,FOOD_ECM_A010_R27,5,-0.01192007969956601,-0.05193023092801717
2020-10,FOOD_ECM_A010_R27,6,-0.19157403997865136,-0.046737207835215455
2020-10,FOOD_ECM_A010_R27,7,0.6934238358624881,0.0
2020-10,FOOD_ECM_A010_R27,8,0.0013889206074489122,0.0
2020-10,FOOD_ECM_A010_R27,9,-0.49041723920866453,0.0
2020-10,FOOD_ECM_A010_R27,10,-0.491312923035406,0.0
2020-10,FOOD_ECM_A010_R27,11,-0.0006797325440051905,0.0
2020-10,FOOD_ECM_A010_R27,12,0.48685406436417544,0.0
2020-10,FOOD_ECM_A015_R27,1,0.13439617934918927,-0.11212898513644917
2020-10,FOOD_ECM_A015_R27,2,0.283320754678979,-0.09530963736598179
2020-10,FOOD_ECM_A015_R27,3,1.2434679242720021,-0.08101319176108451
2020-10,FOOD_ECM_A015_R27,4,0.23647170096513875,-0.06886121299692184
2020-10,FOOD_ECM_A015_R27,5,-0.018521879818932406,-0.05853203104738357
