origin,as_of,model,last_common_month,status,n,window_start,window_end,intercept,trend_per_month,coef_food_ppi,coef_agri4,r2,gap_seasonal_share_raw,gap_seasonal_share_centred,gap_sd,speed_status,speed_n_pairs,speed_alpha_raw,speed_wrong_sign,alpha,gap_last,cumulative_correction_h6
2019-10,2019-11-10T22:59:00+00:00,FOOD_ECM_PPI_R27,2019-09,estimated,57,2015-01,2019-09,-1.028967926463267,0.1400672643201018,0.638588623201655,,0.8606619494598942,0.420412533092881,6.088357472111096e-33,0.9493240763179753,estimated,56,-0.3243108668856034,False,-0.25,-0.8062536425762399,0.4970683620399535
2019-11,2019-12-09T22:59:00+00:00,FOOD_ECM_R27,2019-10,estimated,58,2015-01,2019-10,-0.46395751712411615,0.15630724563504855,-0.3815199976953283,0.42411072755583173,0.9071005220867324,0.25661575708474543,1.5240045963188946e-33,0.8898058699191116,estimated,57,-0.3547315694482222,False,-0.25,0.9311267072097361,-0.574054618501315
2019-11,2019-12-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2019-10,estimated,58,2015-01,2019-10,-1.0574031227860594,0.13908693893086832,0.6121515966901323,,0.8635906479092126,0.41970065607469886,9.875538611872516e-34,0.9526427505799389,estimated,57,-0.31602276825067455,False,-0.25,-0.404463354577304,0.24935817532869553
2019-12,2020-01-12T22:59:00+00:00,FOOD_ECM_R27,2019-11,estimated,59,2015-01,2019-11,-0.4684968274315854,0.15616993329578316,-0.33470334817070607,0.4099137850425905,0.9117088829620775,0.24642955321100982,9.961984338783943e-34,0.8926949849635544,estimated,58,-0.333200079116137,False,-0.25,1.1703175350365325,-0.7215196180056161
2019-12,2020-01-12T22:59:00+00:00,FOOD_ECM_PPI_R27,2019-11,estimated,59,2015-01,2019-11,-1.066540417339748,0.13882513196211493,0.6040708612239577,,0.8713482772455383,0.4161384102225912,2.4960417313019318e-33,0.9485176485798845,estimated,58,-0.3191580539388476,False,-0.25,0.26330612338317394,-0.16233246779134766
2020-01,2020-02-13T22:59:00+00:00,FOOD_ECM_R27,2019-12,estimated,60,2015-01,2019-12,-0.47117472911722674,0.1553759843513806,-0.2544233906924155,0.38478811260306134,0.9157304969236467,0.24656313011024586,2.3605164785429705e-33,0.8947979903173563,estimated,59,-0.3290980214179714,False,-0.25,1.3299379562325404,-0.8199281796816951
2020-01,2020-02-13T22:59:00+00:00,FOOD_ECM_PPI_R27,2019-12,estimated,60,2015-01,2019-12,-1.076783759601219,0.13874397883784814,0.5972163475444124,,0.8796915731086523,0.41337841453933816,3.6316431486232004e-33,0.9433946148681751,estimated,59,-0.31364687193916435,False,-0.25,0.027368681721305854,-0.016873233280451077
2020-02,2020-03-09T22:59:00+00:00,FOOD_ECM_R27,2020-01,estimated,61,2015-01,2020-01,-0.45662959934434194,0.1536060827699716,-0.1047969838666162,0.34041018902637143,0.9162961630813425,0.30121595296561143,3.653496480814197e-33,0.8986356584006882,estimated,60,-0.3207236958304144,False,-0.25,1.7204988975814972,-1.06071529324162
2020-02,2020-03-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2020-01,estimated,61,2015-01,2020-01,-1.029247383869977,0.13882750414517572,0.6261729226962491,,0.8895133700211991,0.43486719901834114,4.017277112387361e-33,0.9284736751982587,estimated,60,-0.32886412821258365,False,-0.25,0.4978949432168095,-0.30696025521441606
2020-03,2020-04-13T21:59:00+00:00,FOOD_ECM_R27,2020-02,estimated,62,2015-01,2020-02,-0.5236395640257983,0.15191980863074858,0.07494913183049086,0.27506771873066044,0.9145360054902186,0.3740287300448465,1.8113605619110425e-33,0.8933880738138553,estimated,61,-0.3522812617934341,False,-0.25,1.6070692899118812,-0.9907841123901313
2020-03,2020-04-13T21:59:00+00:00,FOOD_ECM_PPI_R27,2020-02,estimated,62,2015-01,2020-02,-1.005767506339547,0.1394571178894429,0.6477536313218215,,0.8969013015651428,0.45529719551978276,4.0045307690998105e-33,0.9153301195096727,estimated,61,-0.34294220683420096,False,-0.25,0.30976590591617037,-0.19097567234248272
2020-04,2020-05-12T21:59:00+00:00,FOOD_ECM_R27,2020-03,estimated,63,2015-01,2020-03,-0.538799259313129,0.15093650192750202,0.18679608345899137,0.23915111906884304,0.9161400868462131,0.4101545471784492,3.6471747352335406e-33,0.8955581559862769,estimated,62,-0.3327890389567868,False,-0.25,1.4998213804414737,-0.9246640480858964
2020-04,2020-05-12T21:59:00+00:00,FOOD_ECM_PPI_R27,2020-03,estimated,63,2015-01,2020-03,-0.9719525555794896,0.1399127565556271,0.6739699782284542,,0.9035391695855655,0.4725037522985656,2.5777322115008096e-33,0.9083069911370064,estimated,62,-0.3506505580640333,False,-0.25,0.6655383646293416,-0.410315125800841
2020-05,2020-06-09T21:59:00+00:00,FOOD_ECM_R27,2020-04,estimated,64,2015-01,2020-04,-0.5648696807375408,0.1493346072794674,0.31213686823129444,0.19594720742721505,0.9178405134231865,0.42617563223316746,6.344529954902923e-33,0.911169516958717,estimated,63,-0.3283555671102794,False,-0.25,1.862282322277862,-1.1481270591631276
2020-05,2020-06-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2020-04,estimated,64,2015-01,2020-04,-0.9350312628077676,0.14018842488385064,0.7003834408701143,,0.9096790804855995,0.4752602419844053,7.377351232842152e-33,0.9135808568257258,estimated,63,-0.3501593674325371,False,-0.25,1.169368647120241,-0.7209346133155246
2020-06,2020-07-09T21:59:00+00:00,FOOD_ECM_R27,2020-05,estimated,65,2015-01,2020-05,-0.6244837114399293,0.14957574596797732,0.4076795201709336,0.16168458249720113,0.9174988941189933,0.4512903654753775,1.963137488947773e-33,0.930000125549822,estimated,64,-0.33640411471868226,False,-0.25,1.8716171890546924,-1.1538821549463774
2020-06,2020-07-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2020-05,estimated,65,2015-01,2020-05,-0.9306284389296128,0.14177379761623846,0.7242063633746191,,0.9123077904942788,0.4838026911226417,4.8119944194152086e-33,0.929972708430744,estimated,64,-0.35561815004635244,False,-0.25,1.533272546957321,-0.9452872312509705
2020-07,2020-08-12T21:59:00+00:00,FOOD_ECM_R27,2020-06,estimated,66,2015-01,2020-06,-0.7174989961352863,0.15056544868131147,0.4820626822556674,0.13026114135457,0.9181467314842702,0.4602836507081119,6.549810685149797e-33,0.9479915507842224,estimated,65,-0.3532240335242334,False,-0.25,1.7859031151947975,-1.1010380472767731
2020-07,2020-08-12T21:59:00+00:00,FOOD_ECM_PPI_R27,2020-06,estimated,66,2015-01,2020-06,-0.9594443095165487,0.14392838078669307,0.7352681772758617,,0.9149247215641146,0.48465256780566623,7.360541146529632e-33,0.9443987733275405,estimated,65,-0.3647816009910472,False,-0.25,1.4523040683315638,-0.8953688595103226
2020-08,2020-09-09T21:59:00+00:00,FOOD_ECM_R27,2020-07,estimated,67,2015-01,2020-07,-0.7855051445954484,0.15094809041383106,0.5272647194917909,0.10855450715760176,0.9209379703381566,0.4522518839702537,2.4169524426290348e-33,0.955796436747277,estimated,66,-0.3683064886418346,False,-0.25,1.4260340964047893,-0.87917299852202
2020-08,2020-09-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2020-07,estimated,67,2015-01,2020-07,-0.9774992689375156,0.14489908251282552,0.7372296363296437,,0.9186644585475567,0.4757730024091577,9.932786550691479e-33,0.9483984902215284,estimated,66,-0.3751543056090823,False,-0.25,1.0664926969138777,-0.657509932344182
2020-09,2020-10-11T21:59:00+00:00,FOOD_ECM_R27,2020-08,estimated,68,2015-01,2020-08,-0.8309301062792591,0.15109787622038853,0.5557110470223879,0.09417322873116829,0.9237302762408621,0.4327729206165161,4.9671985245741894e-33,0.9682600438889055,estimated,67,-0.3595705929841683,False,-0.25,1.5801264066050682,-0.9741733906932247
2020-09,2020-10-11T21:59:00+00:00,FOOD_ECM_PPI_R27,2020-08,estimated,68,2015-01,2020-08,-0.9850109253861301,0.1452565062837794,0.737466458750981,,0.921932761001141,0.45969952161578287,4.6947608924892644e-33,0.9560696502568211,estimated,67,-0.367462110985859,False,-0.25,1.2572466957603683,-0.7751128463058765
2020-10,2020-11-09T22:59:00+00:00,FOOD_ECM_R27,2020-09,estimated,69,2015-01,2020-09,-0.8119377207670793,0.15104347217929284,0.5449347128040242,0.09991252539245635,0.9257345402957848,0.42252025058870185,6.313239637431732e-33,0.970291054731115,estimated,68,-0.3788899650618379,False,-0.25,0.8794430206780328,-0.5421907929607428
2020-10,2020-11-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2020-09,estimated,69,2015-01,2020-09,-0.956858229033925,0.14405323697566813,0.7383477235175716,,0.9235477014422493,0.45999468434613233,2.6829424555519034e-33,0.9519946375404471,estimated,68,-0.3848744685046797,False,-0.25,0.4529366746873189,-0.2792427582407598
2020-11,2020-12-09T22:59:00+00:00,FOOD_ECM_R27,2020-10,estimated,70,2015-01,2020-10,-0.8227281510238739,0.1511553771409349,0.5493417105276012,0.09740402288671446,0.927996770355597,0.41039745259072136,3.9915198670475615e-33,0.9735695010206554,estimated,69,-0.3719662254861073,False,-0.25,1.1385197159635334,-0.7019157501799104
2020-11,2020-12-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2020-10,estimated,70,2015-01,2020-10,-0.9489034272948825,0.14373356315917113,0.7388471517614736,,0.9258728203955775,0.45294791397255607,3.9823812367578015e-33,0.9515122276990888,estimated,69,-0.38087641936047656,False,-0.25,0.8123317356641226,-0.5008156043666566
2020-12,2021-01-12T22:59:00+00:00,FOOD_ECM_R27,2020-11,estimated,71,2015-01,2020-11,-0.8301054691850763,0.151179048731398,0.5530864484144885,0.09531107421435404,0.9300270538037596,0.40322895625213795,5.4959122957317485e-33,0.9726223697887149,estimated,70,-0.37160089055475515,False,-0.25,0.9015526765000567,-0.5558217520341231
2020-12,2021-01-12T22:59:00+00:00,FOOD_ECM_PPI_R27,2020-11,estimated,71,2015-01,2020-11,-0.9328277780308074,0.1431025947452871,0.7399744802836257,,0.9278581629256529,0.4507730683496493,4.187854602423526e-33,0.9474249418947446,estimated,70,-0.3802229183858579,False,-0.25,0.4229717854695091,-0.26076892120529244
2021-01,2021-02-11T22:59:00+00:00,FOOD_ECM_R27,2020-12,estimated,72,2015-01,2020-12,-0.77069080907973,0.15013123294231853,0.5410303608296246,0.10429314354318447,0.9305403829286942,0.39910136258050233,6.679348751374083e-33,0.9743661349099892,estimated,71,-0.38525182247498835,False,-0.25,-0.3393277913776055,0.2092010510684322
2021-01,2021-02-11T22:59:00+00:00,FOOD_ECM_PPI_R27,2020-12,estimated,72,2015-01,2020-12,-0.8678929393709498,0.14074077691397432,0.747228803867417,,0.9279227298856193,0.4503276280565133,8.537898409811332e-33,0.9493065958127381,estimated,71,-0.3855104793362198,False,-0.25,-0.6719017847017822,0.414238276811078
2021-02,2021-03-09T22:59:00+00:00,FOOD_ECM_R27,2021-01,estimated,73,2015-01,2021-01,-0.8366289879315447,0.15226932773193538,0.53800004864851,0.10229785499970404,0.9321384544526579,0.4093116893670112,8.652132550712659e-33,0.9682308755673321,estimated,72,-0.397708442401135,False,-0.25,0.7644114245456015,-0.4712719604086378
2021-02,2021-03-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2021-01,estimated,73,2015-01,2021-01,-0.929515676039173,0.14296969769342133,0.7405209230691929,,0.929720752249645,0.4597019772760559,8.900548885688794e-33,0.9423627423347166,estimated,72,-0.4050442456563311,False,-0.25,0.6149891450428873,-0.3791507174119998
2021-03,2021-04-12T21:59:00+00:00,FOOD_ECM_R27,2021-02,estimated,74,2015-01,2021-02,-0.9265386931607211,0.15364088750877541,0.5572239434396434,0.08780694224090467,0.9331976980893957,0.43138007599885775,5.375779865625218e-33,0.9545039131795579,estimated,73,-0.40506302447211345,False,-0.25,0.5605944889385697,-0.3456155354472957
2021-03,2021-04-12T21:59:00+00:00,FOOD_ECM_PPI_R27,2021-02,estimated,74,2015-01,2021-02,-0.9916074035832054,0.14514499001183165,0.732864600797133,,0.9314303137141249,0.4699572655533984,4.9432345020808425e-33,0.9336680271788349,estimated,73,-0.4091132058607985,False,-0.25,0.23535799523078937,-0.14510199644935323
2021-04,2021-05-10T21:59:00+00:00,FOOD_ECM_R27,2021-03,estimated,75,2015-01,2021-03,-0.9550619080080303,0.15472346532993558,0.5536773126232634,0.08821441011878979,0.9352971242861605,0.43492402484787696,6.151271049677938e-33,0.9472849076049842,estimated,74,-0.40504537376774125,False,-0.25,-0.08681959494894176,0.05352567923457402
2021-04,2021-05-10T21:59:00+00:00,FOOD_ECM_PPI_R27,2021-03,estimated,75,2015-01,2021-03,-1.021222494421261,0.14621672919715206,0.730058174012379,,0.9335768847900079,0.4735472987646617,8.865150446557124e-34,0.9264131350086148,estimated,74,-0.4108352624701437,False,-0.25,-0.152887117920826,0.09425737171131979
2021-05,2021-06-09T21:59:00+00:00,FOOD_ECM_R27,2021-04,estimated,76,2015-01,2021-04,-0.9785904345725599,0.15572720504812157,0.5515394080721491,0.08890507541358773,0.9375476067989609,0.4375670811052221,5.869261026258901e-33,0.9415008481328325,estimated,75,-0.4080427880332065,False,-0.25,0.34895226405522833,-0.21513469355602183
2021-05,2021-06-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2021-04,estimated,76,2015-01,2021-04,-1.0461542345405863,0.14718836483747602,0.729273359245405,,0.9358701783489225,0.4766129191777738,7.054391969667626e-33,0.9203485284680701,estimated,75,-0.415083053792431,False,-0.25,0.3415172718612101,-0.21055090106628926
2021-06,2021-07-12T21:59:00+00:00,FOOD_ECM_R27,2021-05,estimated,77,2015-01,2021-05,-0.9721964765000045,0.15537546299417138,0.5528346678346475,0.08819391328355339,0.9395545419521814,0.4269429264712344,4.263237592574725e-33,0.9444873818829952,estimated,76,-0.41215645748421587,False,-0.25,-1.0644190487404208,0.6562314948319696
2021-06,2021-07-12T21:59:00+00:00,FOOD_ECM_PPI_R27,2021-05,estimated,77,2015-01,2021-05,-1.0413577021771538,0.14699231009925215,0.7291858903120131,,0.9379540254571893,0.46716688375299664,5.7926745768569797e-33,0.922715454370779,estimated,76,-0.4193898694268093,False,-0.25,-0.9934736841097372,0.6124925343745395
2021-07,2021-08-09T21:59:00+00:00,FOOD_ECM_R27,2021-06,estimated,78,2015-01,2021-06,-0.9569791060938085,0.1544465359140313,0.5522954459561076,0.08680343385383835,0.940711672472803,0.4089730965358198,4.9181316118667474e-33,0.9578555890322741,estimated,77,-0.39753794161540734,False,-0.25,-1.5565734850397754,0.9596526350333723
2021-07,2021-08-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2021-06,estimated,78,2015-01,2021-06,-1.0257080398211171,0.1462277070016704,0.7260002522782035,,0.939205271231059,0.4486469301622529,4.8064278772521484e-33,0.9368275931348666,estimated,77,-0.4048348334075987,False,-0.25,-1.5380223604293404,0.9482155677915507
2021-08,2021-09-09T21:59:00+00:00,FOOD_ECM_R27,2021-07,estimated,79,2015-01,2021-07,-0.9447425865310267,0.15389408803607224,0.5472879324318322,0.08748562249931367,0.9420332084876475,0.40860688315073806,1.7003325115015886e-33,0.9558546682825176,estimated,78,-0.40521530091641617,False,-0.25,-0.6496733372142242,0.4005340807617724
2021-08,2021-09-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2021-07,estimated,79,2015-01,2021-07,-1.0137162155107218,0.14559508113008712,0.7222658810362208,,0.9405486794610893,0.44859414069115894,4.3069051050169494e-33,0.934717863490544,estimated,78,-0.4127611195017289,False,-0.25,-0.645516004139017,0.39797101793263007
2021-09,2021-10-10T21:59:00+00:00,FOOD_ECM_R27,2021-08,estimated,80,2015-01,2021-08,-0.9329807778099212,0.1535570912846979,0.5414968852534101,0.08920581138512979,0.9435231889057112,0.4098016053404257,9.165351122400577e-33,0.9511448882113559,estimated,79,-0.40751988894508695,False,-0.25,0.09582507295961007,-0.05907770153595101
2021-09,2021-10-10T21:59:00+00:00,FOOD_ECM_PPI_R27,2021-08,estimated,80,2015-01,2021-08,-1.0021794390645993,0.14504053217872312,0.7196598233183719,,0.9420233272920742,0.4509641781404233,9.14953320113815e-34,0.9294789679506018,estimated,79,-0.41534664176081854,False,-0.25,0.1139365999040276,-0.07024374973331193
2021-10,2021-11-09T22:59:00+00:00,FOOD_ECM_R27,2021-09,estimated,81,2015-01,2021-09,-0.9013649571725441,0.15344234937538503,0.5158923506002583,0.09952726390959804,0.9434711663107772,0.41339657289603643,4.7362841365918995e-33,0.9535439403932535,estimated,80,-0.4014365221894283,False,-0.25,-0.416846992435411,0.2569928876092582
2021-10,2021-11-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2021-09,estimated,81,2015-01,2021-09,-0.9751251908612796,0.1437798635569955,0.7139412389688483,,0.9416183388969036,0.4613194850988551,6.961223942485587e-33,0.9286183411736583,estimated,80,-0.41128404307388894,False,-0.25,-0.5376366509510946,0.3314616584019169
2021-11,2021-12-09T22:59:00+00:00,FOOD_ECM_R27,2021-10,estimated,82,2015-01,2021-10,-0.8761335428189854,0.1528399376476947,0.4919259336219035,0.10584684883627087,0.9416919608714259,0.4163685732393951,5.235943487087326e-33,0.969483084237393,estimated,81,-0.38551508657982514,False,-0.25,-1.347654071557151,0.8308504502440663
2021-11,2021-12-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2021-10,estimated,82,2015-01,2021-10,-0.9536970564930266,0.1425118358206686,0.7020621830639969,,0.9396316126959687,0.46587335400016966,6.178693401583458e-33,0.9436992112579452,estimated,81,-0.39320131778591816,False,-0.25,-1.3919064269226062,0.8581327403775174
2021-12,2022-01-11T22:59:00+00:00,FOOD_ECM_R27,2021-11,estimated,83,2015-01,2021-11,-0.8879442188291845,0.15398766864209135,0.44872460955102705,0.11754102934140244,0.9410610732958282,0.4104519705408601,3.3351017312828245e-33,0.9860059061422481,estimated,82,-0.3779489700162035,False,-0.25,-1.1991786924523153,0.7393129866003929
2021-12,2022-01-11T22:59:00+00:00,FOOD_ECM_PPI_R27,2021-11,estimated,83,2015-01,2021-11,-0.9765278253504035,0.14251929755780285,0.6796739372862528,,0.9385535775918378,0.4643995069318242,1.562739483843028e-33,0.9595941549361582,estimated,82,-0.3861173940954595,False,-0.25,-1.3696525252180185,0.844412851393262
2022-01,2022-02-13T22:59:00+00:00,FOOD_ECM_R27,2021-12,estimated,84,2015-01,2021-12,-0.9384282943669557,0.1555136975683949,0.40719972434505197,0.12350245190703413,0.9404494237441955,0.4048975491732297,4.7605547325117006e-33,1.0039948662710811,estimated,83,-0.3651311104983712,False,-0.25,-1.3299506015815585,0.8199359757431227
2022-01,2022-02-13T22:59:00+00:00,FOOD_ECM_PPI_R27,2021-12,estimated,84,2015-01,2021-12,-1.0346673683283707,0.14351800401338627,0.6481472932531702,,0.937751262964288,0.4582565430657685,3.910069129458716e-33,0.9793879314471644,estimated,83,-0.3712525285164302,False,-0.25,-1.465629182059519,0.9035840068349122
2022-02,2022-03-09T22:59:00+00:00,FOOD_ECM_R27,2022-01,estimated,85,2015-01,2022-01,-0.9043592811925827,0.1541299304292216,0.43209864159804207,0.11827777627295377,0.9438237650658022,0.4129342154516193,2.7883588832084455e-33,0.9932633844275307,estimated,84,-0.40702326449293785,False,-0.25,-0.00936342826902925,0.005772704403409696
2022-02,2022-03-09T22:59:00+00:00,FOOD_ECM_PPI_R27,2022-01,estimated,85,2015-01,2022-01,-1.0146406851639822,0.14305787812197682,0.655869007087742,,0.9414496825276599,0.459196561510267,1.3262120194039864e-33,0.973260451778686,estimated,84,-0.41364007127953517,False,-0.25,-0.40643704931488656,0.2505749899371136
2022-03,2022-04-10T21:59:00+00:00,FOOD_ECM_R27,2022-02,estimated,86,2015-01,2022-02,-0.8525247774439345,0.1511108584377812,0.4829384895252555,0.10330759396024866,0.9472847244176579,0.425774680342858,1.5005763932963345e-33,0.980044835899947,estimated,85,-0.4193961650473167,False,-0.25,-0.19301285736391782,0.1189955366353109
2022-03,2022-04-10T21:59:00+00:00,FOOD_ECM_PPI_R27,2022-02,estimated,86,2015-01,2022-02,-0.9971504520374254,0.14262782935189963,0.6618550822252295,,0.9454174949073538,0.4554846104035103,3.366777463883412e-33,0.9711098209681314,estimated,85,-0.42061547512089537,False,-0.25,-0.7780788265042404,0.47969813394283034
2022-04,2022-05-09T21:59:00+00:00,FOOD_ECM_R27,2022-03,estimated,87,2015-01,2022-03,-0.8794061868826855,0.152161261582397,0.46786993879289424,0.10637007970367124,0.9508679038084376,0.41618644878399197,2.3026509248370405e-33,0.9829932290443262,estimated,86,-0.41606919724157004,False,-0.25,-1.0486669364969576,0.6465200638156597
2022-04,2022-05-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2022-03,estimated,87,2015-01,2022-03,-1.0627680161444517,0.14430976425500064,0.6412981122928298,,0.9489660939547755,0.4406414820376492,2.5624254133936994e-33,0.9806303420568546,estimated,86,-0.41549858974708037,False,-0.25,-1.459237463954978,0.8996434096319113
2022-05,2022-06-09T21:59:00+00:00,FOOD_ECM_R27,2022-04,estimated,88,2015-01,2022-04,-0.9025735532327264,0.15290669916664934,0.4590429887832767,0.10744149758310019,0.9555189888072967,0.4132793457234499,1.3622985898844981e-33,0.98002408114309,estimated,87,-0.44939854164132426,False,-0.25,-0.67199188966893,0.4142938279752113
2022-05,2022-06-09T21:59:00+00:00,FOOD_ECM_PPI_R27,2022-04,estimated,88,2015-01,2022-04,-1.1119549752086653,0.1456200505194046,0.627376152308916,,0.9537461550466614,0.4368503456704504,3.509637563660704e-33,0.9790831222748578,estimated,87,-0.45725351539955467,False,-0.25,-0.891591749991772,0.5496806803385553
