observation_date,PX_LAST
1993-01-31,7.373
1993-02-28,0.445
1993-03-31,9.056
1993-04-30,2.15
1993-05-31,2.05
1993-06-30,1.437
1993-07-31,-1.26
1993-08-31,1.073
1993-09-30,1.215
1993-10-31,0.068
1993-11-30,0.093
1993-12-31,-13.832
1994-01-31,7.182
1994-02-28,0.293
1994-03-31,-0.833
1994-04-30,2.791
1994-05-31,-1.984
1994-06-30,-3.272
1994-07-31,-3.747
1994-08-31,-4.008
1994-09-30,-3.76
1994-10-31,-1.53
1994-11-30,-3.608
1994-12-31,-8.127
1995-01-31,-5.196
1995-02-28,-4.3
1995-03-31,-8.036
1995-04-30,-8.954
1995-05-31,-8.661
1995-06-30,-7.522
1995-07-31,-6.838
1995-08-31,-9.987
1995-09-30,-2.773
1995-10-31,-9.801
1995-11-30,-9.302
1995-12-31,-14.353
1996-01-31,-7.804
1996-02-29,-9.581
1996-03-31,-10.332
1996-04-30,-12.057
1996-05-31,-14.936
1996-06-30,-12.943
1996-07-31,-15.594
1996-08-31,-13.291
1996-09-30,-9.196
1996-10-31,-15.703
1996-11-30,-14.668
1996-12-31,-16.886
1997-01-31,-13.113
1997-02-28,-12.215
1997-03-31,-13.555
1997-04-30,-15.671
1997-05-31,-14.47
1997-06-30,-10.204
1997-07-31,-14.811
1997-08-31,-9.562
1997-09-30,-6.427
1997-10-31,-9.268
1997-11-30,-12.906
1997-12-31,-18.249
1998-01-31,-5.007
1998-02-28,-4.389
1998-03-31,-7.41
1998-04-30,-8.589
1998-05-31,-7.587
1998-06-30,-0.376
1998-07-31,-9.279
1998-08-31,-4.591
1998-09-30,-1.595
1998-10-31,-5.706
1998-11-30,-9.409
1998-12-31,-16.301
1999-01-31,-0.262
1999-02-28,-3.065
1999-03-31,-9.149
1999-04-30,-3.893
1999-05-31,-0.663
1999-06-30,-2.913
1999-07-31,-6.936
1999-08-31,-2.579
1999-09-30,1.049
1999-10-31,-5.972
1999-11-30,-12.977
1999-12-31,-17.054
2000-01-31,-4.074
2000-02-29,-7.155
2000-03-31,-5.988
2000-04-30,-5.227
2000-05-31,-10.062
2000-06-30,-8.89
2000-07-31,-14.08
2000-08-31,-14.616
2000-09-30,-3.16
2000-10-31,-16.045
2000-11-30,-10.561
2000-12-31,-20.967
2001-01-31,-8.33
2001-02-28,-7.343
2001-03-31,-11.127
2001-04-30,-11.239
2001-05-31,-8.612
2001-06-30,-4.668
2001-07-31,-17.849
2001-08-31,-13.287
2001-09-30,3.092
2001-10-31,-10.415
2001-11-30,-6.419
2001-12-31,-21.217
2002-01-31,-5.933
2002-02-28,2.642
2002-03-31,-5.969
2002-04-30,-0.065
2002-05-31,-11.243
2002-06-30,-2.001
2002-07-31,-9.135
2002-08-31,-5.04
2002-09-30,-3.561
2002-10-31,-7.6
2002-11-30,-5.897
2002-12-31,-17.008
2003-01-31,-0.55
2003-02-28,-2.077
2003-03-31,-1.866
2003-04-30,-7.653
2003-05-31,-2.243
2003-06-30,-3.4
2003-07-31,-11.742
2003-08-31,-7.017
2003-09-30,0.482
2003-10-31,-5.416
2003-11-30,-8.421
2003-12-31,-19.89
2004-01-31,0.122
2004-02-29,4.681
2004-03-31,-3.12
2004-04-30,-10.66
2004-05-31,0.564
2004-06-30,1.28
2004-07-31,-7.268
2004-08-31,-3.336
2004-09-30,2.375
2004-10-31,-1.733
2004-11-30,0.27
2004-12-31,-9.612
2005-01-31,11.04
2005-02-28,5.886
2005-03-31,6.787
2005-04-30,-0.557
2005-05-31,5.178
2005-06-30,8.958
2005-07-31,-0.671
2005-08-31,-4.447
2005-09-30,5.247
2005-10-31,2.755
2005-11-30,2.483
2005-12-31,-4.034
2006-01-31,11.238
2006-02-28,5.214
2006-03-31,7.461
2006-04-30,-1.958
2006-05-31,2.438
2006-06-30,7.361
2006-07-31,-3.389
2006-08-31,-1.106
2006-09-30,7.379
2006-10-31,3.853
2006-11-30,4.973
2006-12-31,-3.703
2007-01-31,10.266
2007-02-28,13.468
