observation_date,PX_LAST
2007-03-31,14.215
2007-04-30,4.939
2007-05-31,4.622
2007-06-30,9.836
2007-07-31,-0.846
2007-08-31,-0.171
2007-09-30,13.715
2007-10-31,8.136
2007-11-30,12.531
2007-12-31,-2.796
2008-01-31,11.884
2008-02-29,12.197
2008-03-31,9.756
2008-04-30,6.455
2008-05-31,10.012
2008-06-30,13.742
2008-07-31,6.6
2008-08-31,1.51
2008-09-30,10.473
2008-10-31,-5.222
2008-11-30,-1.091
2008-12-31,-9.069
2009-01-31,3.53
2009-02-28,9.629
2009-03-31,20.834
2009-04-30,13.092
2009-05-31,12.043
2009-06-30,19.111
2009-07-31,11.71
2009-08-31,9.147
2009-09-30,16.851
2009-10-31,16.431
2009-11-30,14.546
2009-12-31,2.663
2010-01-31,16.855
2010-02-28,15.496
2010-03-31,17.198
2010-04-30,13.125
2010-05-31,12.764
2010-06-30,7.714
2010-07-31,3.174
2010-08-31,0.708
2010-09-30,10.579
2010-10-31,13.694
2010-11-30,9.873
2010-12-31,0.061
2011-01-31,17.848
2011-02-28,13.687
2011-03-31,23.579
2011-04-30,13.422
2011-05-31,12.315
2011-06-30,16.908
2011-07-31,12.027
2011-08-31,1.253
2011-09-30,22.411
2011-10-31,32.181
2011-11-30,18.324
2011-12-31,7.172
2012-01-31,30.709
2012-02-29,27.527
2012-03-31,36.298
2012-04-30,19.992
2012-05-31,21.438
2012-06-30,28.261
2012-07-31,23.294
2012-08-31,16.342
2012-09-30,29.952
2012-10-31,32.78
2012-11-30,33.676
2012-12-31,5.439
2013-01-31,32.39
2013-02-28,31.799
2013-03-31,32.646
2013-04-30,35.207
2013-05-31,27.373
2013-06-30,32.152
2013-07-31,26.34
2013-08-31,19.851
2013-09-30,36.25
2013-10-31,32.035
2013-11-30,36.013
2013-12-31,9.164
2014-01-31,44.403
2014-02-28,31.708
2014-03-31,47.71
2014-04-30,38.426
2014-05-31,32.539
2014-06-30,36.969
2014-07-31,34.649
2014-08-31,19.629
2014-09-30,48.346
2014-10-31,40.351
2014-11-30,35.104
2014-12-31,19.361
2015-01-31,33.086
2015-02-28,34.724
2015-03-31,39.636
2015-04-30,44.253
2015-05-31,26.155
2015-06-30,37.447
2015-07-31,34.838
2015-08-31,16.437
2015-09-30,42.478
2015-10-31,46.085
2015-11-30,36.995
2015-12-31,14.114
2016-01-31,48.925
2016-02-29,42.45
2016-03-31,49.533
2016-04-30,52.259
2016-05-31,40.194
2016-06-30,46.74
2016-07-31,24.773
2016-08-31,31.445
2016-09-30,44.586
2016-10-31,42.987
2016-11-30,36.627
2016-12-31,18.851
2017-01-31,47.406
2017-02-28,39.182
2017-03-31,51.053
2017-04-30,35.796
2017-05-31,39.555
2017-06-30,45.837
2017-07-31,19.288
2017-08-31,26.705
2017-09-30,42.751
2017-10-31,33.851
2017-11-30,40.513
2017-12-31,21.218
2018-01-31,37.478
2018-02-28,39.23
2018-03-31,44.514
2018-04-30,39.631
2018-05-31,26.937
2018-06-30,34.543
2018-07-31,9.939
2018-08-31,12.032
2018-09-30,37.48
2018-10-31,33.956
2018-11-30,47.054
2018-12-31,17.882
2019-01-31,40.295
2019-02-28,38.582
2019-03-31,52.223
2019-04-30,44.687
2019-05-31,50.417
2019-06-30,44.433
2019-07-31,33.124
2019-08-31,33.408
2019-09-30,57.346
2019-10-31,41.231
2019-11-30,49.297
2019-12-31,16.296
