edge,horizon,n_train,n_features,seconds
2010-12,1,103,32,2.179537899995921
2010-12,2,102,32,2.126293399982387
2010-12,3,101,32,2.023833500017645
2010-12,4,100,32,2.1291790999821387
2010-12,5,99,32,1.9858124000020325
2010-12,6,98,32,2.126939800014952
2010-12,7,97,32,2.4840596999856643
2010-12,8,96,32,2.511481299996376
2010-12,9,95,32,2.4664360000169836
2010-12,10,94,32,2.3735206999990623
2010-12,11,93,29,2.8280886999855284
2010-12,12,92,29,1.6265753000043333
2010-12,13,91,29,1.7024181000015233
2011-01,1,104,32,1.7467176000063773
2011-01,2,103,32,1.746299300022656
2011-01,3,102,32,1.666014799993718
2011-01,4,101,32,1.6524505999987014
2011-01,5,100,32,1.8653255999961402
2011-01,6,99,32,1.723687699995935
2011-01,7,98,32,1.6019914999778848
2011-01,8,97,32,1.991081199987093
2011-01,9,96,32,1.606291300005978
2011-01,10,95,32,1.6346228999900632
2011-01,11,94,32,1.5232171000097878
2011-01,12,93,29,1.7459855999913998
2011-01,13,92,29,1.5305857000057586
2011-02,1,105,33,1.7271139999793377
2011-02,2,104,32,1.9910078000102658
2011-02,3,103,32,1.9129597000137437
2011-02,4,102,32,1.75598909999826
2011-02,5,101,32,1.5817485000006855
2011-02,6,100,32,1.7517882999964058
2011-02,7,99,32,1.631166299979668
2011-02,8,98,32,1.767093800008297
2011-02,9,97,32,1.7077807000023313
2011-02,10,96,32,1.8551822000008542
2011-02,11,95,32,1.797487599978922
2011-02,12,94,32,1.5949743000091985
2011-02,13,93,29,2.0069316999870352
2011-03,1,106,34,1.7234641000104602
2011-03,2,105,33,1.6374218999990262
2011-03,3,104,32,1.8575798000092618
2011-03,4,103,32,1.904517900024075
2011-03,5,102,32,1.844762599997921
2011-03,6,101,32,1.8319640999834519
2011-03,7,100,32,1.7084280000126455
2011-03,8,99,32,1.5736679999972694
2011-03,9,98,32,2.003683299990371
2011-03,10,97,32,1.7299536999780685
2011-03,11,96,32,1.6832666999835055
2011-03,12,95,32,1.6643472000141628
2011-03,13,94,32,1.6664543999941088
2011-04,1,107,34,1.7873812000034377
2011-04,2,106,34,1.8588110999844503
2011-04,3,105,33,1.6822339000063948
2011-04,4,104,32,1.7839451999752782
2011-04,5,103,32,1.6813082000007853
2011-04,6,102,32,1.7397004000085872
2011-04,7,101,32,1.5899444000096992
2011-04,8,100,32,1.7997535000031348
2011-04,9,99,32,1.8683107000251766
2011-04,10,98,32,1.671358899999177
2011-04,11,97,32,1.6664942000061274
2011-04,12,96,32,1.7983971000066958
2011-04,13,95,32,1.7264070000092033
2011-05,1,108,34,1.7271084999956656
2011-05,2,107,34,1.8540351999981795
2011-05,3,106,34,1.6881813000072725
2011-05,4,105,33,1.9582774000009522
2011-05,5,104,32,1.9816008000052534
2011-05,6,103,32,1.9393555000133347
2011-05,7,102,32,1.885594299994409
2011-05,8,101,32,1.726940900000045
2011-05,9,100,32,1.6905595999851357
2011-05,10,99,32,1.7554331000137608
2011-05,11,98,32,1.706463700014865
2011-05,12,97,32,1.646758500020951
2011-05,13,96,32,1.741125100001227
2011-06,1,109,34,1.890290700015612
2011-06,2,108,34,1.821962899994105
2011-06,3,107,34,1.805465399986133
2011-06,4,106,34,1.7995221999881323
2011-06,5,105,33,1.8936293000006117
2011-06,6,104,32,1.7204902000084985
2011-06,7,103,32,1.667697999975644
2011-06,8,102,32,1.711439300008351
2011-06,9,101,32,1.7224445999891032
2011-06,10,100,32,1.6134335999959148
2011-06,11,99,32,1.6894877000013366
2011-06,12,98,32,1.8256096999975853
2011-06,13,97,32,1.8341238999855705
2011-07,1,110,34,1.907337099983124
2011-07,2,109,34,1.7605061999929603
2011-07,3,108,34,1.6430485000018962
2011-07,4,107,34,1.7250543000118341
2011-07,5,106,34,1.811853000021074
2011-07,6,105,33,1.7270788000023458
2011-07,7,104,32,1.7270411000063177
2011-07,8,103,32,1.7406943999812938
2011-07,9,102,32,1.7068089000240434
2011-07,10,101,32,1.9835695999790914
2011-07,11,100,32,1.814902100013569
2011-07,12,99,32,1.9340370999998413
2011-07,13,98,32,1.7311275000101887
