edge,horizon,model,forecast,target_period,actual,convention,policy
2010-12,1,QRF_MEDIAN,0.7537688442211143,2011-01,0.6417112299465177,realtime,independent
2010-12,1,QRF_MEAN,0.8633090477975472,2011-01,0.6417112299465177,realtime,independent
2010-12,1,TVW1,0.9411726635452766,2011-01,0.6417112299465177,realtime,independent
2010-12,1,TVW2,0.8749678142204909,2011-01,0.6417112299465177,realtime,independent
2010-12,1,TVW3,0.9751452114951149,2011-01,0.6417112299465177,realtime,independent
2010-12,2,QRF_MEDIAN,0.2534854245880735,2011-02,0.1062699256110688,realtime,independent
2010-12,2,QRF_MEAN,0.4031354510379497,2011-02,0.1062699256110688,realtime,independent
2010-12,2,TVW1,0.30366977034091747,2011-02,0.1062699256110688,realtime,independent
2010-12,2,TVW2,0.27762264734052966,2011-02,0.1062699256110688,realtime,independent
2010-12,2,TVW3,0.4045914090204011,2011-02,0.1062699256110688,realtime,independent
2010-12,3,QRF_MEDIAN,0.216216216216214,2011-03,0.1061571125265281,realtime,independent
2010-12,3,QRF_MEAN,0.24767600636874762,2011-03,0.1061571125265281,realtime,independent
2010-12,3,TVW1,0.2121320494426629,2011-03,0.1061571125265281,realtime,independent
2010-12,3,TVW2,0.2028166908813131,2011-03,0.1061571125265281,realtime,independent
2010-12,3,TVW3,0.2081271266348231,2011-03,0.1061571125265281,realtime,independent
2010-12,4,QRF_MEDIAN,0.21978128139733538,2011-04,0.212089077412525,realtime,independent
2010-12,4,QRF_MEAN,0.2703044014697822,2011-04,0.212089077412525,realtime,independent
2010-12,4,TVW1,0.2722990766334715,2011-04,0.212089077412525,realtime,independent
2010-12,4,TVW2,0.22809942844678852,2011-04,0.212089077412525,realtime,independent
2010-12,4,TVW3,0.27368311222270836,2011-04,0.212089077412525,realtime,independent
2010-12,5,QRF_MEDIAN,0.2352941176470668,2011-05,0.5291005291005346,realtime,independent
2010-12,5,QRF_MEAN,0.3081636083957418,2011-05,0.5291005291005346,realtime,independent
2010-12,5,TVW1,0.26902865495988504,2011-05,0.5291005291005346,realtime,independent
2010-12,5,TVW2,0.28819970843046766,2011-05,0.5291005291005346,realtime,independent
2010-12,5,TVW3,0.2904669338769612,2011-05,0.5291005291005346,realtime,independent
2010-12,6,QRF_MEDIAN,0.0537056928034407,2011-06,-0.1052631578947305,realtime,independent
2010-12,6,QRF_MEAN,0.15637005863949788,2011-06,-0.1052631578947305,realtime,independent
2010-12,6,TVW1,0.12052842609088672,2011-06,-0.1052631578947305,realtime,independent
2010-12,6,TVW2,0.103251296629292,2011-06,-0.1052631578947305,realtime,independent
2010-12,6,TVW3,0.09549838479622336,2011-06,-0.1052631578947305,realtime,independent
2010-12,7,QRF_MEDIAN,0.0,2011-07,0.2107481559536328,realtime,independent
2010-12,7,QRF_MEAN,0.12738059685240619,2011-07,0.2107481559536328,realtime,independent
2010-12,7,TVW1,0.09866575262469811,2011-07,0.2107481559536328,realtime,independent
2010-12,7,TVW2,0.07782079887998838,2011-07,0.2107481559536328,realtime,independent
2010-12,7,TVW3,0.17235403892295495,2011-07,0.2107481559536328,realtime,independent
2010-12,8,QRF_MEDIAN,0.1074113856068814,2011-08,-0.2103049421661285,realtime,independent
2010-12,8,QRF_MEAN,0.24536542185280044,2011-08,-0.2103049421661285,realtime,independent
2010-12,8,TVW1,0.22305493170154508,2011-08,-0.2103049421661285,realtime,independent
2010-12,8,TVW2,0.1764462005163913,2011-08,-0.2103049421661285,realtime,independent
2010-12,8,TVW3,0.2943622551550459,2011-08,-0.2103049421661285,realtime,independent
2010-12,9,QRF_MEDIAN,-0.2188183807439903,2011-09,-0.2107481559536439,realtime,independent
2010-12,9,QRF_MEAN,-0.17391682056823626,2011-09,-0.2107481559536439,realtime,independent
2010-12,9,TVW1,-0.1798343817777843,2011-09,-0.2107481559536439,realtime,independent
2010-12,9,TVW2,-0.2086782007903456,2011-09,-0.2107481559536439,realtime,independent
2010-12,9,TVW3,-0.16435894295182008,2011-09,-0.2107481559536439,realtime,independent
2010-12,10,QRF_MEDIAN,0.0,2011-10,0.2111932418162654,realtime,independent
2010-12,10,QRF_MEAN,0.1871800894941653,2011-10,0.2111932418162654,realtime,independent
2010-12,10,TVW1,0.13077917086269375,2011-10,0.2111932418162654,realtime,independent
2010-12,10,TVW2,0.07397825330279106,2011-10,0.2111932418162654,realtime,independent
2010-12,10,TVW3,0.1332785325966108,2011-10,0.2111932418162654,realtime,independent
2010-12,11,QRF_MEDIAN,0.2392344497607723,2011-11,0.4214963119072656,realtime,independent
2010-12,11,QRF_MEAN,0.41353465415159063,2011-11,0.4214963119072656,realtime,independent
2010-12,11,TVW1,0.26037270132494245,2011-11,0.4214963119072656,realtime,independent
2010-12,11,TVW2,0.20525198120187046,2011-11,0.4214963119072656,realtime,independent
2010-12,11,TVW3,0.23300738480139152,2011-11,0.4214963119072656,realtime,independent
