period,as_of_eve,actual,consensus,actual_fixture,actual_ref,HARD_BASE,LEGACY_BASE,fixed_noncore,hard_core_pred,coreweight_delta,weight_sum_delta,headline_revision_or_rounding,weight_food,weight_eom_food,forecast_food,actual_food,error_food,report_weight_delta_food,report_actual_delta_food,report_block_error_delta_food,weight_fuel,weight_eom_fuel,forecast_fuel,actual_fuel,error_fuel,report_weight_delta_fuel,report_actual_delta_fuel,report_block_error_delta_fuel,weight_admin,weight_eom_admin,forecast_admin,actual_admin,error_admin,report_weight_delta_admin,report_actual_delta_admin,report_block_error_delta_admin,weight_alc,weight_eom_alc,forecast_alc,actual_alc,error_alc,report_weight_delta_alc,report_actual_delta_alc,report_block_error_delta_alc,weight_core,weight_eom_core,forecast_core,actual_core,error_core,report_weight_delta_core,report_actual_delta_core,report_block_error_delta_core,legacy_weighted_core_error,wedge_forecast,realised_reconciliation_first_release,realised_reconciliation_fixture,error_wedge,error_wedge_fixture,headline_error,noncore_blocks_error,noncore_error,all_blocks_error,fixed_noncore_identity_residual,headline_prediction_identity_residual,headline_error_identity_residual,prior_diagnosis_noncore_delta,big,wedge_offsets_blocks,wedge_abs_error_reduction,wedge_offsets_noncore,wedge_noncore_abs_error_reduction,category_core_error,category_headline_error,category_core_better_headline_worse,core_noncore_cancel,category_core_gain_pp,category_headline_loss_pp
2019-12,2020-01-12T23:59:00,0.20000000000000001,0.10000000000000001,0.1831501831501825,0.1831501831501825,0.015134052299833604,-0.016859898370249021,-0.038292273454425541,0.0971750670419705,0,0,0.016849816849817512,0.17762767900000001,0.17762767900000001,0.23923526979312384,0.72661217075387086,-0.086571627715870375,0,0,0,0.029072694,0.029072694,-0.51080339807422215,-0.48543689320388328,-0.00073747263394487162,0,0,0,0.15136042399591851,0.15136042399591851,0,0.20000000000000001,-0.030272084799183703,0,0,0,0.092144616999999998,0.092144616999999998,-0.51588425706925178,-0.44563279857398053,-0.0064732937367381659,0,0,0,0.54979458600408149,0.54979458600408149,0.038982513887500181,0.10000000000000001,-0.0015531328461491172,0,0,-4.8572257327350599e-17,-0.033547083516231632,-0.018400690992369143,0.040857644975911156,0.024007828126093644,-0.059258335968280298,-0.042408519118462787,-0.1848659477001664,-0.12405447888573712,-0.1833128148540174,-0.12560761173188623,0,1.1102230246251565e-16,1.1102230246251565e-16,-1.1102230246251565e-16,False,False,-0.059258335968280174,False,-0.059258335968280285,0.092722463383544451,-0.090590351470472841,False,False,-0.091169330537395329,-0.094275596229693559
2020-01,2020-02-13T23:59:00,1.5,1,1.4625228519195455,1.4625228519195455,0.89107836460028345,0.8780719418354076,0.69608595128368456,0.35481844147779762,0,0,0.037477148080454548,0.17762767900000001,0.17762767900000001,1.2712559042691496,2.3444544634806164,-0.19062976917887692,0,0,0,0.029072694,0.029072694,0.64887415289487382,0.78048780487804947,-0.0038263634303293587,0,0,0,0.15159954579000312,0.15159954579000312,1.5,1.5,0,0,0,0,0.092144616999999998,0.092144616999999998,2.3255735322844586,4.476275738585489,-0.19817563108066344,0,0,-2.7755575615628914e-17,0.5495554642099969,0.5495554642099969,0.33115127117029675,0.80000000000000004,-0.24465195805139886,0,0,0,-0.25765838081627457,0.009722794778994303,-0.018639291562557503,-0.05611643964301205,0.028362086341551806,0.065839234422006357,-0.60892163539971655,-0.39263176368986974,-0.36426967734831794,-0.63728372174126857,-1.214306433183765e-16,2.2204460492503131e-16,2.2204460492503131e-16,-3.3306690738754696e-16,True,True,0.028362086341552017,True,0.028362086341551795,-0.20225707571343821,-0.56652675306175593,False,False,0.042394882337960654,-0.042394882337960627
2020-02,2020-03-09T23:59:00,0.29999999999999999,0.29999999999999999,0.27027027027026751,0.27027027027026751,0.30162556817859121,0.25677981575345094,0.093124308408622014,0.37909236750158792,0,0,0.029729729729732479,0.17717429600000001,0.17717429600000001,0.63716641228710769,0,0.11288951053181406,0,0,0,0.034251810000000001,0.034251810000000001,-1.390797996779547,-1.4520813165537216,0.0020990646250742739,0,0,0,0.15159954579000312,0.15159954579000312,0.10000000000000001,0.20000000000000001,-0.015159954579000313,0,0,0,0.086973141000000004,0.086973141000000004,-0.15951669731706586,-1.4567266495287057,0.11282242408030621,0,0,0,0.5500012072099969,0.5500012072099969,0.29755481478851253,0.69999999999999996,-0.17649958527702866,0,0,-2.7755575615628914e-17,-0.22134533770216888,0.026585860239492776,0.061111751442067153,0.031382021712334673,-0.034525891202574377,-0.0047961614728418978,0.001625568178591219,0.21265104465819423,0.17812515345561986,0.036151459381165568,1.3877787807814457e-17,0,2.7755575615628914e-17,-2.7755575615628914e-17,False,True,0.034525891202574349,True,0.034525891202574377,-0.22425383492936699,-0.046128681473747102,False,True,-0.047754249652338321,0.044503113295155883
2020-03,2020-04-13T23:59:00,-0.10000000000000001,0.10000000000000001,-0.089847259658570877,-0.089847259658570877,-0.26205742195104648,-0.31659380462564712,-0.2711895184889962,0.016603775443101973,0,0,-0.010152740341429128,0.17717429600000001,0.17717429600000001,-0.58901113245300374,0.88105726872247381,-0.26045833405011082,0,0,0,0.034251810000000001,0.034251810000000001,-5.7263815277397541,-5.5992141453831028,-0.0043557130186773711,0,0,0,0.15159954579000312,0.15159954579000312,0.10000000000000001,0.5,-0.060639818316001251,0,0,0,0.086973141000000004,0.086973141000000004,0.54911851094752162,1.3913043478260834,-0.073247547539042154,0,0,0,0.5500012072099969,0.5500012072099969,-0.082553066323207303,-0.29999999999999999,0.17413245870094884,0,0,0,0.11959607602634811,-0.033611469942169826,-0.096123002214006187,-0.085970261872577058,0.062511532271836368,0.052358791930407232,-0.16205742195104647,-0.3987014129238316,-0.33618988065199523,-0.22456895422288276,-7.6327832942979512e-17,-5.5511151231257827e-17,-8.3266726846886741e-17,5.5511151231257827e-17,False,True,0.062511532271836284,True,0.062511532271836368,0.062951156218941873,-0.27323872443305341,True,True,0.11118130248200697,0.11118130248200694
2020-04,2020-05-12T23:59:00,-0.20000000000000001,-0.20000000000000001,-0.17985611510791255,-0.17985611510791255,-0.31758186237127001,-0.44071392214655708,-0.41042484754715569,0.16880505707769713,0,0,-0.02014388489208746,0.17717429600000001,0.17717429600000001,-0.18894216047407264,0.61135371179039666,-0.14179185776016329,0,0,0,0.034251810000000001,0.034251810000000001,-11.514984269382811,-10.509885535900098,-0.034426450850490529,0,0,0,0.15159954579000312,0.15159954579000312,0.10000000000000001,-0.10000000000000001,0.030319909158000626,0,0,0,0.086973141000000004,0.086973141000000004,0.2032116199155598,-1.1149228130360234,0.11464229189405309,0,0,0,0.5500012072099969,0.5500012072099969,-0.055070923849511969,0.20000000000000001,-0.01715725626611353,0,0,2.7755575615628914e-17,-0.14028931604140077,-0.01537400738330864,0.053794491163247582,0.073938376055335042,-0.069168498546556226,-0.089312383438643686,-0.11758186237127,-0.031256107558600116,-0.10042460610515634,-0.048413363824713646,-4.5102810375396984e-17,-1.6653345369377348e-16,-1.2490009027033011e-16,1.2490009027033011e-16,False,False,-0.069168498546556351,False,-0.069168498546556226,0.038409661017461572,-0.062014945087694895,False,False,-0.021252404751348042,-0.055566917283575101
2020-05,2020-06-09T23:59:00,0.40000000000000002,0.10000000000000001,0.36036036036035668,0.36036036036035668,0.17554178589106251,0.097020022284110247,0.030482671887139032,0.23336380032333004,0,0,0.039639639639643343,0.17717429600000001,0.17717429600000001,0.41824810503304966,0.60763888888888395,-0.03355517879854561,0,0,-6.9388939039072284e-18,0.034251810000000001,0.034251810000000001,-3.1338710907671707,-3.4883720930232509,0.01214230097408483,0,0,0,0.080000000000000002,0.080000000000000002,0.10000000000000001,0.20000000000000001,-0.0080000000000000002,0,0,0,0.086973141000000004,0.086973141000000004,0.40398755961827071,2.9488291413703349,-0.22133286571238531,0,0,0,0.62160075300000006,0.62160075300000006,0.10704193982366558,0.69999999999999996,-0.29006141309607641,0,0,-1.1102230246251565e-16,-0.36858317670302876,0.020584548505098506,-0.29576439401888666,-0.33540403365853,0.31634894252398515,0.3559885821636285,-0.22445821410893751,-0.25074574353684609,0.065603198987139066,-0.54080715663292245,6.9388939039072284e-18,-1.1102230246251565e-16,-2.2204460492503131e-16,1.3877787807814457e-16,False,True,0.31634894252398493,True,0.18514254454970702,-0.37551998413245147,-0.30991678514531262,False,True,-0.085458571036375053,0.085458571036375108
2020-06,2020-07-09T23:59:00,0.59999999999999998,0.20000000000000001,0.62836624775581829,0.62836624775581829,0.3438817354017713,0.25073843901187193,0.04729553532513775,0.54955259168287474,0,0,-0.028366247755818308,0.17717429600000001,0.17717429600000001,-0.25122053073935818,-0.51768766177739955,0.047211126348804734,0,0,0,0.034251810000000001,0.034251810000000001,3.1274763068272371,3.1325301204819134,-0.0001731022650753774,0,0,0,0.16191409777304808,0.16191409777304808,0,0.10000000000000001,-0.016191409777304808,0,0,0,0.086973141000000004,0.086973141000000004,-0.16022550848397765,2.9486099410277911,-0.27038518389618543,0,0,0,0.53968665522695192,0.53968665522695192,0.37696485862001033,0.5,0.026742872463157541,0,0,-2.7755575615628914e-17,-0.066400423926741767,-0.001381052500144625,0.041941514971480687,0.070307762727298995,-0.043322567471625315,-0.071688815227443622,-0.25611826459822867,-0.23953856958976089,-0.28286113706138621,-0.21279569712660334,-3.0574501264091225e-17,5.5511151231257827e-17,0,0,True,False,-0.043322567471625328,False,-0.043322567471625328,-0.19182194454492693,-0.47468308160631312,False,True,-0.16507907208176939,0.21856481700808444
2020-07,2020-08-12T23:59:00,0.40000000000000002,0.20000000000000001,0.44603033006245241,0.44603033006245241,0.48695029773844739,0.395328459237208,0.092066071660212689,0.71195753948991403,0,0,-0.046030330062452385,0.17717429600000001,0.17717429600000001,-0.56485457229965785,-1.4744145706851675,0.16115065238371382,0,-2.2204460492503131e-16,2.7755575615628914e-17,0.034251810000000001,0.034251810000000001,4.6545070938872168,4.4392523364486181,0.0073728650533829727,0,0,0,0.14695499932043127,0.14695499932043127,0.050000000000000003,0.10000000000000001,-0.0073477499660215637,0,0,0,0.086973141000000004,0.086973141000000004,0.31082451013413337,0.4091653027823216,-0.0085530076250426388,0,0,-5.2041704279304213e-18,0.55464575367956881,0.55464575367956881,0.54676770815448583,1.2,-0.2706906783372478,0,0,0,-0.36231251683848725,-0.0016626436858649591,-0.20668085991552754,-0.16065052985307515,0.20501821622966257,0.15898788616721019,0.086950297738447369,0.1526227598460326,0.35764097607569517,-0.1180679184912152,1.951563910473908e-17,-5.5511151231257827e-17,0,5.5511151231257827e-17,False,True,0.031117620752767833,False,-0.20501821622966257,-0.27554881585695451,0.082092160218740662,False,True,-0.0048581375197067067,-0.0048581375197067067
2020-08,2020-09-09T23:59:00,0,0,0,0,0.03313375648649175,-0.023200720954765504,-0.086563088341130051,0.24061783545793758,0,0,0,0.17717429600000001,0.17717429600000001,-0.64926573203235227,-0.52816901408450079,-0.021455225750321154,0,0,0,0.034251810000000001,0.034251810000000001,0.3955281199174987,0.44742729306486151,-0.0017776406178005729,0,0,0,0.20414450832961661,0.20414450832961661,0,0,0,0,0,0,0.086973141000000004,0.086973141000000004,-0.14017945521861419,0.0814995925020323,-0.019280123074153516,0,0,0,0.49745624467038341,0.49745624467038341,0.12737274497046211,0,0.11969684482762186,0,0,0,0.06336236738636454,0.027114404159586956,0.071164503058441769,0.071164503058441769,-0.044050098898854813,-0.044050098898854813,0.03313375648649175,-0.042512989442275245,-0.086563088341130051,0.077183855385346611,-6.9388939039072284e-18,-5.5511151231257827e-17,-4.8572257327350599e-17,5.5511151231257827e-17,False,True,0.044050098898854861,False,-0.044050098898854806,0.099633085336765348,0.013069996995635241,False,True,0.020063759490856509,-0.020063759490856509
2020-09,2020-10-11T23:59:00,-0.59999999999999998,-0.29999999999999999,-0.62166962699821138,-0.62166962699821138,-0.37930553126091249,-0.39217985943779865,0.0028484065807251047,-0.76821618370647693,0,0,0.0216696269982114,0.17717429600000001,0.17717429600000001,0.14640002418527184,-1.2389380530973493,0.245446298564542,0,0,0,0.034251810000000001,0.034251810000000001,-0.84032155102331529,-0.77951002227172328,-0.0020829049286090668,0,0,0,0.20414450832961661,0.20414450832961661,0.10000000000000001,0.29999999999999999,-0.040828901665923317,0,0,0,0.086973141000000004,0.086973141000000004,0.31551075768510906,0.81433224755700362,-0.043384071772458357,0,0,-6.9388939039072284e-18,0.49745624467038341,0.49745624467038341,-0.79409650647821528,-0.80000000000000004,0.015811057894669352,0,0,0,0.0029367297177829849,-0.042162792982253006,-0.087895783629120094,-0.10956541062733149,0.045732990646867089,0.067402617645078489,0.22069446873908749,0.15915042019755127,0.20488341084441836,0.17496147809222062,1.3877787807814457e-17,-2.2204460492503131e-16,-2.2204460492503131e-16,2.2204460492503131e-16,False,False,-0.045732990646866867,False,-0.045732990646867089,-0.025379215756242544,0.17950419508817556,False,False,-0.009568157861573192,-0.041190273650911935
2020-10,2020-11-09T23:59:00,0.20000000000000001,0.20000000000000001,0.17873100983019086,0.17873100983019086,0.18355070387348549,0.20054010508595513,0.048073739693236556,0.25781338359852579,0,0,0.021268990169809154,0.17717429600000001,0.17717429600000001,0.17933138985568114,0.62724014336916767,-0.079357918075989506,0,0,-1.3877787807814457e-17,0.034251810000000001,0.034251810000000001,0.52523207280243955,0.44893378226711356,0.0026133545507407842,0,0,0,0.17611614747146201,0.17611614747146201,0,-1.3,0.22895099171290062,0,0,0,0.086973141000000004,0.086973141000000004,0.092968017595229657,-0.88852988691436874,0.085363955640117839,0,0,0,0.52548460552853804,0.52548460552853804,0.2901443044927382,0.5,-0.12726533858402003,0,0,0,-0.11027593737155046,-0.0097750427214810219,0.11697929864878315,0.095710308478973993,-0.12675434137026417,-0.10548535120045502,-0.016449296126514523,0.23757038382776974,0.11081604245750556,0.11030504524374971,1.0408340855860843e-17,-5.5511151231257827e-17,-5.5511151231257827e-17,5.5511151231257827e-17,False,True,0.093855749117235182,True,0.12675434137026417,-0.038657857092565695,0.072158185364939842,True,True,0.088607481491454337,0.055708889238425319
2020-11,2020-12-09T23:59:00,0,0.10000000000000001,0,0,0.13319352208066321,0.11570993652619654,0.017023895474252149,0.21185954508843222,0,0,0,0.17717429600000001,0.17717429600000001,0.12682500595679264,-0.089047195013347569,0.038247005232855111,0,6.9388939039072284e-17,-2.0816681711721685e-17,0.034251810000000001,0.034251810000000001,-0.41584896106160452,-0.33519553072625108,-0.0027625259716947625,0,0,0,0.15326753271520827,0.15326753271520827,0,-0.10000000000000001,0.015326753271520827,0,0,0,0.086973141000000004,0.086973141000000004,-0.06625150012915304,0.32599837000815141,-0.034115203262683469,0,0,0,0.5483332202847917,0.5483332202847917,0.17997458005679307,0,0.11616962660641106,0,0,-4.163336342344337e-17,0.098686041051944395,0.01455944499383543,0.014231578789580986,0.014231578789580986,0.00032786620425444453,0.00032786620425444453,0.13319352208066321,0.016696029269997706,0.017023895474252149,0.13286565587640875,-3.4694469519536142e-18,0,0,0,False,False,-0.00032786620425445667,False,-0.00032786620425444279,0.017116945637055923,0.034140841111308072,False,False,0.099052680969355128,-0.099052680969355128
