period,as_of_eve,actual,consensus,actual_fixture,actual_ref,HARD_BASE,LEGACY_BASE,fixed_noncore,hard_core_pred,coreweight_delta,weight_sum_delta,headline_revision_or_rounding,weight_food,weight_eom_food,forecast_food,actual_food,error_food,report_weight_delta_food,report_actual_delta_food,report_block_error_delta_food,weight_fuel,weight_eom_fuel,forecast_fuel,actual_fuel,error_fuel,report_weight_delta_fuel,report_actual_delta_fuel,report_block_error_delta_fuel,weight_admin,weight_eom_admin,forecast_admin,actual_admin,error_admin,report_weight_delta_admin,report_actual_delta_admin,report_block_error_delta_admin,weight_alc,weight_eom_alc,forecast_alc,actual_alc,error_alc,report_weight_delta_alc,report_actual_delta_alc,report_block_error_delta_alc,weight_core,weight_eom_core,forecast_core,actual_core,error_core,report_weight_delta_core,report_actual_delta_core,report_block_error_delta_core,legacy_weighted_core_error,wedge_forecast,realised_reconciliation_first_release,realised_reconciliation_fixture,error_wedge,error_wedge_fixture,headline_error,noncore_blocks_error,noncore_error,all_blocks_error,fixed_noncore_identity_residual,headline_prediction_identity_residual,headline_error_identity_residual,prior_diagnosis_noncore_delta,big,wedge_offsets_blocks,wedge_abs_error_reduction,wedge_offsets_noncore,wedge_noncore_abs_error_reduction,category_core_error,category_headline_error,category_core_better_headline_worse,core_noncore_cancel,category_core_gain_pp,category_headline_loss_pp
2019-02,2019-03-10T23:59:00,0.20000000000000001,0.10000000000000001,0.18674136321195078,0.18674136321195078,0.31775488058818213,0.28148757009215447,0.13612460205252738,0.33183669054796211,0,0,0.013258636788049227,0.17762767900000001,0.17762767900000001,0.62895800425929826,0.74906367041198685,-0.021334090713450934,0,0,0,0.029072694,0.029072694,-1.4385242050807268,-1.503006012024044,0.0018746598418301389,0,0,0,0.15380661933310782,0.15380661933310782,0.050000000000000003,0.69999999999999996,-0.099974302566520068,0,0,0,0.092144616999999998,0.092144616999999998,0.088724695729552883,-1.1524822695035408,0.11437054042913573,0,0,0,0.54734839066689223,0.54734839066689223,0.26557667934771134,0.29999999999999999,0.017425761335586928,0,0,-2.7755575615628914e-17,-0.018841549160440587,0.050360191520284751,-0.055032120741315416,-0.068290757529364643,0.10539231226160017,0.1186509490496494,0.11775488058818212,-0.0050631930090051375,0.10032911925259504,0.01236256832658179,-6.9388939039072284e-18,1.6653345369377348e-16,1.5265566588595902e-16,-1.5265566588595902e-16,False,False,-0.10539231226160033,True,-0.095265926243589899,0.021109967211912356,0.12143908646450757,False,False,-0.0036842058763254283,0.0036842058763254526
2019-03,2019-04-09T23:59:00,0.20000000000000001,0.10000000000000001,0.18639328984155767,0.18639328984155767,0.099460239541657169,0.082968388307050889,0.074960241552893006,0.044399188750411718,0,0,0.013606710158442337,0.17762767900000001,0.17762767900000001,0.13793940287435802,0,0.024501855975218145,0,0,-6.9388939039072284e-18,0.029072694,0.029072694,1.1158572617272267,1.1190233977619535,-9.2048104099986169e-05,0,0,6.4510029262887514e-18,0.14934317112857418,0.14934317112857418,0.10000000000000001,0.90000000000000002,-0.11947453690285935,0,0,0,0.092144616999999998,0.092144616999999998,0.50702594137498336,0.71748878923767467,-0.01939301850903696,0,0,0,0.55181183887142582,0.55181183887142582,0.014512459121095098,-0.10000000000000001,0.079681181875906795,0,0,-5.5511151231257827e-17,0.063189330641300473,-0.043636619430118428,0.022126575363353024,0.0085198652049106871,-0.065763194793471452,-0.052156484635029116,-0.10053976045834284,-0.11445774754077816,-0.18022094233424962,-0.034776565664871362,1.3877787807814457e-17,-5.5511151231257827e-17,-2.7755575615628914e-17,2.7755575615628914e-17,False,False,-0.06576319479347148,False,-0.065763194793471466,-0.0009688298683823151,-0.18118977220263194,True,True,0.07871235200752448,0.080650011744289096
2019-04,2019-05-12T23:59:00,0.10000000000000001,0.29999999999999999,0.093023255813950989,0.093023255813950989,0.38710754867430486,0.41801784445401535,0.18824369612448325,0.36116664092114814,0,0,0.0069767441860490165,0.17762767900000001,0.17762767900000001,0.073341508929371635,-0.65055762081783763,0.12858452224711664,0,0,0,0.029072694,0.029072694,4.1606811863836413,3.9235412474849074,0.006894296878781586,0,0,0,0.15053978141016278,0.15053978141016278,0.10000000000000001,0.10000000000000001,0,0,0,0,0.092144616999999998,0.092144616999999998,0.65472690245455545,-1.6028495102404228,0.20802351389601267,0,0,0,0.55061522858983725,0.55061522858983725,0.41730438316789603,0.40000000000000002,-0.02138223888611326,0,0,-2.9490299091605721e-17,0.0095280568935971928,-0.021129534651575049,0.013883010809917773,0.0069062666238687564,-0.035012545461492822,-0.028035801275443806,0.28710754867430488,0.34350233302191091,0.30848978756041812,0.32212009413579767,2.7755575615628914e-17,0,0,0,False,True,0.035012545461492794,True,0.035012545461492794,-0.024148369774112249,0.28434141778630584,False,True,-0.0027661308879989889,-0.0027661308879990409
2019-05,2019-06-10T23:59:00,0.69999999999999996,0.40000000000000002,0.65055762081784874,0.65055762081784874,0.2254766707170906,0.23480465820239829,0.16906469094695864,0.10239919131656199,0,0,0.049442379182151219,0.17762767900000001,0.17762767900000001,0.14373062808932474,1.9644527595883865,-0.32341064632211114,0,0,0,0.029072694,0.029072694,3.0123936739098189,2.6137463697967211,0.011589751086405033,0,0,0,0.15025241941471745,0.15025241941471745,0.10000000000000001,0.29999999999999999,-0.030050483882943489,0,0,0,0.092144616999999998,0.092144616999999998,0.12036906490745514,1.538461538461533,-0.13066958784622312,0,0,0,0.55090259058528257,0.55090259058528257,0.11933138158888865,0.10000000000000001,0.0013217207116037095,0,0,-2.4286128663675299e-17,0.010649708196911389,0.0298391502631064,0.03314323329274671,-0.016299145889404509,-0.0033040830296403104,0.046138296152510909,-0.47452332928290936,-0.47254096696487274,-0.47584504999451305,-0.47121924625326905,6.9388939039072284e-18,0,0,0,False,False,-0.0033040830296403034,False,-0.0033040830296403034,0.046149783798721603,-0.42969526619579146,False,True,-0.044828063087117891,-0.044828063087117898
2019-06,2019-07-10T23:59:00,0.20000000000000001,0.10000000000000001,0.18467220683286989,0.18467220683286989,0.12410329846284626,0.12503802156624538,0.028733742053736369,0.17297392224022412,0,0,0.015327793167130122,0.17762767900000001,0.17762767900000001,0.18506256181551201,0.36697247706423131,-0.032312236032716719,0,0,0,0.029072694,0.029072694,-0.083270533666790492,-0.094339622641503862,0.00032180823662061555,0,0,2.8189256484623115e-18,0.14980278780397527,0.14980278780397527,0,0.20000000000000001,-0.029960557560795055,0,0,0,0.092144616999999998,0.092144616999999998,-0.044310406104081101,-0.62388591800356386,0.053404763566556782,0,0,0,0.55135222219602475,0.55135222219602475,0.17466925068140837,0.29999999999999999,-0.07003611024969747,0,0,-4.163336342344337e-17,-0.069101387146298404,0.0023653728727392621,-0.00032025763013890374,-0.015648050797269025,0.0026856305028781658,0.018013423670008286,-0.075896701537153749,-0.008546221790334374,-0.0058605912874562082,-0.078582332040031844,-5.2041704279304213e-18,-6.9388939039072284e-17,-6.9388939039072284e-17,7.1123662515049091e-17,False,True,0.0026856305028780947,True,0.0026856305028781658,-0.070989050248596697,-0.07684964153605299,False,False,-0.00095293999889922709,0.00095293999889924097
2019-07,2019-08-11T23:59:00,0.40000000000000002,0.20000000000000001,0.36866359447005337,0.36866359447005337,0.43522902776385097,0.39045237187163523,0.069562543250122011,0.66347694669247492,0,0,0.031336405529946654,0.17762767900000001,0.17762767900000001,0.31022836158855671,-0.54844606946984342,0.15252434620554914,0,0,0,0.029072694,0.029072694,-1.2957200417177739,-1.3220018885741314,0.000764084091409743,0,0,-6.3967928176644762e-18,0.15001832569374482,0.15001832569374482,0.050000000000000003,0,0.0075009162846872415,0,0,0,0.092144616999999998,0.092144616999999998,0.50063826098605269,-0.4484304932735439,0.087451576867917644,0,0,0,0.55113668430625518,0.55113668430625518,0.58223275234424687,1,-0.18547019979252652,0,0,0,-0.23024685568474193,-0.0015045653950910703,0.026037130498095473,-0.0052992750318511805,-0.027541695893186544,0.0037947096367601102,0.035229027763850951,0.24824092344956378,0.22069922755637722,0.062770723657037258,-4.163336342344337e-17,3.3306690738754696e-16,2.3592239273284576e-16,-2.7755575615628914e-16,False,True,0.027541695893186308,True,0.027541695893186557,-0.11909527064140311,0.10160395691497437,True,True,0.066374929151123405,0.066374929151123419
2019-08,2019-09-09T23:59:00,0.10000000000000001,0,0.09182736455464191,0.09182736455464191,0.072120271688922932,-0.0069457622437970323,-0.068777075847733349,0.25594658515232172,0,0,0.0081726354453580952,0.17762767900000001,0.17762767900000001,-0.33940649416990593,-0.27573529411764053,-0.011309767484428582,0,5.5511151231257827e-17,-8.6736173798840355e-18,0.029072694,0.029072694,-0.51714841089177677,-0.4784688995215336,-0.0011245175981366004,0,0,0,0.15065988441430794,0.15065988441430794,0,0,0,0,0,0,0.092144616999999998,0.092144616999999998,-0.33288197668092379,0.63063063063062419,-0.088782500175393991,0,0,0,0.55049512558569202,0.55049512558569202,0.11231945703088961,0.20000000000000001,0.030798322419517948,0,0,-6.9388939039072284e-18,-0.048267711513202097,0.037219091699103618,-0.0053196428282606123,-0.013492278273618707,0.04253873452736423,0.050711369972722325,-0.027879728311077073,-0.10121678525795917,-0.058678050730594941,-0.07041846283844122,1.3877787807814457e-17,-8.3266726846886741e-17,-8.3266726846886741e-17,8.3266726846886741e-17,False,True,0.042538734527364147,True,0.04253873452736423,-0.037419965119374447,-0.096098015849969479,False,True,-0.0066216426998564996,0.068218287538892405
2019-09,2019-10-09T23:59:00,-0.59999999999999998,-0.40000000000000002,-0.55045871559632475,-0.55045871559632475,-0.31153742751516289,-0.34838756200358595,-0.029214821022272075,-0.51315520863038655,0,0,-0.049541284403675223,0.17762767900000001,0.17762767900000001,-0.044413442855467306,-0.55299539170506895,0.090338231155451462,0,0,0,0.029072694,0.029072694,-0.46624801829162621,-0.48076923076922906,0.00042217076687032953,0,0,0,0.15098499955343131,0.15098499955343131,0.10000000000000001,0.20000000000000001,-0.015098499955343132,0,0,0,0.092144616999999998,0.092144616999999998,0.2824815536417502,0.4476275738585444,-0.015217316781950757,0,0,0,0.55017001044656877,0.55017001044656877,-0.58013474911553942,-0.90000000000000002,0.21283040290902097,0,0,0,0.17598026842059802,-0.048898332812784599,-0.064085917203572706,-0.014544632799897483,0.015187584390788107,-0.034353700012887116,0.28846257248483709,0.060444585185027912,0.075632169575816019,0.27327498809404888,6.9388939039072284e-18,1.1102230246251565e-16,1.1102230246251565e-16,-6.9388939039072284e-17,False,False,-0.015187584390788211,False,-0.015187584390788107,0.11758779754956747,0.19321996712538358,False,False,0.095242605359453503,-0.095242605359453503
2019-10,2019-11-10T23:59:00,0.5,0.40000000000000002,0.46125461254613587,0.46125461254613587,0.22940611674544503,0.28156136881800642,0.11359727387659571,0.20985475885593016,0,0,0.038745387453864133,0.17762767900000001,0.17762767900000001,0.60928333443755744,0.83410565338275511,-0.03993466670163319,0,0,0,0.029072694,0.029072694,0.081345405284038996,0.096618357487909812,-0.00044402586589976185,0,0,0,0.14930265506553567,0.14930265506553567,0,0,0,0,0,0,0.092144616999999998,0.092144616999999998,0.11621002199403707,0,0.010708127968202122,0,0,-6.9388939039072284e-18,0.55185235493446438,0.55185235493446438,0.30436418987712283,0.59999999999999998,-0.2153025700918294,0,0,0,-0.16314731801926793,-0.007701368717259351,0.017919379846135453,-0.02082600760772868,-0.025620748563394802,0.013124638890469329,-0.27059388325455497,-0.029670564599330831,-0.055291313162725633,-0.24497313469116022,-2.6020852139652106e-17,1.1102230246251565e-16,5.5511151231257827e-17,-9.7144514654701197e-17,False,False,-0.025620748563394746,False,-0.025620748563394802,-0.10758894240654873,-0.16288025556927432,False,False,0.10771362768528067,-0.10771362768528064
2019-11,2019-12-09T23:59:00,0.29999999999999999,0.20000000000000001,0.27548209366390353,0.27548209366390353,0.16027885730460945,0.16937829587203512,0.10569877496001048,0.099130833354557663,0,0,0.024517906336096462,0.17762767900000001,0.17762767900000001,0.65929027737267354,1.1948529411764719,-0.095130752930526016,0,0,0,0.029072694,0.029072694,-0.58878744092034641,-0.57915057915057799,-0.0002801695333527755,0,0,0,0.15056867376509367,0.15056867376509367,0,0.40000000000000002,-0.060227469506037468,0,0,0,0.092144616999999998,0.092144616999999998,-0.0828143751614413,0,-0.0076308988813453219,0,0,0,0.55058633623490638,0.55058633623490638,0.11565764843981874,0,0.054580082344598956,0,0,-2.7755575615628914e-17,0.06367952091202464,0.013339109185301892,0.044371043374029806,0.019853137037933344,-0.031031934188727912,-0.0065140278526314519,-0.13972114269539054,-0.16326929085126157,-0.19430122503998948,-0.10868920850666261,-5.2041704279304213e-18,0,-2.7755575615628914e-17,2.7755575615628914e-17,False,False,-0.031031934188727933,False,-0.031031934188727905,0.049065726878098272,-0.14523549816189124,True,True,0.0055143554665006839,0.0055143554665006977
